BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,CLAIM_FROM_MONTH,TOTAL_PAID,TOTAL_CLAIMS,TOTAL_UNIQUE_BENEFICIARIES,cost_per_bene,avg_cpb,std_cpb,z_score
1427336791,99212,2022-03,900888.45,72,43,20950.89418604651,47.005475305291185,113.0411823481282,184.92277129908626
1730389248,92507,2018-09,368630.4,582,13,28356.184615384616,217.1696466527754,193.85603997072795,145.1541823147775
1740288505,87804,2023-09,65226.6,16,16,4076.6625,20.674908404531042,30.270235468242365,133.99260127496387
1104202761,93010,2019-11,49260.22,81,59,834.9189830508475,6.5723706521115535,6.40185423222852,129.39167034273194
1366515488,81003,2018-07,35152.52,13,13,2704.04,3.0920441801666017,21.258353290932714,127.05348899116582
1124522495,D0603,2024-04,49300.0,36,36,1369.4444444444443,3.3411474022526058,10.772402980105237,126.81509404773921
1285717298,1159F,2024-01,11524.04,31,29,397.38068965517243,0.12708261019719025,3.2110876175432463,123.71310109218005
1730132515,96372,2022-03,442487.97,94,76,5822.210131578947,17.651847727987573,47.059379861473744,123.34540533550455
1104275882,1036F,2024-02,16942.84,70,56,302.55071428571426,0.1055661908704439,2.49553386377976,121.19456781754803
1730389248,97530,2018-11,379346.4,696,15,25289.760000000002,171.8912129989562,207.34326595753134,121.14147363795149
1891775128,1160F,2024-10,2481.25,14,12,206.77083333333334,0.08896485897154094,1.780126700610835,116.10514487729482
1386608859,71046,2023-11,109922.43,35,32,3435.0759375,15.498182504662084,29.577276466743754,115.61503165581387
1740288505,99283,2023-09,1321548.91,132,127,10405.896929133858,90.0243778769969,89.34514517305227,115.46091879168239
1548367873,1159F,2024-04,5102.01,71,14,364.42928571428575,0.12708261019719025,3.2110876175432463,113.45134312554528
1477827624,3074F,2019-10,4576.6,60,19,240.87368421052633,0.24722558238908088,2.2336128892209244,107.72970544240853
1407243223,1159F,2019-12,19153.15,56,56,342.02053571428576,0.12708261019719025,3.2110876175432463,106.47278860788794
1215921457,90686,2019-09,35181.76,32,31,1134.8954838709678,6.049070422536135,10.604670783308107,106.44803940780992
1366515488,81003,2018-10,31481.63,14,14,2248.6878571428574,3.0920441801666017,21.258353290932714,105.63357294097189
1760590962,85025,2019-12,80720.53,28,19,4248.448947368421,9.291574099406409,40.79612055297542,103.91079631614227
1427063270,99051,2022-07,41521.62,509,15,2768.108,11.583451509183861,26.768294594924694,102.97721951302259
1760590962,36415,2020-11,75816.29,28,22,3446.1949999999997,5.793063385687876,34.75584492073725,98.98772262508223
1598873382,99214,2020-07,73266.23,18,14,5233.302142857143,65.75447489658993,53.26958090477295,97.00747744192485
1033300306,99233,2024-05,230318.99,191,17,13548.17588235294,116.07803641739878,143.8008478309132,93.40764013943465
1023797891,A0425,2023-08,554869.68,635,45,12330.437333333335,60.55087756153209,132.30337319924064,92.74054137148958
1699703827,99232,2023-10,314078.55,285,29,10830.294827586207,82.09434763758858,116.21730359061132,92.48365043651656
1760056022,T1015,2023-12,570064.13,797,28,20359.433214285713,212.15453273149856,217.86450949122207,92.47618498581552
1568525699,99232,2023-08,140238.54,238,13,10787.58,82.09434763758858,116.21730359061132,92.11610768456393
1598873382,99214,2020-09,59013.14,16,12,4917.761666666666,65.75447489658993,53.26958090477295,91.08401285235823
1528105558,99233,2023-10,763221.12,536,58,13158.984827586206,116.07803641739878,143.8008478309132,90.70118144578105
1942523931,3078F,2019-11,6752.35,56,49,137.8030612244898,0.19857492399418178,1.5201618991370818,90.5196258231486
1992727663,82570,2019-08,15043.63,14,13,1157.2023076923076,4.034678912913705,12.777789964504338,90.24781530943926
1154373843,84156,2024-08,292057.9,23,19,15371.468421052632,5.077252898456179,173.77536910018233,88.4267502795254
1508313719,93010,2018-11,8553.76,15,15,570.2506666666667,6.5723706521115535,6.40185423222852,88.04922379782704
1760590962,36415,2021-04,36767.74,17,12,3063.978333333333,5.793063385687876,34.75584492073725,87.99053157596992
1467412726,88304,2018-08,54522.9,14,14,3894.4928571428572,17.04597495675412,44.14339039310366,87.83754142255147
1811006661,94760,2020-02,65346.56,16,16,4084.16,4.150970559973802,46.67657297429764,87.41020965028162
1376885228,J7030,2019-10,67519.06,239,13,5193.773846153846,8.72745808484269,60.101605170491936,86.27134622046174
1760590962,36415,2020-10,44353.19,19,15,2956.8793333333333,5.793063385687876,34.75584492073725,84.90906426466603
1679262737,G2211,2024-01,69720.0,23,14,4980.0,5.2690597782505515,59.27322854121126,83.92879994318072
1013278399,T4535,2019-07,117286.4,1667,29,4044.358620689655,47.028141189570654,47.89345511750747,83.46297985168454
1366515488,81003,2020-03,21195.46,12,12,1766.2883333333332,3.0920441801666017,21.258353290932714,82.94133910669457
1144786906,80053,2020-03,40869.46,18,12,3405.7883333333334,13.775330560215648,40.92456501558437,82.88452183869065
1811391717,1160F,2020-02,4275.25,34,29,147.42241379310346,0.08896485897154094,1.780126700610835,82.76570925180535
1932197258,99460,2023-04,101871.47,16,13,7836.266923076923,73.05949556825473,95.21580937390625,81.53275678225936
1699703827,99232,2024-01,209385.7,192,22,9517.531818181818,82.09434763758858,116.21730359061132,81.18788836971844
1699769901,93005,2019-10,45694.0,15,12,3807.8333333333335,24.07160092779135,46.65740207165413,81.09670844070203
1740221621,J0887,2024-09,3786992.88,139,88,43034.01,138.03151689705862,531.4428392567622,80.71607201085668
1528105558,99233,2024-01,773188.56,548,66,11714.978181818182,116.07803641739878,143.8008478309132,80.65946981786391
1063969665,1160F,2020-03,1710.2,16,12,142.51666666666668,0.08896485897154094,1.780126700610835,80.009867701452
1942523931,3078F,2018-08,5062.57,46,42,120.53738095238094,0.19857492399418178,1.5201618991370818,79.16183539180724
1427336791,99202,2022-02,195821.18,32,32,6119.411875,55.53833141248508,76.63146206599916,79.13033863773836
1992172019,99285,2023-05,137522.41,24,13,10578.646923076923,129.97266523829228,132.24231778369918,79.01157838846186
1235148594,81025,2020-03,132824.78,64,57,2330.259298245614,7.091511613879976,29.485728402084273,78.78956744604332
1285717298,3079F,2024-02,1551.36,13,13,119.33538461538461,0.22896574666943242,1.5166039640519173,78.53495157067772
1457346413,82948,2019-02,86521.02,33,13,6655.463076923077,7.637097342572996,84.67428449374059,78.51056574410067
1518239219,1160F,2023-04,4464.22,46,32,139.506875,0.08896485897154094,1.780126700610835,78.319093856178
1184779332,D0230,2019-05,37478.39,41,41,914.1070731707317,13.349392354752032,11.510891729742971,78.2526412344331
1760056022,T1015,2023-04,616758.58,1026,36,17132.182777777776,212.15453273149856,217.86450949122207,77.6630773160784
1952546616,96375,2019-10,135550.06,55,33,4107.577575757576,26.422311426961876,52.56084725549901,77.64629905016677
1427336791,99202,2022-03,119240.1,21,20,5962.005,55.53833141248508,76.63146206599916,77.07626227332773
1881793750,J1100,2019-04,53575.52,12,12,4464.626666666666,4.66702530002343,58.5476199627303,76.17661732800961
1568525699,99232,2024-04,124656.48,104,14,8904.034285714286,82.09434763758858,116.21730359061132,75.90900550535044
1285715144,85027,2018-08,40025.54,31,18,2223.641111111111,6.498619459442663,29.21271996995019,75.8964757110034
