BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,active_months,avg_cost_per_claim,anomaly_score,anomaly_label
1376609297,890010684.3599998,10039534.0,403857.0,5,35,84.17419103007013,-1,anomaly
1417262056,749021429.3199999,9819923.0,588997.0,23,75,484.2502982191405,-1,anomaly
1699703827,682938504.8700001,3052095.0,1040565.0,95,82,257.9430360319841,-1,anomaly
1699725143,286951576.32,10382279.0,1581881.0,41,84,80.73991967504718,-1,anomaly
1710176151,254640828.03,3472922.0,245657.0,60,81,97.7660595672805,-1,anomaly
1629436241,238488354.56000027,1457768.0,103325.0,57,78,142.99012315308295,-1,anomaly
1982757688,207025158.52999988,201617.0,59643.0,19,84,2916.164345302632,-1,anomaly
1922467554,198593951.85999995,1530141.0,78088.0,4,20,197.77471510714275,-1,anomaly
1184703415,181220488.65,914184.0,41114.0,3,21,214.98781175754016,-1,anomaly
1538649983,180635719.45000002,1781261.0,92797.0,5,24,111.67100194825686,-1,anomaly
1356709976,177523532.5499997,619885.0,39033.0,39,78,200.71314096674507,-1,anomaly
1528263910,162994055.5499999,460347.0,161114.0,41,82,431.01354563686124,-1,anomaly
1720151046,150478591.20999998,787908.0,36576.0,10,44,204.07348199130388,-1,anomaly
1417099789,141564156.26000002,584096.0,129226.0,50,84,443.5953085952587,-1,anomaly
1538144910,139216115.94999993,10109922.0,8963813.0,700,84,16.235068553526474,-1,anomaly
1962650622,138679912.88999996,945590.0,39175.0,3,17,163.7940065250997,-1,anomaly
1518098359,135854318.02,1445560.0,54141.0,2,9,87.2020576924786,-1,anomaly
1447261540,135565317.05999997,809746.0,231191.0,57,83,248.75455443765355,-1,anomaly
1124304621,126849648.86,872055.0,53393.0,2,19,196.11913956348164,-1,anomaly
1134260078,121484104.71000004,4192765.0,622353.0,21,79,32.18246526159672,-1,anomaly
1932341898,120753666.21,38367.0,34740.0,1,10,3326.648118327441,-1,anomaly
1396051694,117886017.82999998,694126.0,34396.0,8,37,196.17280961368203,-1,anomaly
1124494059,117652548.99,142579.0,135057.0,1,10,799.1275323729249,-1,anomaly
1720145378,116763405.11000003,1205720.0,75315.0,38,73,131.19072405388386,-1,anomaly
1376097303,111326202.57000001,700669.0,30657.0,2,15,224.8320789059758,-1,anomaly
1275657553,109887560.55,779927.0,37854.0,7,20,201.29564106779358,-1,anomaly
1578778726,109392158.23000002,2258021.0,1680673.0,1152,84,175.96100063328083,-1,anomaly
1659402303,108725753.23999988,639175.0,125505.0,46,76,278.1979832583804,-1,anomaly
1700090834,107276009.25,1470738.0,151458.0,27,83,115.39474469973037,-1,anomaly
1457410904,107114901.56999996,640099.0,27944.0,4,20,231.97754247618312,-1,anomaly
1194934471,106927271.26999994,697938.0,169667.0,50,83,239.80232287038996,-1,anomaly
1376554592,105536281.90000002,141520.0,113618.0,5,32,625.8056011574598,-1,anomaly
1396049987,103279215.41999994,237189.0,17752.0,12,44,268.3149829770106,-1,anomaly
1053321869,102938013.56999996,1778376.0,94118.0,8,47,313.1843913743586,-1,anomaly
1518096411,99528903.44999996,113095.0,15685.0,13,40,2115.5524311236027,-1,anomaly
1952476988,97447155.26000005,1696219.0,1480424.0,1138,84,109.65072636760358,-1,anomaly
1528315397,95388317.35000004,628334.0,26524.0,5,22,209.42202078744097,-1,anomaly
1083783013,92133288.74000002,503590.0,23221.0,5,24,246.31996457514165,-1,anomaly
1043386659,90264869.46000002,439128.0,188394.0,45,83,261.89054745634934,-1,anomaly
1801060363,88651667.83000001,587080.0,27448.0,5,20,185.91970813987282,-1,anomaly
1245354000,86755781.78,51949.0,13547.0,12,46,2585.571626685739,-1,anomaly
1750504064,86034466.92000002,118676.0,17157.0,13,46,2073.747408349129,-1,anomaly
1134152986,85566223.66000001,1170010.0,898670.0,709,84,67.9499849884759,-1,anomaly
1871821710,84957400.14000002,472133.0,23475.0,5,22,204.2167586570019,-1,anomaly
1447393319,84789139.52999999,474080.0,22650.0,4,21,245.87411448595225,-1,anomaly
1104963347,83916675.0,492702.0,154067.0,57,84,292.13434986598327,-1,anomaly
1033571658,83069551.29000002,557609.0,23159.0,2,16,230.22052937144355,-1,anomaly
1679525919,82840636.45999996,1609384.0,1305112.0,1218,84,47.28706649248116,-1,anomaly
1730438706,81943111.43999997,471371.0,22472.0,4,19,240.94624332909353,-1,anomaly
1073055208,78819261.84999993,894167.0,274303.0,34,84,12.894304104441742,-1,anomaly
