HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
90782,2018-01,2021-01,3,57320.23,2,2018-01-01,2021-01-01,2018Q1,2021Q1
1433Z,2020-09,2020-09,1,53718.03,1,2020-09-01,2020-09-01,2020Q3,2020Q3
96100,2020-01,2020-01,1,2054.0,1,2020-01-01,2020-01-01,2020Q1,2020Q1
Z5944,2020-05,2020-07,2,2416.79,1,2020-05-01,2020-07-01,2020Q2,2020Q3
D6930,2020-01,2024-01,5,4145.01,3,2020-01-01,2024-01-01,2020Q1,2024Q1
87332,2020-05,2023-12,2,222.39,1,2020-05-01,2023-12-01,2020Q2,2023Q4
Q0220,2022-03,2022-03,1,0.16,1,2022-03-01,2022-03-01,2022Q1,2022Q1
3093F,2023-11,2024-04,2,0.03,1,2023-11-01,2024-04-01,2023Q4,2024Q2
G8451,2024-04,2024-04,1,0.01,1,2024-04-01,2024-04-01,2024Q2,2024Q2
99332,2024-04,2024-04,1,0.0,1,2024-04-01,2024-04-01,2024Q2,2024Q2
90758,2022-09,2022-09,1,0.0,1,2022-09-01,2022-09-01,2022Q3,2022Q3
M0347,2021-05,2021-05,1,506.7,1,2021-05-01,2021-05-01,2021Q2,2021Q2
84586,2022-12,2022-12,1,278.84,1,2022-12-01,2022-12-01,2022Q4,2022Q4
30801,2018-04,2023-03,2,712.66,2,2018-04-01,2023-03-01,2018Q2,2023Q1
69310,2021-01,2021-01,1,0.0,1,2021-01-01,2021-01-01,2021Q1,2021Q1
S9368,2024-02,2024-02,1,18324.1,1,2024-02-01,2024-02-01,2024Q1,2024Q1
D6059,2018-08,2018-08,1,18304.0,1,2018-08-01,2018-08-01,2018Q3,2018Q3
28285,2019-06,2019-08,2,14387.62,2,2019-06-01,2019-08-01,2019Q2,2019Q3
V2302,2022-10,2022-10,1,382.6,1,2022-10-01,2022-10-01,2022Q4,2022Q4
81164,2020-05,2020-05,1,0.0,1,2020-05-01,2020-05-01,2020Q2,2020Q2
3650F,2021-06,2021-06,1,0.0,1,2021-06-01,2021-06-01,2021Q2,2021Q2
Q4101,2018-04,2018-04,1,0.0,1,2018-04-01,2018-04-01,2018Q2,2018Q2
M1032,2020-12,2020-12,1,0.0,1,2020-12-01,2020-12-01,2020Q4,2020Q4
E0167,2022-04,2022-04,1,0.0,1,2022-04-01,2022-04-01,2022Q2,2022Q2
M1225,2024-03,2024-11,2,0.0,2,2024-03-01,2024-11-01,2024Q1,2024Q4
C9088,2023-06,2023-06,1,9566.77,1,2023-06-01,2023-06-01,2023Q2,2023Q2
92577,2023-07,2023-07,1,257.45,1,2023-07-01,2023-07-01,2023Q3,2023Q3
G9770,2020-01,2020-01,1,0.0,1,2020-01-01,2020-01-01,2020Q1,2020Q1
3IB21,2024-05,2024-05,1,0.0,1,2024-05-01,2024-05-01,2024Q2,2024Q2
21235,2019-10,2023-04,2,34038.21,2,2019-10-01,2023-04-01,2019Q4,2023Q2
W9794,2024-09,2024-09,1,15671.25,1,2024-09-01,2024-09-01,2024Q3,2024Q3
H0236,2019-12,2019-12,1,0.0,1,2019-12-01,2019-12-01,2019Q4,2019Q4
4328F,2018-07,2018-07,1,0.0,1,2018-07-01,2018-07-01,2018Q3,2018Q3
G8402,2020-07,2020-07,1,0.0,1,2020-07-01,2020-07-01,2020Q3,2020Q3
28890,2018-02,2018-02,1,0.0,1,2018-02-01,2018-02-01,2018Q1,2018Q1
99392,2018-01,2024-12,84,273293529.8799992,14618,2018-01-01,2024-12-01,2018Q1,2024Q4
99199,2018-01,2024-12,84,257420974.60000047,2887,2018-01-01,2024-12-01,2018Q1,2024Q4
92014,2018-01,2024-12,84,186095968.40999994,16260,2018-01-01,2024-12-01,2018Q1,2024Q4
D0330,2018-01,2024-12,84,91026910.6600001,16563,2018-01-01,2024-12-01,2018Q1,2024Q4
90791,2018-01,2024-12,84,194439138.4300002,10856,2018-01-01,2024-12-01,2018Q1,2024Q4
D1120,2018-01,2024-12,84,361261279.34999776,29332,2018-01-01,2024-12-01,2018Q1,2024Q4
Q0512,2018-01,2024-12,84,162293.72000000006,228,2018-01-01,2024-12-01,2018Q1,2024Q4
99238,2018-01,2024-12,84,40470485.95000002,5834,2018-01-01,2024-12-01,2018Q1,2024Q4
H0036,2018-01,2024-12,84,433674476.8400002,1934,2018-01-01,2024-12-01,2018Q1,2024Q4
T4526,2018-01,2024-12,84,75871309.05999996,1365,2018-01-01,2024-12-01,2018Q1,2024Q4
D0145,2018-01,2024-12,84,43062667.61000005,4264,2018-01-01,2024-12-01,2018Q1,2024Q4
A6021,2018-01,2024-12,84,3856399.6199999996,98,2018-01-01,2024-12-01,2018Q1,2024Q4
H0032,2018-01,2024-12,84,251036412.42000005,3276,2018-01-01,2024-12-01,2018Q1,2024Q4
90833,2018-01,2024-12,84,59550385.45000001,5240,2018-01-01,2024-12-01,2018Q1,2024Q4
A5500,2018-01,2024-12,84,3479993.99,608,2018-01-01,2024-12-01,2018Q1,2024Q4
H0020,2018-01,2024-12,84,606533589.7099997,1419,2018-01-01,2024-12-01,2018Q1,2024Q4
95810,2018-01,2024-12,84,52255635.26000002,1401,2018-01-01,2024-12-01,2018Q1,2024Q4
96413,2018-01,2024-12,84,72468249.02999999,1778,2018-01-01,2024-12-01,2018Q1,2024Q4
E0471,2018-01,2024-11,83,4755946.220000001,193,2018-01-01,2024-11-01,2018Q1,2024Q4
T2019,2018-01,2024-12,84,59928810.60000001,453,2018-01-01,2024-12-01,2018Q1,2024Q4
S0209,2018-01,2024-12,84,19124929.890000004,493,2018-01-01,2024-12-01,2018Q1,2024Q4
96130,2019-01,2024-12,72,20934525.539999995,1391,2019-01-01,2024-12-01,2019Q1,2024Q4
76818,2018-01,2024-12,84,13351203.170000004,711,2018-01-01,2024-12-01,2018Q1,2024Q4
A4554,2018-01,2024-12,84,62323480.669999994,1279,2018-01-01,2024-12-01,2018Q1,2024Q4
99310,2018-01,2024-12,84,14569163.709999993,2032,2018-01-01,2024-12-01,2018Q1,2024Q4
96165,2020-01,2024-12,60,18916653.230000004,372,2020-01-01,2024-12-01,2020Q1,2024Q4
29125,2018-01,2024-11,83,1406558.07,529,2018-01-01,2024-11-01,2018Q1,2024Q4
97153,2019-01,2024-12,72,471684154.9499995,1478,2019-01-01,2024-12-01,2019Q1,2024Q4
90670,2018-01,2024-12,84,12279231.870000018,10470,2018-01-01,2024-12-01,2018Q1,2024Q4
D4341,2018-01,2024-12,84,22850768.009999994,2184,2018-01-01,2024-12-01,2018Q1,2024Q4
95816,2018-01,2024-12,84,9884860.619999997,945,2018-01-01,2024-12-01,2018Q1,2024Q4
Z0100,2018-01,2019-05,17,346466.86,14,2018-01-01,2019-05-01,2018Q1,2019Q2
E0445,2018-01,2024-12,84,12590486.630000003,341,2018-01-01,2024-12-01,2018Q1,2024Q4
73110,2018-01,2024-12,84,8398973.160000006,3182,2018-01-01,2024-12-01,2018Q1,2024Q4
X5622,2018-01,2024-12,83,4405038.070000001,227,2018-01-01,2024-12-01,2018Q1,2024Q4
Q9957,2018-01,2024-12,84,453833.80999999994,233,2018-01-01,2024-12-01,2018Q1,2024Q4
D2751,2018-01,2024-12,83,26773022.870000005,869,2018-01-01,2024-12-01,2018Q1,2024Q4
76775,2018-01,2024-12,84,2685153.27,691,2018-01-01,2024-12-01,2018Q1,2024Q4
67031,2021-11,2023-10,5,17294.420000000002,2,2021-11-01,2023-10-01,2021Q4,2023Q4
G0382,2018-01,2024-12,84,3754535.1599999997,93,2018-01-01,2024-12-01,2018Q1,2024Q4
86147,2018-01,2024-12,84,1390955.66,214,2018-01-01,2024-12-01,2018Q1,2024Q4
93308,2018-01,2024-12,84,4333474.960000001,470,2018-01-01,2024-12-01,2018Q1,2024Q4
A6211,2018-01,2024-10,51,1435238.83,21,2018-01-01,2024-10-01,2018Q1,2024Q4
86665,2018-01,2024-12,84,1370358.83,319,2018-01-01,2024-12-01,2018Q1,2024Q4
H2027,2018-01,2024-12,84,76875659.06999995,605,2018-01-01,2024-12-01,2018Q1,2024Q4
97163,2018-01,2024-12,84,3927588.7299999995,691,2018-01-01,2024-12-01,2018Q1,2024Q4
D2950,2018-01,2024-12,84,7176598.510000003,1028,2018-01-01,2024-12-01,2018Q1,2024Q4
73630,2018-01,2024-12,84,19567151.919999998,6157,2018-01-01,2024-12-01,2018Q1,2024Q4
M0420,2021-07,2024-06,12,124125.64000000001,5,2021-07-01,2024-06-01,2021Q3,2024Q2
L1812,2018-01,2024-12,77,710522.81,78,2018-01-01,2024-12-01,2018Q1,2024Q4
17110,2018-01,2024-12,84,17274542.7,1435,2018-01-01,2024-12-01,2018Q1,2024Q4
A9552,2018-01,2024-12,84,7106444.96,493,2018-01-01,2024-12-01,2018Q1,2024Q4
82565,2018-01,2024-12,84,6926837.819999998,3675,2018-01-01,2024-12-01,2018Q1,2024Q4
83540,2018-01,2024-12,84,13439603.209999984,6233,2018-01-01,2024-12-01,2018Q1,2024Q4
C1887,2018-01,2024-12,84,722826.2199999999,323,2018-01-01,2024-12-01,2018Q1,2024Q4
A0090,2018-01,2024-12,84,55054843.7,304,2018-01-01,2024-12-01,2018Q1,2024Q4
S9430,2018-01,2024-11,80,5627372.970000002,48,2018-01-01,2024-11-01,2018Q1,2024Q4
95912,2018-01,2024-12,84,2771784.8399999994,240,2018-01-01,2024-12-01,2018Q1,2024Q4
90461,2018-01,2024-12,84,14575821.600000003,6220,2018-01-01,2024-12-01,2018Q1,2024Q4
77062,2018-01,2024-12,84,1817721.9100000001,419,2018-01-01,2024-12-01,2018Q1,2024Q4
86480,2018-01,2024-12,84,21595962.74000001,880,2018-01-01,2024-12-01,2018Q1,2024Q4
90882,2018-01,2024-12,84,4876441.790000002,257,2018-01-01,2024-12-01,2018Q1,2024Q4
T4542,2018-01,2024-12,83,545445.4400000001,71,2018-01-01,2024-12-01,2018Q1,2024Q4
J0897,2018-01,2024-11,83,12648367.300000003,218,2018-01-01,2024-11-01,2018Q1,2024Q4
J0882,2018-01,2024-11,83,7001455.629999999,384,2018-01-01,2024-11-01,2018Q1,2024Q4
E2609,2018-01,2024-12,64,4451956.21,31,2018-01-01,2024-12-01,2018Q1,2024Q4
90715,2018-01,2024-12,84,7770278.400000003,6673,2018-01-01,2024-12-01,2018Q1,2024Q4
V2203,2018-01,2024-12,84,6417252.040000002,1149,2018-01-01,2024-12-01,2018Q1,2024Q4
82247,2018-01,2024-12,84,2252916.32,1360,2018-01-01,2024-12-01,2018Q1,2024Q4
B4104,2018-02,2024-12,62,631383.23,32,2018-02-01,2024-12-01,2018Q1,2024Q4
37248,2018-04,2023-11,18,171289.33000000002,13,2018-04-01,2023-11-01,2018Q2,2023Q4
B4158,2018-01,2024-12,84,3432047.41,113,2018-01-01,2024-12-01,2018Q1,2024Q4
L1820,2018-01,2024-11,83,2279205.37,198,2018-01-01,2024-11-01,2018Q1,2024Q4
E2103,2023-01,2024-12,24,1068485.9599999997,71,2023-01-01,2024-12-01,2023Q1,2024Q4
95018,2018-01,2024-11,47,118887.43999999999,22,2018-01-01,2024-11-01,2018Q1,2024Q4
51792,2018-07,2024-08,48,331107.1000000001,19,2018-07-01,2024-08-01,2018Q3,2024Q3
A0424,2018-01,2024-12,81,1441572.8700000003,63,2018-01-01,2024-12-01,2018Q1,2024Q4
99307,2018-01,2024-12,84,6021111.3100000005,3478,2018-01-01,2024-12-01,2018Q1,2024Q4
97810,2018-01,2024-12,84,5624290.1400000015,799,2018-01-01,2024-12-01,2018Q1,2024Q4
L3010,2018-01,2024-12,83,2858026.26,94,2018-01-01,2024-12-01,2018Q1,2024Q4
20552,2018-01,2024-12,84,1226498.5999999999,341,2018-01-01,2024-12-01,2018Q1,2024Q4
77295,2018-03,2024-10,62,1028295.8199999998,58,2018-03-01,2024-10-01,2018Q1,2024Q4
91010,2018-01,2024-09,48,192623.47,38,2018-01-01,2024-09-01,2018Q1,2024Q3
93041,2018-01,2024-12,84,1935171.85,283,2018-01-01,2024-12-01,2018Q1,2024Q4
31525,2018-02,2024-10,49,287705.22000000003,13,2018-02-01,2024-10-01,2018Q1,2024Q4
86787,2018-01,2024-12,84,3112236.6399999987,804,2018-01-01,2024-12-01,2018Q1,2024Q4
95812,2018-01,2024-12,84,4098527.07,236,2018-01-01,2024-12-01,2018Q1,2024Q4
T2016,2018-01,2024-12,84,3299167551.0400176,1474,2018-01-01,2024-12-01,2018Q1,2024Q4
A5513,2018-01,2024-12,84,1269471.1600000001,206,2018-01-01,2024-12-01,2018Q1,2024Q4
S5151,2018-01,2024-12,84,14854828.63,178,2018-01-01,2024-12-01,2018Q1,2024Q4
97168,2018-01,2024-12,83,1783901.63,411,2018-01-01,2024-12-01,2018Q1,2024Q4
47562,2018-01,2024-11,83,11566437.26,173,2018-01-01,2024-11-01,2018Q1,2024Q4
J7040,2018-01,2024-12,84,3439736.260000001,1280,2018-01-01,2024-12-01,2018Q1,2024Q4
80323,2018-01,2024-12,84,1344299.71,181,2018-01-01,2024-12-01,2018Q1,2024Q4
65778,2018-01,2024-12,65,3106020.5,49,2018-01-01,2024-12-01,2018Q1,2024Q4
84207,2018-01,2024-12,84,728880.8599999999,163,2018-01-01,2024-12-01,2018Q1,2024Q4
81406,2018-01,2024-11,78,4473145.23,63,2018-01-01,2024-11-01,2018Q1,2024Q4
84466,2018-01,2024-12,84,2518379.0400000005,1663,2018-01-01,2024-12-01,2018Q1,2024Q4
L1830,2018-01,2024-11,83,1461060.57,173,2018-01-01,2024-11-01,2018Q1,2024Q4
88189,2018-01,2024-12,84,1168090.7199999997,205,2018-01-01,2024-12-01,2018Q1,2024Q4
D9610,2018-01,2024-12,84,3205180.7600000002,469,2018-01-01,2024-12-01,2018Q1,2024Q4
96138,2019-01,2024-12,72,1430200.0899999999,381,2019-01-01,2024-12-01,2019Q1,2024Q4
S9122,2018-01,2024-12,84,132804703.08000001,491,2018-01-01,2024-12-01,2018Q1,2024Q4
A6530,2018-01,2024-12,84,4927208.569999999,274,2018-01-01,2024-12-01,2018Q1,2024Q4
G0390,2018-01,2024-11,67,4629879.029999998,50,2018-01-01,2024-11-01,2018Q1,2024Q4
E2313,2018-04,2024-11,62,422833.66000000003,54,2018-04-01,2024-11-01,2018Q2,2024Q4
S5199,2018-01,2024-12,84,5600443.760000001,153,2018-01-01,2024-12-01,2018Q1,2024Q4
S0341,2019-12,2024-11,34,3397606.7199999997,38,2019-12-01,2024-11-01,2019Q4,2024Q4
97167,2018-01,2024-12,83,2182895.8500000006,359,2018-01-01,2024-12-01,2018Q1,2024Q4
V2106,2018-01,2024-10,41,261937.04999999993,19,2018-01-01,2024-10-01,2018Q1,2024Q4
H1003,2018-01,2024-12,84,1307624.6400000006,484,2018-01-01,2024-12-01,2018Q1,2024Q4
X1939,2018-01,2024-12,84,1382055.52,67,2018-01-01,2024-12-01,2018Q1,2024Q4
86008,2018-01,2024-12,84,1207399.31,95,2018-01-01,2024-12-01,2018Q1,2024Q4
T1022,2018-01,2024-11,48,8378739.8999999985,108,2018-01-01,2024-11-01,2018Q1,2024Q4
64643,2018-01,2024-12,83,1652909.69,160,2018-01-01,2024-12-01,2018Q1,2024Q4
80195,2018-01,2024-11,82,101716.25999999998,72,2018-01-01,2024-11-01,2018Q1,2024Q4
H0050,2018-01,2024-12,80,1462484.51,179,2018-01-01,2024-12-01,2018Q1,2024Q4
84445,2018-01,2024-12,84,910932.21,138,2018-01-01,2024-12-01,2018Q1,2024Q4
99091,2018-02,2024-12,72,1141455.8399999999,181,2018-02-01,2024-12-01,2018Q1,2024Q4
E0481,2018-01,2024-07,22,654721.7600000001,4,2018-01-01,2024-07-01,2018Q1,2024Q3
98929,2018-01,2024-12,84,636639.2199999999,102,2018-01-01,2024-12-01,2018Q1,2024Q4
75561,2018-02,2024-10,59,688878.86,57,2018-02-01,2024-10-01,2018Q1,2024Q4
81479,2018-01,2024-12,84,25913356.070000004,157,2018-01-01,2024-12-01,2018Q1,2024Q4
67850,2021-12,2024-08,11,48016.46,6,2021-12-01,2024-08-01,2021Q4,2024Q3
A9286,2018-04,2024-12,54,298107.18000000005,39,2018-04-01,2024-12-01,2018Q2,2024Q4
99487,2018-01,2024-12,84,941509.9,357,2018-01-01,2024-12-01,2018Q1,2024Q4
90756,2018-01,2024-12,62,1239471.47,1451,2018-01-01,2024-12-01,2018Q1,2024Q4
S0311,2018-07,2024-11,56,3199524.24,31,2018-07-01,2024-11-01,2018Q3,2024Q4
E2201,2018-01,2024-12,83,665265.97,129,2018-01-01,2024-12-01,2018Q1,2024Q4
J0595,2018-01,2024-11,28,9702.359999999999,22,2018-01-01,2024-11-01,2018Q1,2024Q4
13101,2018-03,2024-05,22,111361.65,8,2018-03-01,2024-05-01,2018Q1,2024Q2
A7003,2018-01,2024-12,84,699914.7700000001,1459,2018-01-01,2024-12-01,2018Q1,2024Q4
36215,2018-02,2024-10,65,263625.26,46,2018-02-01,2024-10-01,2018Q1,2024Q4
A4357,2018-01,2024-12,84,1339716.8900000001,380,2018-01-01,2024-12-01,2018Q1,2024Q4
29580,2018-01,2024-11,82,641901.91,121,2018-01-01,2024-11-01,2018Q1,2024Q4
A6258,2018-01,2024-10,78,831963.78,64,2018-01-01,2024-10-01,2018Q1,2024Q4
92546,2018-01,2024-11,82,829477.16,128,2018-01-01,2024-11-01,2018Q1,2024Q4
64520,2018-05,2024-11,25,86038.04000000001,10,2018-05-01,2024-11-01,2018Q2,2024Q4
99367,2018-01,2024-11,78,278743.41000000003,96,2018-01-01,2024-11-01,2018Q1,2024Q4
94728,2018-01,2024-11,76,151331.13,32,2018-01-01,2024-11-01,2018Q1,2024Q4
24640,2018-04,2024-08,30,99276.03000000001,22,2018-04-01,2024-08-01,2018Q2,2024Q3
G2086,2020-08,2024-11,35,613984.2899999999,7,2020-08-01,2024-11-01,2020Q3,2024Q4
A5122,2018-01,2024-06,23,93171.55000000002,5,2018-01-01,2024-06-01,2018Q1,2024Q2
86036,2022-01,2024-12,36,93900.3,75,2022-01-01,2024-12-01,2022Q1,2024Q4
Q5101,2018-02,2024-10,33,159980.59,11,2018-02-01,2024-10-01,2018Q1,2024Q4
00140,2018-01,2024-11,81,395743.07999999996,84,2018-01-01,2024-11-01,2018Q1,2024Q4
85060,2018-01,2024-12,84,938690.68,518,2018-01-01,2024-12-01,2018Q1,2024Q4
L1686,2019-08,2024-03,9,150283.2,3,2019-08-01,2024-03-01,2019Q3,2024Q1
81450,2018-02,2024-10,28,114570.23999999999,14,2018-02-01,2024-10-01,2018Q1,2024Q4
29824,2020-07,2023-10,4,23731.489999999998,4,2020-07-01,2023-10-01,2020Q3,2023Q4
S9373,2018-03,2024-05,19,214078.59,5,2018-03-01,2024-05-01,2018Q1,2024Q2
J2916,2018-01,2024-12,84,971797.6499999999,246,2018-01-01,2024-12-01,2018Q1,2024Q4
D7960,2018-02,2022-09,27,150985.49000000002,23,2018-02-01,2022-09-01,2018Q1,2022Q3
L3650,2018-03,2024-11,66,237755.66,31,2018-03-01,2024-11-01,2018Q1,2024Q4
99358,2018-01,2024-12,82,477442.54000000004,260,2018-01-01,2024-12-01,2018Q1,2024Q4
70360,2018-01,2024-12,84,500658.77,311,2018-01-01,2024-12-01,2018Q1,2024Q4
95926,2018-01,2024-10,38,56148.84999999999,19,2018-01-01,2024-10-01,2018Q1,2024Q4
0634,2018-07,2024-07,25,168859.80999999997,6,2018-07-01,2024-07-01,2018Q3,2024Q3
95180,2018-05,2024-08,37,402732.32999999996,15,2018-05-01,2024-08-01,2018Q2,2024Q3
88120,2018-01,2024-11,71,693924.1499999999,41,2018-01-01,2024-11-01,2018Q1,2024Q4
0460,2018-02,2024-09,35,26900.3,19,2018-02-01,2024-09-01,2018Q1,2024Q3
D7320,2018-04,2020-04,9,43315.159999999996,3,2018-04-01,2020-04-01,2018Q2,2020Q2
96103,2018-01,2019-08,13,91943.09,77,2018-01-01,2019-08-01,2018Q1,2019Q3
A6198,2018-02,2024-10,27,59322.14000000001,10,2018-02-01,2024-10-01,2018Q1,2024Q4
C1760,2018-01,2024-11,83,425528.67,142,2018-01-01,2024-11-01,2018Q1,2024Q4
V5011,2018-01,2024-12,84,509025.0800000001,121,2018-01-01,2024-12-01,2018Q1,2024Q4
20526,2018-01,2024-12,72,282014.04,61,2018-01-01,2024-12-01,2018Q1,2024Q4
81439,2018-03,2024-06,16,65893.20000000001,6,2018-03-01,2024-06-01,2018Q1,2024Q2
T1505,2018-02,2024-10,43,112483.60999999999,12,2018-02-01,2024-10-01,2018Q1,2024Q4
92100,2018-02,2024-12,82,368180.0600000001,104,2018-02-01,2024-12-01,2018Q1,2024Q4
J0171,2018-01,2024-11,83,328103.48999999993,537,2018-01-01,2024-11-01,2018Q1,2024Q4
01999,2018-02,2024-11,69,283697.91,46,2018-02-01,2024-11-01,2018Q1,2024Q4
A4211,2018-01,2024-09,48,223491.34999999998,17,2018-01-01,2024-09-01,2018Q1,2024Q3
P9041,2019-09,2024-06,13,17141.36,7,2019-09-01,2024-06-01,2019Q3,2024Q2
81422,2018-01,2024-12,66,1159783.23,28,2018-01-01,2024-12-01,2018Q1,2024Q4
80377,2018-01,2024-12,82,208094.81999999998,68,2018-01-01,2024-12-01,2018Q1,2024Q4
E0550,2018-01,2024-12,65,123053.08000000003,27,2018-01-01,2024-12-01,2018Q1,2024Q4
72084,2018-03,2024-10,65,176361.61000000002,44,2018-03-01,2024-10-01,2018Q1,2024Q4
97012,2018-01,2024-12,84,2422887.6099999994,976,2018-01-01,2024-12-01,2018Q1,2024Q4
99423,2020-01,2024-10,54,1340614.7099999997,185,2020-01-01,2024-10-01,2020Q1,2024Q4
85732,2018-01,2024-12,74,46514.03999999999,45,2018-01-01,2024-12-01,2018Q1,2024Q4
G8978,2018-01,2023-06,36,215494.44,680,2018-01-01,2023-06-01,2018Q1,2023Q2
98927,2018-01,2024-12,82,292204.81,137,2018-01-01,2024-12-01,2018Q1,2024Q4
G9500,2018-01,2024-12,83,14552.21,173,2018-01-01,2024-12-01,2018Q1,2024Q4
72114,2018-01,2024-11,81,327171.73,135,2018-01-01,2024-11-01,2018Q1,2024Q4
0012M,2021-12,2023-08,5,9173.2,1,2021-12-01,2023-08-01,2021Q4,2023Q3
64640,2018-01,2024-09,50,310063.66000000003,29,2018-01-01,2024-09-01,2018Q1,2024Q3
92025,2018-01,2024-12,84,575063.3100000002,345,2018-01-01,2024-12-01,2018Q1,2024Q4
72192,2018-01,2024-09,41,84781.42000000001,36,2018-01-01,2024-09-01,2018Q1,2024Q3
G0384,2018-01,2024-11,42,2207770.93,21,2018-01-01,2024-11-01,2018Q1,2024Q4
75774,2019-07,2024-03,15,37930.94,14,2019-07-01,2024-03-01,2019Q3,2024Q1
00145,2018-01,2024-11,46,110033.25,36,2018-01-01,2024-11-01,2018Q1,2024Q4
G8918,2018-01,2024-12,84,165262.96,481,2018-01-01,2024-12-01,2018Q1,2024Q4
82140,2018-01,2024-12,84,759327.6899999998,816,2018-01-01,2024-12-01,2018Q1,2024Q4
E0244,2018-01,2024-11,82,305764.13999999996,93,2018-01-01,2024-11-01,2018Q1,2024Q4
95251,2018-01,2024-12,84,1334753.4500000002,813,2018-01-01,2024-12-01,2018Q1,2024Q4
74241,2018-01,2019-12,22,57457.77,35,2018-01-01,2019-12-01,2018Q1,2019Q4
88104,2018-01,2024-12,77,113626.03,48,2018-01-01,2024-12-01,2018Q1,2024Q4
J7510,2018-01,2024-11,80,40605.97,348,2018-01-01,2024-11-01,2018Q1,2024Q4
76140,2018-01,2024-12,73,79337.26999999999,72,2018-01-01,2024-12-01,2018Q1,2024Q4
E0163,2018-01,2024-11,83,1643028.8400000003,337,2018-01-01,2024-11-01,2018Q1,2024Q4
95925,2018-01,2024-09,35,73264.03,18,2018-01-01,2024-09-01,2018Q1,2024Q3
00103,2018-08,2024-03,19,33663.37,9,2018-08-01,2024-03-01,2018Q3,2024Q1
80342,2018-01,2024-11,79,215589.58,65,2018-01-01,2024-11-01,2018Q1,2024Q4
0969,2021-06,2021-07,2,7558.14,3,2021-06-01,2021-07-01,2021Q2,2021Q3
K0821,2018-01,2024-10,62,345003.19,28,2018-01-01,2024-10-01,2018Q1,2024Q4
J2930,2018-01,2024-07,76,1082571.5,1592,2018-01-01,2024-07-01,2018Q1,2024Q3
84112,2018-01,2024-11,83,514899.7800000001,219,2018-01-01,2024-11-01,2018Q1,2024Q4
81272,2018-03,2023-12,25,140982.36,5,2018-03-01,2023-12-01,2018Q1,2023Q4
43274,2018-09,2024-01,5,20738.83,4,2018-09-01,2024-01-01,2018Q3,2024Q1
11000,2018-01,2024-10,71,85432.07,69,2018-01-01,2024-10-01,2018Q1,2024Q4
3077F,2018-01,2024-12,84,126195.1300000001,4224,2018-01-01,2024-12-01,2018Q1,2024Q4
A7525,2018-01,2024-12,84,119781.39000000001,166,2018-01-01,2024-12-01,2018Q1,2024Q4
10160,2018-02,2024-12,40,53620.76,19,2018-02-01,2024-12-01,2018Q1,2024Q4
87329,2018-01,2024-12,84,235397.61,167,2018-01-01,2024-12-01,2018Q1,2024Q4
Z0059,2018-01,2022-07,21,140562.0,7,2018-01-01,2022-07-01,2018Q1,2022Q3
64999,2018-05,2024-10,29,46981.69,16,2018-05-01,2024-10-01,2018Q2,2024Q4
G0402,2018-05,2024-09,31,41089.079999999994,32,2018-05-01,2024-09-01,2018Q2,2024Q3
A6403,2018-02,2024-10,64,135751.49,38,2018-02-01,2024-10-01,2018Q1,2024Q4
A6447,2018-01,2024-11,27,17712.43,13,2018-01-01,2024-11-01,2018Q1,2024Q4
82679,2018-01,2024-12,72,73478.46,36,2018-01-01,2024-12-01,2018Q1,2024Q4
A4250,2018-01,2024-11,82,509720.9600000001,61,2018-01-01,2024-11-01,2018Q1,2024Q4
G0168,2020-01,2023-03,2,2288.14,2,2020-01-01,2023-03-01,2020Q1,2023Q1
83695,2018-01,2024-12,84,150464.55,117,2018-01-01,2024-12-01,2018Q1,2024Q4
00520,2018-01,2024-10,40,71599.55,18,2018-01-01,2024-10-01,2018Q1,2024Q4
95723,2021-04,2023-10,4,14948.37,4,2021-04-01,2023-10-01,2021Q2,2023Q4
G0248,2018-01,2024-09,27,33272.86,3,2018-01-01,2024-09-01,2018Q1,2024Q3
D8692,2018-03,2019-12,15,60556.88,12,2018-03-01,2019-12-01,2018Q1,2019Q4
51701,2018-01,2024-11,83,366549.69,199,2018-01-01,2024-11-01,2018Q1,2024Q4
B9999,2018-01,2024-10,51,443457.3600000001,15,2018-01-01,2024-10-01,2018Q1,2024Q4
J1953,2018-01,2024-11,82,107214.88999999998,218,2018-01-01,2024-11-01,2018Q1,2024Q4
L5620,2018-03,2024-09,21,67057.53,17,2018-03-01,2024-09-01,2018Q1,2024Q3
D8691,2018-02,2020-02,7,9426.73,3,2018-02-01,2020-02-01,2018Q1,2020Q1
1448P,2018-04,2024-08,9,20203.17,3,2018-04-01,2024-08-01,2018Q2,2024Q3
OP379,2018-01,2024-11,55,454697.66000000003,17,2018-01-01,2024-11-01,2018Q1,2024Q4
0623,2018-04,2024-07,20,26732.0,5,2018-04-01,2024-07-01,2018Q2,2024Q3
M0539,2022-06,2024-07,10,29894.039999999997,5,2022-06-01,2024-07-01,2022Q2,2024Q3
69209,2018-01,2024-12,83,118675.37000000002,184,2018-01-01,2024-12-01,2018Q1,2024Q4
J0665,2023-07,2024-12,18,107505.81999999999,746,2023-07-01,2024-12-01,2023Q3,2024Q4
Q2037,2018-01,2023-10,17,9656.15,50,2018-01-01,2023-10-01,2018Q1,2023Q4
G9004,2018-01,2024-12,83,4955850.32,80,2018-01-01,2024-12-01,2018Q1,2024Q4
