HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
99152,2018-01,2024-12,84,3658913.750000001,2195,2018-01-01,2024-12-01,2018Q1,2024Q4
87563,2020-01,2024-12,60,2804294.4099999997,323,2020-01-01,2024-12-01,2020Q1,2024Q4
95813,2018-01,2024-12,83,2931158.97,177,2018-01-01,2024-12-01,2018Q1,2024Q4
J9035,2018-01,2024-12,84,20901094.27000001,753,2018-01-01,2024-12-01,2018Q1,2024Q4
86696,2018-01,2024-12,84,3871578.3800000004,509,2018-01-01,2024-12-01,2018Q1,2024Q4
A6540,2018-03,2024-08,40,426069.79,14,2018-03-01,2024-08-01,2018Q1,2024Q3
G0511,2018-01,2024-11,83,3759531.4299999992,870,2018-01-01,2024-11-01,2018Q1,2024Q4
99157,2018-01,2024-11,80,354965.08999999997,64,2018-01-01,2024-11-01,2018Q1,2024Q4
D9219,2018-01,2024-12,80,318514.23,80,2018-01-01,2024-12-01,2018Q1,2024Q4
93350,2018-01,2024-12,77,607706.6000000001,99,2018-01-01,2024-12-01,2018Q1,2024Q4
46607,2018-04,2024-11,40,404276.14,10,2018-04-01,2024-11-01,2018Q2,2024Q4
99340,2018-08,2023-08,36,672546.22,20,2018-08-01,2023-08-01,2018Q3,2023Q3
92134,2018-01,2024-12,84,16290388.740000011,3024,2018-01-01,2024-12-01,2018Q1,2024Q4
81513,2021-01,2024-12,48,11090704.899999995,286,2021-01-01,2024-12-01,2021Q1,2024Q4
D9430,2018-01,2024-12,84,10897346.94,2619,2018-01-01,2024-12-01,2018Q1,2024Q4
70487,2018-01,2024-11,79,511223.51000000007,69,2018-01-01,2024-11-01,2018Q1,2024Q4
D2332,2018-01,2024-12,84,8761836.700000001,1301,2018-01-01,2024-12-01,2018Q1,2024Q4
80344,2018-01,2024-11,82,356341.51999999996,49,2018-01-01,2024-11-01,2018Q1,2024Q4
J0475,2018-01,2024-11,82,4001427.8200000003,83,2018-01-01,2024-11-01,2018Q1,2024Q4
D9410,2018-01,2024-12,84,7433431.42,269,2018-01-01,2024-12-01,2018Q1,2024Q4
Q9966,2018-01,2024-12,84,414956.61999999994,741,2018-01-01,2024-12-01,2018Q1,2024Q4
D9993,2018-01,2024-12,84,8790118.840000002,691,2018-01-01,2024-12-01,2018Q1,2024Q4
J7518,2018-01,2024-11,83,836471.0399999999,115,2018-01-01,2024-11-01,2018Q1,2024Q4
A4259,2018-01,2024-12,84,1959958.7399999998,951,2018-01-01,2024-12-01,2018Q1,2024Q4
0071A,2021-11,2023-04,18,3280618.47,1448,2021-11-01,2023-04-01,2021Q4,2023Q2
E2402,2018-01,2024-12,84,33149248.8,122,2018-01-01,2024-12-01,2018Q1,2024Q4
L2114,2018-02,2024-10,43,502030.05999999994,13,2018-02-01,2024-10-01,2018Q1,2024Q4
G0469,2018-01,2024-11,61,270215.06,35,2018-01-01,2024-11-01,2018Q1,2024Q4
92341,2018-01,2024-12,84,4433594.729999997,2014,2018-01-01,2024-12-01,2018Q1,2024Q4
S9999,2018-01,2024-12,84,1526703.3,369,2018-01-01,2024-12-01,2018Q1,2024Q4
01810,2018-01,2024-10,76,288371.47000000003,91,2018-01-01,2024-10-01,2018Q1,2024Q4
83020,2018-01,2024-12,84,2000683.8000000003,565,2018-01-01,2024-12-01,2018Q1,2024Q4
S5105,2018-01,2024-12,84,173321626.97000003,412,2018-01-01,2024-12-01,2018Q1,2024Q4
64612,2018-06,2024-10,36,154948.89,19,2018-06-01,2024-10-01,2018Q2,2024Q4
A6199,2018-01,2024-12,75,532465.3099999999,37,2018-01-01,2024-12-01,2018Q1,2024Q4
D8090,2018-02,2024-12,74,6476431.680000001,66,2018-02-01,2024-12-01,2018Q1,2024Q4
D2791,2018-05,2024-10,37,541142.39,27,2018-05-01,2024-10-01,2018Q2,2024Q4
95027,2018-04,2024-05,26,79737.41000000002,11,2018-04-01,2024-05-01,2018Q2,2024Q2
86923,2018-01,2024-11,83,1506426.87,357,2018-01-01,2024-11-01,2018Q1,2024Q4
T4531,2018-01,2024-12,83,1648987.5699999998,81,2018-01-01,2024-12-01,2018Q1,2024Q4
67311,2018-01,2024-11,70,4651956.760000001,55,2018-01-01,2024-11-01,2018Q1,2024Q4
90901,2018-01,2024-12,57,251029.05000000005,43,2018-01-01,2024-12-01,2018Q1,2024Q4
85045,2018-01,2024-12,84,1431658.2099999997,1258,2018-01-01,2024-12-01,2018Q1,2024Q4
A4605,2018-01,2024-12,84,5310731.87,119,2018-01-01,2024-12-01,2018Q1,2024Q4
90681,2018-01,2024-12,84,762971.1900000001,1987,2018-01-01,2024-12-01,2018Q1,2024Q4
81381,2018-01,2024-09,71,577795.9699999999,32,2018-01-01,2024-09-01,2018Q1,2024Q3
86431,2018-01,2024-12,84,1219498.5299999998,838,2018-01-01,2024-12-01,2018Q1,2024Q4
A4247,2018-04,2024-11,65,106497.70999999999,27,2018-04-01,2024-11-01,2018Q2,2024Q4
E0652,2018-01,2024-11,50,11853477.549999995,16,2018-01-01,2024-11-01,2018Q1,2024Q4
92133,2018-01,2024-12,84,4848322.94,2023,2018-01-01,2024-12-01,2018Q1,2024Q4
G0101,2018-01,2024-12,84,1123798.0599999998,568,2018-01-01,2024-12-01,2018Q1,2024Q4
T2007,2018-01,2024-12,84,3740158.16,234,2018-01-01,2024-12-01,2018Q1,2024Q4
25600,2018-01,2024-11,75,943223.0200000001,77,2018-01-01,2024-11-01,2018Q1,2024Q4
99347,2018-01,2024-12,84,2757412.98,535,2018-01-01,2024-12-01,2018Q1,2024Q4
36569,2018-01,2024-06,39,83060.86,34,2018-01-01,2024-06-01,2018Q1,2024Q2
Q0091,2018-01,2024-12,84,1194360.17,1110,2018-01-01,2024-12-01,2018Q1,2024Q4
58558,2018-02,2024-11,78,4475196.16,127,2018-02-01,2024-11-01,2018Q1,2024Q4
27447,2018-01,2024-09,52,3777027.0700000003,40,2018-01-01,2024-09-01,2018Q1,2024Q3
81403,2018-01,2024-12,72,560678.12,55,2018-01-01,2024-12-01,2018Q1,2024Q4
86735,2018-01,2024-12,84,1024749.3800000001,307,2018-01-01,2024-12-01,2018Q1,2024Q4
E0295,2018-01,2024-11,83,959904.3599999998,99,2018-01-01,2024-11-01,2018Q1,2024Q4
92540,2018-01,2024-11,82,628391.5599999999,128,2018-01-01,2024-11-01,2018Q1,2024Q4
82166,2024-01,2024-12,12,57286.69000000001,39,2024-01-01,2024-12-01,2024Q1,2024Q4
80338,2018-01,2024-12,84,656995.9400000002,117,2018-01-01,2024-12-01,2018Q1,2024Q4
77290,2018-01,2024-10,78,969579.26,107,2018-01-01,2024-10-01,2018Q1,2024Q4
77387,2018-01,2024-11,78,962354.1500000001,54,2018-01-01,2024-11-01,2018Q1,2024Q4
G0648,2018-01,2024-12,82,2499440.4600000004,34,2018-01-01,2024-12-01,2018Q1,2024Q4
37766,2018-01,2023-06,20,359135.68000000005,6,2018-01-01,2023-06-01,2018Q1,2023Q2
G9150,2018-01,2024-11,79,697172.92,67,2018-01-01,2024-11-01,2018Q1,2024Q4
81121,2018-02,2023-11,20,88713.63999999998,4,2018-02-01,2023-11-01,2018Q1,2023Q4
A5512,2018-01,2024-12,84,1039084.8300000002,314,2018-01-01,2024-12-01,2018Q1,2024Q4
Z4303,2018-01,2024-12,81,374151.07999999996,26,2018-01-01,2024-12-01,2018Q1,2024Q4
J1650,2018-01,2024-11,83,785655.58,898,2018-01-01,2024-11-01,2018Q1,2024Q4
Z5942,2018-03,2024-04,16,88744.82,4,2018-03-01,2024-04-01,2018Q1,2024Q2
99397,2018-01,2024-12,84,589769.5199999999,406,2018-01-01,2024-12-01,2018Q1,2024Q4
29799,2018-02,2024-08,38,66604.76,19,2018-02-01,2024-08-01,2018Q1,2024Q3
92611,2018-01,2024-11,82,1274018.6099999999,125,2018-01-01,2024-11-01,2018Q1,2024Q4
E2615,2018-01,2024-05,28,199909.60000000003,15,2018-01-01,2024-05-01,2018Q1,2024Q2
W0710,2018-05,2020-12,18,707672.5700000001,11,2018-05-01,2020-12-01,2018Q2,2020Q4
D5211,2018-01,2024-12,51,452781.89,35,2018-01-01,2024-12-01,2018Q1,2024Q4
J7606,2018-01,2024-09,54,568946.1100000001,10,2018-01-01,2024-09-01,2018Q1,2024Q3
96118,2018-01,2018-12,12,929257.2199999999,88,2018-01-01,2018-12-01,2018Q1,2018Q4
41010,2018-08,2024-12,35,301766.93000000005,27,2018-08-01,2024-12-01,2018Q3,2024Q4
59841,2018-03,2024-09,43,684508.27,17,2018-03-01,2024-09-01,2018Q1,2024Q3
81260,2018-01,2024-12,76,566911.59,43,2018-01-01,2024-12-01,2018Q1,2024Q4
G0154,2018-01,2022-09,31,287381.38,21,2018-01-01,2022-09-01,2018Q1,2022Q3
97164,2018-01,2024-12,84,3199292.039999999,896,2018-01-01,2024-12-01,2018Q1,2024Q4
Z6500,2018-01,2024-12,83,850247.5000000003,146,2018-01-01,2024-12-01,2018Q1,2024Q4
50715,2019-09,2022-09,2,15813.96,2,2019-09-01,2022-09-01,2019Q3,2022Q3
J7320,2018-02,2023-11,41,257280.91999999998,28,2018-02-01,2023-11-01,2018Q1,2023Q4
E0185,2018-01,2024-11,74,347623.66000000003,75,2018-01-01,2024-11-01,2018Q1,2024Q4
92081,2018-01,2024-12,84,958877.0899999999,616,2018-01-01,2024-12-01,2018Q1,2024Q4
80159,2018-01,2024-12,84,183167.39,78,2018-01-01,2024-12-01,2018Q1,2024Q4
K0195,2018-01,2024-12,84,1417271.4700000004,906,2018-01-01,2024-12-01,2018Q1,2024Q4
90970,2018-01,2024-09,62,229477.75,47,2018-01-01,2024-09-01,2018Q1,2024Q3
X4303,2018-04,2024-09,29,111419.21999999999,8,2018-04-01,2024-09-01,2018Q2,2024Q3
92620,2018-04,2023-07,19,40123.579999999994,7,2018-04-01,2023-07-01,2018Q2,2023Q3
01844,2018-01,2024-10,64,132721.34,46,2018-01-01,2024-10-01,2018Q1,2024Q4
96159,2020-01,2024-12,60,11644871.85,237,2020-01-01,2024-12-01,2020Q1,2024Q4
A0431,2018-01,2024-12,84,84372205.53,246,2018-01-01,2024-12-01,2018Q1,2024Q4
90661,2018-01,2024-12,29,261943.62999999998,668,2018-01-01,2024-12-01,2018Q1,2024Q4
J1437,2022-12,2024-09,11,269809.67,8,2022-12-01,2024-09-01,2022Q4,2024Q3
J9190,2018-01,2024-12,84,297441.30000000005,178,2018-01-01,2024-12-01,2018Q1,2024Q4
C1729,2018-01,2024-11,83,171920.57000000004,156,2018-01-01,2024-11-01,2018Q1,2024Q4
88235,2018-02,2024-10,33,98335.08,8,2018-02-01,2024-10-01,2018Q1,2024Q4
93298,2018-01,2024-12,84,1158531.5300000003,648,2018-01-01,2024-12-01,2018Q1,2024Q4
D7473,2018-04,2024-04,16,90114.31,7,2018-04-01,2024-04-01,2018Q2,2024Q2
93228,2018-02,2024-11,80,242423.99000000002,174,2018-02-01,2024-11-01,2018Q1,2024Q4
86331,2018-01,2024-11,52,52062.12000000001,25,2018-01-01,2024-11-01,2018Q1,2024Q4
88262,2018-01,2024-10,77,449298.92000000004,56,2018-01-01,2024-10-01,2018Q1,2024Q4
B4081,2018-02,2024-12,57,103154.6,25,2018-02-01,2024-12-01,2018Q1,2024Q4
G0380,2018-01,2024-11,63,299325.88,25,2018-01-01,2024-11-01,2018Q1,2024Q4
J9355,2018-01,2024-10,53,8699138.9,45,2018-01-01,2024-10-01,2018Q1,2024Q4
E2394,2018-01,2024-10,48,108794.26000000001,36,2018-01-01,2024-10-01,2018Q1,2024Q4
J3475,2018-01,2024-12,84,399092.36000000004,1060,2018-01-01,2024-12-01,2018Q1,2024Q4
G2168,2021-06,2024-08,17,16630.0,9,2021-06-01,2024-08-01,2021Q2,2024Q3
E0149,2018-01,2024-11,83,397176.68,202,2018-01-01,2024-11-01,2018Q1,2024Q4
81412,2020-05,2024-07,13,143400.52,3,2020-05-01,2024-07-01,2020Q2,2024Q3
88325,2018-08,2024-04,26,192864.47999999998,7,2018-08-01,2024-04-01,2018Q3,2024Q2
43244,2018-03,2024-09,9,33713.15,5,2018-03-01,2024-09-01,2018Q1,2024Q3
11765,2018-01,2024-11,74,421940.20000000007,63,2018-01-01,2024-11-01,2018Q1,2024Q4
M0192,2021-05,2022-02,2,9643.130000000001,1,2021-05-01,2022-02-01,2021Q2,2022Q1
L8499,2018-06,2024-10,13,47824.57000000001,1,2018-06-01,2024-10-01,2018Q2,2024Q4
E0310,2018-01,2024-10,65,64311.240000000005,29,2018-01-01,2024-10-01,2018Q1,2024Q4
80332,2018-01,2024-12,80,399449.08999999997,92,2018-01-01,2024-12-01,2018Q1,2024Q4
10022,2018-01,2018-12,12,127775.82999999999,30,2018-01-01,2018-12-01,2018Q1,2018Q4
84145,2018-01,2024-12,84,1655505.29,1193,2018-01-01,2024-12-01,2018Q1,2024Q4
A4367,2018-01,2024-12,83,130478.87,88,2018-01-01,2024-12-01,2018Q1,2024Q4
M0239,2020-12,2021-03,4,62009.619999999995,23,2020-12-01,2021-03-01,2020Q4,2021Q1
99072,2020-07,2024-12,54,808146.6299999999,3093,2020-07-01,2024-12-01,2020Q3,2024Q4
82172,2018-01,2024-12,84,317059.31000000006,180,2018-01-01,2024-12-01,2018Q1,2024Q4
J7296,2018-08,2024-11,21,521246.55,12,2018-08-01,2024-11-01,2018Q3,2024Q4
86039,2018-01,2024-12,84,600167.1299999999,383,2018-01-01,2024-12-01,2018Q1,2024Q4
94016,2018-01,2024-10,70,113697.64000000001,51,2018-01-01,2024-10-01,2018Q1,2024Q4
20605,2018-01,2024-11,80,266481.0399999999,119,2018-01-01,2024-11-01,2018Q1,2024Q4
87254,2018-01,2024-12,54,75179.87000000002,51,2018-01-01,2024-12-01,2018Q1,2024Q4
68340,2018-01,2023-01,2,6024.5199999999995,2,2018-01-01,2023-01-01,2018Q1,2023Q1
11443,2020-02,2020-12,4,117483.97,1,2020-02-01,2020-12-01,2020Q1,2020Q4
68810,2018-04,2024-09,20,55873.229999999996,6,2018-04-01,2024-09-01,2018Q2,2024Q3
81299,2019-04,2022-03,5,12580.240000000002,2,2019-04-01,2022-03-01,2019Q2,2022Q1
59899,2018-03,2024-09,59,819242.0,36,2018-03-01,2024-09-01,2018Q1,2024Q3
0121,2018-01,2024-09,57,16652160.660000002,43,2018-01-01,2024-09-01,2018Q1,2024Q3
G0454,2018-11,2023-06,17,4464.909999999999,7,2018-11-01,2023-06-01,2018Q4,2023Q2
A9505,2018-01,2022-09,49,114807.41999999998,35,2018-01-01,2022-09-01,2018Q1,2022Q3
00918,2018-01,2024-11,42,96411.15000000001,24,2018-01-01,2024-11-01,2018Q1,2024Q4
86644,2018-01,2024-12,84,260500.12999999998,169,2018-01-01,2024-12-01,2018Q1,2024Q4
92201,2020-01,2024-12,60,1187555.76,629,2020-01-01,2024-12-01,2020Q1,2024Q4
74247,2018-02,2019-11,11,16313.81,7,2018-02-01,2019-11-01,2018Q1,2019Q4
0431,2018-07,2024-10,20,438507.03,10,2018-07-01,2024-10-01,2018Q3,2024Q4
99328,2018-01,2022-12,30,95858.86999999998,30,2018-01-01,2022-12-01,2018Q1,2022Q4
C1758,2018-01,2024-11,80,65346.99999999999,112,2018-01-01,2024-11-01,2018Q1,2024Q4
82397,2018-01,2024-12,84,224106.18,140,2018-01-01,2024-12-01,2018Q1,2024Q4
36470,2018-03,2024-11,35,108556.36,22,2018-03-01,2024-11-01,2018Q1,2024Q4
85046,2018-01,2024-12,84,479498.91000000003,582,2018-01-01,2024-12-01,2018Q1,2024Q4
81465,2021-08,2024-10,11,119417.27000000002,4,2021-08-01,2024-10-01,2021Q3,2024Q4
93750,2018-01,2024-11,57,56598.22999999999,35,2018-01-01,2024-11-01,2018Q1,2024Q4
0583,2019-08,2022-01,5,11638.029999999999,1,2019-08-01,2022-01-01,2019Q3,2022Q1
81321,2018-01,2024-10,60,1012657.2700000001,34,2018-01-01,2024-10-01,2018Q1,2024Q4
L2232,2020-07,2024-07,13,38842.9,5,2020-07-01,2024-07-01,2020Q3,2024Q3
V2520,2018-01,2024-11,72,263288.51,69,2018-01-01,2024-11-01,2018Q1,2024Q4
OP229,2020-04,2024-09,19,30798.0,10,2020-04-01,2024-09-01,2020Q2,2024Q3
99605,2018-01,2024-12,74,679815.6599999999,146,2018-01-01,2024-12-01,2018Q1,2024Q4
J0137,2023-07,2024-12,18,11815.529999999999,52,2023-07-01,2024-12-01,2023Q3,2024Q4
0089U,2020-11,2022-12,9,5607.91,1,2020-11-01,2022-12-01,2020Q4,2022Q4
A4617,2018-01,2024-12,82,30799.320000000003,80,2018-01-01,2024-12-01,2018Q1,2024Q4
A7504,2018-04,2024-03,29,39679.520000000004,8,2018-04-01,2024-03-01,2018Q2,2024Q1
92260,2018-01,2024-06,24,34320.380000000005,10,2018-01-01,2024-06-01,2018Q1,2024Q2
A4210,2018-01,2024-06,36,18527.82,11,2018-01-01,2024-06-01,2018Q1,2024Q2
49406,2020-02,2024-09,10,20687.710000000003,2,2020-02-01,2024-09-01,2020Q1,2024Q3
95861,2018-01,2024-10,67,121228.79999999999,29,2018-01-01,2024-10-01,2018Q1,2024Q4
52224,2018-03,2024-10,18,123293.61000000002,7,2018-03-01,2024-10-01,2018Q1,2024Q4
Q5114,2021-04,2024-10,6,182572.55000000002,3,2021-04-01,2024-10-01,2021Q2,2024Q4
A5071,2018-09,2023-01,14,27010.760000000002,3,2018-09-01,2023-01-01,2018Q3,2023Q1
A4466,2019-04,2019-06,2,4090.0,1,2019-04-01,2019-06-01,2019Q2,2019Q2
95060,2018-01,2024-11,13,7399.68,8,2018-01-01,2024-11-01,2018Q1,2024Q4
87662,2018-02,2023-06,33,41122.53999999999,12,2018-02-01,2023-06-01,2018Q1,2023Q2
17003,2018-01,2024-11,83,252940.43000000005,229,2018-01-01,2024-11-01,2018Q1,2024Q4
L2830,2018-01,2024-12,24,38115.79000000001,10,2018-01-01,2024-12-01,2018Q1,2024Q4
E0165,2018-01,2024-11,83,176709.58000000002,118,2018-01-01,2024-11-01,2018Q1,2024Q4
93284,2018-01,2024-09,44,24288.0,26,2018-01-01,2024-09-01,2018Q1,2024Q3
Z5908,2018-01,2023-10,7,5508.4,3,2018-01-01,2023-10-01,2018Q1,2023Q4
G8783,2018-01,2024-12,84,49119.840000000004,1165,2018-01-01,2024-12-01,2018Q1,2024Q4
86694,2018-01,2024-12,83,255202.09000000003,153,2018-01-01,2024-12-01,2018Q1,2024Q4
27335,2022-03,2024-02,3,5961.8099999999995,1,2022-03-01,2024-02-01,2022Q1,2024Q1
G0330,2023-01,2024-12,24,9936789.48,78,2023-01-01,2024-12-01,2023Q1,2024Q4
11105,2019-02,2024-10,43,39939.98,18,2019-02-01,2024-10-01,2019Q1,2024Q4
72275,2018-01,2021-12,45,139575.51,73,2018-01-01,2021-12-01,2018Q1,2021Q4
V2115,2020-07,2024-11,9,17021.670000000002,7,2020-07-01,2024-11-01,2020Q3,2024Q4
00940,2018-01,2024-11,58,94215.45999999998,31,2018-01-01,2024-11-01,2018Q1,2024Q4
95939,2018-01,2024-10,73,221574.26,27,2018-01-01,2024-10-01,2018Q1,2024Q4
A9537,2018-01,2024-10,60,63945.880000000005,48,2018-01-01,2024-10-01,2018Q1,2024Q4
G8911,2018-01,2024-08,10,2076.61,8,2018-01-01,2024-08-01,2018Q1,2024Q3
0053A,2022-01,2023-10,13,62917.840000000004,63,2022-01-01,2023-10-01,2022Q1,2023Q4
99155,2018-02,2024-11,41,44033.92999999999,19,2018-02-01,2024-11-01,2018Q1,2024Q4
84163,2018-01,2024-12,78,370048.83,89,2018-01-01,2024-12-01,2018Q1,2024Q4
J2919,2024-04,2024-12,9,55903.939999999995,509,2024-04-01,2024-12-01,2024Q2,2024Q4
82180,2018-02,2024-10,74,45594.07,62,2018-02-01,2024-10-01,2018Q1,2024Q4
G0446,2018-01,2024-12,84,160934.06999999998,306,2018-01-01,2024-12-01,2018Q1,2024Q4
D0251,2018-01,2024-11,61,60492.19,31,2018-01-01,2024-11-01,2018Q1,2024Q4
A7010,2018-01,2024-11,78,83472.37000000001,74,2018-01-01,2024-11-01,2018Q1,2024Q4
92584,2021-06,2024-11,9,11789.06,6,2021-06-01,2024-11-01,2021Q2,2024Q4
G0239,2018-01,2024-08,13,25555.78,7,2018-01-01,2024-08-01,2018Q1,2024Q3
83015,2018-02,2024-04,33,11332.139999999998,6,2018-02-01,2024-04-01,2018Q1,2024Q2
D0474,2022-02,2023-01,2,1977.8,1,2022-02-01,2023-01-01,2022Q1,2023Q1
D8704,2020-05,2024-09,26,79134.57,20,2020-05-01,2024-09-01,2020Q2,2024Q3
