first_digit,observed_count,observed_pct,benford_pct,deviation,deviation_abs
1,5973842,31.772818023525275,30.10299956639812,1.6698184571271568,1.6698184571271568
2,3286911,17.481952998174958,17.609125905568124,-0.12717290739316667,0.12717290739316667
3,2253168,11.983828303532365,12.493873660829994,-0.5100453572976296,0.5100453572976296
4,1736306,9.23481648345488,9.691001300805642,-0.45618481735076166,0.45618481735076166
5,1421453,7.560221294435652,7.918124604762482,-0.3579033103268294,0.3579033103268294
6,1222475,6.501925513481785,6.694678963061322,-0.19275344957953688,0.19275344957953688
7,1075960,5.722662447482249,5.799194697768673,-0.07653225028642385,0.07653225028642385
8,958970,5.100432736590628,5.115252244738129,-0.014819508147501104,0.014819508147501104
9,872653,4.641342199322212,4.575749056067514,0.06559314325469767,0.06559314325469767
