CLAIM_FROM_MONTH,total_paid,total_claims,total_bene,active_providers,active_codes,avg_cost_per_claim,avg_cost_per_bene
2023-04-01,1569038874.0800135,25752147.0,16003249.0,95840,4206,53.69913166376702,97.36314053776185
2023-05-01,1758354669.1400073,28404802.0,17231229.0,99627,4313,53.851146781926296,99.44142738930007
2023-06-01,1586216492.6900012,25689157.0,15843581.0,95463,4226,54.231177274349555,98.60569774956592
2023-07-01,1540875399.029994,24514435.0,14878649.0,91890,4133,55.87508738085576,103.80748362181231
2023-08-01,1651386328.3799949,27023584.0,16982787.0,99514,4328,53.57144749035079,98.96735151077037
2023-09-01,1654083948.4600022,26595011.0,15846237.0,94540,4174,54.4873258945513,101.26206856740167
2023-10-01,1763283868.569997,28030104.0,16948947.0,98660,4249,54.643576674933556,100.51556184300607
2023-11-01,1604289113.1200092,25600554.0,15778295.0,94301,4208,55.26935485673974,101.73796060696083
2023-12-01,1715724770.0000007,25258617.0,14788080.0,89414,4082,56.801344217861796,104.66863480021644
2024-01-01,1712908829.1300004,26749990.0,16360780.0,95145,4264,56.80454607091266,107.40692238991102
2024-02-01,1654899015.580008,27011035.0,16112862.0,94876,4166,55.95116871416185,104.7062797325696
2024-03-01,1718437519.4200025,26150360.0,15971680.0,94120,4169,57.377628844639446,108.57822850579512
2024-04-01,1687234608.8200011,25831697.0,15822810.0,94719,4213,56.83098416687306,105.20875041493417
2024-05-01,1633758224.6800003,25185491.0,15268612.0,93220,4180,57.75264627027047,107.27992612052523
2024-06-01,1519830399.2300014,22366966.0,14027957.0,86324,4031,57.98337018917662,109.52509712419614
2024-07-01,1525051557.1800084,23376900.0,14582624.0,88405,4062,56.760196993842996,107.68976177596402
2024-08-01,1550835174.7600012,24078089.0,15196810.0,89995,4079,56.57502645730075,103.68111803423818
2024-09-01,1507441832.609992,23114637.0,14635665.0,86861,4046,57.3090160159055,107.13991221396627
2024-10-01,1561997905.7800062,23932708.0,14748081.0,88480,4071,55.94614381346371,105.17768590902662
2024-11-01,1274333876.089995,18314642.0,11272161.0,72918,3570,56.95328917433247,108.39910903080019
2024-12-01,411110120.89999884,6179992.0,3992189.0,37684,2368,56.44432238715879,101.03808232922643
