CLAIM_FROM_MONTH,total_paid,total_claims,total_bene,active_providers,active_codes,avg_cost_per_claim,avg_cost_per_bene
2018-01-01,915678792.7700039,18801485.0,11176645.0,82061,3797,43.762490838948345,76.72446589678715
2018-02-01,869453389.9600002,17633471.0,10481229.0,78716,3729,43.44043411328351,76.30965357459169
2018-03-01,910451511.9699961,18556947.0,11196846.0,81633,3842,43.62560879464194,77.31380666510701
2018-04-01,894196311.7700001,17718661.0,10776554.0,80698,3821,44.49991607960131,78.28091063274695
2018-05-01,914832486.3900019,17921632.0,10779566.0,80442,3837,44.62677591522201,79.17072058263605
2018-06-01,860915454.8900039,16432312.0,10088071.0,75976,3782,45.430849193272735,80.73313477128664
2018-07-01,902859917.68,17409679.0,10150347.0,76396,3776,45.28345347973998,82.35864412527462
2018-08-01,947114083.8499982,18593291.0,11301713.0,81771,3877,45.324711968532526,81.2918140437564
2018-09-01,846768528.7900006,16366280.0,9907778.0,75674,3749,44.29105543548895,80.01076448656127
2018-10-01,980857304.1899949,19722524.0,11843130.0,83383,3929,44.67763035240789,80.71634513718857
2018-11-01,876734010.7800018,17025895.0,10177841.0,76726,3831,45.719730109998466,83.94028602470644
2018-12-01,922000918.0399989,16727177.0,9674777.0,73557,3714,47.364010892458275,87.01886795903282
2019-01-01,1057515797.3500005,20045436.0,11980835.0,83040,3933,47.479516846173794,86.39544342943245
2019-02-01,951916157.9299989,18836965.0,11033534.0,80215,3877,46.15357753995844,81.60770923181677
2019-03-01,1028575097.7900016,20231357.0,12073490.0,83244,3874,46.307319260494054,83.90002124107268
2019-04-01,1045190587.599998,20105167.0,11946120.0,84353,3952,47.126846808355346,85.85623294063763
2019-05-01,1066504186.0600046,20410127.0,11989721.0,82898,3931,47.46878168014104,87.60877373671379
2019-06-01,966177853.7600034,17539100.0,10671581.0,78057,3836,47.84231105624742,87.62884536310386
2019-07-01,1009565693.7500007,19021811.0,11380670.0,81170,3851,47.03248841046929,86.36118332621423
2019-08-01,1031496515.4399958,20557411.0,12169529.0,84041,3991,46.56499507564332,83.71084787874197
2019-09-01,1027533756.9600012,20018593.0,11930814.0,83495,3981,46.31789718972016,84.73517902539479
2019-10-01,1297957195.999996,24266222.0,13756533.0,89922,4068,46.138300285001755,83.69271045079698
2019-11-01,1095231916.9599974,19747101.0,11644963.0,81875,3846,47.431317847891215,86.35154461581287
2019-12-01,1109149977.2399962,20238208.0,11723195.0,79285,3844,48.122295578209666,86.42729620685152
2020-01-01,1159575107.2800028,21956388.0,13680514.0,89216,4119,48.821994073964625,86.63468017765226
2020-02-01,1183370762.32,21742193.0,12553763.0,85256,3947,48.569553684786314,85.7611952854431
2020-03-01,1122152640.7199929,18403526.0,10048350.0,74992,3722,50.58495677502273,94.46660101678076
2020-04-01,845066624.5099988,12765586.0,6098166.0,51522,3232,56.595402904293515,120.18502161562172
2020-05-01,904901803.400002,14323062.0,7922590.0,61859,3594,54.18980557316441,106.05009969876745
2020-06-01,1096370564.5799975,18688304.0,10798248.0,75561,3906,50.97988677848736,92.72966302886951
2020-07-01,1193699124.2499955,19870199.0,11517969.0,78841,3920,50.050804104502845,90.8788526339914
2020-08-01,1104321391.6000047,19904588.0,11760983.0,79907,3902,49.049732934630214,88.87576098866604
2020-09-01,1098272215.39,19994102.0,12137270.0,84301,4007,48.3495284709695,87.53618905509002
2020-10-01,1254539034.559999,22166706.0,13222247.0,89097,4051,48.27882666783883,87.89682543488074
2020-11-01,1246361399.0699916,21207349.0,12353745.0,85715,3975,49.59517867809464,89.73198560727515
2020-12-01,1225900475.7900026,21520989.0,12627191.0,86076,4003,50.04937055837378,92.01296835695922
2021-01-01,1258713777.610004,22707355.0,13265189.0,89174,4016,49.43728420424622,90.18326213146199
2021-02-01,1209737997.430009,21278090.0,12298227.0,87029,3985,49.516358988823285,89.82262202346494
2021-03-01,1450980524.940006,26368343.0,15981045.0,97960,4305,49.60565360178763,88.18295236469078
2021-04-01,1317181656.0100038,24145108.0,15005717.0,95364,4230,49.29683087972564,88.24406597310849
2021-05-01,1357400871.2000082,23692437.0,14313520.0,92100,4110,50.60863406898592,90.055255659862
2021-06-01,1320430373.5699978,23960250.0,14841013.0,93779,4227,49.75550444737927,87.32714990759183
2021-07-01,1349546817.220006,24372165.0,14948877.0,91850,4118,49.91513569316171,90.09021805862785
2021-08-01,1504638677.1399937,26490454.0,16396629.0,96065,4209,49.902145970769354,87.26469864315338
2021-09-01,1360374604.6300073,24965889.0,15726307.0,95344,4147,49.55073055652596,86.32190767079513
2021-10-01,1349883723.9600096,25000364.0,15640307.0,96450,4158,49.75297236632703,87.80005007951137
2021-11-01,1325082677.2400002,23842064.0,14747918.0,94586,4163,50.17470347711863,88.79413293696788
2021-12-01,1392958757.0700064,24187797.0,14969160.0,91989,4079,50.43166992838876,89.6872093916205
2022-01-01,1528539463.1999955,25749425.0,15104029.0,92683,4083,51.81801901363545,92.06321433442443
2022-02-01,1269644085.0899956,22862490.0,14328762.0,91179,4089,51.14597569739211,90.0791142595822
2022-03-01,1588421977.670005,27751800.0,16524701.0,100274,4308,50.438532869355036,91.45131211643717
2022-04-01,1430791599.1399958,25364123.0,15120348.0,94930,4244,51.22043896395666,92.05891704952504
2022-05-01,1497902166.0399978,25941518.0,15414834.0,95000,4156,52.573290541491154,94.82135243003158
2022-06-01,1524837399.19,25486690.0,15106953.0,94033,4152,52.38806192475098,95.02230868439987
2022-07-01,1385998440.180001,23363116.0,13916771.0,89458,4025,53.178488949513564,95.71192782660306
2022-08-01,1635320586.2599983,27114439.0,16303526.0,98965,4309,52.27207663761218,93.79763876465053
2022-09-01,1474548135.9900093,25778426.0,15715347.0,96620,4221,51.95800348262705,93.09732504683659
2022-10-01,1684378586.1399987,28169392.0,16835817.0,98308,4216,53.523408556421444,95.40475225959105
2022-11-01,1621043801.50001,27597750.0,16134423.0,96327,4154,53.14414050165394,94.28209097318071
2022-12-01,1508821085.6900055,25660166.0,15377335.0,92417,4090,52.79330769399783,96.48828059507117
2023-01-01,1642126248.2399971,27541685.0,17073334.0,98145,4242,54.14740742573873,97.3826376543559
2023-02-01,1511857709.0999985,25496721.0,15810499.0,95688,4210,53.820382844732634,96.02966624543316
2023-03-01,1786076120.400008,29722614.0,17883514.0,102037,4328,53.83871689049022,98.15302598085411
