BILLING_PROVIDER_NPI_NUM,outlier_total_paid,outlier_total_claims,outlier_total_bene,outlier_avg_cost_per_claim,outlier_max_single_record,outlier_count,total_paid,total_claims,total_bene,num_codes,active_months,avg_cost_per_claim,max_single_record
1750368700,True,True,True,False,True,4,2678018.1900000013,46638.0,43257.0,118,70,34.30048461338085,1613257.12
1760436216,True,True,True,False,True,4,2308974.05,42055.0,32489.0,223,84,46.889692810064496,873299.88
1215027966,True,True,True,False,True,4,4749123.77,30699.0,26128.0,212,77,175.10598831874455,879159.31
1689747552,True,True,True,False,True,4,4067675.76,54708.0,46704.0,386,84,103.79200252296378,561146.57
1831151455,True,True,True,False,True,4,5619802.940000002,104995.0,87330.0,464,84,73.24880694902548,739183.77
1891770806,True,True,True,False,True,4,1442756.22,58781.0,53010.0,60,51,15.322568951968496,519490.36
1578778726,True,True,True,False,True,4,10415191.280000007,280771.0,206409.0,506,84,168.05606657831376,2063289.04
1164487542,True,True,True,False,True,4,3358977.67,36409.0,27899.0,172,82,74.94288513279734,640582.1
1194934471,True,True,True,False,True,4,9461168.410000004,50078.0,15067.0,31,76,229.29907674520382,850858.32
1104847946,True,True,True,False,True,4,3171562.0900000003,24289.0,11683.0,21,51,96.72555757159039,1319013.39
1104981661,True,True,True,False,True,4,1719783.9100000001,17422.0,15276.0,109,79,47.4382837811073,850169.43
1982757688,True,True,False,True,True,4,21616518.21,18970.0,5181.0,13,69,2818.6253142657033,1851959.88
1093834020,True,True,True,False,True,4,5434748.31,335102.0,28946.0,2,5,17.32477183006999,4766878.46
1326386939,True,True,True,False,True,4,2171627.0999999996,44866.0,19276.0,13,19,19.833692740481432,653669.36
1013919315,True,True,True,False,True,4,2667940.43,37373.0,26285.0,151,73,56.10774475699019,744107.54
1770538068,True,True,True,False,True,4,4160831.159999999,21063.0,12080.0,19,23,178.83252215885474,2256523.78
1447601695,True,True,True,False,True,4,1029438.2000000001,38629.0,23474.0,40,40,13.650956701547802,471968.51
1760426969,True,True,True,False,True,4,1960027.5500000007,48314.0,41441.0,181,78,93.33781818121753,480640.43
1215936927,True,True,True,False,True,4,1519264.0399999996,32587.0,24133.0,191,84,36.15272270255117,473108.65
1760480503,True,True,True,False,True,4,3788682.03,47415.0,41214.0,234,84,167.8173997809888,689299.49
1699782722,True,True,True,False,True,4,1755857.64,79187.0,54790.0,48,58,16.170021401625075,734063.95
1437368891,True,True,True,False,True,4,3163606.9100000006,16723.0,15119.0,140,78,200.1382568054778,601410.98
1285641514,True,True,True,False,True,4,3152001.7100000004,45081.0,36633.0,208,74,147.17226826919932,563222.39
1417262056,True,True,True,False,True,4,103250747.98,1400920.0,81343.0,11,18,83.22100017941433,41197825.71
1538157508,True,True,True,False,True,4,1161632.8400000003,31770.0,24795.0,168,78,46.36796803294105,555015.77
1124032982,True,True,True,False,True,4,1182629.1799999997,28188.0,22590.0,142,70,51.120933994975815,470986.88
1225255375,True,True,True,False,True,4,7492512.399999997,62463.0,11375.0,25,56,169.01727434821572,1407046.95
1053321869,True,True,False,True,True,4,4284755.08,85884.0,4407.0,2,2,3436.4463604119187,4189217.58
1740389154,True,True,True,False,True,4,1227290.769999999,16279.0,11401.0,107,69,66.32221288378301,459619.5
1700901725,True,True,True,False,True,4,4533520.48,253996.0,18481.0,11,12,25.57586805508908,1872159.05
1053357244,True,True,True,False,True,4,1105779.0099999993,27600.0,23127.0,181,79,35.782114381017706,517139.95
1891728697,True,True,True,False,True,4,6347970.109999999,105069.0,92989.0,67,61,56.46003293828646,1182122.21
1598829350,True,True,True,False,True,4,1672475.2000000002,23968.0,19791.0,94,63,17.653050356215353,1277853.73
1255468328,True,True,True,False,True,4,1877293.9400000006,92480.0,90922.0,104,64,12.816154650191853,654858.0
1538105366,True,True,True,False,True,4,4514868.630000001,319349.0,297768.0,268,83,11.44467600589149,1002546.35
1659402303,True,True,True,False,True,4,11945168.540000001,47144.0,11512.0,34,73,284.14369460487086,2410014.27
1063497451,True,True,True,False,True,4,9293390.35,1166629.0,1087051.0,411,84,8.231566443859931,1469011.25
1952386153,True,True,True,False,True,4,1349363.6200000003,18358.0,14078.0,8,11,77.00719633737013,510964.42
1699725143,True,True,True,False,True,4,51161412.49999999,1872727.0,265784.0,24,83,73.5636809832912,12840770.0
1376609297,True,True,True,False,True,4,143174895.95000002,1726466.0,99002.0,4,7,69.69713589408234,102046918.74
1720011810,True,True,True,False,True,4,1684944.3500000006,42249.0,32953.0,189,80,81.72750443654569,787986.81
1942256888,True,True,True,False,True,4,2145497.7600000016,28387.0,23407.0,145,82,47.7842443793427,999241.61
1134152986,True,True,True,False,True,4,8396029.22,114257.0,87002.0,275,84,68.51933958583537,1821458.68
1053477075,True,True,True,False,True,4,2689803.7900000005,37599.0,25955.0,161,77,138.20977697796192,627800.9
1528041811,True,True,True,False,True,4,2232582.24,22582.0,19796.0,153,82,110.92372086273052,739830.34
1679587679,True,True,True,False,True,4,2996159.21,45577.0,40571.0,222,76,59.77660117573813,557559.32
1336117621,True,True,True,False,True,4,12065072.21,75098.0,10395.0,8,9,129.9321694354922,6523324.64
1124073366,True,True,True,False,True,4,1839024.08,30465.0,25011.0,206,83,55.27031528713755,647172.21
1669030615,True,True,True,False,True,4,3145511.93,42566.0,10832.0,3,4,77.2941939417515,950957.69
1881024172,True,True,True,False,True,4,1399935.9400000002,16910.0,11607.0,13,22,569.1787273484825,891408.27
1730466590,True,True,True,False,True,4,2577389.2899999996,49603.0,30464.0,23,30,39.46274836258588,1015218.4
1932145778,True,True,True,False,True,4,6473143.05,604910.0,576053.0,374,84,11.26368832338527,480828.29
1598820235,True,True,True,False,True,4,2194200.4900000007,92362.0,88741.0,128,69,13.150077089053589,744185.42
1972809051,True,True,True,False,True,4,5923563.069999999,281230.0,51680.0,10,9,51.746855796498565,2157438.31
1427063270,True,True,True,False,True,4,1392514.0100000005,36033.0,31894.0,202,74,39.39183978083022,526833.9
