CLAIM_FROM_MONTH,1083783013,1356709976,1376609297,1396051694,1417262056,1447393319,1699703827,1699725143,1710176151,1770022691,market_total,share_1376609297,share_1417262056,share_1699703827,share_1699725143,share_1396051694,share_1356709976,share_1770022691,share_1710176151,share_1447393319,share_1083783013,top10_combined
2018-01-01,0.0,0.0,0.0,0.0,0.0,3668208.81,553497.3500000001,39742.93,0.0,0.0,115262032.7199999,0.0,0.0,0.4802078680536397,0.034480504171347945,0.0,0.0,0.0,0.0,3.1824953312345188,0.0,3.6971837034595065
2018-02-01,0.0,5051.8,0.0,0.0,0.0,0.0,899990.6699999998,78328.06,0.0,0.0,73606860.82000007,0.0,0.0,1.2226994331423233,0.10641407489384075,0.0,0.0068632189224232636,0.0,0.0,0.0,0.0,1.3359767269585874
2018-03-01,0.0,0.0,0.0,0.0,28672793.11,0.0,490634.01,102581.17000000001,0.0,0.0,113913532.92000012,0.0,25.170664428550822,0.4307073948312755,0.0900517852185669,0.0,0.0,0.0,0.0,0.0,0.0,25.69142360860066
2018-04-01,0.0,14558.0,0.0,0.0,0.0,0.0,897636.4299999998,113194.42,0.0,0.0,90685628.86000006,0.0,0.0,0.9898331646194632,0.12482068153791918,0.0,0.01605326023870282,0.0,0.0,0.0,0.0,1.1307071063960852
2018-05-01,0.0,9820.85,0.0,0.0,0.0,0.0,887913.99,188953.1,462467.97,0.0,90126930.74999988,0.0,0.0,0.9851816572595324,0.20965220764493886,0.0,0.010896687503141244,0.0,0.5131296119278982,0.0,0.0,1.718860164335511
2018-06-01,307564.93,0.0,0.0,0.0,0.0,0.0,622915.4800000001,89197.29000000001,135446.33,0.0,79722069.46999994,0.0,0.0,0.7813588936428804,0.11188531681752903,0.0,0.0,0.0,0.1698981610744181,0.0,0.385796470217998,1.4489388417528255
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,763348.2699999999,47315.05,246358.26,0.0,83193490.12,0.0,0.0,0.9175576945971742,0.056873500476722155,0.0,0.0,0.0,0.2961268479596754,0.0,0.0,1.270558043033572
2018-08-01,0.0,0.0,0.0,0.0,0.0,5770679.4,711818.4999999999,361305.04,0.0,0.0,92844509.45000012,0.0,0.0,0.7666780773755264,0.38915068014288434,0.0,0.0,0.0,0.0,6.21542343665212,0.0,7.371252194170531
2018-09-01,0.0,17281.51,0.0,0.0,0.0,0.0,1134162.6500000004,19291.379999999997,0.0,0.0,81507208.19999997,0.0,0.0,1.3914875445335162,0.02366831158376003,0.0,0.02120243151697104,0.0,0.0,0.0,0.0,1.436358287634247
2018-10-01,0.0,80092.04,0.0,0.0,30381.22,5568823.78,124071.97999999998,83211.46,0.0,0.0,98392334.78999998,0.0,0.030877628897457335,0.12609923350717148,0.084571079828118,0.0,0.08140069058320595,0.0,0.0,5.659814651096157,0.0,5.98276328391211
2018-11-01,0.0,4462.02,0.0,0.0,0.0,0.0,1482785.3900000001,84667.3,0.0,0.0,98527760.01000011,0.0,0.0,1.50494174418408,0.08593243162272912,0.0,0.004528693232797666,0.0,0.0,0.0,0.0,1.595402869039607
2018-12-01,0.0,922.46,0.0,0.0,0.0,0.0,495425.95999999996,12953.25,772569.48,0.0,83254484.27000007,0.0,0.0,0.5950742045236856,0.01555862139268284,0.0,0.0011080003775032685,0.0,0.9279614026488994,0.0,0.0,1.5397022289427713
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,691295.8800000001,49613.600000000006,0.0,0.0,98651435.38000014,0.0,0.0,0.7007458911643452,0.05029181765971374,0.0,0.0,0.0,0.0,0.0,0.0,0.7510377088240588
2019-02-01,0.0,9102264.6,0.0,0.0,0.0,0.0,1578386.9499999997,694493.2999999999,0.0,0.0,119108150.06000002,0.0,0.0,1.325171240763035,0.5830778999171368,0.0,7.642016600387789,0.0,0.0,0.0,0.0,9.55026574106796
2019-03-01,37050.18,33782.24,0.0,0.0,0.0,0.0,693759.7400000001,56766.87,210668.25,0.0,106100393.59000018,0.0,0.0,0.6538710333920816,0.053502977773449284,0.0,0.031839881886341966,0.0,0.19855557823289283,0.0,0.03491992701098889,0.9726893982957545
2019-04-01,0.0,0.0,0.0,2720.0,1231674.92,0.0,154632.17,30490.69,0.0,0.0,105030428.52000016,0.0,1.1726838949014298,0.1472260678918915,0.029030339521269193,0.0025897256998071287,0.0,0.0,0.0,0.0,0.0,1.3515300280143976
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,358646.51000000007,604825.7899999999,58339.06,0.0,110649240.1200002,0.0,0.0,0.3241292119232309,0.5466154031822182,0.0,0.0,0.0,0.052724320507516104,0.0,0.0,0.9234689356129654
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1115643.48,54986.06,10152.13,0.0,94117343.49,0.0,0.0,1.185375020830818,0.058422877188243516,0.0,0.0,0.0,0.010786672916537074,0.0,0.0,1.2545845709355985
2019-07-01,0.0,6055.2,0.0,0.0,2551386.75,0.0,703702.8199999998,14614.9,0.0,0.0,107352170.78999995,0.0,2.3766512882081994,0.6555087007756634,0.013613977148714915,0.0,0.005640500751349551,0.0,0.0,0.0,0.0,3.0514144668839274
2019-08-01,0.0,1521.0,0.0,0.0,0.0,0.0,373870.43,44322.71,0.0,0.0,97057239.51000004,0.0,0.0,0.3852061236106754,0.04566656771176078,0.0,0.001567116484745363,0.0,0.0,0.0,0.0,0.43243980780718155
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,981937.2699999999,6931.3,0.0,0.0,96564884.79000002,0.0,0.0,1.016867852258533,0.007177868036681783,0.0,0.0,0.0,0.0,0.0,0.0,1.0240457202952147
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,573260.24,65636.73,0.0,0.0,102379335.17000002,0.0,0.0,0.5599374512914215,0.0641113071217065,0.0,0.0,0.0,0.0,0.0,0.0,0.624048758413128
2019-11-01,0.0,456.48,0.0,0.0,0.0,0.0,351093.32,66905.29000000001,0.0,0.0,101413580.7299999,0.0,0.0,0.3461995104331628,0.06597271244975207,0.0,0.0004501172295802443,0.0,0.0,0.0,0.0,0.4126223401124951
2019-12-01,0.0,2590.41,0.0,0.0,0.0,100820.7,805844.2100000001,9982500.19,15418.1,0.0,124142315.6099999,0.0,0.0,0.6491293529046174,8.04117447056537,0.0,0.002086645465948871,0.0,0.012419697445016921,0.08121380651278805,0.0,8.78602397289374
2020-01-01,0.0,0.0,0.0,0.0,19904.41,0.0,1919060.31,925.62,347202.71,0.0,112854332.98999996,0.0,0.017637258111980275,1.7004755237621656,0.0008201900409814298,0.0,0.0,0.0,0.30765563075966756,0.0,0.0,2.026588602674795
2020-02-01,0.0,12372.28,421192.56,0.0,0.0,0.0,822794.5499999999,12054.5,0.0,0.0,110022154.60000013,0.3828252241844385,0.0,0.7478444255080958,0.01095642967893667,0.0,0.011245262415538975,0.0,0.0,0.0,0.0,1.15287134178701
2020-03-01,16843059.47,0.0,0.0,0.0,473674.88,0.0,703170.9,900.54,78634.06,0.0,130640924.38999988,0.0,0.36257771614195516,0.5382470334493633,0.0006893245774284595,0.0,0.0,0.0,0.06019098560972764,0.0,12.892636475625915,13.85434153540439
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,947446.1,15563.45,89985.58,0.0,85977751.64999992,0.0,0.0,1.1019665923073727,0.018101717829696252,0.0,0.0,0.0,0.10466147145405155,0.0,0.0,1.2247297815911204
2020-05-01,0.0,2324921.3,0.0,0.0,2849993.3,0.0,963931.0000000001,5228.0,0.0,0.0,79984540.20999998,0.0,3.563180200220345,1.2051466414249459,0.006536263115689418,0.0,2.9067133397227796,0.0,0.0,0.0,0.0,7.681576444483761
2020-06-01,0.0,737090.43,0.0,0.0,0.0,0.0,452144.88999999996,20135.55,208582.78,0.0,98126658.16000006,0.0,0.0,0.46077681486182565,0.020519958977068244,0.0,0.7511622670346523,0.0,0.21256484620101515,0.0,0.0,1.445023887074561
2020-07-01,0.0,536.76,0.0,0.0,0.0,976364.88,762026.3899999999,114997.25,173955.78,0.0,113765750.90000005,0.0,0.0,0.6698205602051712,0.1010824866800927,0.0,0.0004718115915850732,0.0,0.15290698529551913,0.8582239138545513,0.0,1.7825057576269197
2020-08-01,0.0,88233.6,0.0,0.0,5738386.27,0.0,649249.74,63263.22,5698020.41,0.0,112751547.07000002,0.0,5.089408011791991,0.5758233539775055,0.056108516152531394,0.0,0.0782548907690123,0.0,5.053607296813829,0.0,0.0,10.853202069504867
2020-09-01,0.0,0.0,38861976.26,0.0,298498.34,0.0,1410646.7200000002,173606.66999999998,0.0,0.0,147613748.04000002,26.326800027778763,0.20221581252656334,0.9556336985751127,0.11760874058489217,0.0,0.0,0.0,0.0,0.0,0.0,27.602258279465335
2020-10-01,0.0,1018.24,0.0,0.0,0.0,0.0,622186.07,63958.55,11100.0,0.0,108588827.27999984,0.0,0.0,0.5729742972503726,0.05889975202981131,0.0,0.0009377023635907173,0.0,0.010222046114724388,0.0,0.0,0.6430337977584991
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,459048.17999999993,44188.600000000006,0.0,0.0,99041150.72999993,0.0,0.0,0.46349237323729164,0.04461640406467442,0.0,0.0,0.0,0.0,0.0,0.0,0.5081087773019661
2020-12-01,0.0,32235.42,0.0,2661272.79,2080.68,0.0,645493.7999999999,228602.63999999998,0.0,7663590.25,115525338.78000005,0.0,0.001801059422956837,0.5587465112127843,0.19788095184497834,2.303626908264669,0.027903333018037987,6.633687752774402,0.0,0.0,0.0,9.723646516537828
2021-01-01,0.0,0.0,0.0,0.0,3024451.97,0.0,363769.38,490160.89,2757.0,0.0,132780811.4200002,0.0,2.2777778940010607,0.273962311353376,0.3691503951196439,0.0,0.0,0.0,0.0020763542341063934,0.0,0.0,2.922966954708187
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,668317.56,226237.55,0.0,0.0,107731066.25999983,0.0,0.0,0.620357324216092,0.21000214502100517,0.0,0.0,0.0,0.0,0.0,0.0,0.8303594692370972
2021-03-01,0.0,1891271.31,0.0,0.0,0.0,0.0,135253.31,60382.08,0.0,0.0,127162338.35999988,0.0,0.0,0.10636271064557996,0.0474842479139199,0.0,1.487288873727504,0.0,0.0,0.0,0.0,1.641135832287004
2021-04-01,0.0,453.6,462570.08,0.0,0.0,0.0,1112431.99,23043.82,15335.03,0.0,135197461.14000008,0.3421440581054981,0.0,0.822820177701452,0.017044565634363202,0.0,0.00033550925895737556,0.0,0.011342690809940745,0.0,0.0,1.1936870015102112
2021-05-01,0.0,11668.88,0.0,0.0,0.0,0.0,779669.9000000001,74779.91,0.0,0.0,126124950.1200002,0.0,0.0,0.6181726131571841,0.05929033861171122,0.0,0.009251841121758836,0.0,0.0,0.0,0.0,0.6867147928906542
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,628726.8900000002,372957.01,216256.57,0.0,129149140.72999996,0.0,0.0,0.486822356266714,0.28878009399977844,0.0,0.0,0.0,0.16744716130330856,0.0,0.0,0.943049611569801
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,674699.22,1442478.24,0.0,0.0,126440465.09000008,0.0,0.0,0.5336102010695313,1.1408359174993914,0.0,0.0,0.0,0.0,0.0,0.0,1.6744461185689226
2021-08-01,0.0,17655.0,0.0,0.0,0.0,0.0,948006.52,0.0,0.0,0.0,117837284.24999997,0.0,0.0,0.8045047253369643,0.0,0.0,0.014982524514519268,0.0,0.0,0.0,0.0,0.8194872498514835
2021-09-01,0.0,767.83,0.0,0.0,0.0,0.0,1017367.62,10914090.550000003,5788202.78,0.0,169826902.10999995,0.0,0.0,0.5990615193233829,6.426596972799251,0.0,0.00045212506997428635,0.0,3.40829556924431,0.0,0.0,10.434406186436917
2021-10-01,0.0,18694.28,0.0,0.0,0.0,0.0,1138253.39,16207.26,0.0,0.0,118773193.60000017,0.0,0.0,0.9583419924140175,0.013645553772497009,0.0,0.015739477430368576,0.0,0.0,0.0,0.0,0.987727023616883
2021-11-01,0.0,45831.98,0.0,0.0,3308337.48,0.0,630806.47,36525.97,0.0,9370288.73,146910352.51999983,0.0,2.251943054557449,0.42938190480083716,0.02486276111482851,0.0,0.031197243226110023,6.378235821552715,0.0,0.0,0.0,9.11562078525194
2021-12-01,0.0,0.0,0.0,19084949.79,0.0,0.0,535240.11,38476.39,0.0,0.0,154253454.4299999,0.0,0.0,0.34698743828968287,0.024943616428026616,12.372461842441744,0.0,0.0,0.0,0.0,0.0,12.744392897159454
2022-01-01,0.0,634.4,0.0,0.0,0.0,0.0,632629.36,10048.37,0.0,0.0,130149974.8999999,0.0,0.0,0.4860772047678669,0.007720608480885699,0.0,0.00048743766603676883,0.0,0.0,0.0,0.0,0.4942852509147894
2022-02-01,11331134.91,0.0,707357.17,0.0,4521545.78,0.0,301207.83999999997,51149.87,2502150.03,0.0,160184453.37000018,0.4415891524542144,2.822711995374458,0.18803812334038347,0.0319318566339594,0.0,0.0,0.0,1.5620429931614137,0.0,7.073804399623546,12.120118520587974
2022-03-01,1000968.8,747755.28,0.0,0.0,41197825.71,69610.37,408399.8599999999,137926.16,0.0,0.0,200235645.88,0.0,20.574671172529193,0.2039596187807397,0.06888192129520151,0.0,0.37343764478784425,0.0,0.0,0.034764224768309766,0.4998954085327418,21.75560999069403
2022-04-01,0.0,16713.4,0.0,0.0,0.0,8619459.29,799855.6299999999,8732.32,6998000.529999999,0.0,153134358.3300002,0.0,0.0,0.5223227750602734,0.005702391086644382,0.0,0.0109142064408453,0.0,4.5698435062623295,5.628690637423974,0.0,10.737473516274065
2022-05-01,0.0,4354.35,0.0,0.0,0.0,0.0,1115326.5999999999,138891.5,0.0,0.0,142748010.2600002,0.0,0.0,0.7813254965645771,0.0972983789735661,0.0,0.003050375267626511,0.0,0.0,0.0,0.0,0.8816742508057698
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,266765.44,124372.61,3999104.47,0.0,146669445.02,0.0,0.0,0.18188208182257973,0.08479790046457217,0.0,0.0,0.0,2.7266104875863393,0.0,0.0,2.9932904698734912
2022-07-01,0.0,0.0,102046918.74,0.0,8871814.75,0.0,1184006.48,13231505.860000001,9745.79,0.0,263206560.2700003,38.77065930093806,3.3706662709695343,0.4498392740611908,5.027042580711883,0.0,0.0,0.0,0.003702715460436343,0.0,0.0,47.6219101421411
2022-08-01,0.0,39931.71,0.0,0.0,0.0,0.0,976788.1200000002,170095.83,1635607.51,0.0,150002469.8199998,0.0,0.0,0.6511813579950569,0.11339535289259693,0.0,0.026620701677723912,0.0,1.0903870529349942,0.0,0.0,1.8815844655003717
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1527092.8600000003,811153.47,193187.0,315493.03,145533767.36000013,0.0,0.0,1.0493048367410853,0.5573644417473831,0.0,0.0,0.21678338692324206,0.13274376352954725,0.0,0.0,1.956196428941258
2022-10-01,0.0,0.0,0.0,0.0,326592.0,0.0,1597178.6000000003,205760.2,1684234.68,0.0,159188574.81999993,0.0,0.20516045223050017,1.003324894268314,0.12925563297030596,0.0,0.0,0.0,1.058012286311642,0.0,0.0,2.3957532657807623
2022-11-01,0.0,0.0,0.0,0.0,0.0,488028.52,1279944.97,11387.07,0.0,0.0,146569527.56999987,0.0,0.0,0.8732681282531346,0.007769056903428764,0.0,0.0,0.0,0.0,0.3329672463922785,0.0,1.2140044315488419
2022-12-01,0.0,1882511.7799999998,0.0,0.0,0.0,0.0,1063792.98,800444.6599999999,0.0,0.0,169787863.64999986,0.0,0.0,0.6265424142404544,0.47143808914990176,0.0,1.1087434281407789,0.0,0.0,0.0,0.0,2.206723931531135
2023-01-01,0.0,211384.72,0.0,0.0,0.0,0.0,747292.5899999999,506820.05,0.0,0.0,152667220.57000002,0.0,0.0,0.48949118691615656,0.331976994215085,0.0,0.13846110462401273,0.0,0.0,0.0,0.0,0.9599292857552544
2023-02-01,0.0,291143.42,0.0,0.0,0.0,0.0,1622786.9499999997,89482.61,48203.22,0.0,149337853.87999982,0.0,0.0,1.0866547950421115,0.05991957676846194,0.0,0.19495620998675112,0.0,0.03227796486129606,0.0,0.0,1.3738085466586205
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,476395.03,118076.56999999999,0.0,0.0,184131310.87000036,0.0,0.0,0.25872570381923937,0.0641262854438504,0.0,0.0,0.0,0.0,0.0,0.0,0.3228519892630898
2023-04-01,0.0,15299.0,0.0,0.0,0.0,0.0,997218.4600000001,45594.909999999996,17201.3,0.0,163013986.75999987,0.0,0.0,0.6117379740354255,0.027969937369317813,0.0,0.009385084252018335,0.0,0.010552039332259818,0.0,0.0,0.6596450349890216
2023-05-01,0.0,8633.3,0.0,0.0,0.0,0.0,334097.69000000006,32054.039999999997,17362.01,0.0,145489052.69999996,0.0,0.0,0.2296376832481776,0.022031925705156514,0.0,0.005933985987112006,0.0,0.011933550791481649,0.0,0.0,0.2695371457319277
2023-06-01,0.0,0.0,485296.16,0.0,0.0,0.0,880863.8300000003,480913.35000000003,0.0,0.0,151929778.77999967,0.3194213562982462,0.0,0.5797835270171268,0.3165365959601518,0.0,0.0,0.0,0.0,0.0,0.0,1.2157414792755248
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,571936.53,111273.51999999999,0.0,0.0,156729891.40999997,0.0,0.0,0.36491860286167993,0.07099699935917923,0.0,0.0,0.0,0.0,0.0,0.0,0.43591560222085923
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1118405.3499999999,230724.9,133807.89,0.0,151779046.81000006,0.0,0.0,0.7368641281560038,0.15201367043029718,0.0,0.0,0.0,0.08815965893335943,0.0,0.0,0.9770374575196602
2023-09-01,0.0,891651.26,0.0,0.0,0.0,0.0,2249640.589999999,216463.11000000002,0.0,0.0,168705799.9599997,0.0,0.0,1.3334696202106806,0.12830804278888078,0.0,0.5285243662111269,0.0,0.0,0.0,0.0,1.9903020292106883
2023-10-01,0.0,10489724.46,0.0,0.0,0.0,0.0,1855745.62,91575.25000000001,0.0,0.0,155829235.71000022,0.0,0.0,1.1908841184677061,0.05876641156761013,0.0,6.731550990548066,0.0,0.0,0.0,0.0,7.981201520583384
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1493893.2600000007,73739.90000000001,1890648.09,0.0,165143824.46000022,0.0,0.0,0.9046013466654573,0.04465192703458353,0.0,0.0,0.0,1.1448494039557242,0.0,0.0,2.0941026776557647
2023-12-01,0.0,0.0,0.0,0.0,38115.0,0.0,1069090.8299999998,67450.45,0.0,0.0,157053521.82999966,0.0,0.02426879674895609,0.6807175143498035,0.042947429140118724,0.0,0.0,0.0,0.0,0.0,0.0,0.7479337402388784
2024-01-01,0.0,0.0,189584.97999999998,0.0,0.0,0.0,591142.03,154037.97,0.0,0.0,159514339.3600002,0.11885137145704176,0.0,0.3705886457429261,0.09656684823322319,0.0,0.0,0.0,0.0,0.0,0.0,0.586006865433191
2024-02-01,0.0,4158.39,0.0,21211558.47,0.0,0.0,1459850.1499999997,148530.97999999998,0.0,0.0,172091095.81000015,0.0,0.0,0.8483008043668744,0.08630950910091706,12.325773376107122,0.0024163888203670545,0.0,0.0,0.0,0.0,13.262800078395282
2024-03-01,0.0,257859.22,0.0,0.0,0.0,0.0,1135454.08,207418.69999999998,0.0,0.0,154361742.58,0.0,0.0,0.7355799831111235,0.13437183108534972,0.0,0.16704865835934773,0.0,0.0,0.0,0.0,1.0370004725558208
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,892733.4799999997,96480.27,0.0,0.0,167141170.17999968,0.0,0.0,0.5341194386987876,0.05772382106461101,0.0,0.0,0.0,0.0,0.0,0.0,0.5918432597633987
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1099863.65,162866.83,1755.23,16595191.99,176225220.8600007,0.0,0.0,0.6241238595886164,0.09241970542308864,0.0,0.0,9.417035716575315,0.000996015207944846,0.0,0.0,10.134575296794965
2024-06-01,0.0,9701100.64,0.0,0.0,0.0,0.0,1480786.01,606148.5599999997,64746.95,0.0,144848537.50000015,0.0,0.0,1.0222995934632744,0.41847061106847494,0.0,6.697410141265658,0.0,0.04469976094857011,0.0,0.0,8.182880106745978
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1351231.61,72782.06999999999,0.0,0.0,138483741.89999983,0.0,0.0,0.9757330293513696,0.052556400485304966,0.0,0.0,0.0,0.0,0.0,0.0,1.0282894298366745
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,817441.0800000001,503385.95,0.0,0.0,147938149.04999998,0.0,0.0,0.5525559737290766,0.34026784384727304,0.0,0.0,0.0,0.0,0.0,0.0,0.8928238175763495
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,421299.34,3558553.4299999997,0.0,0.0,156045448.1699998,0.0,0.0,0.2699850235561027,2.280459617202818,0.0,0.0,0.0,0.0,0.0,0.0,2.5504446407589207
2024-10-01,0.0,0.0,0.0,0.0,93291.41,7605249.69,0.0,536136.3,0.0,0.0,165041706.98999998,0.0,0.05652596043838338,0.0,0.3248489789508085,0.0,0.0,0.0,0.0,4.608077454301178,0.0,4.98945239369037
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.66,0.0,0.0,117927267.21000005,0.0,0.0,0.0,0.0014633256928840853,0.0,0.0,0.0,0.0,0.0,0.0,0.0014633256928840853
