BILLING_PROVIDER_NPI_NUM,num_servicing,total_paid
1053358846,216,299982.18
1750369203,216,953724.14
1033154026,216,422832.44
1124374822,215,780853.62
1396765681,214,664526.4299999998
1740231448,213,253446.37
1235172370,213,769906.05
1912954124,213,399733.09
1841239274,213,299084.76
1104819366,212,1479133.6700000004
1295862944,212,321186.77
1083648810,212,224254.06000000003
1447359997,210,598270.3299999998
1598797011,210,186665.47
1265689111,209,642775.3499999999
1508817248,209,496290.6299999999
1669448882,209,623394.3499999999
1932249596,208,209852.15
1043242563,207,241843.14999999997
1215936927,207,453725.99
1295968162,206,2071561.91
1417912114,205,387144.00000000006
1669456257,205,1120508.23
1952327256,205,369601.44000000006
1982637633,205,1035075.5599999999
1669423380,204,276891.2200000001
1720083769,203,336274.4799999999
1114948288,202,869701.3400000001
1992703540,202,467009.8500000001
1912510041,202,1190950.9300000002
1144276452,201,477661.47000000003
1407806391,201,282143.26000000007
1184917924,200,716785.12
1336533041,200,571051.1900000002
1871607762,199,416112.1800000001
1043371826,199,1655974.9800000004
1942451216,199,1239182.6699999997
1396216735,198,556895.47
1245313329,198,323006.22000000003
1164512851,198,521594.55999999994
1205935012,197,590592.0100000002
1093741464,195,346891.8800000001
1669408159,195,444238.1899999999
1609229764,194,865021.6200000001
1336222397,194,156111.46999999997
1033745708,193,343073.83
1619209574,193,300415.06
1043270150,192,342256.10000000003
1558786830,192,416210.5999999999
1730687161,191,455859.5
1932208576,190,372267.08999999985
1902839673,190,465245.10000000003
1407854771,189,721907.0800000001
1356487318,189,318052.9600000001
1588606123,188,352097.69000000006
1063663433,187,165820.53999999998
1275596280,186,630746.5399999998
1245390855,185,492902.96
1457379448,185,1361914.3799999997
1720251788,183,922058.1700000002
1215913470,182,1341733.3699999994
1598958431,182,338548.20000000007
1932196607,182,196113.18
1194706655,179,389051.48999999993
1134128820,179,585239.7199999999
1598793671,179,2100734.0700000008
1962502229,178,2982019.5299999993
1073578431,178,1171238.2099999995
1972507580,178,400393.62
1376598714,177,621560.9600000002
1710970975,177,143481.08
1104875970,177,414447.4700000001
1801929757,176,77627.64999999998
1265431829,176,590711.44
1154751931,176,256744.77000000002
1568413524,175,416176.7099999999
1306015425,175,265409.61000000004
1073055208,175,113682.74999999996
1477503407,175,706480.08
1265629133,175,351966.45000000007
1144397134,174,653079.4500000001
1568435477,174,321005.08
1164491072,174,423315.33999999985
1952320061,174,353778.46999999986
1922048370,174,442547.04000000004
1437555265,174,700302.6599999999
1417907940,173,434829.20000000007
1912567884,173,772524.7099999998
1821349317,173,323146.50999999995
1447207287,172,490491.52
1467537290,172,348486.52
1093024101,172,698583.3599999999
1720051717,172,291651.23000000004
1780076562,170,303596.30999999994
1144677568,170,320916.2
1043561301,169,241036.08999999997
1467447508,168,1229807.1700000002
1811983752,168,557916.64
1811944457,168,217192.72000000003
1093782070,168,92941.61
1568461572,167,761158.2699999997
1306873500,167,737353.7100000003
1982863783,167,276997.0299999999
1750351375,167,779858.67
1720028772,166,333466.06999999995
1598703647,166,1084712.4899999993
1043275787,166,613106.2900000003
1710945969,165,785591.5499999999
1972877017,165,265551.79
1093762353,165,445772.8499999999
1740574573,165,242075.28000000003
1134144165,165,104095.08
1366407603,164,901247.7
1407898117,163,199341.65000000002
1548349186,162,471666.44
1427398676,162,593401.5100000001
1942623319,161,478869.98999999993
1326098005,161,375281.80999999994
1821011248,161,724199.5199999998
1477591055,161,1058231.9999999998
1881793750,161,885981.58
1164852539,161,343085.51
1255354130,160,770001.7300000002
1841557246,160,392246.98
1962457812,159,688867.0399999999
1508804949,159,339703.1500000001
1689747552,158,339840.49999999994
1225192610,157,331731.39999999997
1902827272,157,444618.2999999999
1780774950,157,47722.840000000004
1083631071,156,804862.5500000002
1861676298,156,295364.82999999996
1760599724,156,246126.99
1386874550,156,430658.52
1780961300,155,256623.01999999996
1699979732,155,485233.43
1831186766,155,170905.84000000005
1861495327,155,282440.23000000004
1366499048,155,383369.7700000001
1073606299,155,66582.47
1063419943,155,478827.66999999987
1184944662,154,393391.71
1053317362,154,379221.4300000001
1417027558,154,705184.6999999998
1245246644,154,674809.1900000002
1013994359,154,854932.85
1912101650,153,575929.31
1306281126,153,567637.2000000001
1144213117,153,506749.8099999999
1548759392,153,241220.00999999995
1952476988,153,741789.9000000001
1376593442,152,214678.25000000003
1740437961,152,10998.35
1053361642,152,812083.84
1780986257,152,292777.06
1083045090,152,535784.1000000001
1124073366,152,613875.1000000001
1417987124,152,107510.88
1518911304,152,1356903.0299999998
1255482089,151,210634.09
1942296033,151,161464.09000000003
1306089206,151,309367.55
1043218944,150,571055.75
1881683100,150,235155.69000000003
1649339581,150,662665.73
1760590962,149,680566.2499999995
1992753222,149,527130.8
1699289488,149,511068.9099999999
1457610487,149,329425.25000000006
1568540763,148,1691194.030000001
1457788275,148,2421276.97
1053342816,148,650592.8300000001
1336194448,147,49761.450000000004
1588654016,146,272246.94999999995
1376592964,145,205184.02999999994
1932123247,145,529393.73
1528195864,145,314324.9200000001
1477516466,145,535691.4900000001
1669470019,145,1093151.7699999998
1043397292,145,504250.24
1649259656,145,121189.89000000001
1952347981,144,113133.51999999999
1376656959,144,158059.78
1649377359,144,944587.8100000003
1649794157,144,515085.89000000013
1548393127,144,215882.18999999997
1619341716,144,1578703.4300000006
1245234673,144,661122.1799999997
1700087590,144,238156.56000000006
1255449963,143,245546.02999999997
1093130585,143,227035.31
1780634964,142,677472.13
1184166027,142,264316.93
1851346720,142,441197.3900000001
1174582282,142,366083.15
1790789147,142,205077.69
1447206370,141,255660.8
1972579837,141,1311880.2199999997
1891765178,141,2481948.11
1376598326,141,847857.8000000003
1265585806,141,525096.47
1265422596,141,356878.87000000005
1568787448,140,135625.54
1407243223,140,167201.08999999994
1821036807,140,880232.2000000002
1902846306,140,305917.3300000001
1164490843,140,323640.0899999999
1821004151,140,766528.4800000002
1700803418,140,135114.24
1790718229,140,406230.73000000004
1972004489,139,922898.1199999999
1033153895,139,396988.20999999996
1700090834,139,10237258.880000003
1730337163,139,389378.49
1265596548,139,318647.75
1821035940,138,303079.26999999996
1689612954,138,198882.08000000005
1053360651,138,471295.82999999996
1427030774,138,274563.05000000005
1902896236,138,235396.24000000005
1023049236,138,143637.09
1932342029,138,79696.12000000002
1508269200,137,236558.41
1174744304,136,199936.54999999996
1205995388,136,284085.05999999994
1639135643,135,293855.87
1336192665,135,499274.5099999999
1770587107,135,249043.34
1528014164,135,228539.15
1154633980,135,220335.53
1841651197,135,424550.95
1073785044,135,101379.91000000002
1053339507,134,461478.67
1396794574,134,698785.3599999998
1730183286,133,263462.05
1679524961,133,1132125.8100000003
1508124488,133,1371466.6300000004
1437259694,133,633019.5799999998
1780971275,133,577955.6900000001
1437516887,133,250164.69999999992
1437335353,133,291749.12
1457396541,133,919075.3099999998
1093718496,132,211974.69999999998
1982621447,132,46305.82
1912232182,132,412439.97999999986
1326472945,132,353791.14000000013
1285874826,131,1280610.7
1801871934,131,642437.23
1598970162,131,9011.419999999998
1124248752,131,170633.05000000002
1285686675,130,345238.43
1952726796,130,131009.83
1447615711,130,258050.45
1346258100,130,373800.63999999996
1427095801,130,380392.98000000004
1003230236,130,273545.0300000001
1700827896,129,515723.0900000001
1093740128,129,1178090.85
1528009412,129,526550.18
1184788291,129,109159.62999999999
1376949503,129,585369.74
1689055758,129,272850.46
1922401611,129,237889.86999999997
1629283197,129,2910238.3600000013
1285684225,129,198771.73
1639172869,128,771961.91
1801569728,128,230752.7399999999
1992759427,128,260056.15000000005
1447261540,128,13562968.53
1023379815,128,654711.23
1740595917,128,277510.76999999996
1952333460,128,112162.86000000002
1043260474,127,454288.8199999999
1093263717,127,145691.41999999998
1154435824,127,123384.45000000001
1477590198,127,237732.23999999993
1508813387,127,205841.88999999998
1609875186,126,507742.94
1396767430,126,1829941.28
1073688354,126,472297.1399999999
1003114851,126,422960.86
1366526782,126,642429.4299999999
1386682094,126,912908.05
1477624104,125,419688.88
1487608931,125,526721.51
1376581900,125,265223.9800000001
1659340370,125,250788.31999999998
1992975775,125,467504.0000000001
1538360425,125,309029.2399999999
1851821565,125,404784.92
1336119478,125,1709504.83
1811941172,125,388882.06
1457467227,125,247155.75000000003
1447206420,124,423291.3900000002
1659402303,123,11811155.089999996
1982903951,123,259885.18
1215079678,123,694715.5999999999
1952376410,122,281273.2700000001
1245246917,122,946060.2899999999
1396750188,122,1692148.2700000003
1457302010,122,203021.82
1467537886,121,480546.45
1801826680,121,323301.33
1033136841,121,339503.3000000001
1790762755,121,1376449.8200000003
1467454967,121,401853.4
1184610248,121,268311.36
1801869250,121,661240.0299999997
1962587071,121,1268432.48
1871639914,121,128179.14999999998
1649892225,121,89447.68
1669719688,121,190725.90000000005
1972668853,120,27327.62
1235180480,120,288180.82000000007
1679721906,120,627294.6100000001
1770532798,120,489530.2600000001
1730479254,120,373700.97
1710065933,120,303284.11999999994
1497792527,120,284874.3
1780968974,120,422665.47000000015
1801870191,120,600408.9700000001
1790329407,119,68300.76
1477505220,119,259673.11
1306468418,119,120454.51999999999
1295822658,119,1643248.98
1922381326,119,256849.36999999997
1396044491,119,278965.13999999996
1770538696,118,312962.54000000004
1952390239,118,314750.22000000003
1942256888,118,882355.6500000001
1932586476,118,201166.67
1235126921,118,305466.1500000001
1639128176,117,510457.25000000006
1548288160,117,218795.8300000001
1548266547,117,1270553.8999999997
1770587149,117,277100.12
1952333478,117,119354.26999999997
1407397235,117,285019.25000000006
1023332749,117,232951.25000000006
1982686614,117,149378.06000000003
1295363497,116,280503.16000000003
1003095464,116,8340.720000000001
1104878354,116,134796.34999999998
1902808470,116,214382.62
1730136367,115,236124.62999999995
1225085855,115,167050.02
1144556333,115,337484.69999999995
1174955256,115,232450.46000000008
1942370762,115,861025.5599999998
1003991845,115,509453.68999999994
1063950046,115,243936.65999999997
1962579029,115,592264.1600000001
1043269871,115,162257.89000000007
1538112131,115,371867.67000000004
1518048859,114,102449.98000000003
1255377149,114,1191798.5699999998
1497748743,114,123587.52999999998
1689653487,114,120310.73000000001
1194958223,113,192483.37999999998
1477575348,113,427052.14999999997
1457478703,113,635521.32
1740208081,113,330393.89999999997
1871570309,113,405123.48999999993
1306898960,113,378183.83
1801887658,112,413327.79
1598868655,112,421226.48000000016
1396944799,112,359590.8600000001
1093239683,112,232892.45000000007
1316044522,112,510345.05000000005
1386848695,112,0.0
1548212939,112,126593.38999999997
1538300686,111,44.1
1093705428,111,525987.1599999999
1356309553,111,276058.63000000006
1356377576,111,676436.31
1861478489,111,141285.85000000003
1598718603,111,122665.59999999999
1639291263,111,295647.00999999995
1215264817,111,209055.86000000004
1528013984,110,90654.95999999999
1801856786,110,518703.3199999999
1669414264,110,190784.10000000003
1417238908,110,224993.76
1760476659,109,821517.9099999998
1144227539,109,397263.81
1265546048,109,284447.63
1104829159,109,349742.57000000007
1366644361,109,154177.45
1093829608,109,205996.29
1093221434,109,107107.62999999999
1124057914,109,505132.6200000001
1952307175,109,308196.1500000001
1225331903,109,300019.72000000003
1154367803,108,145799.39
1922074434,108,609609.8399999999
1487899464,108,271682.64
1083711790,108,420099.0999999999
1144217894,108,176385.53000000003
1396169678,107,239609.26999999996
1548286172,107,1282879.7300000002
1508968751,107,143239.62
1902073620,107,220817.40999999997
1821090713,107,314780.91000000015
1376606798,107,181355.60000000003
1922721141,107,163141.67
1114924834,107,196317.49000000002
1831426642,107,2935.9300000000003
1215939210,106,492833.0
1063459410,106,249069.39999999997
1043269798,106,602018.11
1093768657,106,263664.78
1215505508,106,486697.83999999985
1124074273,106,588689.9499999998
1326072265,106,283581.43
1902977705,106,238123.17
1649220443,105,195695.23000000004
1699703686,105,832418.3600000002
1760510937,105,53109.350000000006
1689618407,105,172285.49000000002
1669530069,105,244449.38
1558759571,104,171016.53000000003
1366433195,104,427354.30999999994
1922049014,104,630891.8799999999
1992873319,104,166631.81
1285629386,104,86289.84999999999
1033172390,104,132602.86000000004
1629560230,104,1201984.0699999998
1396837951,104,607504.9700000002
1063457380,104,436293.21
1154942795,104,77940.58000000002
1740822212,103,242879.94000000006
1093158347,103,269562.0800000001
1235455544,103,217733.37000000002
1134841802,103,135994.48
1831236272,103,177920.29999999993
1457395766,103,296793.97000000003
1588063176,103,685347.72
1831110667,103,364903.61000000004
1689763740,103,863715.55
1457303802,103,230371.38000000006
1629282470,103,728347.9199999999
1023347192,103,121200.30000000002
1700966207,103,202783.41000000003
1215989611,102,297846.40000000014
1356412712,102,200694.23999999996
1962463851,102,176287.11999999997
1922483213,102,264353.25000000006
1225546575,102,1514873.3500000006
1326485749,102,289414.50999999995
1881642239,101,113575.25999999997
1003887118,101,299157.68000000005
1053352914,101,143061.79
1215965231,101,301688.04000000004
1730136201,101,370692.9500000001
1265530653,101,208065.41
1821049156,101,240653.91000000006
1841271459,101,103905.19
1548296106,101,351651.90000000014
1780686964,101,140021.78999999998
1972689172,101,331153.93999999994
1215275433,101,466416.7700000001
1043309552,101,274881.04
1871998963,100,535395.6599999999
1235189911,100,195204.22999999998
1841407665,100,266173.16000000003
1730126392,100,155596.67
1669422846,99,86388.83999999998
1811944101,99,47162.289999999986
1013928159,99,279788.51000000007
1104277656,99,77316.59
1861721839,99,135489.15
1720271513,99,5736.610000000001
1154369510,99,356789.04999999993
1366912586,99,229151.49999999997
1962572396,99,479892.82
1245278209,99,643004.1399999999
1376598904,99,368894.7400000001
1588656870,99,86511.82
1891028379,98,291841.41000000003
1467493551,98,460922.44999999995
1558313023,98,138527.53
1184795874,98,681328.6199999999
1700949336,98,466282.89000000013
1326033341,98,473289.04
1336203538,98,226156.17999999993
1063461481,98,248678.86000000002
1356322440,97,88987.75999999998
1215947809,97,440035.69999999984
1093759847,97,301667.00999999995
1750333936,97,259353.77
1376686600,97,639253.1200000001
1881658276,97,422254.23000000004
1396814166,97,119568.78
1194934471,97,9349715.380000003
1477500015,97,242450.42000000007
1104906569,97,223941.99000000002
1508289703,97,298221.79
1568415974,97,341495.1200000001
1306983762,97,452561.74999999994
1235348343,96,324843.66000000003
1306589544,96,192344.10000000003
1689901688,96,39168.479999999996
1972540482,96,222279.21999999997
1891112637,96,351125.35999999987
1235215427,96,104899.91000000002
1700014545,96,135958.07
1649299827,96,468221.7100000001
1952411233,96,212330.94999999992
1326138314,96,199716.81999999998
1164400131,96,337968.69
1902936164,96,324193.81000000006
1114958584,96,714525.1499999999
1376719666,96,117107.63999999998
1386823243,96,334540.3
1689822827,95,150136.58999999997
1215417019,95,134921.09000000003
1235588831,95,73964.20000000001
1033163597,95,304156.81
1508889742,95,275011.98
1992746903,95,155915.55999999997
1518913318,95,331631.49000000005
1467715490,95,256489.89
1629307095,95,177473.53000000003
1720037138,95,44537.35
1952394603,95,518863.66999999987
1982102109,94,1923299.690000001
1669445946,94,1354804.6600000006
1275566424,94,1261983.3299999998
1578504056,94,596829.3600000001
1912999897,94,340049.11000000004
1619975331,94,390443.53
1831115641,94,429380.3500000001
1982689113,94,377547.29999999993
1538200357,94,185109.38000000003
1689603748,94,164923.84000000003
1104963347,94,8420963.770000003
1932492626,94,477409.95000000007
1467504555,94,963357.11
1144215096,94,409353.6900000001
1316902208,93,497961.77
1679513196,93,223699.68000000002
1376139139,93,555793.2400000001
1285689794,93,280893.06
1871521880,93,429983.66000000003
1609997311,93,789428.8099999998
1134278518,93,461291.66000000015
1083835441,93,144634.10999999996
1073721791,92,0.0
1477764496,92,239319.47999999992
1447221056,92,194676.13
1932171634,92,42941.42
1326060492,92,158431.50999999995
1780736736,92,313678.2599999999
1972549855,92,342788.12
1083660575,92,241939.03999999995
1679535496,92,248697.49
1679534069,92,207515.12999999998
1144203498,92,788749.13
1427098169,92,604919.8899999999
1366545311,92,380748.8600000001
1376623538,92,354469.71
1871886366,92,196423.34999999998
1083146013,91,972196.86
1669846986,91,147924.93999999997
1932169497,91,414848.48
1003319500,91,194399.86000000002
1063453991,91,200259.78999999998
1174922348,91,410931.9200000001
1902267479,91,1167167.28
1841573870,91,404699.25999999995
1225292865,91,76437.17
1316940505,91,299875.31000000006
1215903018,91,352854.46
1093338527,91,98365.79999999997
1124112933,90,122521.56000000001
1306933940,90,225801.89
1184694291,90,286835.47
1285613638,90,101098.12999999999
1144336181,90,904654.2299999999
1821035999,90,77266.73999999999
1023122967,90,224781.52
1093959322,90,116096.42000000001
1760441141,90,508445.79000000004
1992043053,90,1918654.2899999998
1972598449,90,1929476.3599999999
1811971302,90,244048.86
1023092053,90,130486.75000000001
1205860335,90,236931.65999999997
1831268580,89,84019.24
1902855828,89,380805.56
1003017096,89,105582.87000000001
1699010348,89,465657.6100000001
1255360517,89,332926.04
1023291226,89,434580.59
1942301379,89,232892.56999999995
1821026576,89,260410.71999999997
1477530624,89,343290.4099999999
1952307530,89,501523.35000000015
1811215742,89,114591.96000000002
1285627935,89,121918.31999999999
1669915047,89,505226.6900000001
1619900834,89,346159.3000000001
1396750840,88,522600.02999999997
1851179873,88,98260.8
1669422234,88,147211.05
1023285756,88,190697.58
1558366492,88,57531.869999999995
1154342335,88,936260.7699999997
1306280177,88,370256.2799999999
1518963230,88,197297.27999999997
1730488818,88,230913.41
1023064482,88,113672.20999999999
1467522284,88,966869.3900000002
1215125463,88,295278.9
1598755605,88,123136.67
1073917126,88,152336.05
1164662805,88,222510.83999999997
1699049262,88,346957.85
1083664221,88,120946.81000000001
1508835828,88,415868.3600000001
1801843198,87,219723.69999999998
1386709871,87,667195.3400000001
1942404223,87,121514.3
1073680419,87,184659.81999999998
1174633143,87,355876.34
1750443503,87,435341.4599999999
1457306508,87,59319.979999999996
1063573079,87,104916.18999999999
1265437644,87,351590.94999999995
1578598199,87,204301.49999999997
1093016651,87,245516.93999999994
1851343115,87,114260.35999999997
1902980865,87,616941.3199999997
1609281641,87,163902.72000000003
1730162991,87,85903.11
1104803444,87,655849.07
1134146079,86,62022.58999999999
1477654945,86,261188.46999999994
1639438518,86,393895.9799999999
1457396368,86,75590.59999999999
1942543889,86,111180.02
1790736940,86,247438.64999999994
1144396979,86,615949.2099999998
1437255155,86,775141.65
1760491674,86,1161965.2199999997
1457716706,86,180992.21
1578631172,86,682196.97
1245938729,86,119278.70000000003
1790370542,86,699105.8200000001
1275591984,86,249377.16
1578741856,86,0.0
1457306664,86,157207.30000000002
1821189085,86,300654.2800000001
1699791343,85,98721.09
1992723829,85,244366.64999999997
1316904287,85,489798.43000000005
1194705194,85,138008.59000000003
1134169287,85,161029.09000000003
1003267196,85,187027.63000000003
1275602476,85,169717.86999999994
1679578439,85,240729.00999999995
1336194406,85,189319.44000000003
1982839031,85,225762.43
1891778114,85,469663.25
1417999327,85,308808.6400000001
1841696739,85,323330.0
1972630705,84,200763.72000000003
1356372064,84,155990.55999999997
1134194038,84,229556.13
1831139724,84,98196.14999999998
1083653752,84,239615.34
1952358533,84,310910.73
1346608809,84,244948.66000000006
1912943184,84,304336.99
1326450156,84,145536.21999999994
1992987879,84,5040.950000000001
1215983200,83,468109.3399999999
1467412726,83,567431.62
1093933194,83,310063.5900000001
1891441382,83,99434.07
1285079764,83,287249.3300000001
1710932736,83,467316.51
1982678496,83,545737.4400000001
1467408013,83,398907.8500000002
1598829350,83,283590.85000000003
1275536799,83,268613.69
1447769559,83,244279.12000000005
1124269717,83,0.0
1245283530,83,130853.79999999997
1588656268,83,970651.0199999998
1982784534,83,219436.20000000007
1356366991,83,223732.46
1447230388,83,245080.56000000003
1770679201,83,223060.34
1629006457,82,527761.8299999998
1184791998,82,1550203.0099999988
1386691780,82,316740.27999999997
1952792475,82,266347.95999999996
1932167178,82,337513.27
1780676650,82,459160.3000000003
1023055191,82,227574.05999999997
1699072611,82,96103.78
1215249891,82,292833.39999999997
1841878006,82,156979.27000000002
1609300854,82,856903.2100000002
1144497678,81,53202.479999999996
1568413920,81,160144.87999999998
1801891809,81,234515.47000000006
1043274418,81,282911.55
1053615955,81,77895.24
1780195255,81,751268.3499999999
1043224355,81,147350.75999999998
1114977428,81,253063.11000000002
1538164090,81,134017.86
1205189461,81,76461.69
1619230802,81,154649.71999999997
1508935891,81,481796.65999999986
1770948689,81,356492.5900000001
1336510098,81,254718.72999999992
1366418709,80,143407.56000000006
1013950807,80,159983.72
1881109452,80,115990.24000000002
1043572290,80,83401.14000000001
1770573586,80,657590.2300000003
1245413699,80,894.98
1619969920,80,216900.43999999997
1588689483,80,77837.92000000001
1922243690,80,103155.94999999997
1184709057,80,237905.58
1457323164,80,41720.310000000005
1912053752,80,304614.84
1629056049,80,92126.08000000002
1053503763,80,127207.28
1689722340,79,137180.62999999998
1437103942,79,174207.38
1225195340,79,414461.75000000006
1033215710,79,188523.46000000005
1447297379,79,1374031.3399999999
1316201809,79,713657.35
1194758979,79,203405.43
1447226584,79,122166.25000000001
1649669672,79,129313.51000000001
1497704217,79,104849.65999999999
1639264575,79,416164.42000000004
1770006728,78,1325162.7199999997
1497791297,78,332350.88
1598764920,78,217540.81000000003
1861450579,78,290074.17999999993
1336196401,78,360198.54000000004
1811207160,78,95015.78000000001
1053344846,78,141092.09
1861627242,78,436840.82999999996
1063406551,78,60399.990000000005
1700990108,78,330707.4199999999
1811920556,78,517947.81000000006
1629044029,78,286797.30000000005
1164422630,78,344625.55999999994
1003961251,78,758351.99
1912979964,78,126563.01000000002
1235422403,78,332863.36000000004
1669418513,78,440909.44
1730132234,78,781876.1100000001
1134590318,78,183227.41999999998
1699747303,78,18648.08
1053350454,77,128053.84999999996
1861424376,77,57527.400000000016
1972579365,77,87865.31
1932121514,77,217340.25
1861441537,77,246230.72
1659455145,77,109608.34000000001
1538122445,77,707129.1
1720029333,77,261543.2400000001
1275620585,77,155529.74999999994
1730133059,77,299457.39
1215217088,77,175345.28
1427176569,77,137969.96999999994
1427138726,77,4465266.56
1093974065,77,374272.35000000003
1578527172,77,483071.28999999986
1881789014,77,336584.09
1710107883,77,124683.45999999998
1588925457,77,97260.50000000003
1114974029,77,260522.40999999997
1194765685,77,220445.28000000003
1437231693,77,237734.32
1154503399,77,758323.4499999998
1295723229,77,274332.08
1659425825,77,516554.16
1346388287,77,111568.16000000002
1265470645,77,192135.00000000006
1003985102,77,81537.07999999999
1700283405,77,25857.539999999994
1144271586,77,109546.70000000001
1629022330,77,285275.11000000004
1669422788,76,247220.17
1093796609,76,130941.57000000002
1649220724,76,137103.02000000005
1134546575,76,295830.19000000006
