CLAIM_FROM_MONTH,total_paid,total_claims,providers,velocity_paid,velocity_claims,accel_paid,accel_claims,velocity_pct,accel_pct
2018-01-01,115262032.71999988,1921232.0,16258,,,,,,
2018-02-01,73606860.82000005,1595641.0,15285,-41655171.89999983,-325591.0,,,-36.13954301950461,
2018-03-01,113913532.92000014,2225984.0,16104,40306672.10000008,630343.0,81961843.99999991,955934.0,54.7593955929828,90.8989386124874
2018-04-01,90685628.86000006,1679590.0,15629,-23227904.060000077,-546394.0,-63534576.16000016,-1176737.0,-20.39082053254613,-75.15021612552893
2018-05-01,90126930.74999988,1768122.0,16118,-558698.1100001782,88532.0,22669205.9499999,634926.0,-0.6160823021503115,19.77473823039582
2018-06-01,79722069.46999995,1624200.0,14822,-10404861.279999927,-143922.0,-9846163.169999748,-232454.0,-11.544675041538499,-10.928592739388186
2018-07-01,83193490.12000002,1632977.0,15147,3471420.6500000656,8777.0,13876281.929999992,152699.0,4.35440358369823,15.89907862523673
2018-08-01,92844509.45000009,1836894.0,16239,9651019.330000073,203917.0,6179598.680000007,195140.0,11.600690530087432,7.246286946389202
2018-09-01,81507208.19999997,1612492.0,15128,-11337301.25000012,-224402.0,-20988320.580000192,-428319.0,-12.211062686593909,-23.81175321668134
2018-10-01,98392334.78999998,2110608.0,16777,16885126.590000004,498116.0,28222427.840000123,722518.0,20.716114516605423,32.927177203199335
2018-11-01,98527760.01000011,1839266.0,15358,135425.22000013292,-271342.0,-16749701.36999987,-769458.0,0.13763797788635124,-20.578476538719073
2018-12-01,83254484.27000007,1639409.0,14308,-15273275.74000004,-199857.0,-15408700.960000172,71485.0,-15.501494947667416,-15.639132925553767
2019-01-01,98651435.38000016,1990759.0,16733,15396951.110000089,351350.0,30670226.85000013,551207.0,18.49383999553311,33.995334943200525
2019-02-01,119108150.06,2097892.0,15957,20456714.679999843,107133.0,5059763.569999754,-244217.0,20.73635786565258,2.2425178701194675
2019-03-01,106100393.5900002,1907384.0,16884,-13007756.469999805,-190508.0,-33464471.14999965,-297641.0,-10.920962556674107,-31.657320422326684
2019-04-01,105030428.52000016,2141320.0,17014,-1069965.0700000376,233936.0,11937791.399999768,424444.0,-1.0084459009027436,9.912516655771363
2019-05-01,110649240.12000021,2037712.0,16777,5618811.600000054,-103608.0,6688776.670000091,-337544.0,5.349698824593574,6.3581447254963175
