BILLING_PROVIDER_NPI_NUM,early_paid,late_paid,total_paid,active_months,growth_pct,growth_abs
1790177582,44689.74,789601.3099999999,834291.0499999999,42,1666.8514294332435,744911.57
1528209681,22730.500000000004,401565.2700000001,424295.7699999999,34,1666.636325641759,378834.7700000001
1437782349,10595.35,186696.19999999998,197291.55000000002,23,1662.0578838830238,176100.84999999998
1255964078,12421.55,218437.06000000003,230858.61,21,1658.5330333170987,206015.51000000004
1447355771,16643.23,288895.9999999999,305539.2299999999,42,1635.816905732841,272252.7699999999
1649574013,33649.1,577132.84,610781.9400000001,37,1615.1508955663005,543483.74
1093152027,11947.76,202736.97999999998,214684.73999999996,22,1596.8618385370978,190789.21999999997
1235363052,95336.3,1617074.7999999996,1712411.0999999994,21,1596.1795244833286,1521738.4999999995
1689612798,13256.220000000001,224021.18000000002,237277.40000000002,24,1589.932575047789,210764.96000000002
1609892280,14001.35,236387.53999999998,250388.89000000004,18,1588.3196263217474,222386.18999999997
1043437866,18246.0,307226.24000000005,325472.24000000005,41,1583.8005042201032,288980.24000000005
1104914274,10486.75,176245.09,186731.84,39,1580.6454812024697,165758.34
1366425266,17042.4,286283.87,303326.27,25,1579.8330634182976,269241.47
1992850689,15777.76,256092.24999999997,271870.01,41,1523.1217232357442,240314.48999999996
1023239886,69856.96999999999,1133360.1799999997,1203217.1499999997,37,1522.4010002151538,1063503.2099999997
1023122439,25671.36,409953.32999999996,435624.68999999994,31,1496.9287564040237,384281.97
1306865340,28481.239999999998,453025.91000000003,481507.1500000001,28,1490.6116096068854,424544.67000000004
1699049262,21078.010000000002,333113.60000000003,354191.6100000001,56,1480.384486011725,312035.59
1154480069,24184.31,380417.4200000001,404601.73000000016,47,1472.992655155347,356233.1100000001
1679557888,16912.84,264329.90999999986,281242.75000000006,42,1462.8948775013532,247417.06999999986
1982266656,12595.14,195058.05999999997,207653.19999999998,13,1448.677188185284,182462.91999999998
1669708780,29359.17000000001,450082.57,479441.73999999993,52,1433.022118813304,420723.4
1619255841,29063.9,441752.99000000005,470816.89,34,1419.937069698148,412689.09
1114466950,10724.72,162444.12999999998,173168.84999999998,27,1414.6701265860552,151719.40999999997
1124533492,11399.980000000001,172114.4,183514.38,43,1409.7780873299773,160714.41999999998
1992151211,11985.650000000001,180906.5,192892.15,13,1409.3591086007016,168920.85
1285059923,50900.76,767229.5099999999,818130.27,66,1407.3046257069636,716328.7499999999
1134172406,15112.820000000002,226392.1300000001,241504.95000000004,42,1398.0138054975846,211279.31000000008
1619911971,33978.0,508065.98,542043.98,14,1395.2792395079168,474087.98
1558415307,32813.53,488811.83999999985,521625.37,32,1389.665512975897,455998.3099999998
1821004151,48265.51999999998,718548.14,766813.6600000001,47,1388.740077802954,670282.62
1598860108,27111.010000000002,400565.5800000001,427676.59,35,1377.501502157242,373454.57000000007
1083632897,283865.49000000005,4192513.9400000004,4476379.430000002,68,1376.9368196183339,3908648.45
1821092297,24723.489999999998,362879.7100000001,387603.20000000007,18,1367.7527727679228,338156.2200000001
1801807870,18809.800000000003,275299.69,294109.49000000005,22,1363.5971142702208,256489.89
1932271632,85700.89,1240153.98,1325854.8699999999,29,1347.0724633081409,1154453.09
1245468727,88942.97,1276408.6799999997,1365351.6499999997,15,1335.086640349428,1187465.7099999997
1952447013,16149.51,230681.89999999997,246831.40999999997,15,1328.4142367167794,214532.38999999996
1629502810,10489.01,147402.54999999996,157891.56,53,1305.3046951046852,136913.53999999995
1962408203,11651.4,163710.35999999993,175361.76000000004,49,1305.070291982079,152058.95999999993
1245489814,16525.02,231866.03999999998,248391.06,47,1303.1210854812884,215341.02
1386728533,36044.63,503244.02,539288.6500000003,37,1296.1691935802921,467199.39
1356496772,83151.12,1160698.7700000003,1243849.8900000006,79,1295.8907228188873,1077547.6500000004
1104463371,21649.53,301515.68,323165.20999999996,21,1292.7123591135698,279866.15
1033328596,20105.21,279973.52,300078.73000000004,12,1292.5421321140143,259868.31000000003
1447601695,69179.81000000001,960258.3899999999,1029438.2,40,1288.061617977846,891078.5799999998
1073527453,25753.469999999994,357222.53000000014,382976.00000000006,54,1287.085041355593,331469.0600000002
1134182207,11662.95,161664.46,173327.41,12,1286.1369550585398,150001.50999999998
1700290301,49308.09,680371.06,729679.1500000001,18,1279.8365744850391,631062.9700000001
1891102497,143383.54999999996,1967763.53,2111147.0799999996,46,1272.377465894798,1824379.98
1699966754,25310.72,346737.44,372048.16,42,1269.92325781329,321426.72
1841536554,15207.48,206559.06999999998,221766.54999999996,20,1258.2728367882119,191351.58999999997
1861520272,747498.11,10132418.770000003,10879916.880000005,12,1255.510955071178,9384920.660000004
1538511910,12832.380000000001,173196.89,186029.27000000002,17,1249.6864182637983,160364.51
1902099104,10075.0,135800.0,145875.0,22,1247.8908188585608,125725.0
1043469042,15961.110000000002,214021.36000000002,229982.47000000003,33,1240.8927073367704,198060.25
1285667493,10173.480000000001,135752.26000000004,145925.74000000008,45,1234.3738818968536,125578.78000000004
1710952031,22063.79,293704.14,315767.93,20,1231.1590619743936,271640.35000000003
1003991506,137147.61,1824252.5500000003,1961400.1600000001,63,1230.1380534447524,1687104.9400000004
1689191165,24064.8,318585.08999999997,342649.88999999996,24,1223.8634437020046,294520.29
1295079465,10233.619999999999,135283.63,145517.25000000003,21,1221.952837803241,125050.01000000001
1053317362,50495.37999999999,663553.75,714049.1299999997,56,1214.0880413218003,613058.37
1497389845,11825.08,154361.41000000003,166186.49000000005,19,1205.3730714718213,142536.33000000005
1245365196,55296.72000000001,719198.4100000001,774495.1300000004,65,1200.616763525938,663901.6900000002
1356334510,10967.41,141952.86,152920.26999999993,42,1194.3152485409041,130985.44999999998
1336194406,13656.130000000001,176636.62000000008,190292.75000000006,54,1193.4602995138453,162980.49000000008
1538214556,10848.74,140045.33,150894.06999999998,21,1190.8902785023881,129196.58999999998
1811073059,10268.93,132445.63,142714.56000000006,21,1189.7705018926024,122176.70000000001
1982089256,12181.96,156840.82,169022.78000000006,40,1187.484280033755,144658.86000000002
1790778660,76479.51999999999,984238.08,1060717.6,20,1186.9302527003308,907758.5599999999
1154425494,11470.93,146490.59999999998,157961.52999999994,25,1177.0594886377999,135019.66999999998
1275695371,71011.95999999999,906837.68,977849.64,12,1177.0210539182417,835825.7200000001
1720145378,729548.8,9238790.850000001,9968339.65,17,1166.370508730876,8509242.05
1144872052,10801.510000000002,136640.11000000002,147441.62000000002,45,1165.0093366575597,125838.6
1588735252,38324.26,482685.96,521010.2199999999,18,1159.4788783919116,444361.7
1235226531,23473.559999999998,295594.77999999997,319068.3399999998,83,1159.2669369281864,272121.22
1487082608,11812.8,148585.51,160398.31000000003,26,1157.8348063117976,136772.71000000002
1073985727,10364.039999999999,130135.31,140499.35,37,1155.6426837410895,119771.27
1184616617,14501.440000000002,179548.31000000003,194049.75,28,1138.1412466624004,165046.87000000002
1194859629,21975.19,271239.32999999996,293214.51999999996,22,1134.297996968399,249264.13999999996
1104830900,11746.689999999999,144971.74000000002,156718.43000000002,30,1134.1497051509832,133225.05000000002
1336464668,34787.87,427555.01000000007,462342.88,23,1129.0347468816,392767.1400000001
1851454011,23956.210000000003,293775.92000000016,317732.13000000006,68,1126.3038268574205,269819.71000000014
1184110769,12093.91,148046.11,160140.01999999996,38,1124.1376858269987,135952.19999999998
1790030385,17517.789999999997,214063.84,231581.62999999998,35,1121.9797131944156,196546.05
1174576698,44929.85,548018.3000000002,592948.1499999998,46,1119.7198521695493,503088.4500000002
1336148543,22310.459999999995,271131.3,293441.7599999999,39,1115.2653956933207,248820.84
1558635235,11899.839999999998,144540.76,156440.6,25,1114.6445666496359,132640.92
1780780486,25979.080000000005,315215.74,341194.82000000007,43,1113.3445064259392,289236.66
1972068518,10354.8,125635.37000000001,135990.17,20,1113.3056167188165,115280.57
1447267349,21594.31,261367.83000000005,282962.14,26,1110.3550889099954,239773.52000000005
1477748119,28221.26,341038.6499999999,369259.91,34,1108.4458666976595,312817.3899999999
1366434011,36157.60999999999,436105.48,472263.09,16,1106.1236348309528,399947.87
1154304475,40780.32,490036.80999999976,530817.13,37,1101.6502322688978,449256.48999999976
1841308087,14662.5,175845.2,190507.7,12,1099.2852514919011,161182.7
1457446403,15428.67,184868.81000000003,200297.48,39,1098.2161132489061,169440.14
1497203541,12960.4,155279.78,168240.18,27,1098.1094719298787,142319.38
1396048070,150794.30000000002,1793002.6699999997,1943796.9699999997,31,1089.0387567699836,1642208.3699999996
1649289141,13734.550000000001,162817.18000000005,176551.73000000007,43,1085.4569680113295,149082.63000000006
1881061695,91881.03,1088443.2,1180324.23,46,1084.622331726146,996562.1699999999
1154618742,27704.04,327937.49999999994,355641.5399999999,43,1083.7172484590694,300233.45999999996
1952799074,17270.670000000002,204287.21,221557.88,35,1082.8563107279565,187016.53999999998
1073981783,20849.96,244370.83000000002,265220.79,15,1072.044598646712,223520.87000000002
1518085430,17616.350000000002,206372.43999999997,223988.79000000004,35,1071.4824012919812,188756.08999999997
1558896498,15343.499999999998,179409.75,194753.25,16,1069.288297976342,164066.25
1801853346,14269.86,166626.89999999997,180896.75999999998,24,1067.6841959206324,152357.03999999998
1871639914,12479.869999999999,145481.45000000007,157961.32000000007,56,1065.7288898041413,133001.58000000007
1538665013,12902.33,150353.24,163255.57,21,1065.318512237712,137450.91
1710028022,12587.04,146012.38,158599.41999999993,41,1060.0215777498124,133425.34
1003098773,13887.820000000002,159968.94999999998,173856.77,35,1051.8650875371366,146081.12999999998
1225085319,88497.21000000002,1017595.7700000001,1106092.9800000002,67,1049.8619786996674,929098.56
1083777163,22959.87,263271.06,286230.93,52,1046.6574505866106,240311.19
1497709869,11838.839999999998,134825.33999999997,146664.18,14,1038.8391092370534,122986.49999999997
1710959135,23078.370000000003,262692.42000000004,285770.7900000001,40,1038.2624509443258,239614.05000000005
1376623736,10032.239999999998,113799.99,123832.23000000001,22,1034.342778880888,103767.75
1215394036,11185.879999999997,126046.92,137232.8,46,1026.8395512914499,114861.04000000001
1831287978,21414.710000000003,241284.06,262698.76999999996,44,1026.7211183340796,219869.35
1427567379,23923.23,268095.85,292019.08,15,1020.6507231673984,244172.61999999997
1588048979,17132.54,190363.64999999997,207496.18999999997,27,1011.1233360610858,173231.10999999996
1588072698,26028.849999999995,288917.88,314946.73,32,1009.9909523471075,262889.03
1457304198,12229.25,135171.44,147400.68999999994,43,1005.3125907148844,122942.19
1982672762,69122.87000000001,762679.3800000001,831802.25,15,1003.3676408401445,693556.5100000001
1821126004,29312.019999999997,322991.05999999994,352303.07999999996,13,1001.9065216249169,293679.0399999999
1609245273,23211.7,254922.14999999997,278133.85,15,998.2485126035575,231710.44999999995
1326364100,15073.82,165327.08,180400.89999999997,45,996.7828990925989,150253.25999999998
1700064276,65916.44,718841.15,784757.59,14,990.5339396363031,652924.71
1568851129,17066.59,185960.03,203026.61999999997,13,989.6144455336421,168893.44
1790745172,16705.239999999998,181930.46999999997,198635.70999999996,19,989.0622942262429,165225.22999999998
1770876575,11551.42,125566.76999999999,137118.19,14,987.0245389744291,114015.34999999999
1821085721,15297.18,165943.58999999997,181240.76999999996,35,984.7985707169554,150646.40999999997
1225060742,34684.90000000001,373724.79,408409.68999999994,83,977.4855628818301,339039.88999999996
1336203132,15930.67,171245.48,187176.15,23,974.9421085239981,155314.81
1073619854,32842.25000000001,352856.9700000001,385699.2200000001,34,974.3995006432265,320014.7200000001
1225670813,20855.219999999998,223948.15000000002,244803.37000000008,23,973.8230045043881,203092.93000000002
1356515464,18553.83,198912.48999999996,217466.31999999998,13,972.0831763576575,180358.65999999997
1972126209,13892.18,148648.53999999998,162540.71999999997,18,970.0159370235629,134756.36
1336483742,15401.900000000001,164471.74000000005,179873.64,27,967.8665619176858,149069.84000000005
1952356388,16018.42,170982.34000000003,187000.76000000004,57,967.4107683529337,154963.92
1548286172,111285.04999999999,1187801.8400000005,1299086.8899999997,49,967.350771734389,1076516.7900000005
1639160708,141505.05,1507972.22,1649477.2699999998,58,965.6667164882101,1366467.17
1083840953,13731.450000000003,146208.69,159940.14000000007,36,964.7724020405709,132477.24
1124093752,38461.49999999999,409310.39,447771.89,31,964.2080782080784,370848.89
1326022732,24202.34,255441.16,279643.50000000006,54,955.4399285358357,231238.82
1366621930,10433.14,109667.28000000001,120100.42,13,951.1435675165867,99234.14000000001
1114967924,18211.53,190781.35,208992.88,13,947.5855131337128,172569.82
1497982268,16886.57,176403.0299999999,193289.59999999992,47,944.6350561422473,159516.4599999999
1174598908,18770.14,196058.52000000002,214828.65999999997,14,944.5234825099867,177288.38
1720378524,16894.920000000002,176310.67999999996,193205.59999999995,20,943.5721506819798,159415.75999999995
1356352983,25857.86,269770.15,295628.0100000001,18,943.2810371778639,243912.29000000004
1811915713,12196.460000000001,127211.20999999999,139407.66999999995,38,943.0174821218613,115014.74999999999
1205835485,21503.140000000003,223845.93000000002,245349.07,26,940.9918272401146,202342.79
1396807350,18485.22,191203.63999999996,209688.85999999996,18,934.3595586095267,172718.41999999995
1689025256,12660.06,130685.92,143345.98,24,932.2693573332197,118025.86
1780620526,62756.1,646070.1,708826.2,68,929.4937065878855,583314.0
1891305157,14634.68,150574.56000000003,165209.24000000005,22,928.8886398609332,135939.88000000003
1508810573,13992.269999999999,142511.94,156504.20999999996,42,918.5047887154838,128519.67
1972083012,16042.59,163259.05999999997,179301.65,24,917.6602406469278,147216.46999999997
1689621468,40237.87,406999.49000000005,447237.36,14,911.4836843997956,366761.62000000005
1780045542,255028.8,2575666.03,2830694.8299999996,28,909.9510447447503,2320637.23
1679964613,14496.71,146375.68999999997,160872.4,18,909.7166184603263,131878.97999999998
1023060472,25787.239999999994,259471.46000000002,285258.6999999999,65,906.2009738149568,233684.22000000003
1215979158,61829.21,621883.6499999999,683712.86,12,905.8088240169977,560054.44
1538264429,51307.289999999986,515678.55,566985.8399999997,38,905.0785180819336,464371.26
1134569049,10638.63,106691.04,117329.66999999997,28,902.8644665713535,96052.40999999999
1306875877,21780.32,217633.94,239414.25999999998,21,899.2228764315677,195853.62
1013030147,41260.47,412169.75999999983,453430.22999999986,17,898.9458675579793,370909.2899999998
1154571222,10003.440000000002,99885.27,109888.70999999999,20,898.509212830786,89881.83
1043279565,19038.810000000005,189321.80000000008,208360.6100000001,36,894.3993348323767,170282.99000000008
1548496706,46337.58,459810.56000000006,506148.14,57,892.3059426064116,413472.98000000004
1841427655,10259.73,101664.57,111924.3,22,890.9088250860405,91404.84000000001
1992806186,18762.37,185586.53000000003,204348.90000000002,14,889.1422565486133,166824.16000000003
1407004757,11107.219999999998,109662.38999999997,120769.61000000002,37,887.3072650042044,98555.16999999997
1528064649,24279.079999999998,238685.96000000005,262965.04,45,883.0930990795372,214406.88000000006
1447281936,327991.67000000004,3220282.2800000003,3548273.950000002,84,881.8183126419033,2892290.6100000003
1750613329,19611.21,192420.79000000004,212032.0,14,881.1775510027176,172809.58000000005
1336637438,18102.130000000005,177276.07,195378.19999999995,30,879.3105562715546,159173.94
1144597931,11440.39,111881.06,123321.45000000001,14,877.9479545714787,100440.67
1386988723,24193.71,236351.83000000005,260545.54000000004,23,876.9143715453316,212158.12000000005
1902994866,49993.729999999996,487953.55000000005,537947.28,22,876.0294940985602,437959.82000000007
1730565839,75011.68,731246.77,806258.4500000001,13,874.8438776467881,656235.0900000001
1073003190,24939.05,242738.10000000003,267677.15,19,873.3253672453443,217799.05000000005
1396706933,12172.75,118134.71999999999,130307.46999999997,14,870.4850588404427,105961.96999999999
1003462102,11016.96,106821.20999999998,117838.16999999997,33,869.6069514639245,95804.24999999997
1225113442,24763.59999999999,239491.97,264255.56999999995,48,867.1128995784137,214728.37
1124127683,56519.539999999986,545907.1300000001,602426.6700000002,53,865.8732714385154,489387.59000000014
1891803904,15691.390000000001,151453.68000000002,167145.06999999998,15,865.2024454175187,135762.29
1790078426,10494.300000000001,101019.84000000001,111514.14000000004,42,862.6162774077355,90525.54000000001
1902023526,336024.2699999999,3231618.1799999997,3567642.4500000007,49,861.7216577838263,2895593.9099999997
1477695021,35150.909999999996,336570.8199999999,371721.72999999986,14,857.5024373479945,301419.9099999999
1205940145,23798.93,227479.83,251278.76000000004,43,855.8405777066447,203680.9
1285650424,15201.23,145088.40999999997,160289.63999999998,15,854.4517779153397,129887.17999999998
1003154352,27038.389999999992,258015.28999999998,285053.68,37,854.2553754125155,230976.9
1720409154,12713.800000000001,121256.58999999998,133970.39,27,853.7399518633293,108542.78999999998
1558996421,20778.979999999996,197998.14999999997,218777.12999999995,40,852.8771383388406,177219.16999999998
1174092548,23824.109999999993,225664.72000000006,249488.83000000007,23,847.211543264366,201840.61000000007
1851610117,16673.47,157634.78999999998,174308.25999999998,17,845.4228184055268,140961.31999999998
1134184658,41093.32,387603.21,428696.5300000001,29,843.2268066926692,346509.89
1447586961,11318.07,105718.91,117036.98000000001,29,834.0718868146247,94400.84
1447395033,10677.42,99681.67000000003,110359.09000000003,15,833.5744964607559,89004.25000000003
1164851085,14913.93,139145.47000000003,154059.40000000005,39,832.9899630747901,124231.54000000004
1669442042,27927.0,259881.75,287808.74999999994,37,830.5752497582985,231954.75
1316464795,23861.79,221087.57,244949.36000000002,20,826.533885345567,197225.78
1194122457,60635.68000000001,561413.21,622048.8899999999,25,825.8793007681284,500777.52999999997
1598713075,21651.139999999996,200210.81999999998,221861.9599999999,56,824.7126017382919,178559.68
1376013250,13512.93,124622.52000000003,138135.45000000004,34,822.2464706026008,111109.59000000003
1821286766,14022.419999999998,128639.92000000001,142662.34000000003,37,817.3874409695334,114617.50000000001
1801866173,98627.0,902576.2300000001,1001203.2300000001,36,815.1411175438776,803949.2300000001
1467824698,19604.050000000003,179233.76999999996,198837.81999999995,23,814.269092355916,159629.71999999997
1629052196,27172.0,248111.55000000002,275283.55000000005,13,813.1147872810245,220939.55000000002
1902996119,15711.42,143070.08000000002,158781.50000000003,39,810.6120261567702,127358.66000000002
1790297216,14214.109999999999,129331.19999999998,143545.31,18,809.8789864437518,115117.08999999998
1952690463,50169.97,455067.35000000003,505237.3200000002,52,807.0512699130575,404897.38
1811278716,23192.480000000003,210193.52999999997,233386.00999999995,16,806.3003611515453,187001.04999999996
1003842360,13573.66,122852.48000000001,136426.14,19,805.0799857960196,109278.82
1407969728,122536.3,1108349.3499999999,1230885.65,23,804.5069501853735,985813.0499999998
1952335630,59148.81,533523.6000000002,592672.4100000003,60,802.0022549904221,474374.7900000002
1912013731,10336.349999999999,93159.71999999999,103496.06999999999,14,801.2825610587877,82823.37
1083783757,13914.39,125329.54999999999,139243.93999999997,15,800.7189679173862,111415.15999999999
1164555124,56499.85000000002,508355.18000000005,564855.0300000003,38,799.7460701223098,451855.33
1952810640,22261.570000000003,200258.85,222520.42000000004,44,799.5719978420209,177997.28
1609066257,34137.7,306768.2299999999,340905.93,58,798.6200886410037,272630.5299999999
1598713745,120251.88,1079316.8399999996,1199568.72,67,797.5467493730656,959064.9599999996
1871998963,53983.259999999995,484149.39999999997,538132.6599999998,54,796.8509867688614,430166.13999999996
1538101019,11876.109999999997,106214.78,118090.88999999997,51,794.3566538201484,94338.67
1003920943,19936.730000000003,178275.55000000002,198212.28000000003,42,794.2065724920786,158338.82
1215096375,10438.56,93276.24999999999,103714.81,12,793.5739220735426,82837.68999999999
1336538404,10705.56,95464.05,106169.61,16,791.7240200419222,84758.49
1417099417,43879.5,391118.93,434998.43000000005,12,791.3477364144989,347239.43
1023237518,21858.46,194238.34999999998,216096.80999999997,41,788.6186401054786,172379.88999999998
1417177841,20343.63000000001,180422.60999999993,200766.2399999999,56,786.8752036878368,160078.97999999992
1396287082,43671.87999999999,386426.4399999998,430098.31999999983,68,784.8404053134417,342754.5599999998
1104934892,10997.240000000002,97189.53000000001,108186.77,14,783.7629259705162,86192.29000000001
1881024172,142521.30000000002,1257414.6400000004,1399935.9400000002,22,782.2643632916626,1114893.3400000003
1245275106,16160.07,141684.1900000001,157844.26000000004,45,776.7548036611233,125524.12000000008
1215247861,25195.059999999998,220132.52,245327.57999999996,12,773.7130215208855,194937.46
1295363497,28847.66,251655.5,280503.16000000003,49,772.3601845002332,222807.84
1710931522,34110.259999999995,297418.03,331528.29000000004,61,771.9312898816956,263307.77
1548263973,13621.369999999999,118617.96999999997,132239.33999999997,25,770.8226118224525,104996.59999999998
1386609857,13522.550000000001,117417.0,130939.54999999999,28,768.3051643366081,103894.45
1548343510,141825.08999999997,1228511.75,1370336.8400000012,84,766.2160905380003,1086686.6600000001
1457895278,11570.47,100126.77,111697.24000000002,18,765.3647604634904,88556.3
1720387624,11990.45,103618.18999999999,115608.63999999998,27,764.172654070531,91627.73999999999
1386678605,17195.19,148441.07,165636.26,12,763.2708914527843,131245.88
1609380401,45464.37,392177.9000000001,437642.2700000001,39,762.6049365690102,346713.5300000001
1700950235,10203.5,87898.62999999999,98102.12999999999,34,761.4556769735874,77695.12999999999
1639797913,38923.860000000015,334920.48,373844.33999999997,42,760.4503253274466,295996.62
1033190137,10875.82,93329.15,104204.96999999999,26,758.1343751551606,82453.32999999999
1053845636,24839.96,212989.43,237829.38999999998,18,757.4467511219825,188149.47
1780677039,39523.95,338534.6099999999,378058.5599999999,38,756.5303063079473,299010.6599999999
1023013448,14519.409999999998,123834.96999999999,138354.37999999998,39,752.8925762134962,109315.55999999998
1871509489,144232.59,1217589.9899999998,1361822.5799999998,21,744.1850694076836,1073357.3999999997
1417472812,18074.8,152191.44,170266.24,12,742.0089848850334,134116.64
1386895175,39124.01,329419.54000000004,368543.55000000016,55,741.9881806593957,290295.53
1639208994,12121.269999999999,102020.29000000002,114141.56,34,741.6633735573914,89899.02000000002
1184844185,13836.31,116100.55999999997,129936.87,25,739.1005983531735,102264.24999999997
1912101783,26558.86,222623.64,249182.5,17,738.2273937962699,196064.78000000003
1730204827,17829.52,149330.87000000002,167160.39000000004,33,737.5484589601965,131501.35000000003
1336467166,265167.19,2215586.4699999997,2480753.66,15,735.5432170925822,1950419.2799999998
1447416615,22207.859999999997,185115.81,207323.67000000004,28,733.5598747470492,162907.95
1811919566,11519.68,95809.55000000002,107329.23000000003,23,731.7032243951223,84289.87000000002
1952356867,30430.5,253047.55,283478.05,33,731.5589622253988,222617.05
