CLAIM_FROM_MONTH,total_paid,total_claims,providers,velocity_paid,velocity_claims,accel_paid,accel_claims,velocity_pct,accel_pct
2018-01-01,4649525093.470043,93850903.0,181019,,,,,,
2018-02-01,4218501080.709954,86647003.0,175730,-431024012.7600894,-7203900.0,,,-9.270280385526576,
2018-03-01,4526442149.4000025,91261972.0,180739,307941068.6900487,4614969.0,738965081.4501381,11818869.0,7.299774559693217,16.570054945219795
2018-04-01,4520323776.850039,89881011.0,178821,-6118372.549963951,-1380961.0,-314059441.24001265,-5995930.0,-0.1351695735418823,-7.434944133235099
2018-05-01,4711106321.160049,92354384.0,179175,190782544.3100109,2473373.0,196900916.85997486,3854334.0,4.220550423557423,4.355719997099305
2018-06-01,4248210924.7700076,81820240.0,169562,-462895396.3900418,-10534144.0,-653677940.7000527,-13007517.0,-9.82561981908444,-14.046170242641864
2018-07-01,4324783256.970022,84253908.0,169192,76572332.20001459,2433668.0,539467728.5900564,12967812.0,1.8024606959495593,11.628080515034
2018-08-01,4817091160.319989,93992527.0,178329,492307903.349967,9738619.0,415735571.1499524,7304951.0,11.3834121642175,9.58095146826794
2018-09-01,4303084798.780024,84180940.0,168591,-514006361.5399656,-9811587.0,-1006314264.8899326,-19550206.0,-10.670471959800343,-22.05388412401784
2018-10-01,4950832320.510065,98447076.0,181274,647747521.7300415,14266136.0,1161753883.2700071,24077723.0,15.053096836801494,25.72356879660184
2018-11-01,4506892572.220037,85295732.0,169822,-443939748.2900276,-13151344.0,-1091687270.0200691,-27417480.0,-8.966972006926909,-24.020068843728403
2018-12-01,4429509924.400027,83033778.0,164882,-77382647.82001019,-2261954.0,366557100.47001743,10889390.0,-1.716984520487308,7.249987486439601
2019-01-01,5309991308.370039,101100995.0,181553,880481383.9700117,18067217.0,957864031.7900219,20329171.0,19.8776252677495,21.59460978823681
2019-02-01,4857802124.520021,93753622.0,175972,-452189183.85001755,-7347373.0,-1332670567.8200293,-25414590.0,-8.515817778029888,-28.39344304577939
2019-03-01,5370432682.9900255,102111706.0,182208,512630558.4700041,8358084.0,964819742.3200216,15705457.0,10.552726219177867,19.068543997207755
2019-04-01,5377014226.469985,102663552.0,184273,6581543.479959488,551846.0,-506049014.9900446,-7806238.0,0.12255145662294353,-10.430174762554923
2019-05-01,5442906849.600037,102570491.0,181989,65892623.13005161,-93061.0,59311079.650092125,-644907.0,1.2254500426217119,1.1028985859987683
2019-06-01,4872483221.65002,89558099.0,172759,-570423627.950017,-13012392.0,-636316251.0800686,-12919331.0,-10.480128426080515,-11.705578468702228
2019-07-01,5227755222.520008,97101180.0,177545,355272000.86998844,7543081.0,925695628.8200054,20555473.0,7.2913950589178045,17.77152348499832
2019-08-01,5269937934.190003,101037714.0,182889,42182711.66999531,3936534.0,-313089289.19999313,-3606547.0,0.8068991349916566,-6.484495923926148
2019-09-01,5315985083.040019,101826417.0,182121,46047148.85001564,788703.0,3864437.1800203323,-3147831.0,0.8737702307891171,0.06687109579746053
2019-10-01,5913029448.639996,114259886.0,193439,597044365.5999765,12433469.0,550997216.7499609,11644766.0,11.23111438940585,10.357344158616733
2019-11-01,5376953255.040048,98661425.0,179513,-536076193.5999479,-15598461.0,-1133120559.1999245,-28031930.0,-9.066015961128793,-20.297130350534644
2019-12-01,5307632811.399973,97250587.0,176593,-69320443.64007473,-1410838.0,466755749.9598732,14187623.0,-1.2892141767291254,7.776801784399668
2020-01-01,6136183846.990004,114758399.0,192140,828551035.5900307,17507812.0,897871479.2301054,18918650.0,15.610556815656707,16.899770992385832
2020-02-01,5556944592.799956,104362135.0,186345,-579239254.1900473,-10396264.0,-1407790289.780078,-27904076.0,-9.439731087493131,-25.050287903149837
2020-03-01,5189160147.830015,88198910.0,168286,-367784444.96994114,-16163225.0,211454809.22010612,-5766961.0,-6.618465216415393,2.8212658710777383
2020-04-01,4317825157.799988,63157097.0,121368,-871334990.0300274,-25041813.0,-503550545.06008625,-8878588.0,-16.791445343894406,-10.172980127479013
2020-05-01,4486009727.22,71985185.0,141904,168184569.42001247,8828088.0,1039519559.4500399,33869901.0,3.895122272753304,20.68656761664771
2020-06-01,5262639121.670009,90753894.0,166226,776629394.4500084,18768709.0,608444825.0299959,9940621.0,17.31225391103397,13.417131638280665
2020-07-01,5458835953.400071,97333145.0,171680,196196831.73006248,6579251.0,-580432562.7199459,-12189458.0,3.728107270783232,-13.584146640250738
2020-08-01,5467369458.999983,95659016.0,174053,8533505.59991169,-1674129.0,-187663326.1301508,-8253380.0,0.15632463903951788,-3.571782631743714
2020-09-01,5723393123.270054,103255033.0,182251,256023664.27007103,7596017.0,247490158.67015934,9270146.0,4.682757698926365,4.526433059886847
2020-10-01,6197537623.439993,109876662.0,190957,474144500.16993904,6621629.0,218120835.899868,-974388.0,8.284325223828715,3.6015675249023493
2020-11-01,5869798123.860071,102595238.0,186941,-327739499.5799217,-7281424.0,-801883999.7498608,-13903053.0,-5.288221217735945,-13.57254644156466
2020-12-01,6218356698.850023,108286065.0,187678,348558574.9899521,5690827.0,676298074.5698738,12972251.0,5.938169722960329,11.226390940696273
2021-01-01,6242955351.530046,110987250.0,192677,24598652.680023193,2701185.0,-323959922.3099289,-2989642.0,0.3955812423010796,-5.54258848065925
2021-02-01,5857409908.210028,103341635.0,190031,-385545443.32001877,-7645615.0,-410144096.00004196,-10346800.0,-6.175687981262401,-6.571269223563481
2021-03-01,7134552385.499995,130287297.0,210180,1277142477.2899675,26945662.0,1662687920.6099863,34591277.0,21.803877435653995,27.979565416916394
2021-04-01,6827346129.690008,122859084.0,205391,-307206255.80998707,-7428213.0,-1584348733.0999546,-34373875.0,-4.305893897903701,-26.109771333557696
2021-05-01,6595079516.980024,116575100.0,200171,-232266612.70998383,-6283984.0,74939643.10000324,1144229.0,-3.4020043556884927,0.9038895422152082
2021-06-01,6732874012.330059,119650635.0,201099,137794495.3500347,3075535.0,370061108.06001854,9359519.0,2.0893530547321237,5.491357410420616
2021-07-01,6812352489.980003,119434552.0,196501,79478477.6499443,-216083.0,-58316017.70009041,-3291618.0,1.1804539562806804,-0.9088990984514433
2021-08-01,7179528551.130068,128325736.0,203616,367176061.15006447,8891184.0,287697583.50012016,9107267.0,5.389857052906888,4.2094030966262075
2021-09-01,6968620859.980057,127072762.0,203516,-210907691.15001106,-1252974.0,-578083752.3000755,-10144158.0,-2.9376259130108773,-8.327482965917765
2021-10-01,7098174993.38992,128157719.0,205702,129554133.40986347,1084957.0,340461824.55987453,2337931.0,1.8591072180993207,4.796733131110198
2021-11-01,6942020853.040091,123813454.0,203186,-156154140.34982967,-4344265.0,-285708273.75969315,-5429222.0,-2.199919563764574,-4.059026781863895
2021-12-01,6948963639.399954,121586107.0,199088,6942786.359863281,-2227347.0,163096926.70969296,2116918.0,0.10001102714669585,2.29993059091127
2022-01-01,7152588847.259966,125770491.0,199464,203625207.86001205,4184384.0,196682421.50014877,6411731.0,2.930296061782167,2.8302850346354713
