first_digit,observed_count,observed_pct,benford_pct,deviation,deviation_abs
1,29866101,31.764292897016134,30.10299956639812,1.6612933306180153,1.6612933306180153
2,16444246,17.489388601966688,17.609125905568124,-0.1197373036014362,0.1197373036014362
3,11263781,11.979670155533368,12.493873660829994,-0.5142035052966261,0.5142035052966261
4,8681467,9.233232706330831,9.691001300805642,-0.45776859447481044,0.45776859447481044
5,7114394,7.5665616613556015,7.918124604762482,-0.3515629434068801,0.3515629434068801
6,6112338,6.500818252692636,6.694678963061322,-0.19386071036868557,0.19386071036868557
7,5380226,5.722175603576159,5.799194697768673,-0.07701909419251418,0.07701909419251418
8,4792725,5.097334957611362,5.115252244738129,-0.017917287126767434,0.017917287126767434
9,4368855,4.646525163917225,4.575749056067514,0.07077610784971089,0.07077610784971089
