BILLING_PROVIDER_NPI_NUM,outlier_total_paid,outlier_total_claims,outlier_total_bene,outlier_avg_cost_per_claim,outlier_max_single_record,outlier_count,total_paid,total_claims,total_bene,num_codes,active_months,avg_cost_per_claim,max_single_record
1982757688,True,True,True,True,True,5,1129346791.7200012,956427.0,301941.0,20,84,3016.320986147715,3503437.07
1194769497,True,True,True,False,True,4,82850962.19999993,8975361.0,8115508.0,481,84,9.689741770465721,1553103.71
1538157508,True,True,True,False,True,4,52422773.849999964,1248769.0,977670.0,436,84,52.82332739986796,1157077.56
1912939703,True,True,True,False,True,4,123363496.09999992,1137536.0,993442.0,535,84,108.13769042746264,1466732.04
1669915047,True,True,True,False,True,4,65109642.729999974,2625875.0,411006.0,13,32,27.42529855797373,2268900.19
1518911338,True,True,True,False,True,4,347814990.0699998,4394716.0,3425037.0,1142,84,188.6425903649553,1213168.94
1902972557,True,True,True,False,True,4,31625504.700000003,563683.0,461492.0,132,84,20.319549211070104,1173059.39
1861520272,True,True,True,False,True,4,305693968.3399999,8849160.0,1189998.0,19,83,107.23903894918983,9052534.86
1831265115,True,True,True,False,True,4,71419399.50000003,779323.0,286228.0,38,84,89.84679762888057,1100502.51
1699701383,True,True,True,False,True,4,65818160.57,1499685.0,1172746.0,128,84,8.482985445559065,3175332.97
1073055208,True,True,True,False,True,4,728989807.8999999,5611099.0,1571423.0,38,84,12.981900969002954,21448119.54
1992910152,True,True,True,False,True,4,143849330.88,3537074.0,2783614.0,657,84,58.92378467933517,759000.62
1801270137,True,True,True,False,True,4,132263329.75000003,1621545.0,1208999.0,161,84,70.04670921973398,5017141.47
1134277494,True,True,True,False,True,4,316587268.64,30519160.0,29596625.0,602,84,16.06177132208743,3597931.75
1467538520,True,True,True,False,True,4,79501694.12999992,1162132.0,955042.0,313,84,65.9368419091113,1668041.35
1033154026,True,True,True,False,True,4,87678693.51999995,1898817.0,1493159.0,854,84,67.52120631783743,828763.86
1932193224,True,True,True,False,True,4,36447707.43,958365.0,787704.0,199,84,12.266754145182084,1748093.43
1467517235,True,True,True,False,True,4,84480033.31,1671410.0,1175251.0,499,84,59.0032617068595,724243.21
1679525919,True,True,True,False,True,4,427703317.1300001,7896244.0,6387411.0,1500,84,48.62503634958793,6730865.87
1104847946,True,True,True,False,True,4,81682215.31000008,797752.0,330312.0,40,84,97.21594981747594,1488579.84
1073688354,True,True,True,False,True,4,74440786.91999999,1785882.0,1240961.0,541,84,58.9089124009049,1351401.58
1306938071,True,True,True,False,True,4,91906727.21000002,3833243.0,2449876.0,777,84,39.77331883597487,962638.32
1801927645,True,True,True,False,True,4,72259094.35999998,2211408.0,410204.0,8,82,83.18293397357998,2836563.82
1184779332,True,True,True,False,True,4,250038552.43000004,1794791.0,1521611.0,691,84,182.1381293667763,1830686.49
1043267107,True,True,True,False,True,4,90329674.41999996,2101934.0,1320847.0,33,84,43.78605546530584,1784650.88
1891728697,True,True,True,False,True,4,278386525.74999994,4909413.0,4252702.0,163,84,51.33422369185161,1995730.19
1851396576,True,True,True,False,True,4,49239052.24000001,527391.0,457529.0,270,84,75.7145081095589,2811246.23
1912919481,True,True,True,False,True,4,151909002.04999998,1898552.0,1514169.0,548,84,122.83017927402719,947774.22
1578778726,True,True,True,False,True,4,532385263.31000006,11656504.0,8595455.0,1349,84,177.09897977171568,2158415.28
