HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
97153,2019-01,2024-12,72,2628601470.2100024,2014,2019-01-01,2024-12-01,2019Q1,2024Q4
T2019,2018-01,2024-12,84,286858798.78000003,580,2018-01-01,2024-12-01,2018Q1,2024Q4
H0036,2018-01,2024-12,84,2251640465.6800117,2493,2018-01-01,2024-12-01,2018Q1,2024Q4
J0897,2018-01,2024-11,83,61873406.199999996,336,2018-01-01,2024-11-01,2018Q1,2024Q4
86480,2018-01,2024-12,84,112975462.05000004,1284,2018-01-01,2024-12-01,2018Q1,2024Q4
H0020,2018-01,2024-12,84,3128359636.480004,1738,2018-01-01,2024-12-01,2018Q1,2024Q4
47562,2018-01,2024-11,83,52959786.38000001,353,2018-01-01,2024-11-01,2018Q1,2024Q4
T2016,2018-01,2024-12,84,17759598657.57005,1698,2018-01-01,2024-12-01,2018Q1,2024Q4
H0032,2018-01,2024-12,84,1215539921.3899965,4885,2018-01-01,2024-12-01,2018Q1,2024Q4
96130,2019-01,2024-12,72,105670422.56000009,2169,2019-01-01,2024-12-01,2019Q1,2024Q4
S5140,2018-01,2024-12,84,3290479916.230005,425,2018-01-01,2024-12-01,2018Q1,2024Q4
77295,2018-01,2024-11,83,5586026.4399999995,104,2018-01-01,2024-11-01,2018Q1,2024Q4
90791,2018-01,2024-12,84,965013817.5999994,18214,2018-01-01,2024-12-01,2018Q1,2024Q4
J1569,2018-01,2024-12,84,65000775.93,83,2018-01-01,2024-12-01,2018Q1,2024Q4
H2027,2018-01,2024-12,84,364567390.43,961,2018-01-01,2024-12-01,2018Q1,2024Q4
A4554,2018-01,2024-12,84,314528087.56000006,1463,2018-01-01,2024-12-01,2018Q1,2024Q4
96165,2020-01,2024-12,60,87168710.38000004,489,2020-01-01,2024-12-01,2020Q1,2024Q4
90868,2018-02,2024-12,71,16030054.170000002,104,2018-02-01,2024-12-01,2018Q1,2024Q4
92014,2018-01,2024-12,84,929666352.9200048,21705,2018-01-01,2024-12-01,2018Q1,2024Q4
99199,2018-01,2024-12,84,1103236769.9900002,3560,2018-01-01,2024-12-01,2018Q1,2024Q4
S0209,2018-01,2024-12,84,105036484.16,651,2018-01-01,2024-12-01,2018Q1,2024Q4
S9435,2018-01,2024-11,81,4459561.62,7,2018-01-01,2024-11-01,2018Q1,2024Q4
95810,2018-01,2024-12,84,261401441.0300001,2079,2018-01-01,2024-12-01,2018Q1,2024Q4
A4250,2018-01,2024-12,84,2901636.39,88,2018-01-01,2024-12-01,2018Q1,2024Q4
D1120,2018-01,2024-12,84,1809060664.6099956,39080,2018-01-01,2024-12-01,2018Q1,2024Q4
T4526,2018-01,2024-12,84,367909947.3099997,1571,2018-01-01,2024-12-01,2018Q1,2024Q4
17110,2018-01,2024-12,84,85384553.59,2120,2018-01-01,2024-12-01,2018Q1,2024Q4
S9122,2018-01,2024-12,84,690764318.6100005,624,2018-01-01,2024-12-01,2018Q1,2024Q4
86008,2018-01,2024-12,84,6457970.9399999995,151,2018-01-01,2024-12-01,2018Q1,2024Q4
S0341,2019-05,2024-11,57,15422582.58,48,2019-05-01,2024-11-01,2019Q2,2024Q4
S5151,2018-01,2024-12,84,68214054.6,260,2018-01-01,2024-12-01,2018Q1,2024Q4
E0445,2018-01,2024-12,84,68545461.96000002,455,2018-01-01,2024-12-01,2018Q1,2024Q4
T2047,2021-01,2024-12,48,11989704.76,29,2021-01-01,2024-12-01,2021Q1,2024Q4
80323,2018-01,2024-12,84,6521887.710000002,259,2018-01-01,2024-12-01,2018Q1,2024Q4
L3010,2018-01,2024-12,84,15839587.810000002,170,2018-01-01,2024-12-01,2018Q1,2024Q4
96413,2018-01,2024-12,84,366719961.75000006,2257,2018-01-01,2024-12-01,2018Q1,2024Q4
97810,2018-01,2024-12,84,28529906.95999999,1101,2018-01-01,2024-12-01,2018Q1,2024Q4
J0882,2018-01,2024-11,83,35953915.23000001,596,2018-01-01,2024-11-01,2018Q1,2024Q4
99392,2018-01,2024-12,84,1362544344.5100124,18866,2018-01-01,2024-12-01,2018Q1,2024Q4
81479,2018-01,2024-12,84,188589793.2199999,231,2018-01-01,2024-12-01,2018Q1,2024Q4
83540,2018-01,2024-12,84,67095588.03000021,7941,2018-01-01,2024-12-01,2018Q1,2024Q4
D2751,2018-01,2024-12,84,132046920.16999997,1583,2018-01-01,2024-12-01,2018Q1,2024Q4
90882,2018-01,2024-12,84,23505861.75999999,401,2018-01-01,2024-12-01,2018Q1,2024Q4
90833,2018-01,2024-12,84,305501841.0100002,7645,2018-01-01,2024-12-01,2018Q1,2024Q4
E2609,2018-01,2024-12,84,21067717.48,68,2018-01-01,2024-12-01,2018Q1,2024Q4
S0311,2018-03,2024-12,78,20157041.730000004,45,2018-03-01,2024-12-01,2018Q1,2024Q4
E2512,2018-01,2024-12,71,6683964.57,5,2018-01-01,2024-12-01,2018Q1,2024Q4
65778,2018-01,2024-12,84,12142655.18,66,2018-01-01,2024-12-01,2018Q1,2024Q4
J7040,2018-01,2024-12,84,15802494.37000001,1737,2018-01-01,2024-12-01,2018Q1,2024Q4
96138,2019-01,2024-12,72,7273179.98,654,2019-01-01,2024-12-01,2019Q1,2024Q4
X5622,2018-01,2024-12,84,24184203.23,302,2018-01-01,2024-12-01,2018Q1,2024Q4
D4260,2018-01,2024-12,53,3388938.6,17,2018-01-01,2024-12-01,2018Q1,2024Q4
1530P,2018-06,2024-11,42,1594780.28,1,2018-06-01,2024-11-01,2018Q2,2024Q4
A6021,2018-01,2024-12,84,18521478.049999997,136,2018-01-01,2024-12-01,2018Q1,2024Q4
T1022,2018-01,2024-12,83,43366605.64,324,2018-01-01,2024-12-01,2018Q1,2024Q4
V2203,2018-01,2024-12,84,31327436.289999995,1937,2018-01-01,2024-12-01,2018Q1,2024Q4
49500,2018-05,2023-08,17,531857.2099999998,11,2018-05-01,2023-08-01,2018Q2,2023Q3
76818,2018-01,2024-12,84,67679085.53000003,1037,2018-01-01,2024-12-01,2018Q1,2024Q4
D4341,2018-01,2024-12,83,114107354.88,3911,2018-01-01,2024-12-01,2018Q1,2024Q4
95812,2018-01,2024-12,84,20418120.490000002,377,2018-01-01,2024-12-01,2018Q1,2024Q4
W7370,2018-01,2024-12,84,74557608.92999999,35,2018-01-01,2024-12-01,2018Q1,2024Q4
93308,2018-01,2024-12,84,22244322.940000005,780,2018-01-01,2024-12-01,2018Q1,2024Q4
97163,2018-01,2024-12,84,20607072.05000001,1143,2018-01-01,2024-12-01,2018Q1,2024Q4
96573,2019-03,2024-10,37,3705111.8,2,2019-03-01,2024-10-01,2019Q1,2024Q4
S5199,2018-01,2024-12,84,33840964.93999999,201,2018-01-01,2024-12-01,2018Q1,2024Q4
A0090,2018-01,2024-12,84,266286968.89000005,362,2018-01-01,2024-12-01,2018Q1,2024Q4
A0424,2018-01,2024-12,84,6866014.420000001,92,2018-01-01,2024-12-01,2018Q1,2024Q4
97167,2018-01,2024-12,84,11380116.389999997,683,2018-01-01,2024-12-01,2018Q1,2024Q4
64643,2018-01,2024-12,84,8068958.96,242,2018-01-01,2024-12-01,2018Q1,2024Q4
99091,2018-01,2024-12,84,6064164.030000002,295,2018-01-01,2024-12-01,2018Q1,2024Q4
01999,2018-01,2024-12,84,2106306.86,53,2018-01-01,2024-12-01,2018Q1,2024Q4
J2916,2018-01,2024-12,84,4540153.810000001,383,2018-01-01,2024-12-01,2018Q1,2024Q4
A7028,2018-01,2024-08,32,287816.9800000001,5,2018-01-01,2024-08-01,2018Q1,2024Q3
J0135,2018-01,2024-11,80,11270680.610000001,33,2018-01-01,2024-11-01,2018Q1,2024Q4
A9552,2018-01,2024-12,84,32219391.319999997,730,2018-01-01,2024-12-01,2018Q1,2024Q4
J9264,2018-01,2024-11,65,12273848.44,16,2018-01-01,2024-11-01,2018Q1,2024Q4
A7003,2018-01,2024-12,84,3273603.3899999987,2073,2018-01-01,2024-12-01,2018Q1,2024Q4
90670,2018-01,2024-12,84,61383190.79999897,13965,2018-01-01,2024-12-01,2018Q1,2024Q4
G0659,2018-01,2024-12,83,1001712.33,38,2018-01-01,2024-12-01,2018Q1,2024Q4
B9999,2018-01,2024-12,84,2394405.44,17,2018-01-01,2024-12-01,2018Q1,2024Q4
81442,2020-07,2024-11,44,535381.57,7,2020-07-01,2024-11-01,2020Q3,2024Q4
51701,2018-01,2024-12,84,2094042.9699999997,351,2018-01-01,2024-12-01,2018Q1,2024Q4
54163,2018-02,2024-10,42,731471.4500000001,17,2018-02-01,2024-10-01,2018Q1,2024Q4
Q0508,2018-01,2024-12,79,22108117.8,9,2018-01-01,2024-12-01,2018Q1,2024Q4
95816,2018-01,2024-12,84,50993521.44999998,1567,2018-01-01,2024-12-01,2018Q1,2024Q4
J2930,2018-01,2024-07,77,4851386.840000001,2222,2018-01-01,2024-07-01,2018Q1,2024Q3
B4158,2018-01,2024-12,84,17682015.609999996,142,2018-01-01,2024-12-01,2018Q1,2024Q4
E0471,2018-01,2024-12,84,24299995.809999995,274,2018-01-01,2024-12-01,2018Q1,2024Q4
G0382,2018-01,2024-12,84,17873571.8,115,2018-01-01,2024-12-01,2018Q1,2024Q4
99423,2020-01,2024-12,60,7453307.880000002,360,2020-01-01,2024-12-01,2020Q1,2024Q4
82565,2018-01,2024-12,84,34157897.36000011,4765,2018-01-01,2024-12-01,2018Q1,2024Q4
S9430,2018-01,2024-12,84,31314296.070000004,86,2018-01-01,2024-12-01,2018Q1,2024Q4
90804,2019-11,2024-08,33,896853.2200000001,3,2019-11-01,2024-08-01,2019Q4,2024Q3
99310,2018-01,2024-12,84,73237743.95000021,3396,2018-01-01,2024-12-01,2018Q1,2024Q4
L1820,2018-01,2024-12,84,11786713.139999999,318,2018-01-01,2024-12-01,2018Q1,2024Q4
76775,2018-01,2024-12,84,14403372.309999999,1105,2018-01-01,2024-12-01,2018Q1,2024Q4
50695,2021-08,2023-08,15,1039164.9600000001,2,2021-08-01,2023-08-01,2021Q3,2023Q3
81406,2018-01,2024-11,83,15785238.960000003,119,2018-01-01,2024-11-01,2018Q1,2024Q4
90461,2018-01,2024-12,84,74335801.83999944,8676,2018-01-01,2024-12-01,2018Q1,2024Q4
A6211,2018-01,2024-11,83,8187109.72,28,2018-01-01,2024-11-01,2018Q1,2024Q4
D2721,2024-01,2024-12,12,1456259.79,18,2024-01-01,2024-12-01,2024Q1,2024Q4
81503,2018-03,2024-12,53,711682.4400000001,2,2018-03-01,2024-12-01,2018Q1,2024Q4
X0377,2018-01,2024-12,72,2078473.6,3,2018-01-01,2024-12-01,2018Q1,2024Q4
G0390,2018-01,2024-11,83,32400236.75000001,78,2018-01-01,2024-11-01,2018Q1,2024Q4
99487,2018-01,2024-12,84,4476225.04,620,2018-01-01,2024-12-01,2018Q1,2024Q4
G2086,2020-01,2024-11,54,4456237.930000001,16,2020-01-01,2024-11-01,2020Q1,2024Q4
T2051,2022-01,2024-11,33,5223297.430000001,27,2022-01-01,2024-11-01,2022Q1,2024Q4
H0050,2018-01,2024-12,84,6471409.91,280,2018-01-01,2024-12-01,2018Q1,2024Q4
D6750,2020-06,2024-11,19,1199112.1,4,2020-06-01,2024-11-01,2020Q2,2024Q4
A6530,2018-01,2024-12,84,22444421.86,408,2018-01-01,2024-12-01,2018Q1,2024Q4
E0163,2018-01,2024-12,84,8121179.5,483,2018-01-01,2024-12-01,2018Q1,2024Q4
D0145,2018-01,2024-12,84,214046088.86999896,6233,2018-01-01,2024-12-01,2018Q1,2024Q4
T2036,2018-01,2024-11,60,7968274.350000001,32,2018-01-01,2024-11-01,2018Q1,2024Q4
V2106,2018-01,2024-12,83,911333.1799999998,26,2018-01-01,2024-12-01,2018Q1,2024Q4
E2103,2023-01,2024-12,24,5869622.82,104,2023-01-01,2024-12-01,2023Q1,2024Q4
A5500,2018-01,2024-12,84,16795715.159999996,1051,2018-01-01,2024-12-01,2018Q1,2024Q4
20552,2018-01,2024-12,84,6007846.3,576,2018-01-01,2024-12-01,2018Q1,2024Q4
86787,2018-01,2024-12,84,16486637.120000018,1083,2018-01-01,2024-12-01,2018Q1,2024Q4
M0117,2020-04,2022-04,19,4460029.4799999995,38,2020-04-01,2022-04-01,2020Q2,2022Q2
73630,2018-01,2024-12,84,99012506.5899997,8379,2018-01-01,2024-12-01,2018Q1,2024Q4
E0481,2018-01,2024-11,72,3663514.809999999,7,2018-01-01,2024-11-01,2018Q1,2024Q4
L1812,2018-01,2024-12,84,3894947.34,128,2018-01-01,2024-12-01,2018Q1,2024Q4
D2950,2018-01,2024-12,84,36505366.19999999,1792,2018-01-01,2024-12-01,2018Q1,2024Q4
72192,2018-01,2024-11,83,391233.36,65,2018-01-01,2024-11-01,2018Q1,2024Q4
96369,2018-01,2024-12,42,347394.67999999993,8,2018-01-01,2024-12-01,2018Q1,2024Q4
93041,2018-01,2024-12,84,9311838.610000001,372,2018-01-01,2024-12-01,2018Q1,2024Q4
J0875,2020-08,2024-08,15,883215.99,7,2020-08-01,2024-08-01,2020Q3,2024Q3
G0384,2018-01,2024-12,84,10772119.45,28,2018-01-01,2024-12-01,2018Q1,2024Q4
99238,2018-01,2024-12,84,201790122.4999998,9241,2018-01-01,2024-12-01,2018Q1,2024Q4
A4211,2018-01,2024-11,83,1466103.7400000002,22,2018-01-01,2024-11-01,2018Q1,2024Q4
A9286,2018-01,2024-12,84,1800930.63,61,2018-01-01,2024-12-01,2018Q1,2024Q4
81460,2018-03,2024-10,62,2358725.17,5,2018-03-01,2024-10-01,2018Q1,2024Q4
S0506,2018-02,2024-10,42,1910849.9900000002,1,2018-02-01,2024-10-01,2018Q1,2024Q4
99307,2018-01,2024-12,84,30051104.070000023,5615,2018-01-01,2024-12-01,2018Q1,2024Q4
0373T,2018-01,2024-12,51,4148150.32,5,2018-01-01,2024-12-01,2018Q1,2024Q4
M0361,2020-03,2022-04,20,13313701.420000002,9,2020-03-01,2022-04-01,2020Q1,2022Q2
90756,2018-01,2024-12,72,5734878.319999998,3687,2018-01-01,2024-12-01,2018Q1,2024Q4
D0330,2018-01,2024-12,84,454843945.40000355,23943,2018-01-01,2024-12-01,2018Q1,2024Q4
71555,2018-01,2024-10,53,814177.48,17,2018-01-01,2024-10-01,2018Q1,2024Q4
E2313,2018-01,2024-11,83,2168205.5399999996,90,2018-01-01,2024-11-01,2018Q1,2024Q4
D9610,2018-01,2024-12,84,16010697.110000001,715,2018-01-01,2024-12-01,2018Q1,2024Q4
84466,2018-01,2024-12,84,13522657.670000007,2216,2018-01-01,2024-12-01,2018Q1,2024Q4
73110,2018-01,2024-12,84,40860602.670000024,4484,2018-01-01,2024-12-01,2018Q1,2024Q4
C1887,2018-01,2024-12,84,3412422.539999999,443,2018-01-01,2024-12-01,2018Q1,2024Q4
20526,2018-01,2024-12,84,1397747.7900000003,105,2018-01-01,2024-12-01,2018Q1,2024Q4
A5513,2018-01,2024-12,84,6185423.309999999,347,2018-01-01,2024-12-01,2018Q1,2024Q4
S9373,2018-03,2024-11,69,1289769.58,9,2018-03-01,2024-11-01,2018Q1,2024Q4
OP379,2018-01,2024-11,79,1951324.87,21,2018-01-01,2024-11-01,2018Q1,2024Q4
97168,2018-01,2024-12,84,9108971.859999992,781,2018-01-01,2024-12-01,2018Q1,2024Q4
84445,2018-01,2024-12,84,4254841.450000001,200,2018-01-01,2024-12-01,2018Q1,2024Q4
B4104,2018-01,2024-12,79,2865674.0100000002,44,2018-01-01,2024-12-01,2018Q1,2024Q4
37248,2018-01,2024-10,62,716449.48,21,2018-01-01,2024-10-01,2018Q1,2024Q4
95912,2018-01,2024-12,84,14302143.89,404,2018-01-01,2024-12-01,2018Q1,2024Q4
81272,2018-01,2024-10,70,747571.3999999999,7,2018-01-01,2024-10-01,2018Q1,2024Q4
98929,2018-01,2024-12,84,2994204.93,154,2018-01-01,2024-12-01,2018Q1,2024Q4
J9206,2018-01,2024-12,84,910547.16,56,2018-01-01,2024-12-01,2018Q1,2024Q4
81422,2018-01,2024-12,84,8692431.719999999,41,2018-01-01,2024-12-01,2018Q1,2024Q4
90715,2018-01,2024-12,84,39924766.539999805,11150,2018-01-01,2024-12-01,2018Q1,2024Q4
J0171,2018-01,2024-12,84,1454533.2399999995,835,2018-01-01,2024-12-01,2018Q1,2024Q4
99358,2018-01,2024-12,84,2639298.72,533,2018-01-01,2024-12-01,2018Q1,2024Q4
L0635,2018-05,2024-12,28,344667.29000000004,7,2018-05-01,2024-12-01,2018Q2,2024Q4
00140,2018-01,2024-11,83,2112552.7999999993,156,2018-01-01,2024-11-01,2018Q1,2024Q4
30117,2018-10,2024-12,31,377718.81,14,2018-10-01,2024-12-01,2018Q4,2024Q4
J0665,2023-07,2024-12,18,481062.32,1156,2023-07-01,2024-12-01,2023Q3,2024Q4
L3650,2018-01,2024-12,84,1389795.3000000003,46,2018-01-01,2024-12-01,2018Q1,2024Q4
88120,2018-01,2024-12,84,4013001.130000001,59,2018-01-01,2024-12-01,2018Q1,2024Q4
0550,2020-06,2024-11,28,88234.57,6,2020-06-01,2024-11-01,2020Q2,2024Q4
65426,2018-02,2024-10,23,310184.27999999997,20,2018-02-01,2024-10-01,2018Q1,2024Q4
96912,2018-01,2024-08,47,233698.53999999998,5,2018-01-01,2024-08-01,2018Q1,2024Q3
75561,2018-01,2024-11,83,3507952.66,111,2018-01-01,2024-11-01,2018Q1,2024Q4
66985,2018-09,2022-07,14,181031.86999999997,1,2018-09-01,2022-07-01,2018Q3,2022Q3
X1939,2018-01,2024-12,84,6653809.720000001,76,2018-01-01,2024-12-01,2018Q1,2024Q4
L8600,2019-07,2024-05,21,263200.98,3,2019-07-01,2024-05-01,2019Q3,2024Q2
K0821,2018-01,2024-12,84,1887848.4699999997,49,2018-01-01,2024-12-01,2018Q1,2024Q4
77012,2018-01,2024-11,83,666331.7,117,2018-01-01,2024-11-01,2018Q1,2024Q4
L1830,2018-01,2024-12,84,7580851.01,250,2018-01-01,2024-12-01,2018Q1,2024Q4
24640,2018-01,2024-11,71,611527.02,33,2018-01-01,2024-11-01,2018Q1,2024Q4
G9004,2018-01,2024-12,84,15103509.479999999,95,2018-01-01,2024-12-01,2018Q1,2024Q4
M0420,2020-12,2024-11,46,846022.69,7,2020-12-01,2024-11-01,2020Q4,2024Q4
86665,2018-01,2024-12,84,6795491.51,451,2018-01-01,2024-12-01,2018Q1,2024Q4
0851,2020-03,2024-11,21,186755.93,5,2020-03-01,2024-11-01,2020Q1,2024Q4
Q5101,2018-01,2024-08,68,717092.47,19,2018-01-01,2024-08-01,2018Q1,2024Q3
C1760,2018-01,2024-11,83,1606233.27,225,2018-01-01,2024-11-01,2018Q1,2024Q4
15788,2019-08,2024-11,30,269667.35,3,2019-08-01,2024-11-01,2019Q3,2024Q4
64999,2018-02,2024-12,68,359403.11,41,2018-02-01,2024-12-01,2018Q1,2024Q4
A6258,2018-01,2024-12,84,3880211.199999999,100,2018-01-01,2024-12-01,2018Q1,2024Q4
Z0100,2018-01,2019-05,17,1428720.6199999999,27,2018-01-01,2019-05-01,2018Q1,2019Q2
29580,2018-01,2024-12,84,3192281.480000001,218,2018-01-01,2024-12-01,2018Q1,2024Q4
99415,2018-01,2024-12,79,228148.71,42,2018-01-01,2024-12-01,2018Q1,2024Q4
E2201,2018-01,2024-12,84,3521490.97,171,2018-01-01,2024-12-01,2018Q1,2024Q4
92546,2018-01,2024-12,84,3811321.0199999996,209,2018-01-01,2024-12-01,2018Q1,2024Q4
84207,2018-01,2024-12,84,3305348.3799999994,247,2018-01-01,2024-12-01,2018Q1,2024Q4
0634,2018-01,2024-09,72,1138085.2200000002,22,2018-01-01,2024-09-01,2018Q1,2024Q3
A6403,2018-01,2024-11,83,587497.14,61,2018-01-01,2024-11-01,2018Q1,2024Q4
29125,2018-01,2024-12,84,7532025.459999996,904,2018-01-01,2024-12-01,2018Q1,2024Q4
82247,2018-01,2024-12,84,10295230.940000001,1946,2018-01-01,2024-12-01,2018Q1,2024Q4
T4542,2018-01,2024-12,84,2963416.640000001,91,2018-01-01,2024-12-01,2018Q1,2024Q4
S5497,2018-01,2024-02,37,461544.4799999999,2,2018-01-01,2024-02-01,2018Q1,2024Q1
H1003,2018-01,2024-12,84,6487654.440000002,650,2018-01-01,2024-12-01,2018Q1,2024Q4
A4357,2018-01,2024-12,84,6444278.559999995,459,2018-01-01,2024-12-01,2018Q1,2024Q4
44950,2019-08,2024-07,9,88289.53,1,2019-08-01,2024-07-01,2019Q3,2024Q3
68335,2023-04,2024-01,5,62558.84,2,2023-04-01,2024-01-01,2023Q2,2024Q1
77062,2018-01,2024-12,84,8831205.95,711,2018-01-01,2024-12-01,2018Q1,2024Q4
L3430,2018-01,2024-11,41,597637.66,6,2018-01-01,2024-11-01,2018Q1,2024Q4
D7960,2018-01,2023-02,42,844201.9,44,2018-01-01,2023-02-01,2018Q1,2023Q1
13101,2018-05,2024-09,52,346589.44000000006,12,2018-05-01,2024-09-01,2018Q2,2024Q3
81276,2018-01,2024-11,79,753879.07,9,2018-01-01,2024-11-01,2018Q1,2024Q4
95180,2018-01,2024-12,80,2003285.5699999998,33,2018-01-01,2024-12-01,2018Q1,2024Q4
99367,2018-01,2024-11,83,1421005.9900000002,159,2018-01-01,2024-11-01,2018Q1,2024Q4
33977,2020-12,2024-07,10,106456.5,2,2020-12-01,2024-07-01,2020Q4,2024Q3
29821,2020-06,2022-04,7,70347.0,1,2020-06-01,2022-04-01,2020Q2,2022Q2
70360,2018-01,2024-12,84,2563814.5000000005,499,2018-01-01,2024-12-01,2018Q1,2024Q4
Q0512,2018-01,2024-12,84,1004526.4000000003,267,2018-01-01,2024-12-01,2018Q1,2024Q4
64640,2018-01,2024-11,83,1242499.77,51,2018-01-01,2024-11-01,2018Q1,2024Q4
88189,2018-01,2024-12,84,5673067.1800000025,302,2018-01-01,2024-12-01,2018Q1,2024Q4
L1686,2019-02,2024-10,36,549519.26,9,2019-02-01,2024-10-01,2019Q1,2024Q4
A6532,2018-10,2024-11,29,165572.66,3,2018-10-01,2024-11-01,2018Q4,2024Q4
37187,2023-02,2023-04,3,26903.199999999997,1,2023-02-01,2023-04-01,2023Q1,2023Q2
51792,2018-01,2024-12,83,1497046.4000000001,37,2018-01-01,2024-12-01,2018Q1,2024Q4
L3390,2018-01,2024-11,78,757952.9500000003,13,2018-01-01,2024-11-01,2018Q1,2024Q4
G8918,2018-01,2024-12,84,813195.32,794,2018-01-01,2024-12-01,2018Q1,2024Q4
Q9962,2018-01,2024-10,74,406337.31000000006,18,2018-01-01,2024-10-01,2018Q1,2024Q4
88104,2018-01,2024-12,84,394820.6500000001,82,2018-01-01,2024-12-01,2018Q1,2024Q4
31525,2018-01,2024-11,81,1980485.97,28,2018-01-01,2024-11-01,2018Q1,2024Q4
86147,2018-01,2024-12,84,6600502.58,311,2018-01-01,2024-12-01,2018Q1,2024Q4
D7283,2018-01,2024-09,52,290033.99,24,2018-01-01,2024-09-01,2018Q1,2024Q3
95018,2018-01,2024-11,80,596930.34,40,2018-01-01,2024-11-01,2018Q1,2024Q4
77075,2018-01,2024-12,82,901717.26,50,2018-01-01,2024-12-01,2018Q1,2024Q4
11000,2018-01,2024-12,84,466268.63000000006,100,2018-01-01,2024-12-01,2018Q1,2024Q4
91010,2018-01,2024-11,79,651929.56,65,2018-01-01,2024-11-01,2018Q1,2024Q4
82140,2018-01,2024-12,84,3671651.9499999965,1204,2018-01-01,2024-12-01,2018Q1,2024Q4
Q9957,2018-01,2024-12,84,2368014.4600000004,345,2018-01-01,2024-12-01,2018Q1,2024Q4
G6001,2019-02,2024-11,44,260529.69999999995,10,2019-02-01,2024-11-01,2019Q1,2024Q4
17313,2018-09,2024-06,18,112303.40999999999,5,2018-09-01,2024-06-01,2018Q3,2024Q2
81339,2021-01,2024-11,47,282432.42,24,2021-01-01,2024-11-01,2021Q1,2024Q4
L5620,2018-03,2024-10,64,434752.34,38,2018-03-01,2024-10-01,2018Q1,2024Q4
80377,2018-01,2024-12,84,960516.8899999998,83,2018-01-01,2024-12-01,2018Q1,2024Q4
36215,2018-01,2024-11,83,1212844.1099999999,70,2018-01-01,2024-11-01,2018Q1,2024Q4
84112,2018-01,2024-12,84,2275549.5100000002,361,2018-01-01,2024-12-01,2018Q1,2024Q4
A5122,2018-01,2024-12,65,352876.1000000001,7,2018-01-01,2024-12-01,2018Q1,2024Q4
0042T,2018-02,2024-11,72,247301.18,86,2018-02-01,2024-11-01,2018Q1,2024Q4
E0244,2018-01,2024-12,84,1398943.1099999996,130,2018-01-01,2024-12-01,2018Q1,2024Q4
95251,2018-01,2024-12,84,6538845.0699999975,1202,2018-01-01,2024-12-01,2018Q1,2024Q4
0479T,2019-10,2024-11,14,14096.409999999998,6,2019-10-01,2024-11-01,2019Q4,2024Q4
97012,2018-01,2024-12,84,12415875.820000002,1366,2018-01-01,2024-12-01,2018Q1,2024Q4
G0400,2020-10,2024-11,33,102198.43000000001,19,2020-10-01,2024-11-01,2020Q4,2024Q4
94728,2018-01,2024-12,84,723368.2600000001,56,2018-01-01,2024-12-01,2018Q1,2024Q4
G8978,2018-01,2024-02,66,1231872.0499999996,1351,2018-01-01,2024-02-01,2018Q1,2024Q1
77085,2018-01,2024-11,81,491492.1799999999,81,2018-01-01,2024-11-01,2018Q1,2024Q4
10160,2018-01,2024-11,80,321891.45,29,2018-01-01,2024-11-01,2018Q1,2024Q4
V5011,2018-01,2024-12,84,2583232.27,176,2018-01-01,2024-12-01,2018Q1,2024Q4
95925,2018-01,2024-11,78,348140.01,25,2018-01-01,2024-11-01,2018Q1,2024Q4
T1505,2018-01,2024-11,72,446934.63000000006,12,2018-01-01,2024-11-01,2018Q1,2024Q4
L8420,2018-01,2024-10,80,398613.9799999999,65,2018-01-01,2024-10-01,2018Q1,2024Q4
86036,2022-01,2024-12,36,415159.59,106,2022-01-01,2024-12-01,2022Q1,2024Q4
01926,2018-05,2024-08,46,167168.33000000002,12,2018-05-01,2024-08-01,2018Q2,2024Q3
D7320,2018-07,2023-10,26,146253.55000000002,9,2018-07-01,2023-10-01,2018Q3,2023Q4
45338,2018-01,2024-05,30,97185.22000000003,3,2018-01-01,2024-05-01,2018Q1,2024Q2
00145,2018-01,2024-11,81,580005.87,58,2018-01-01,2024-11-01,2018Q1,2024Q4
83080,2018-01,2024-12,75,126636.53,6,2018-01-01,2024-12-01,2018Q1,2024Q4
80342,2018-01,2024-12,84,920346.3099999999,87,2018-01-01,2024-12-01,2018Q1,2024Q4
S9329,2018-08,2024-07,27,114589.45999999999,5,2018-08-01,2024-07-01,2018Q3,2024Q3
00103,2018-02,2024-10,45,83677.32,15,2018-02-01,2024-10-01,2018Q1,2024Q4
92025,2018-01,2024-12,84,2752975.7700000005,598,2018-01-01,2024-12-01,2018Q1,2024Q4
95926,2018-01,2024-11,81,335547.59,26,2018-01-01,2024-11-01,2018Q1,2024Q4
98927,2018-01,2024-12,84,1547656.83,231,2018-01-01,2024-12-01,2018Q1,2024Q4
D8692,2018-01,2020-01,24,306586.09,36,2018-01-01,2020-01-01,2018Q1,2020Q1
A6198,2018-02,2024-11,69,375585.75,16,2018-02-01,2024-11-01,2018Q1,2024Q4
69209,2018-01,2024-12,84,667441.74,364,2018-01-01,2024-12-01,2018Q1,2024Q4
77059,2018-01,2018-12,12,209354.67999999996,13,2018-01-01,2018-12-01,2018Q1,2018Q4
L3702,2018-02,2023-11,20,132977.26,4,2018-02-01,2023-11-01,2018Q1,2023Q4
81439,2018-04,2024-11,52,320425.95,15,2018-04-01,2024-11-01,2018Q2,2024Q4
43274,2018-09,2024-06,35,210354.74,14,2018-09-01,2024-06-01,2018Q3,2024Q2
88261,2018-01,2024-09,60,331789.75,7,2018-01-01,2024-09-01,2018Q1,2024Q3
