BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,active_months,avg_cost_per_claim,anomaly_score,anomaly_label
1417262056,3958618647.4199986,50164883.0,2973920.0,25,84,404.82740855833333,-1,anomaly
1699703827,3390034047.290001,15466861.0,5267006.0,114,83,254.3878949036757,-1,anomaly
1376609297,2236361661.479999,25608692.0,1445876.0,5,78,72.0410821006143,-1,anomaly
1922467554,1656572247.5100002,11930031.0,657923.0,6,66,180.59981507797391,-1,anomaly
1699725143,1544554906.12,52601459.0,8183158.0,44,84,77.96654578044789,-1,anomaly
1538649983,1373577328.8999984,14494997.0,674533.0,5,70,81.66084032853071,-1,anomaly
1629436241,1304183510.3100014,8193394.0,598663.0,71,78,142.8100611321457,-1,anomaly
1710176151,1278671125.229998,16873701.0,1170018.0,65,84,97.81439191842462,-1,anomaly
1982757688,1129346791.72,956427.0,301941.0,20,84,3016.320986147714,-1,anomaly
1528263910,873921479.2300001,2362059.0,816286.0,55,82,429.05048308619394,-1,anomaly
1962650622,785083431.17,5239115.0,214436.0,4,65,170.4797719473215,-1,anomaly
1073055208,728989807.8999999,5611099.0,1571423.0,38,84,12.981900969002961,-1,anomaly
1538144910,714660397.31,52236992.0,46363249.0,736,84,17.11221630086536,-1,anomaly
1396051694,708573502.0199999,4562033.0,223851.0,17,77,159.16883881869418,-1,anomaly
1518096411,702014166.4999998,808747.0,102753.0,13,73,2230.0365522567763,-1,anomaly
1447261540,695437055.1000004,4461771.0,1163038.0,77,83,244.5034229015284,-1,anomaly
1750504064,691157830.3599998,639056.0,104023.0,14,81,2576.745944497128,-1,anomaly
1417099789,678226397.8400009,2989948.0,649554.0,58,84,448.2183762304275,-1,anomaly
1356709976,647747705.8399994,2422172.0,188343.0,52,78,194.44920999886259,-1,anomaly
1780816991,634657634.0899997,3987156.0,186961.0,10,78,163.6680695592071,-1,anomaly
1376097303,632572482.8399998,3893371.0,177090.0,4,52,231.19274903311504,-1,anomaly
1134250475,603768004.6599994,754734.0,139135.0,10,78,2156.8705430832865,-1,anomaly
1083783013,600207673.4699999,3308815.0,146394.0,7,79,240.59078480368052,-1,anomaly
1720151046,585251996.9499998,3074587.0,140530.0,10,81,200.97700306754606,-1,anomaly
1700090834,571728678.3999999,7597423.0,768656.0,35,83,118.08042501406489,-1,anomaly
1376554592,568309128.2900002,797064.0,587588.0,5,82,626.4756468441044,-1,anomaly
