BILLING_PROVIDER_NPI_NUM,CLAIM_FROM_MONTH,monthly_paid,monthly_claims,rolling_mean,rolling_std,spike_ratio,z_spike,flag_spike
043839555,2019-06-01,3750.0,359.0,526.6666666666666,223.68132093076827,7.120253164556963,14.410382234513847,True
060296500,2022-12-01,1252.17,217.0,0.0,0.0,1252.17,1252.17,True
060296500,2023-05-01,53210.71000000001,3584.0,830.5533333333333,670.9144357765254,64.06657810455681,78.07278227072456,True
060296500,2024-10-01,99859.21000000004,2996.0,43088.90333333333,13618.745432955026,2.3175157006780798,4.168541584549507,True
1003000134,2019-08-01,1942.47,60.0,933.0033333333332,59.818888599951016,2.0819539765845785,16.875383182353097,True
1003000134,2023-03-01,1088.9,43.0,498.35333333333347,110.47434106312689,2.184995919896191,5.345555003846716,True
1003000217,2019-09-01,689.57,33.0,234.84666666666666,20.4158378064374,2.936256280693786,22.273067490277217,True
1003000217,2019-10-01,4101.790000000001,102.0,380.18,268.22660774055464,10.789073596717346,13.874872561486415,True
1003000217,2020-09-01,4503.09,89.0,896.5266666666666,909.311605904894,5.022817689007206,3.966256792405384,True
1003000217,2024-06-01,9780.61,178.0,2026.8933333333334,1384.7394708512213,4.825419196537229,5.599404674946063,True
1003000274,2018-10-01,5797.63,125.0,1226.5033333333333,463.4754871978997,4.726958209109365,9.862715058142522,True
1003000274,2021-03-01,5820.79,78.0,4163.829999999999,246.05910042100268,1.3979413184496008,6.733991944069422,True
1003000274,2022-03-01,9340.05,151.0,2860.4566666666656,1488.739136663416,3.2652303769677813,4.352403435739248,True
1003000274,2023-06-01,6486.950000000001,62.0,2721.33,930.6473576495066,2.3837425082588295,4.046237244481793,True
1003000274,2024-07-01,8730.45,84.0,3241.1133333333332,1037.6922998814914,2.6936577348935655,5.289946419852563,True
1003000514,2018-06-01,1296.0,82.0,392.3333333333333,176.36987649066756,3.3033135089209855,5.1237018738541975,True
1003000514,2023-10-01,2213.5,36.0,1284.3333333333333,188.10723891794638,1.7234622372177526,4.939558264804341,True
1003000514,2024-05-01,3040.1,54.0,1038.7,121.6810174184936,2.926831616443631,16.447922958407304,True
1003000969,2018-04-01,2278.35,7679.0,593.4466666666666,268.1004083050478,3.839182403361156,6.284598162253563,True
1003000969,2018-11-01,110319.69,4748.0,7109.700000000001,2655.723953049339,15.516785518376302,38.86322216640509,True
1003000969,2021-06-01,215717.5,6893.0,48076.19,24334.841023610665,4.486992417660384,6.888942066124348,True
1003000969,2023-03-01,12561.419999999998,501.0,8703.836666666668,841.6867912159028,1.4432049314650892,4.583157741801622,True
1003001066,2019-03-01,69.18,108.0,11.67333333333333,20.218806427020706,5.926327812678472,2.844216688766253,True
1003001066,2019-04-01,819.7,43.0,34.73333333333333,34.59089090112212,23.59980806142035,22.69287220472262,True
1003001066,2020-01-01,741.6800000000001,111.0,25.46666666666667,23.200287354542258,29.123560209424085,30.870882001946836,True
1003001371,2021-04-01,505.26,18.0,241.91666666666663,54.27656983757636,2.0885704443678956,4.851878704225288,True
1003001371,2022-04-01,683.57,22.0,2.219999999999962,1.9229924596707566,307.9144144144197,354.3175619714374,True
1003001371,2023-10-01,1182.56,25.0,474.26333333333326,159.1684988725265,2.493467061196663,4.449980188818148,True
1003001371,2024-02-01,4804.04,87.0,266.4666666666666,205.79392054512635,18.028671503627727,22.049112633229306,True
1003001538,2018-11-01,2702.37,146.0,427.9100000000001,557.7381203575743,6.3152765768502706,4.078007073538043,True
1003001538,2022-10-01,5952.5599999999995,243.0,1013.5733333333337,982.8053617239457,5.872845904917254,5.02539654240709,True
1003001538,2023-05-01,5476.98,172.0,949.7866666666673,1123.992195227944,5.766537046915794,4.027780043806465,True
