BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,risk_upcoding,risk_velocity,risk_phantom,risk_cost_outlier,risk_relationship,risk_temporal,fraud_score,risk_tier
1669690541,42528.20000000001,9554.0,0,1,1,1,1,1,5,High
1427336791,1978402.2699999998,3706.0,1,1,0,1,1,1,5,High
1699887430,3610553.2600000016,35124.0,1,1,1,1,1,0,5,High
1225441520,592943.7899999998,5177.0,1,1,1,1,1,0,5,High
1396956462,27242070.11,25145.0,1,1,1,1,1,0,5,High
1093260697,43254.229999999996,18509.0,0,1,1,1,1,1,5,High
1093132185,29798.0,222.0,1,1,0,1,1,1,5,High
1861632861,12426.75,230.0,1,1,0,1,1,1,5,High
1962601393,5392717.64,45378.0,1,1,1,1,1,0,5,High
1104268325,7306993.56,77600.0,1,1,1,1,1,0,5,High
1689754046,6875022.099999998,1012252.0,0,1,1,1,1,1,5,High
1417910126,4122986.9899999993,10309.0,1,1,1,1,1,0,5,High
1326800376,198909.39,1841.0,1,1,1,1,0,1,5,High
1700450103,1149492.81,835.0,1,1,0,1,1,1,5,High
1972744167,32232.199999999997,153.0,1,1,0,1,1,1,5,High
1780798066,381251.2699999999,498389.0,0,1,1,1,1,1,5,High
1336117670,7475792.390000001,42405.0,1,1,0,1,1,1,5,High
1326519612,8257926.7,84332.0,1,1,1,1,1,0,5,High
1053901256,3340480.18,66685.0,1,1,0,1,1,1,5,High
1578010070,737216.8799999999,2610.0,1,1,0,1,1,1,5,High
1194483867,269938.11,8822.0,0,1,1,1,1,1,5,High
1366002131,10408.670000000002,162.0,1,1,0,1,1,1,5,High
1457739450,41237.479999999996,536.0,1,1,0,1,1,1,5,High
1972622371,1533512.3799999997,1375.0,1,1,1,1,0,1,5,High
1275124737,336120.41000000003,1060.0,1,1,0,1,1,1,5,High
1942679667,12376516.140000002,82876.0,1,1,1,1,1,0,5,High
1205044013,165776.71,751198.0,0,1,1,1,1,1,5,High
1215921457,139432460.31000006,814091.0,1,1,1,1,1,0,5,High
1316482276,11546.229999999998,323.0,1,1,0,1,1,1,5,High
1174965727,11194679.98,290072.0,0,1,1,1,1,1,5,High
1568529105,44469.22000000001,361.0,1,1,0,1,1,1,5,High
1750715801,9613459.919999994,50213.0,1,1,0,1,1,1,5,High
1376686600,36984193.489999995,353934.0,1,1,1,1,1,0,5,High
1437366671,168591.24000000002,801.0,1,1,0,1,1,1,5,High
1932143377,19184.41,5590.0,0,1,1,1,1,1,5,High
1790824530,206460.05999999997,6334.0,0,1,1,1,1,1,5,High
1992582613,4165137.36,11439.0,1,1,1,1,0,1,5,High
1053366971,432710.79000000004,7464.0,0,1,1,1,1,1,5,High
1467004556,54318.16,113.0,1,1,0,1,1,1,5,High
1144710146,1466382.7000000002,17681.0,0,1,1,1,1,1,5,High
1649561879,388191.2799999999,1455.0,1,1,1,1,1,0,5,High
1164920963,5608230.18,11420.0,1,1,1,1,1,0,5,High
1225103922,689301.5799999998,3970.0,1,1,0,1,1,1,5,High
