BILLING_PROVIDER_NPI_NUM,flagged_codes,max_excess_ratio,total_excess_paid
1922090554,339,24088.2,15437829.24
1932589140,33,157.909061479634,15426742.58
1922191121,72,38.116874594888294,15353067.63
1629070149,345,167386.85714285713,15299289.879999999
1013514199,1442,239686.11764705883,15299178.27
1851781314,52,8.3438125,15296308.35
1205877172,518,32925.38461538462,15294523.11
1265727291,45,28.07039817909333,15284666.11
1033484019,33,18.13666736901841,15272975.75
1285971721,41,72.92370499255466,15266340.0
1386854370,11,6.104863128776449,15225614.79
1982814620,52,8.306013405121769,15224731.629999999
1578788675,78,6.994385888683611,15221736.93
1760522155,152,66.62367350296465,15213225.33
1053443341,28,6.001943768475986,15209516.47
1740230119,340,17888.53846153846,15199098.72
1467686006,73,44.612455334384286,15152299.89
1629075734,360,161.65770764695685,15151743.36
1740651322,119,34.920374841494,15131587.32
1154453371,56,42.911395538259654,15128532.72
1518039858,69,4344.4137433419055,15108383.37
1295880912,672,739.7258064516129,15106033.37
1366656225,133,28.75851045384041,15099683.35
1477671535,1768,7124.444444444445,15099367.08
1306801113,106,13.514638833473946,15045799.02
1467442418,948,15825.639999999998,15036375.92
1578013017,41,17.872431590428917,15035766.879999999
1043293608,1767,153118.7741935484,14997811.27
1922049014,2410,295.37974683544303,14979929.16
1639483316,29,9.764922870991269,14978109.8
1023199965,166,33.95385115372116,14954257.35
