BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,provider_cpc,median_cpc,q1_cpc,q3_cpc,iqr,TOTAL_PAID,TOTAL_CLAIMS,upper_fence,excess_ratio,flag_cost_outlier
1336117670,A4657,57767.18378048781,0.0,0.0,2.4224091880341883,2.4224091880341883,4736909.07,82,9.689636752136753,5776718.37804878,True
1265820179,C1776,18657.73111111111,0.0,0.0,730.4788480392158,730.4788480392158,335839.16,18,2921.915392156863,1865773.1111111108,True
1881658276,G9006,16906.533333333333,0.0,0.0,207.1964478114478,207.1964478114478,253598.0,15,828.7857912457912,1690653.3333333333,True
1376539130,0100,16443.676712328765,0.0,0.0,0.0,0.0,1200388.4,73,0.0,1644367.6712328764,True
1376539130,0100,16100.707808219177,0.0,0.0,0.0,0.0,1175351.67,73,0.0,1610070.7808219176,True
1376539130,0100,15994.793066666667,0.0,0.0,0.0,0.0,1199609.48,75,0.0,1599479.3066666666,True
1376539130,0100,15982.500857142857,0.0,0.0,0.0,0.0,1118775.06,70,0.0,1598250.0857142857,True
1376539130,0100,15795.843066666666,0.0,0.0,0.0,0.0,1184688.23,75,0.0,1579584.3066666666,True
1376539130,0100,15641.997123287672,0.0,0.0,0.0,0.0,1141865.79,73,0.0,1564199.7123287672,True
1043348808,C1776,13969.376875,0.0,0.0,730.4788480392158,730.4788480392158,447020.06,32,2921.915392156863,1396937.6875,True
1043348808,C1776,13850.795333333333,0.0,0.0,730.4788480392158,730.4788480392158,207761.93,15,2921.915392156863,1385079.5333333332,True
1396813465,1001,13621.77625,0.0,0.0,0.0,0.0,217948.42,16,0.0,1362177.625,True
1891799227,C1776,13161.132666666666,0.0,0.0,730.4788480392158,730.4788480392158,197416.99,15,2921.915392156863,1316113.2666666666,True
1043348808,C1776,12755.361764705882,0.0,0.0,730.4788480392158,730.4788480392158,216841.15,17,2921.915392156863,1275536.1764705882,True
1043348808,C1776,12622.333333333334,0.0,0.0,730.4788480392158,730.4788480392158,265069.0,21,2921.915392156863,1262233.3333333333,True
1043348808,C1776,12594.195555555554,0.0,0.0,730.4788480392158,730.4788480392158,226695.52,18,2921.915392156863,1259419.5555555555,True
1043348808,C1776,12506.631923076922,0.0,0.0,730.4788480392158,730.4788480392158,325172.43,26,2921.915392156863,1250663.1923076923,True
1891799227,C1776,11516.671153846155,0.0,0.0,730.4788480392158,730.4788480392158,299433.45,26,2921.915392156863,1151667.1153846155,True
1043348808,C1776,11284.034545454546,0.0,0.0,730.4788480392158,730.4788480392158,248248.76,22,2921.915392156863,1128403.4545454546,True
1043348808,C1776,11226.901818181817,0.0,0.0,730.4788480392158,730.4788480392158,246991.84,22,2921.915392156863,1122690.1818181816,True
1043348808,C1776,10975.241176470588,0.0,0.0,730.4788480392158,730.4788480392158,186579.1,17,2921.915392156863,1097524.1176470588,True
1780761866,C1713,10928.221666666666,0.0,0.0,326.5842788461539,326.5842788461539,131138.66,12,1306.3371153846156,1092822.1666666665,True
1043348808,C1776,10901.091290322582,0.0,0.0,730.4788480392158,730.4788480392158,337933.83,31,2921.915392156863,1090109.1290322582,True
1093791170,C1776,10153.9,0.0,0.0,730.4788480392158,730.4788480392158,162462.4,16,2921.915392156863,1015390.0,True
1467653303,0169,10131.970172413794,0.0,0.0,1634.288334008843,1634.288334008843,587654.27,58,6537.153336035372,1013197.0172413794,True
1891799227,C1776,10049.234642857144,0.0,0.0,730.4788480392158,730.4788480392158,281378.57,28,2921.915392156863,1004923.4642857143,True
1467653303,0169,9930.86125,0.0,0.0,1634.288334008843,1634.288334008843,556128.23,56,6537.153336035372,993086.125,True
1467653303,0169,9863.728867924528,0.0,0.0,1634.288334008843,1634.288334008843,522777.63,53,6537.153336035372,986372.8867924528,True
1881658276,G9006,9822.522727272728,0.0,0.0,207.1964478114478,207.1964478114478,216095.5,22,828.7857912457912,982252.2727272728,True
1891799227,C1776,9769.632,0.0,0.0,730.4788480392158,730.4788480392158,244240.8,25,2921.915392156863,976963.2,True
1043348808,C1776,9713.200416666667,0.0,0.0,730.4788480392158,730.4788480392158,233116.81,24,2921.915392156863,971320.0416666666,True
1891799227,C1776,9710.095555555556,0.0,0.0,730.4788480392158,730.4788480392158,262172.58,27,2921.915392156863,971009.5555555555,True
1780761866,C1713,9671.925714285713,0.0,0.0,326.5842788461539,326.5842788461539,135406.96,14,1306.3371153846156,967192.5714285712,True
1467653303,0169,9626.759454545454,0.0,0.0,1634.288334008843,1634.288334008843,529471.77,55,6537.153336035372,962675.9454545454,True
1881658276,G9006,9542.608695652174,0.0,0.0,207.1964478114478,207.1964478114478,219480.0,23,828.7857912457912,954260.8695652174,True
1467653303,0169,9256.605090909092,0.0,0.0,1634.288334008843,1634.288334008843,509113.28,55,6537.153336035372,925660.5090909092,True
1417010604,0169,9149.238108108108,0.0,0.0,1634.288334008843,1634.288334008843,338521.81,37,6537.153336035372,914923.8108108108,True
1891799227,C1776,9115.741363636364,0.0,0.0,730.4788480392158,730.4788480392158,401092.62,44,2921.915392156863,911574.1363636364,True
1467653303,0169,9091.744576271187,0.0,0.0,1634.288334008843,1634.288334008843,536412.93,59,6537.153336035372,909174.4576271187,True
