BILLING_PROVIDER_NPI_NUM,CLAIM_FROM_MONTH,monthly_paid,monthly_claims,rolling_mean,rolling_std,spike_ratio,z_spike,flag_spike
0000000000,2019-10-01,557589.5,30638.0,450417.01333333337,25631.83994705865,1.2379405828246393,4.181224870630682,True
043839555,2018-08-01,1110.0,105.0,727.5,53.033008588991066,1.5257731958762886,7.212489168102785,True
043839555,2019-05-01,1917.5,185.0,642.7133333333333,126.24326727922308,2.983445185515575,10.09785863547964,True
060296500,2021-12-01,72.0,100.0,0.0,0.0,72.0,72.0,True
060296500,2022-12-01,1252.17,252.0,27.8,38.70038759495827,45.042086330935255,31.637150842373114,True
060296500,2023-01-01,2270.16,4629.0,421.19000000000005,719.6723631625714,5.389871554405374,2.5691829986006063,True
060296500,2023-04-01,45420.5,1599.0,1234.7733333333333,897.369668605605,36.78448406185211,49.239157743458726,True
1000000000,2018-09-01,721.5600000000001,36.0,205.18999999999997,26.487287516844802,3.5165456406257625,19.495012453487753,True
1003000134,2018-10-01,1229.44,43.0,681.39,127.6599964750119,1.8043117744610284,4.293044141727476,True
1003000134,2021-10-01,842.91,41.0,692.3100000000003,23.867775346678815,1.2175326082246387,6.309762758050912,True
1003000134,2022-05-01,1411.16,65.0,843.3100000000003,106.38775258458831,1.673358551422371,5.337550481184433,True
1003000134,2023-03-01,1088.9,43.0,460.5366666666668,136.94542173191843,2.364415428377038,4.588421616338548,True
1003000134,2023-08-01,1385.03,54.0,706.5566666666668,74.14953427590058,1.9602532469676879,9.150068708575079,True
1003000217,2022-06-01,11669.9,246.0,8106.203333333334,67.82323299097592,1.4396258667744577,52.5438925499294,True
1003000217,2023-06-01,10123.19,203.0,8008.22,122.0844637945969,1.2640998873657316,17.323825933808973,True
1003000217,2024-06-01,10833.609999999999,219.0,7301.463333333333,669.8800522730459,1.4837587351211332,5.272804668061601,True
1003000217,2024-10-01,12056.33,248.0,8208.706666666667,707.5102431296203,1.4687246712027717,5.43825813222668,True
1003000274,2018-05-01,7404.799999999999,172.0,659.75,211.00229477425125,11.223645320197043,31.966713950748474,True
1003000274,2020-09-01,11797.62,226.0,8509.789999999999,519.8045533659935,1.386358535287005,6.325127355483257,True
1003000514,2018-04-01,1775.0,126.0,541.5,6.363961030678928,3.2779316712834716,193.82582546524586,True
1003000514,2023-10-01,3675.5,72.0,1451.0,107.47557862137619,2.533080634045486,20.69772527428442,True
1003000514,2024-05-01,3040.1,54.0,2059.9666666666667,142.13463101346525,1.4758005792973996,6.895809461386503,True
1003000696,2020-02-01,1188.54,79.0,691.91,123.14553138461828,1.717766761573037,4.03287065649897,True
1003000811,2018-08-01,74555.75,1121.0,1796.85,2367.605635446917,41.492472938753934,30.73100473773192,True
1003000969,2018-04-01,2840.9599999999996,9122.0,1052.83,229.1149098160136,2.6984033509683423,7.804511724862968,True
1003000969,2018-08-01,9887.710000000001,8084.0,5109.55,444.84150705616986,1.9351430165083032,10.74126385287303,True
1003000969,2018-10-01,30796.05,7623.0,8885.6,3225.808519534292,3.46583798505447,6.792235145799415,True
1003000969,2018-11-01,144016.13,6746.0,17391.726666666666,11636.145601505395,8.280726391360798,10.881988561311198,True
1003000969,2022-03-01,278796.05999999994,9752.0,224179.40333333332,4453.314265773954,1.243629235579046,12.264271822544426,True
1003001066,2018-08-01,1450.1,119.0,91.36666666666667,10.56394497019618,15.871214885078436,128.61987989966786,True
1003001066,2019-04-01,819.7,88.0,43.74666666666667,40.23930582568844,18.73742761353246,19.283467182427664,True
1003001066,2020-01-01,741.6800000000001,111.0,37.82666666666666,7.228978719939169,19.607331688403246,97.36552846558334,True
1003001371,2019-01-01,909.49,19.0,352.50666666666666,109.9786567172623,2.5800646796278084,5.064467506320333,True
1003001371,2020-01-01,1643.96,61.0,446.6466666666667,46.602839326947446,3.680672268907563,25.691853771686468,True
1003001371,2021-01-01,869.83,18.0,336.53666666666663,97.88405454073325,2.58465149909371,5.448214582400752,True
1003001371,2021-07-01,1226.78,77.0,461.6766666666667,80.2634875477841,2.6572276412785283,9.532395821672168,True
1003001371,2022-03-01,1397.9,65.0,663.7533333333333,120.2585420389481,2.106053453592198,6.104736131167289,True
1003001371,2023-10-01,1182.56,25.0,578.2666666666665,52.51254548518366,2.0450080700945357,11.507599331741288,True
1003001371,2024-01-01,3908.27,76.0,1289.1366666666665,509.9079766323862,3.031695630926124,5.136482372037053,True
1003001538,2018-07-01,3472.92,152.0,2624.34,107.23993146212217,1.3233498708246645,7.912910689426576,True
1003001538,2020-07-01,3074.78,170.0,2041.053333333333,168.34204980732898,1.5064672489368238,6.1406325267500845,True
1003001538,2020-10-01,4728.12,227.0,3045.2466666666664,159.25721155832161,1.5526229949626413,10.567014936821545,True
1003001538,2021-03-01,6007.84,208.0,4019.209999999999,314.8738377509262,1.4947813127455398,6.315640620396864,True
1003001538,2022-01-01,8532.51,302.0,4147.599999999999,841.6594330844267,2.0572162214292606,5.20983883461109,True
1003001553,2018-07-01,2082.8199999999997,80.0,1027.3833333333334,50.28912042711954,2.0273056145872195,20.987375752499705,True
1003001553,2019-03-01,2696.36,78.0,476.93,124.41328827741849,5.65357599647747,17.839171608832363,True
1003001553,2022-04-01,1476.37,19.0,817.5766666666667,100.91838996601486,1.8057878364108562,6.527981010747274,True
1003001702,2018-03-01,37488.64,451.0,32032.855000000003,1320.189573678719,1.1703184121427825,4.132576948625194,True
1003001702,2018-10-01,50287.87,654.0,39095.81,1534.3351982862023,1.2862726210302333,7.294403473570271,True
1003001702,2019-02-01,55698.78,641.0,46449.91,1844.797118140629,1.1991149175531233,5.013488968002037,True
1003001702,2019-08-01,121478.57,1367.0,70856.87666666666,7106.0366144450645,1.7144217430225428,7.123759147318518,True
1003001702,2020-04-01,195676.02000000002,2273.0,153363.30000000002,7475.912186670013,1.2758986015559133,5.659873864683168,True
1003001702,2021-03-01,202159.45999999996,2380.0,159993.96666666667,7944.591734383449,1.2635442711485576,5.307446215372526,True
1003001702,2021-11-01,158244.94,1778.0,143409.3866666667,2348.4855866142316,1.103448969960497,6.317072337123201,True
1003001710,2019-04-01,1270.83,41.0,286.75666666666666,7.81732264482883,4.431736547828008,125.88367885573959,True
1003001710,2020-12-01,559.96,25.0,288.2566666666667,38.206285259540365,1.9425743261213961,7.111482613073124,True
1003001710,2021-06-01,4785.8,137.0,305.56666666666666,20.491662532195164,15.662048652776264,218.63688835858403,True
1003001710,2023-01-01,682.29,37.0,298.0399999999999,39.109707234886045,2.289256475640854,9.824926525076291,True
1003001843,2019-04-01,4697.12,44.0,4520.8533333333335,22.01400766180611,1.0389896892622041,8.007023045262484,True
1003001843,2019-05-01,5181.04,49.0,4585.2266666666665,98.29383975272276,1.1299419585218615,6.061553143434193,True
1003001843,2021-05-01,4902.29,53.0,3890.8733333333344,128.92643884533493,1.259945924736691,7.844912771382754,True
1003001843,2023-05-01,6402.56,65.0,5198.733333333334,165.08544373545507,1.231561534219874,7.292143022589964,True
1003002155,2020-02-01,2466.9,80.0,1490.3366666666668,232.39725263723182,1.6552635757915997,4.202129423869447,True
1003002155,2020-10-01,3049.51,88.0,1341.97,157.01565622574196,2.272412945147805,10.874966490889697,True
1003002155,2022-03-01,3103.13,114.0,1263.4233333333332,17.4956289778968,2.4561284552287836,105.15235942593836,True
1003002155,2023-03-01,2994.12,105.0,1288.3566666666666,64.925682386344,2.3239837829586527,26.272551487146348,True
1003002155,2023-10-01,1844.64,61.0,997.9200000000001,52.37721642088286,1.8484848484848484,16.16580753730952,True
1003002155,2024-03-01,1632.96,54.0,1111.7766666666666,20.52840065210526,1.4687841982652392,25.388404199909463,True
1003002155,2024-06-01,2147.04,71.0,1710.3733333333337,67.21639482546534,1.2553048847035342,6.496430934752134,True
1003002155,2024-07-01,3086.27,67.0,1881.7333333333336,229.81328537169625,1.6401208106001557,5.241370901244759,True
1003002353,2019-01-01,157144.15000000002,670.0,105921.96,2885.67095922247,1.4835842350349258,17.750530370171372,True
1003002353,2023-12-01,32667.61,93.0,3632.453333333353,2199.1445001308875,8.993263506023428,13.202932624453986,True
1003002445,2019-01-01,368.93,27.0,133.33333333333334,38.18813079129867,2.766975,6.169368905595882,True
1003002445,2020-12-01,556.08,26.0,271.77333333333337,16.242183761223146,2.046116862090958,17.50421438682556,True
1003002445,2021-02-01,1825.0,37.0,372.41333333333336,159.15784534019474,4.900469012924707,9.126704772622485,True
1003002445,2022-03-01,1764.31,43.0,274.15000000000003,41.214959662709646,6.435564472004376,36.155803916708976,True
1003002445,2023-08-01,2073.62,81.0,491.23333333333335,166.72562410539462,4.221252629436113,9.49096262291614,True
1003002726,2020-05-01,5000.0,50.0,4140.666666666667,61.978490892669384,1.207535018515537,13.86502512333633,True
1003002726,2022-03-01,8552.0,75.0,6421.333333333333,254.28592830381578,1.331810631229236,8.379019165075421,True
1003002759,2018-10-01,272.63,1337.0,185.29999999999998,8.009569276808955,1.4712898003237993,10.90320802304024,True
