BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,total_paid,total_claims,total_bene,active_months,claims_per_bene,paid_per_bene,claims_per_month,peer_median_cpb,peer_p95_cpb,peer_p99_cpb,ratio_to_p95,flag_phantom
1952915910,S5100,716795.1200000001,288957.0,581.0,28,497.3442340791738,1233.7265404475045,10319.892857142857,11.879518072289157,19.457110647636952,24.85762288786468,25.56105287603819,True
1922477975,G0156,6414465.0,171505.0,516.0,28,332.3740310077519,12431.133720930233,6125.178571428572,11.093023255813954,37.15834599405069,51.22705202247691,8.944801554433216,True
1407430143,99509,1650982.7,143037.0,457.0,33,312.99124726477027,3612.6536105032824,4334.454545454545,25.427235772357722,31.954437891992587,44.586549308870026,9.794922643380382,True
1417409509,S5125,548617.29,140266.0,538.0,27,260.7174721189591,1019.7347397769518,5195.037037037037,18.358739255014328,29.892603143342452,38.69375752276946,8.72180555399455,True
1144989351,H2015,3251487.189999999,321421.0,1262.0,42,254.6917591125198,2576.4557765451655,7652.880952380952,3.7745867124142234,24.940381613330164,56.48341867469865,10.212023338744418,True
1457621633,H2015,6322759.48,309534.0,1973.0,73,156.88494678155095,3204.6424125696913,4240.191780821918,3.7745867124142234,24.940381613330164,56.48341867469865,6.290398808400706,True
1477108546,S5135,4504.91,1710.0,12.0,1,142.5,375.40916666666664,1710.0,12.710526315789474,22.728323391071964,30.641169436384416,6.269710156270312,True
1417130170,T2042,63276.6,2876.0,24.0,2,119.83333333333333,2636.525,1438.0,17.81267810871315,32.37827854269937,44.182134146341475,3.7010409054113613,True
1467227744,99509,53978.31999999999,5018.0,44.0,3,114.04545454545455,1226.7799999999997,1672.6666666666667,25.427235772357722,31.954437891992587,44.586549308870026,3.5690020563319944,True
1922477975,G0300,23836295.01,264986.0,2326.0,59,113.92347377472055,10247.762257093724,4491.28813559322,3.484848484848485,20.294637854980973,33.406918526206496,5.613476554190395,True
1871538108,H2015,6548975.05,187026.0,1660.0,49,112.66626506024096,3945.165692771084,3816.8571428571427,3.7745867124142234,24.940381613330164,56.48341867469865,4.517423462358851,True
1871679449,T2025,3630.13,1332.0,12.0,1,111.0,302.5108333333333,1332.0,1.8347587069792528,25.059420165836528,31.131461609620725,4.429472001563952,True
1629464227,H2015,1408218.18,25871.0,239.0,17,108.24686192468619,5892.126276150628,1521.8235294117646,3.7745867124142234,24.940381613330164,56.48341867469865,4.3402247649182035,True
1659629301,T1019,14472111.030000003,917828.0,8824.0,84,104.01495920217589,1640.0851121940166,10926.52380952381,17.74390243902439,31.06309933723398,39.65346540269717,3.3485055072240555,True
1922157411,H2015,2567555.3399999994,48922.0,479.0,31,102.13361169102296,5360.2407933194145,1578.1290322580646,3.7745867124142234,24.940381613330164,56.48341867469865,4.0951102222282945,True
201016020A,T2003,0.0,3564.0,35.0,2,101.82857142857142,0.0,1782.0,6.537444933920705,23.01362874954668,31.581693370561283,4.424707313077571,True
1770023491,H2015,57204.15,1167.0,12.0,1,97.25,4767.0125,1167.0,3.7745867124142234,24.940381613330164,56.48341867469865,3.8992987961347674,True
1326095209,S9124,807513.56,23909.0,246.0,19,97.1910569105691,3282.575447154472,1258.3684210526317,16.06784027479605,25.85911912239703,35.243810628239764,3.758482895358576,True
1720171895,99401,8016.72,7507.0,79.0,4,95.0253164556962,101.47746835443039,1876.75,1.0742168167627457,1.7252950974891286,2.4700023144862167,55.07771777360828,True
1619374899,H2015,342745.63999999996,8824.0,93.0,7,94.88172043010752,3685.4369892473114,1260.5714285714287,3.7745867124142234,24.940381613330164,56.48341867469865,3.804341164507083,True
1437208899,97537,608068.3300000001,118534.0,1257.0,54,94.29912490055688,483.7456881463803,2195.074074074074,6.827763496143959,24.840785287507302,31.669548071781378,3.7961410562966753,True
1750459772,H2015,16589224.329999998,196780.0,2101.0,50,93.66016182770109,7895.870694907187,3935.6,3.7745867124142234,24.940381613330164,56.48341867469865,3.755362018103263,True
1376633297,H2015,5491476.26,120354.0,1334.0,50,90.22038980509745,4116.54892053973,2407.08,3.7745867124142234,24.940381613330164,56.48341867469865,3.617442235000781,True
1396068771,H2015,5238768.95,80095.0,889.0,51,90.09561304836896,5892.878458942632,1570.4901960784314,3.7745867124142234,24.940381613330164,56.48341867469865,3.61243923389747,True
1053533554,H2015,9272474.060000002,118164.0,1317.0,49,89.72209567198178,7040.60293090357,2411.5102040816328,3.7745867124142234,24.940381613330164,56.48341867469865,3.5974628240662927,True
1184836082,H2015,137327.27,4480.0,50.0,4,89.6,2746.5454,1120.0,3.7745867124142234,24.940381613330164,56.48341867469865,3.5925673227113126,True
1093990384,H2015,9184108.11,183384.0,2063.0,58,88.89190499272904,4451.821672321861,3161.793103448276,3.7745867124142234,24.940381613330164,56.48341867469865,3.5641758161879125,True
1477108546,S5150,11227.52,3065.0,35.0,2,87.57142857142857,320.7862857142857,1532.5,7.426565874730022,20.51702531645569,25.15606131121003,4.268232222786793,True
1073668174,G0300,81044.98999999999,13711.0,157.0,4,87.3312101910828,516.2101273885349,3427.75,3.484848484848485,20.294637854980973,33.406918526206496,4.303166718969013,True
1881789691,H2015,10905969.549999997,170046.0,1991.0,51,85.40733299849322,5477.634128578602,3334.235294117647,3.7745867124142234,24.940381613330164,56.48341867469865,3.4244597505614993,True
1942462908,T1019,5895.0,1020.0,12.0,1,85.0,491.25,1020.0,17.74390243902439,31.06309933723398,39.65346540269717,2.736365714097119,True
1922181312,H2015,4280383.390000001,77386.0,912.0,50,84.8530701754386,4693.402839912282,1547.72,3.7745867124142234,24.940381613330164,56.48341867469865,3.402236240446547,True
1215470067,H0038,902126.02,78865.0,937.0,60,84.1675560298826,962.7812379935966,1314.4166666666667,2.8333333333333335,13.18874539739559,24.98577648252206,6.381771237050596,True
1366561938,H2015,1525553.0699999998,28329.0,338.0,22,83.81360946745562,4513.470621301774,1287.6818181818182,3.7745867124142234,24.940381613330164,56.48341867469865,3.360558421554337,True
1730615717,H2015,8726823.9,100551.0,1236.0,51,81.35194174757281,7060.53713592233,1971.5882352941176,3.7745867124142234,24.940381613330164,56.48341867469865,3.2618563343911195,True
1063764082,H2015,62827.530000000006,4142.0,51.0,4,81.2156862745098,1231.9123529411766,1035.5,3.7745867124142234,24.940381613330164,56.48341867469865,3.2563930870689464,True
1316059850,H2015,949675.15,12386.0,154.0,12,80.42857142857143,6166.721753246753,1032.1666666666667,3.7745867124142234,24.940381613330164,56.48341867469865,3.22483323132409,True
