BILLING_PROVIDER_NPI_NUM,flagged_codes,max_claims_per_bene,total_paid
1952915910,1,497.3442340791738,716795.1200000001
1922477975,2,332.3740310077519,30250760.01
1407430143,1,312.99124726477027,1650982.7
1417409509,1,260.7174721189591,548617.29
1144989351,1,254.6917591125198,3251487.189999999
1457621633,1,156.88494678155095,6322759.48
1477108546,4,142.5,47071.95
1417130170,1,119.83333333333333,63276.6
1467227744,1,114.04545454545455,53978.31999999999
1871538108,2,112.66626506024096,9666213.01
1871679449,1,111.0,3630.13
1629464227,1,108.24686192468619,1408218.18
1659629301,1,104.01495920217589,14472111.030000003
1922157411,1,102.13361169102296,2567555.3399999994
201016020A,1,101.82857142857142,0.0
1770023491,1,97.25,57204.15
1326095209,1,97.1910569105691,807513.56
1720171895,5,95.0253164556962,3876597.690000001
1619374899,1,94.88172043010752,342745.63999999996
1437208899,2,94.29912490055688,652490.1100000001
1750459772,1,93.66016182770109,16589224.329999998
1376633297,1,90.22038980509745,5491476.26
1396068771,1,90.09561304836896,5238768.95
1053533554,2,89.72209567198178,11195199.870000003
1184836082,1,89.6,137327.27
1093990384,1,88.89190499272904,9184108.11
1073668174,2,87.3312101910828,6878798.900000001
1881789691,2,85.40733299849322,13873252.449999997
1942462908,1,85.0,5895.0
1922181312,1,84.8530701754386,4280383.390000001
1215470067,1,84.1675560298826,902126.02
1366561938,1,83.81360946745562,1525553.0699999998
1730615717,1,81.35194174757281,8726823.9
1063764082,1,81.2156862745098,62827.530000000006
1316059850,1,80.42857142857143,949675.15
1568485241,3,80.26086956521739,239470.0
1639681463,2,79.72362869198312,12402241.97
1316132459,1,77.72631578947369,922917.44
A953100100,1,76.63157894736842,0.0
1700232287,1,76.47058823529412,115586.68
1497809172,1,76.29166666666667,18409.66
1700045077,1,76.16666666666667,576.36
1902047293,1,76.07870370370371,293264.54
1073633483,1,75.89261744966443,153076.24000000005
1467660688,2,75.79906176700547,9025392.23
1912958174,3,75.11538461538461,47533.27
1659572790,1,74.07692307692308,393183.80000000005
1912943184,2,73.7741935483871,40471.97
1326120528,2,73.73692003948668,12807996.080000002
1538911029,1,72.87272727272727,278290.87
1891821500,1,72.54984001968988,3951150.879999999
1356637573,1,72.52197802197803,0.0
1831190701,1,72.49171270718232,4737637.34
1982887022,1,72.45755968169762,14856090.16
1184778698,1,72.38461538461539,0.0
1386867315,1,71.13986013986013,128679.18
1265753305,1,70.82394366197182,1034469.1099999998
1407263601,1,70.56164383561644,132621.2
1417187840,1,69.91666666666667,8607.3
M917673800,1,69.4790604234276,20511700.12
1366573115,1,68.94962752749201,21462235.33
1629249826,1,68.38907103825137,7805982.000000001
1316085558,1,68.36666666666666,6622777.92
1235283383,1,68.31168831168831,389646.56
1932161361,1,68.02510460251047,102120.55
1649392721,1,67.88607594936708,1870861.6299999997
1689940371,1,67.82777777777778,178725.12000000002
1245375823,1,67.79629629629629,4153719.9000000004
432104075,1,67.38461538461539,0.0
1376915611,1,67.25,192007.6
1477135598,1,67.0,40319.42
1669479150,1,66.695,157230.54
1063798031,1,66.5725806451613,1501446.23
1689894701,1,66.07709414381023,9898592.81
1922163971,1,65.89189189189189,200986.5
1295086254,1,65.83333333333333,0.0
1417091539,1,65.63536776212833,5105832.61
1104333715,1,65.42541436464089,552091.04
1740333681,1,65.33200795228628,130446.97999999998
1437287364,18,65.27027027027027,586022.52
1538527106,1,65.125,42184.95999999999
1033293097,2,64.98048780487805,8981397.56
1316640972,1,64.88,86370.35
