BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,provider_cpc,median_cpc,q1_cpc,q3_cpc,iqr,TOTAL_PAID,TOTAL_CLAIMS,upper_fence,excess_ratio,flag_cost_outlier
1336117670,A4657,57767.18378048781,0.0,0.0,2.4265283540802214,2.4265283540802214,4736909.07,82,9.706113416320886,5776718.37804878,True
1265820179,C1776,18657.73111111111,0.0,0.0,760.6367142857143,760.6367142857143,335839.16,18,3042.5468571428573,1865773.1111111108,True
1881658276,G9006,16906.533333333333,0.0,0.0,207.26999999999998,207.26999999999998,253598.0,15,829.0799999999999,1690653.3333333333,True
1376539130,0100,16831.285820895522,0.0,0.0,0.0,0.0,1127696.15,67,0.0,1683128.5820895522,True
1891799227,C1776,16445.45027027027,0.0,0.0,760.6367142857143,760.6367142857143,608481.66,37,3042.5468571428573,1644545.027027027,True
1376539130,0100,16443.676712328765,0.0,0.0,0.0,0.0,1200388.4,73,0.0,1644367.6712328764,True
1376539130,0100,16100.707808219177,0.0,0.0,0.0,0.0,1175351.67,73,0.0,1610070.7808219176,True
1376539130,0100,16020.526515151516,0.0,0.0,0.0,0.0,1057354.75,66,0.0,1602052.6515151516,True
1376539130,0100,15994.793066666667,0.0,0.0,0.0,0.0,1199609.48,75,0.0,1599479.3066666666,True
1376539130,0100,15982.500857142857,0.0,0.0,0.0,0.0,1118775.06,70,0.0,1598250.0857142857,True
1891799227,C1776,15868.757307692307,0.0,0.0,760.6367142857143,760.6367142857143,412587.69,26,3042.5468571428573,1586875.7307692308,True
1376539130,0100,15795.843066666666,0.0,0.0,0.0,0.0,1184688.23,75,0.0,1579584.3066666666,True
1376539130,0100,15641.997123287672,0.0,0.0,0.0,0.0,1141865.79,73,0.0,1564199.7123287672,True
1396813465,1001,14804.166666666666,0.0,0.0,0.0,0.0,177650.0,12,0.0,1480416.6666666665,True
1376539130,0100,14732.026266666666,0.0,0.0,0.0,0.0,1104901.97,75,0.0,1473202.6266666665,True
1043348808,C1776,13969.376875,0.0,0.0,760.6367142857143,760.6367142857143,447020.06,32,3042.5468571428573,1396937.6875,True
1043348808,C1776,13850.795333333333,0.0,0.0,760.6367142857143,760.6367142857143,207761.93,15,3042.5468571428573,1385079.5333333332,True
