BILLING_PROVIDER_NPI_NUM,n_codes,avg_z_score,max_z_score,high_z_count,total_paid,total_claims,upcode_ratio,flag_upcoding
1164758868,9,88.2373689494571,129.1298765729795,9.0,767644.99,151.0,1.0,True
1932953445,3,46.25569039341291,61.31237556585914,3.0,194070.0,267.0,1.0,True
1508551276,3,46.15405348914695,69.06670163115444,3.0,250476.01,107.0,1.0,True
1194979740,13,42.00867377228727,57.059326823406224,13.0,795316.18,190.0,1.0,True
1215043633,6,38.273788521231076,53.55212094121954,5.0,6050.0,85.0,0.8333333333333334,True
1689295636,28,37.804138162280196,235.2373138557956,21.0,9994675.13,4240.0,0.75,True
1164542361,30,33.20246299134905,40.116467158676265,28.0,2294657.0,971.0,0.9333333333333333,True
1487390258,3,32.068381008878305,48.62308991199991,3.0,187877.79,51.0,1.0,True
1598873382,62,31.150308632142675,90.91515228943686,53.0,1714966.8800000008,1318.0,0.8548387096774194,True
1275558025,6,30.94739719708446,30.94739719708446,6.0,317176.0,82.0,1.0,True
1912645136,21,30.820539889690195,43.37551509429039,21.0,1016561.7799999999,800.0,1.0,True
1487603916,12,28.609435975479986,116.2958777260081,7.0,225726.36000000004,215.0,0.5833333333333334,True
1720152457,57,28.25483462963025,40.86912568951408,57.0,765559.0,1488.0,1.0,True
1891849725,660,26.497389056405275,50.56871215724291,652.0,67957792.97999999,36660.0,0.9878787878787879,True
1790359537,8,24.893446534637864,53.65559425517129,8.0,754310.4000000001,140.0,1.0,True
1013511674,21,24.881705186273248,84.60052595942531,17.0,2257003.88,379.0,0.8095238095238095,True
1952609059,23,24.41460261029532,25.729315609380123,23.0,11504266.950000001,3847.0,1.0,True
1831510536,5,24.17558809125719,39.79990279640214,4.0,146750.06000000003,148.0,0.8,True
1366449951,11,23.866100008702542,26.125250920551323,10.0,189979.24,279.0,0.9090909090909091,True
1952069098,14,23.557267453649363,31.99747184265501,14.0,3500790.73,781.0,1.0,True
1477690816,14,23.429637133409887,36.3429040081436,14.0,507820.67999999993,412.0,1.0,True
1235881103,21,23.06176052065661,64.4908185213929,21.0,2986887.099999999,531.0,1.0,True
1740642297,5,21.892793291951975,85.09931596842435,2.0,187090.69,79.0,0.4,True
1073715579,51,21.763782602300527,33.037618883159396,39.0,437662.0,924.0,0.7647058823529411,True
1477672665,16,21.464393240955317,47.22737943687739,8.0,2918953.75,423.0,0.5,True
1134841679,10,21.263970238796706,31.319007308757126,10.0,2322908.94,830.0,1.0,True
1710586144,76,21.165865836011637,53.65559425517129,74.0,7089576.71,1889.0,0.9736842105263158,True
1750969168,223,20.268767816691277,85.05142441457735,182.0,75608666.14,68393.0,0.8161434977578476,True
1891248936,30,20.196344968478527,31.949385846214906,30.0,246939.0,529.0,1.0,True
1811474380,9,19.99544970043978,32.685862990736005,9.0,664323.1199999999,141.0,1.0,True
1972201598,4,19.63473444366139,28.326072959983,3.0,261592.37999999998,85.0,0.75,True
1205148061,14,19.585904601273178,61.64352240147756,8.0,177526.97999999998,230.0,0.5714285714285714,True
