BILLING_PROVIDER_NPI_NUM,flagged_codes,max_excess_ratio,total_excess_paid
1750504064,3,41.49089676173002,26929185.53
1518096411,2,38.13850074858283,15006788.13
1134250475,3,23.933234123065372,13332737.86
1326168840,1,6.9809398249062955,12319149.06
1699703827,208,836.3807851239668,10393916.45
1609099910,4,27.597350896049996,9442570.65
1932341898,1,3.8857625860111553,9427693.48
1073854451,1,13.23327200857409,7637543.92
1124304621,1,10.472907092400636,7082573.08
1336117621,1,5.710577758854731,6523324.64
1023788031,2,51.898590057712475,5263458.4399999995
1417099789,61,79.78976118195683,4547779.96
1215998323,40,89682.66666666667,4173100.43
1740339381,4,31.085021504335913,4065711.1599999997
1770700221,1,1002.9692171553299,3984687.0
1528263910,44,31.1094136283993,3789875.6
1851422661,2,24.909329273601365,3766678.21
1780630608,62,14046.583333333334,3684343.2
1679602502,1,23.40576693720441,3653583.89
1215027966,46,2042.2307692307693,3616974.9499999997
1982757688,27,31.58925626832438,3522671.04
1659402303,23,12.866006887479344,3517353.62
1164807533,3,4.762755841740574,3325658.0
1003213752,2,37.412023692989756,3289134.37
1255496220,2,44.822911140114456,3282070.9699999997
1538292768,1,1553.6413753907361,2989910.0
1437368891,109,279.98776009791925,2932521.33
1255523494,1,16.68976683712545,2906523.0
1225255375,17,78.707059520078,2858739.05
1265483457,18,13.539854052836274,2819708.06
1447261540,47,4047.272727272727,2809180.29
1407897309,240,2322.8214285714284,2790260.75
1285758300,1,23.655813058897955,2759640.83
1043279011,3,14.434455725262854,2732581.52
1861506560,124,4957.166666666666,2666010.18
1518911338,63,54850.57142857142,2619680.91
1063567691,55,34612.5,2545991.15
1528064409,11,241.2953707798909,2455406.7600000002
1427101351,2,16.102319614759722,2385807.88
1194743013,283,3366.4,2354862.3
1831449370,1,7.199773181701027,2344384.94
1730302829,1,23.26711172389011,2250643.76
1265848675,1,20.645927047918363,2238586.43
1477643690,350,4698.733333333333,2231336.71
1437781499,1,13.666426844320155,2216740.9
1003024514,6,26.270188201437723,2192596.93
1891765178,146,6605.253968253969,2141348.24
1376623538,11,329.4736842105263,2140613.06
1164487542,17,2660.5520833333335,2088687.9
1588659528,139,88904.05882352941,1988998.07
1104856095,16,9342.606553273688,1899450.9
1306875695,3,15.759786904439508,1876237.23
1437175734,38,15355.51282051282,1869569.19
1043904485,2,5.472200254216879,1862290.13
1013131804,2,22.576987808862523,1849731.22
1174610042,3,97.4592144763869,1840873.78
1881622892,15,84.99842767295598,1785117.59
1255364923,78,30.92171105151916,1743968.8800000001
1417027558,74,4250.347826086956,1737211.28
1972655991,1,32.91633574811691,1734171.23
1013919315,15,542.5588235294118,1727526.7300000002
1114246816,3,50.11350912973004,1697523.09
1962763375,2,7.5992798102916606,1664583.0
1669462420,17,581.3333333333334,1614656.89
1063545465,2,45.04629739184351,1603847.26
1912914821,23,15197.076923076924,1603070.7900000003
1215921457,139,2493.985401459854,1578208.96
1427335140,1,53.18494301275057,1550883.0
1760480503,36,30.069051803572112,1530815.56
1265782395,3,18.386693957579585,1521411.42
1134271661,19,31.534207897777797,1519398.23
1598898603,1,14.484583152030421,1516371.15
1184779332,65,3199.04,1503107.26
1942576905,6,5.656757792327874,1498437.77
1104981661,35,263.70535714285717,1488141.9400000002
1285971721,3,72.29673970926423,1485007.8
1427138726,35,70.54216769712606,1479113.8800000001
1003929829,10,6.127858378410807,1477981.97
1114924834,56,464.0096875568138,1465674.65
1578778726,22,29.565806563016224,1463036.04
1235261009,1,1140.1400073072707,1462764.0
1154302586,3,6.54836438863857,1455312.18
1699104208,1,23.65323310851762,1453317.79
1134152986,170,3166.379310344828,1445117.81
1124091020,7,19.61417532640554,1431375.71
1992702955,2,23.992931762500536,1414384.02
1275583726,36,1426.5925925925926,1405579.98
1043317969,4,14.201388266018235,1377463.3900000001
1053477075,11,8.785003414451936,1376958.92
1285688556,2,17.410661002754004,1338229.4700000002
1588908388,4,759.8333333333334,1333005.79
1912939703,18,29954.479532163743,1330436.43
1265820179,15,39.10179910351839,1318056.5
1538378625,77,35.81831421227036,1309863.52
1427003862,4,92.68616464555515,1307602.04
1275566424,131,44.39845237649544,1304076.55
1588656870,41,47537.799999999996,1286811.31
1992870612,9,11.34709227648599,1277047.64
1538583125,1,4.762755841740574,1275506.0
1659435840,55,6771.473684210525,1254567.71
1578788675,4,6.253157375724741,1246030.96
1528190931,34,4002.823529411765,1242200.73
1043263080,15,24.97677105795131,1235500.58
1073576740,21,28822.375,1229527.97
1396857488,24,6223.307692307692,1228703.65
1528351285,1,27.070419736907283,1222858.5
1528041811,44,7290.235294117646,1214655.51
1407969728,26,30.59785635376371,1213003.71
1093725897,2,18.34176210635709,1208609.52
1396886297,25,72.83108596865435,1207431.67
1225048457,5,32.556602996309586,1204288.22
1194711226,2,11.933091525730699,1194828.5
1073516183,22,1625.5183064328764,1194580.7
1063431070,1,7.7706099017848835,1178799.05
1619969458,29,14696.857142857141,1175208.7799999998
1336435031,3,13.685794402401312,1167078.06
1821201278,76,248.8699275362319,1164377.16
1235574617,2,22.340948455573077,1146180.3900000001
1538371778,3,19.191212016719277,1125245.97
1649495110,3,23.999448867351322,1124875.02
1831397645,2,16.659403745032325,1113708.17
1972662328,4,13.273907197844943,1108130.1400000001
1427114099,48,2545.638671875,1099149.8099999998
1184612764,9,14.13416768512836,1091081.98
1407228885,3,8.653280012063941,1087847.2
1770573586,60,963.1632653061224,1084902.68
1366515488,98,5917.714285714285,1084193.04
1235569112,3,21.144206322918013,1082596.0999999999
1194261594,4,46.675996835226506,1079986.0
1619051810,2,11.959369863712894,1076029.1
1760472070,2,16.250870168866342,1070053.8
1063426831,1,8.66308790144401,1065352.56
1245343052,7,8.419081769369983,1058222.51
1588708648,4,11.735344058634912,1045218.7000000001
1013093616,2,13.132628925961521,1043022.55
1760426969,10,31.26043262820641,1039644.35
1720560030,1,21.46972601495325,1034421.04
1548286172,146,306.6202352256683,1031027.03
1871540237,38,40520.775,1026366.22
1487655064,32,582.4313725490197,1023686.7799999999
1770696643,10,8.295420026953602,1021119.09
1639711294,45,14889.224489795919,1020590.76
1114133246,3,13.966827698358381,1019907.69
1194706655,24,157.42834175470833,1019540.8
1104963347,25,25.910075691561158,1015473.6900000001
1871566760,3,38.051848370886646,1015398.05
1750696852,3,97.55708771376446,1014776.78
1255520474,2,7.993532425752663,1011459.5800000001
1740800366,2,23.07695564735625,1009672.8400000001
1295789907,107,9404.622283396116,1004871.2
1386746592,15,345.5912037090632,1001514.14
1104819366,76,40.4182131495228,1001283.67
1053363119,51,13887.105263157895,996316.6599999999
1902901333,13,511.9148936170212,994781.4800000002
1891849725,7,102.22313412041296,993048.08
1790778660,3,9.604111991177772,990646.08
1114152089,2,63.90391614073565,985587.8
1285971887,1,6.102515278397889,980926.81
1023244068,3,48.06837324631432,961474.89
1932652815,5,6.9342279932907385,958105.24
1003847807,1,11.793627800159017,957553.75
1043348808,23,18550.387096774193,951981.91
1194479345,1,11.987890115884142,950995.92
1043436918,4,36.15846107940429,948905.1
1346330610,33,1013.8236414478525,944896.37
1730218868,1,1191.327536231884,944034.0
1467595793,118,1067.5772928429726,942990.04
1518298983,3,29.947225301790205,942987.13
1003038365,2,7.6185412508316706,938675.6499999999
1881658276,9,672840.0,938484.84
1619148277,1,22.719852072806006,935347.98
1679704746,2,30.882560907335176,924151.1499999999
1003415035,2,10.418602475217085,923104.0
1558416701,45,1696.6153846153848,917313.6
1780639971,19,24.748129309923215,913399.5
1952476988,71,25870.69230769231,912005.71
1619341716,77,12415.375,910552.5599999999
1194994848,7,7.159271506956693,910515.22
