HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
D8695,2023-09,2024-06,2,2850.0,1,2023-09-01,2024-06-01,2023Q3,2024Q2
81493,2018-07,2018-11,2,1809.8400000000001,1,2018-07-01,2018-11-01,2018Q3,2018Q4
A7506,2023-03,2023-10,2,262.19,1,2023-03-01,2023-10-01,2023Q1,2023Q4
4193F,2018-08,2024-09,5,140.9,2,2018-08-01,2024-09-01,2018Q3,2024Q3
3751F,2021-04,2021-07,2,0.0,1,2021-04-01,2021-07-01,2021Q2,2021Q3
G2149,2020-08,2021-05,6,0.0,3,2020-08-01,2021-05-01,2020Q3,2021Q2
VSY5,2019-10,2020-05,3,0.0,2,2019-10-01,2020-05-01,2019Q4,2020Q2
29824,2020-07,2023-10,4,23731.489999999998,4,2020-07-01,2023-10-01,2020Q3,2023Q4
G9875,2020-02,2022-11,3,14441.71,2,2020-02-01,2022-11-01,2020Q1,2022Q4
81363,2021-01,2021-07,3,1056.94,1,2021-01-01,2021-07-01,2021Q1,2021Q3
L8600,2023-01,2023-02,2,123.27,1,2023-01-01,2023-02-01,2023Q1,2023Q1
J0179,2020-01,2020-01,1,79.63,1,2020-01-01,2020-01-01,2020Q1,2020Q1
X0214,2018-11,2019-01,2,0.0,1,2018-11-01,2019-01-01,2018Q4,2019Q1
3274F,2024-05,2024-05,1,0.0,1,2024-05-01,2024-05-01,2024Q2,2024Q2
6100F,2018-06,2018-06,1,0.0,1,2018-06-01,2018-06-01,2018Q2,2018Q2
0343,2019-08,2020-08,4,0.0,1,2019-08-01,2020-08-01,2019Q3,2020Q3
0185,2018-12,2018-12,1,13543.87,1,2018-12-01,2018-12-01,2018Q4,2018Q4
14021,2021-06,2022-07,2,21004.75,2,2021-06-01,2022-07-01,2021Q2,2022Q3
37232,2020-08,2020-08,1,12724.86,1,2020-08-01,2020-08-01,2020Q3,2020Q3
V2510,2018-03,2020-09,7,112124.18,1,2018-03-01,2020-09-01,2018Q1,2020Q3
A7028,2019-01,2024-06,6,30685.63,3,2019-01-01,2024-06-01,2019Q1,2024Q2
