HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
90837,2018-01,2024-12,84,1215992794.4700036,29798,2018-01-01,2024-12-01,2018Q1,2024Q4
T4524,2018-01,2024-12,84,29553991.83,658,2018-01-01,2024-12-01,2018Q1,2024Q4
90846,2018-01,2024-12,84,29104689.599999998,1370,2018-01-01,2024-12-01,2018Q1,2024Q4
H2023,2018-01,2024-12,84,56055707.57000001,451,2018-01-01,2024-12-01,2018Q1,2024Q4
97530,2018-01,2024-12,84,618456369.5299996,15395,2018-01-01,2024-12-01,2018Q1,2024Q4
S5130,2018-01,2024-12,84,498288192.90000033,2477,2018-01-01,2024-12-01,2018Q1,2024Q4
D2929,2018-01,2024-11,72,1946958.1400000001,72,2018-01-01,2024-11-01,2018Q1,2024Q4
H2017,2018-01,2024-12,84,870883649.6300007,3254,2018-01-01,2024-12-01,2018Q1,2024Q4
D8660,2018-01,2024-12,83,10573157.959999997,1128,2018-01-01,2024-12-01,2018Q1,2024Q4
97161,2018-01,2024-12,84,23211221.40999999,3040,2018-01-01,2024-12-01,2018Q1,2024Q4
B4035,2018-01,2024-12,84,82616666.76000002,903,2018-01-01,2024-12-01,2018Q1,2024Q4
G9002,2018-01,2024-12,84,42252789.190000005,439,2018-01-01,2024-12-01,2018Q1,2024Q4
99211,2018-01,2024-12,84,167314548.0700001,11002,2018-01-01,2024-12-01,2018Q1,2024Q4
97533,2018-01,2024-12,84,15998289.21,475,2018-01-01,2024-12-01,2018Q1,2024Q4
S0215,2018-01,2024-12,84,155121963.0499999,1656,2018-01-01,2024-12-01,2018Q1,2024Q4
T4541,2018-01,2024-12,84,76704513.24999997,1097,2018-01-01,2024-12-01,2018Q1,2024Q4
62323,2018-01,2024-12,84,13138876.699999997,952,2018-01-01,2024-12-01,2018Q1,2024Q4
99401,2018-01,2024-12,84,12079019.119999984,3730,2018-01-01,2024-12-01,2018Q1,2024Q4
76770,2018-01,2024-12,84,25884312.27,2395,2018-01-01,2024-12-01,2018Q1,2024Q4
99281,2018-01,2024-12,84,74465254.63999996,2363,2018-01-01,2024-12-01,2018Q1,2024Q4
0450,2018-01,2024-12,84,168920226.26,437,2018-01-01,2024-12-01,2018Q1,2024Q4
M0171,2021-02,2022-04,15,293071.63000000006,18,2021-02-01,2022-04-01,2021Q1,2022Q2
73721,2018-01,2024-12,84,27839052.33000001,1605,2018-01-01,2024-12-01,2018Q1,2024Q4
88312,2018-01,2024-12,84,10918122.22,1258,2018-01-01,2024-12-01,2018Q1,2024Q4
E1007,2018-02,2024-09,65,11080214.04,46,2018-02-01,2024-09-01,2018Q1,2024Q3
49450,2018-12,2024-10,34,369223.4699999999,14,2018-12-01,2024-10-01,2018Q4,2024Q4
A4409,2018-01,2024-12,84,4012383.819999999,166,2018-01-01,2024-12-01,2018Q1,2024Q4
T4532,2018-01,2024-12,84,13507164.730000004,229,2018-01-01,2024-12-01,2018Q1,2024Q4
T1003,2018-01,2024-12,84,280032753.3399998,859,2018-01-01,2024-12-01,2018Q1,2024Q4
G9920,2019-07,2024-12,64,4061102.4100000006,1523,2019-07-01,2024-12-01,2019Q3,2024Q4
84702,2018-01,2024-12,84,12392557.45,2958,2018-01-01,2024-12-01,2018Q1,2024Q4
95720,2020-01,2024-11,59,8367475.840000001,323,2020-01-01,2024-11-01,2020Q1,2024Q4
S8490,2018-01,2024-10,60,158472.71000000002,38,2018-01-01,2024-10-01,2018Q1,2024Q4
0272,2018-01,2024-12,84,895380.1900000002,193,2018-01-01,2024-12-01,2018Q1,2024Q4
94060,2018-01,2024-12,84,11602773.699999997,2519,2018-01-01,2024-12-01,2018Q1,2024Q4
81238,2018-10,2024-06,15,131115.24,8,2018-10-01,2024-06-01,2018Q4,2024Q2
27096,2018-01,2024-11,83,3222419.2399999993,301,2018-01-01,2024-11-01,2018Q1,2024Q4
A5061,2018-01,2024-12,82,661509.03,67,2018-01-01,2024-12-01,2018Q1,2024Q4
H0016,2018-01,2024-12,84,18590782.39,232,2018-01-01,2024-12-01,2018Q1,2024Q4
L4361,2018-01,2024-12,84,19313183.199999996,370,2018-01-01,2024-12-01,2018Q1,2024Q4
88175,2018-01,2024-12,84,27251742.01999999,1119,2018-01-01,2024-12-01,2018Q1,2024Q4
A4224,2018-01,2024-12,81,3452545.51,59,2018-01-01,2024-12-01,2018Q1,2024Q4
96133,2019-01,2024-12,72,4481019.970000001,250,2019-01-01,2024-12-01,2019Q1,2024Q4
G0121,2018-01,2024-11,77,2532208.6899999995,126,2018-01-01,2024-11-01,2018Q1,2024Q4
95808,2018-11,2023-11,5,36026.31,3,2018-11-01,2023-11-01,2018Q4,2023Q4
72197,2018-01,2024-11,83,5758638.1,230,2018-01-01,2024-11-01,2018Q1,2024Q4
95144,2018-01,2024-12,84,6715228.729999999,107,2018-01-01,2024-12-01,2018Q1,2024Q4
0369T,2018-01,2020-03,23,4775765.32,139,2018-01-01,2020-03-01,2018Q1,2020Q1
72156,2018-01,2024-11,81,1825649.6700000002,151,2018-01-01,2024-11-01,2018Q1,2024Q4
J7120,2018-01,2024-12,84,4469709.159999999,1965,2018-01-01,2024-12-01,2018Q1,2024Q4
S9338,2018-02,2024-12,79,1893607.0699999998,93,2018-02-01,2024-12-01,2018Q1,2024Q4
82947,2018-01,2024-12,84,5756079.35,3637,2018-01-01,2024-12-01,2018Q1,2024Q4
A9999,2018-01,2024-12,84,6433762.949999999,178,2018-01-01,2024-12-01,2018Q1,2024Q4
Q0084,2018-01,2024-12,81,1677516.2799999998,56,2018-01-01,2024-12-01,2018Q1,2024Q4
K0739,2018-01,2024-12,84,6494823.320000001,474,2018-01-01,2024-12-01,2018Q1,2024Q4
A6210,2018-01,2024-12,82,3421586.9000000004,88,2018-01-01,2024-12-01,2018Q1,2024Q4
L5673,2018-01,2024-10,46,603537.2499999999,24,2018-01-01,2024-10-01,2018Q1,2024Q4
63650,2018-04,2024-08,18,706875.4099999999,15,2018-04-01,2024-08-01,2018Q2,2024Q3
E0784,2018-01,2024-12,83,39329386.28999999,77,2018-01-01,2024-12-01,2018Q1,2024Q4
S9502,2018-01,2024-12,78,3543612.0900000003,67,2018-01-01,2024-12-01,2018Q1,2024Q4
76942,2018-01,2024-12,84,3303608.929999999,926,2018-01-01,2024-12-01,2018Q1,2024Q4
E0260,2018-01,2024-12,84,9292656.739999998,1485,2018-01-01,2024-12-01,2018Q1,2024Q4
80355,2018-01,2024-12,84,1641410.9900000002,253,2018-01-01,2024-12-01,2018Q1,2024Q4
E2607,2018-01,2024-11,80,1207983.43,98,2018-01-01,2024-11-01,2018Q1,2024Q4
J0575,2018-01,2024-12,57,1241337.94,31,2018-01-01,2024-12-01,2018Q1,2024Q4
A7033,2018-01,2024-12,84,3394096.020000001,749,2018-01-01,2024-12-01,2018Q1,2024Q4
D7999,2018-01,2024-06,35,1784997.53,17,2018-01-01,2024-06-01,2018Q1,2024Q2
95913,2018-01,2024-12,84,3542577.45,249,2018-01-01,2024-12-01,2018Q1,2024Q4
93798,2018-01,2024-11,81,2051820.68,157,2018-01-01,2024-11-01,2018Q1,2024Q4
W1761,2018-01,2024-11,83,6091920.0600000005,96,2018-01-01,2024-11-01,2018Q1,2024Q4
37253,2018-07,2024-10,67,686528.6,46,2018-07-01,2024-10-01,2018Q3,2024Q4
J0558,2018-05,2024-02,12,22698.63,7,2018-05-01,2024-02-01,2018Q2,2024Q1
L3670,2018-01,2024-11,83,1926672.4900000005,133,2018-01-01,2024-11-01,2018Q1,2024Q4
Q5118,2020-10,2024-08,25,938808.37,16,2020-10-01,2024-08-01,2020Q4,2024Q3
0225U,2020-10,2024-12,51,6962789.709999999,56,2020-10-01,2024-12-01,2020Q4,2024Q4
97763,2018-01,2024-11,70,622914.41,75,2018-01-01,2024-11-01,2018Q1,2024Q4
93017,2018-01,2024-12,84,10527532.160000002,976,2018-01-01,2024-12-01,2018Q1,2024Q4
A7038,2018-01,2024-12,84,6355793.169999998,3240,2018-01-01,2024-12-01,2018Q1,2024Q4
0502F,2018-01,2024-12,84,6948131.010000001,2060,2018-01-01,2024-12-01,2018Q1,2024Q4
97799,2018-01,2024-12,84,6572556.619999997,378,2018-01-01,2024-12-01,2018Q1,2024Q4
46221,2018-01,2024-11,59,555631.73,41,2018-01-01,2024-11-01,2018Q1,2024Q4
00300,2018-01,2024-10,78,662072.56,77,2018-01-01,2024-10-01,2018Q1,2024Q4
A6253,2018-01,2024-11,81,2272429.77,77,2018-01-01,2024-11-01,2018Q1,2024Q4
80336,2018-01,2024-12,82,438173.44000000006,73,2018-01-01,2024-12-01,2018Q1,2024Q4
Z4306,2018-01,2024-12,84,1847941.33,52,2018-01-01,2024-12-01,2018Q1,2024Q4
90710,2018-01,2024-12,84,1175287.91,3380,2018-01-01,2024-12-01,2018Q1,2024Q4
D0340,2018-01,2024-12,84,6419144.65,980,2018-01-01,2024-12-01,2018Q1,2024Q4
A4245,2018-01,2024-12,84,1391143.91,309,2018-01-01,2024-12-01,2018Q1,2024Q4
17380,2018-07,2024-12,56,2391225.5,27,2018-07-01,2024-12-01,2018Q3,2024Q4
A4550,2018-01,2024-12,84,272048.18999999994,259,2018-01-01,2024-12-01,2018Q1,2024Q4
99334,2018-01,2023-03,61,749195.5,525,2018-01-01,2023-03-01,2018Q1,2023Q1
B4185,2018-01,2024-12,80,4434923.92,82,2018-01-01,2024-12-01,2018Q1,2024Q4
H0007,2018-03,2024-12,54,3368945.5699999994,29,2018-03-01,2024-12-01,2018Q1,2024Q4
A4649,2018-01,2024-11,83,5104232.82,304,2018-01-01,2024-11-01,2018Q1,2024Q4
90863,2018-01,2024-12,83,1655083.0900000003,163,2018-01-01,2024-12-01,2018Q1,2024Q4
C9257,2018-01,2024-12,83,624696.2,65,2018-01-01,2024-12-01,2018Q1,2024Q4
A0170,2018-01,2024-12,84,7872592.220000001,481,2018-01-01,2024-12-01,2018Q1,2024Q4
0365T,2018-01,2020-01,22,19380967.740000002,135,2018-01-01,2020-01-01,2018Q1,2020Q1
98966,2018-01,2024-12,84,305042.98000000004,280,2018-01-01,2024-12-01,2018Q1,2024Q4
76827,2018-01,2024-12,84,1748582.51,353,2018-01-01,2024-12-01,2018Q1,2024Q4
99306,2018-01,2024-12,84,5598884.120000001,1670,2018-01-01,2024-12-01,2018Q1,2024Q4
93356,2020-01,2024-12,60,1146664.68,437,2020-01-01,2024-12-01,2020Q1,2024Q4
Q4186,2019-01,2024-06,20,1664039.26,9,2019-01-01,2024-06-01,2019Q1,2024Q2
11901,2018-01,2024-12,84,1980216.6300000004,183,2018-01-01,2024-12-01,2018Q1,2024Q4
L3217,2018-02,2024-12,63,803257.46,32,2018-02-01,2024-12-01,2018Q1,2024Q4
87210,2018-01,2024-12,84,2317149.139999999,2521,2018-01-01,2024-12-01,2018Q1,2024Q4
E0190,2018-02,2024-11,43,299678.0,19,2018-02-01,2024-11-01,2018Q1,2024Q4
92610,2018-01,2024-12,84,2080442.1600000006,279,2018-01-01,2024-12-01,2018Q1,2024Q4
94642,2018-01,2024-04,48,172862.11000000002,20,2018-01-01,2024-04-01,2018Q1,2024Q2
73080,2018-01,2024-12,84,2615411.82,1392,2018-01-01,2024-12-01,2018Q1,2024Q4
L4397,2018-02,2024-08,56,330030.97000000003,33,2018-02-01,2024-08-01,2018Q1,2024Q3
36005,2018-04,2024-02,22,83106.09,8,2018-04-01,2024-02-01,2018Q2,2024Q1
M0373,2020-11,2024-12,28,713231.64,9,2020-11-01,2024-12-01,2020Q4,2024Q4
G0381,2018-01,2024-12,80,1577489.3300000003,49,2018-01-01,2024-12-01,2018Q1,2024Q4
E2617,2018-01,2024-11,70,5058943.749999999,47,2018-01-01,2024-11-01,2018Q1,2024Q4
H2037,2018-01,2024-11,47,2196137.0700000003,12,2018-01-01,2024-11-01,2018Q1,2024Q4
8888888,2018-01,2023-02,62,52211013.82,47,2018-01-01,2023-02-01,2018Q1,2023Q1
E2377,2018-02,2024-11,68,611950.0599999999,59,2018-02-01,2024-11-01,2018Q1,2024Q4
90675,2018-06,2024-09,12,65007.61000000001,11,2018-06-01,2024-09-01,2018Q2,2024Q3
D5140,2018-01,2024-11,49,858130.8400000001,44,2018-01-01,2024-11-01,2018Q1,2024Q4
Q5006,2018-02,2024-10,43,570387.45,22,2018-02-01,2024-10-01,2018Q1,2024Q4
87209,2018-01,2024-12,84,1003987.4100000001,235,2018-01-01,2024-12-01,2018Q1,2024Q4
93890,2018-01,2024-11,83,1787337.76,153,2018-01-01,2024-11-01,2018Q1,2024Q4
0514,2018-04,2024-05,27,257939.01999999996,6,2018-04-01,2024-05-01,2018Q2,2024Q2
A6010,2018-03,2024-11,74,963834.21,32,2018-03-01,2024-11-01,2018Q1,2024Q4
97001,2018-01,2021-11,34,170992.06999999998,76,2018-01-01,2021-11-01,2018Q1,2021Q4
71271,2021-01,2024-12,48,2743676.16,638,2021-01-01,2024-12-01,2021Q1,2024Q4
95954,2018-07,2024-12,9,28967.25,5,2018-07-01,2024-12-01,2018Q3,2024Q4
G0444,2018-01,2024-12,84,1411432.7899999998,2674,2018-01-01,2024-12-01,2018Q1,2024Q4
31720,2018-02,2024-12,47,123787.01,30,2018-02-01,2024-12-01,2018Q1,2024Q4
A7000,2018-01,2024-12,84,3305193.3800000004,476,2018-01-01,2024-12-01,2018Q1,2024Q4
86231,2022-01,2024-12,36,156435.75999999998,84,2022-01-01,2024-12-01,2022Q1,2024Q4
73100,2018-01,2024-12,84,1215448.42,557,2018-01-01,2024-12-01,2018Q1,2024Q4
D1517,2019-01,2024-11,28,142040.45,18,2019-01-01,2024-11-01,2019Q1,2024Q4
92588,2018-01,2024-12,84,2563595.749999999,504,2018-01-01,2024-12-01,2018Q1,2024Q4
S0028,2018-01,2024-12,84,330731.17999999993,277,2018-01-01,2024-12-01,2018Q1,2024Q4
81455,2018-09,2024-12,36,2116043.91,20,2018-09-01,2024-12-01,2018Q3,2024Q4
E0265,2018-01,2024-11,72,437639.91000000003,53,2018-01-01,2024-11-01,2018Q1,2024Q4
E1060,2018-04,2024-12,44,177866.0,17,2018-04-01,2024-12-01,2018Q2,2024Q4
80347,2018-01,2024-11,80,616626.5099999999,67,2018-01-01,2024-11-01,2018Q1,2024Q4
87535,2018-01,2024-12,82,441409.76999999996,80,2018-01-01,2024-12-01,2018Q1,2024Q4
A5056,2018-01,2024-12,74,719168.2399999999,45,2018-01-01,2024-12-01,2018Q1,2024Q4
0223U,2020-11,2024-12,38,567600.9100000001,27,2020-11-01,2024-12-01,2020Q4,2024Q4
97598,2018-01,2024-10,43,221483.56999999998,28,2018-01-01,2024-10-01,2018Q1,2024Q4
G0249,2018-01,2024-12,77,728930.8600000001,24,2018-01-01,2024-12-01,2018Q1,2024Q4
M0372,2021-03,2024-11,41,268012.54000000004,25,2021-03-01,2024-11-01,2021Q1,2024Q4
36572,2019-12,2023-10,3,18835.94,1,2019-12-01,2023-10-01,2019Q4,2023Q4
D9945,2019-02,2024-12,32,187375.71,19,2019-02-01,2024-12-01,2019Q1,2024Q4
89051,2018-01,2024-12,84,191558.61999999994,301,2018-01-01,2024-12-01,2018Q1,2024Q4
78832,2020-01,2024-09,6,21601.75,6,2020-01-01,2024-09-01,2020Q1,2024Q3
99475,2018-01,2024-11,18,174750.0,9,2018-01-01,2024-11-01,2018Q1,2024Q4
82239,2018-01,2024-12,82,211399.48999999993,62,2018-01-01,2024-12-01,2018Q1,2024Q4
90736,2018-01,2024-08,23,67126.97,17,2018-01-01,2024-08-01,2018Q1,2024Q3
300,2018-04,2022-12,6,50491.64,3,2018-04-01,2022-12-01,2018Q2,2022Q4
A6248,2018-01,2024-11,76,263465.33999999997,53,2018-01-01,2024-11-01,2018Q1,2024Q4
A7046,2018-01,2024-12,84,2595307.459999999,1703,2018-01-01,2024-12-01,2018Q1,2024Q4
H0017,2018-02,2024-11,51,17833862.670000006,29,2018-02-01,2024-11-01,2018Q1,2024Q4
80164,2018-01,2024-12,84,1265935.1300000001,824,2018-01-01,2024-12-01,2018Q1,2024Q4
64447,2018-01,2024-11,75,256812.53,93,2018-01-01,2024-11-01,2018Q1,2024Q4
E1840,2018-01,2024-08,9,61027.13999999999,1,2018-01-01,2024-08-01,2018Q1,2024Q3
A4287,2024-01,2024-12,11,1431298.1700000002,33,2024-01-01,2024-12-01,2024Q1,2024Q4
95983,2021-09,2024-08,17,57867.45999999999,10,2021-09-01,2024-08-01,2021Q3,2024Q3
00210,2024-02,2024-10,2,9140.130000000001,2,2024-02-01,2024-10-01,2024Q1,2024Q4
36481,2018-02,2023-08,6,22826.739999999998,2,2018-02-01,2023-08-01,2018Q1,2023Q3
93307,2018-01,2024-09,69,265684.06,67,2018-01-01,2024-09-01,2018Q1,2024Q3
L3206,2018-01,2024-12,56,254775.44999999998,23,2018-01-01,2024-12-01,2018Q1,2024Q4
77003,2018-01,2024-11,81,142229.37999999998,122,2018-01-01,2024-11-01,2018Q1,2024Q4
96523,2018-01,2024-11,83,844728.0,284,2018-01-01,2024-11-01,2018Q1,2024Q4
A4410,2018-01,2024-12,54,317444.32,27,2018-01-01,2024-12-01,2018Q1,2024Q4
99326,2018-01,2022-12,48,135986.77999999997,60,2018-01-01,2022-12-01,2018Q1,2022Q4
58340,2019-06,2024-10,28,121670.79,22,2019-06-01,2024-10-01,2019Q2,2024Q4
73070,2018-01,2024-11,83,857936.6699999999,503,2018-01-01,2024-11-01,2018Q1,2024Q4
90691,2018-01,2024-10,65,276461.97,52,2018-01-01,2024-10-01,2018Q1,2024Q4
72129,2018-03,2024-11,66,139207.28,47,2018-03-01,2024-11-01,2018Q1,2024Q4
J9201,2018-01,2024-11,55,126741.59999999998,34,2018-01-01,2024-11-01,2018Q1,2024Q4
E1240,2018-01,2024-08,30,76556.07,9,2018-01-01,2024-08-01,2018Q1,2024Q3
G6002,2018-01,2024-11,73,299069.77,63,2018-01-01,2024-11-01,2018Q1,2024Q4
E2613,2018-08,2024-07,41,308316.6,32,2018-08-01,2024-07-01,2018Q3,2024Q3
87275,2018-01,2024-12,84,846612.7200000001,412,2018-01-01,2024-12-01,2018Q1,2024Q4
K0070,2018-01,2023-12,17,53938.14,7,2018-01-01,2023-12-01,2018Q1,2023Q4
A6219,2018-01,2024-12,84,295067.89999999997,99,2018-01-01,2024-12-01,2018Q1,2024Q4
T0012,2018-01,2022-07,37,345699.0,16,2018-01-01,2022-07-01,2018Q1,2022Q3
81275,2018-02,2024-10,44,181831.52000000002,15,2018-02-01,2024-10-01,2018Q1,2024Q4
J2545,2019-08,2022-10,4,12247.55,2,2019-08-01,2022-10-01,2019Q3,2022Q4
L3913,2018-10,2024-09,16,34797.47,7,2018-10-01,2024-09-01,2018Q4,2024Q3
85007,2018-01,2024-12,84,1039615.0900000001,1345,2018-01-01,2024-12-01,2018Q1,2024Q4
0361,2018-02,2024-11,52,225022.73999999996,17,2018-02-01,2024-11-01,2018Q1,2024Q4
11103,2019-01,2024-11,70,340563.55,113,2019-01-01,2024-11-01,2019Q1,2024Q4
G0127,2018-01,2024-12,84,801059.9399999998,741,2018-01-01,2024-12-01,2018Q1,2024Q4
C1788,2018-01,2024-11,51,65042.73999999999,28,2018-01-01,2024-11-01,2018Q1,2024Q4
G0434,2018-05,2021-03,21,113828.26,9,2018-05-01,2021-03-01,2018Q2,2021Q1
A5054,2018-01,2024-11,63,146833.49,18,2018-01-01,2024-11-01,2018Q1,2024Q4
46601,2018-02,2024-10,14,35971.82000000001,3,2018-02-01,2024-10-01,2018Q1,2024Q4
01830,2018-01,2024-10,53,113652.86,36,2018-01-01,2024-10-01,2018Q1,2024Q4
84590,2018-01,2024-12,84,267126.37,201,2018-01-01,2024-12-01,2018Q1,2024Q4
1223Z,2018-02,2024-11,50,224309.12000000002,19,2018-02-01,2024-11-01,2018Q1,2024Q4
OP721,2018-01,2023-04,4,13932.900000000001,1,2018-01-01,2023-04-01,2018Q1,2023Q2
A9153,2019-05,2024-11,38,141471.05000000002,42,2019-05-01,2024-11-01,2019Q2,2024Q4
78812,2018-07,2024-11,17,183348.37999999998,7,2018-07-01,2024-11-01,2018Q3,2024Q4
87482,2018-01,2024-08,57,160983.01000000004,25,2018-01-01,2024-08-01,2018Q1,2024Q3
J0885,2018-01,2024-10,61,670062.0800000001,58,2018-01-01,2024-10-01,2018Q1,2024Q4
K0801,2022-11,2024-09,7,22059.629999999997,2,2022-11-01,2024-09-01,2022Q4,2024Q3
A4641,2018-03,2024-11,11,40409.03999999999,8,2018-03-01,2024-11-01,2018Q1,2024Q4
V5257,2018-02,2024-10,40,1973306.4,20,2018-02-01,2024-10-01,2018Q1,2024Q4
D2941,2018-08,2024-12,26,83086.64,11,2018-08-01,2024-12-01,2018Q3,2024Q4
L5671,2018-04,2024-08,29,116635.88,18,2018-04-01,2024-08-01,2018Q2,2024Q3
J2274,2018-01,2024-11,77,106900.29000000001,117,2018-01-01,2024-11-01,2018Q1,2024Q4
V2219,2018-01,2024-08,65,205742.25999999998,34,2018-01-01,2024-08-01,2018Q1,2024Q3
Q4040,2018-03,2024-10,28,24495.35,9,2018-03-01,2024-10-01,2018Q1,2024Q4
90700,2018-01,2024-12,84,1028376.3699999996,3292,2018-01-01,2024-12-01,2018Q1,2024Q4
99325,2018-01,2022-11,36,41369.369999999995,40,2018-01-01,2022-11-01,2018Q1,2022Q4
92595,2018-01,2024-10,70,136077.87,41,2018-01-01,2024-10-01,2018Q1,2024Q4
A9541,2018-01,2024-10,73,91512.15999999999,78,2018-01-01,2024-10-01,2018Q1,2024Q4
86977,2020-01,2024-08,11,10826.6,5,2020-01-01,2024-08-01,2020Q1,2024Q3
81232,2018-04,2024-09,25,19330.17,17,2018-04-01,2024-09-01,2018Q2,2024Q3
93985,2020-06,2024-11,24,58634.81,14,2020-06-01,2024-11-01,2020Q2,2024Q4
90679,2023-10,2024-10,9,90199.88,31,2023-10-01,2024-10-01,2023Q4,2024Q4
82107,2018-01,2024-11,73,282747.73000000004,32,2018-01-01,2024-11-01,2018Q1,2024Q4
G2252,2021-08,2024-04,10,8110.530000000001,10,2021-08-01,2024-04-01,2021Q3,2024Q2
L3580,2021-04,2024-07,8,36136.200000000004,1,2021-04-01,2024-07-01,2021Q2,2024Q3
87101,2018-01,2024-12,83,123245.25999999998,96,2018-01-01,2024-12-01,2018Q1,2024Q4
A4402,2018-01,2024-12,84,438071.2099999999,283,2018-01-01,2024-12-01,2018Q1,2024Q4
81222,2018-10,2024-10,17,64628.43,8,2018-10-01,2024-10-01,2018Q4,2024Q4
A7039,2018-01,2024-12,84,703585.7600000001,855,2018-01-01,2024-12-01,2018Q1,2024Q4
E0272,2018-02,2024-11,56,59331.56,26,2018-02-01,2024-11-01,2018Q1,2024Q4
C1751,2018-01,2024-12,83,228719.09,129,2018-01-01,2024-12-01,2018Q1,2024Q4
80334,2018-01,2024-11,82,323371.33999999997,53,2018-01-01,2024-11-01,2018Q1,2024Q4
01935,2018-01,2021-11,36,116786.81999999999,19,2018-01-01,2021-11-01,2018Q1,2021Q4
90713,2018-01,2024-12,84,573173.6100000001,1286,2018-01-01,2024-12-01,2018Q1,2024Q4
73580,2018-01,2024-06,17,21304.97,10,2018-01-01,2024-06-01,2018Q1,2024Q2
E2392,2018-01,2024-11,66,185838.90000000002,41,2018-01-01,2024-11-01,2018Q1,2024Q4
J7517,2018-01,2024-11,83,279800.62999999995,140,2018-01-01,2024-11-01,2018Q1,2024Q4
X4112,2018-01,2024-11,77,187076.03999999998,75,2018-01-01,2024-11-01,2018Q1,2024Q4
E0953,2019-09,2024-07,24,67024.12000000001,12,2019-09-01,2024-07-01,2019Q3,2024Q3
88164,2018-01,2024-08,62,23417.19,36,2018-01-01,2024-08-01,2018Q1,2024Q3
73523,2018-01,2024-12,79,150398.11,92,2018-01-01,2024-12-01,2018Q1,2024Q4
82380,2018-11,2024-12,19,9410.050000000001,10,2018-11-01,2024-12-01,2018Q4,2024Q4
84510,2018-05,2024-11,37,19206.240000000005,13,2018-05-01,2024-11-01,2018Q2,2024Q4
E0294,2018-08,2024-12,51,66539.77,21,2018-08-01,2024-12-01,2018Q3,2024Q4
11402,2018-01,2024-09,18,38604.079999999994,13,2018-01-01,2024-09-01,2018Q1,2024Q3
86658,2018-01,2024-09,31,21622.820000000003,9,2018-01-01,2024-09-01,2018Q1,2024Q3
63685,2018-10,2018-12,2,464893.42000000004,2,2018-10-01,2018-12-01,2018Q4,2018Q4
86162,2018-01,2024-12,83,136890.10000000003,76,2018-01-01,2024-12-01,2018Q1,2024Q4
H0020CR,2021-03,2021-04,2,15853.0,3,2021-03-01,2021-04-01,2021Q1,2021Q2
95873,2018-04,2024-11,54,34558.02,38,2018-04-01,2024-11-01,2018Q2,2024Q4
E0110,2018-05,2024-11,13,7611.51,6,2018-05-01,2024-11-01,2018Q2,2024Q4
G9997,2022-06,2024-06,17,26903.28,16,2022-06-01,2024-06-01,2022Q2,2024Q2
85246,2018-01,2024-12,83,287544.83999999997,115,2018-01-01,2024-12-01,2018Q1,2024Q4
L2210,2018-03,2024-05,27,57876.61,16,2018-03-01,2024-05-01,2018Q1,2024Q2
Q5107,2020-02,2024-10,45,3204868.6,38,2020-02-01,2024-10-01,2020Q1,2024Q4
99053,2018-01,2024-12,84,526277.07,763,2018-01-01,2024-12-01,2018Q1,2024Q4
84030,2018-01,2024-11,83,68139.48999999998,146,2018-01-01,2024-11-01,2018Q1,2024Q4
87501,2018-01,2024-12,48,100109.84000000001,33,2018-01-01,2024-12-01,2018Q1,2024Q4
S9449,2018-01,2024-11,78,47722.36,41,2018-01-01,2024-11-01,2018Q1,2024Q4
89230,2018-01,2024-09,35,27137.839999999993,14,2018-01-01,2024-09-01,2018Q1,2024Q3
Z5936,2018-03,2024-09,26,32737.3,6,2018-03-01,2024-09-01,2018Q1,2024Q3
87652,2018-07,2024-10,56,64211.15,31,2018-07-01,2024-10-01,2018Q3,2024Q4
Q4038,2018-02,2024-09,46,33012.88,27,2018-02-01,2024-09-01,2018Q1,2024Q3
81328,2018-06,2024-11,51,54671.520000000004,42,2018-06-01,2024-11-01,2018Q2,2024Q4
A4220,2018-06,2024-02,10,7731.65,5,2018-06-01,2024-02-01,2018Q2,2024Q1
E2211,2018-02,2024-11,77,242348.05000000002,77,2018-02-01,2024-11-01,2018Q1,2024Q4
G0109,2018-01,2024-11,62,85367.5,43,2018-01-01,2024-11-01,2018Q1,2024Q4
A4405,2018-02,2024-10,58,26947.530000000006,21,2018-02-01,2024-10-01,2018Q1,2024Q4
93571,2018-10,2024-10,12,9293.82,5,2018-10-01,2024-10-01,2018Q4,2024Q4
83951,2018-01,2024-08,30,17570.94,10,2018-01-01,2024-08-01,2018Q1,2024Q3
A5505,2019-12,2024-07,4,3535.38,2,2019-12-01,2024-07-01,2019Q4,2024Q3
64425,2018-01,2024-04,15,13944.92,5,2018-01-01,2024-04-01,2018Q1,2024Q2
93793,2018-01,2024-12,84,210632.43000000005,224,2018-01-01,2024-12-01,2018Q1,2024Q4
G2213,2022-03,2022-03,1,919.52,1,2022-03-01,2022-03-01,2022Q1,2022Q1
J3415,2018-03,2024-12,51,30676.07,33,2018-03-01,2024-12-01,2018Q1,2024Q4
92145,2018-01,2024-11,79,59095.57,78,2018-01-01,2024-11-01,2018Q1,2024Q4
87328,2018-01,2024-11,77,70897.01,119,2018-01-01,2024-11-01,2018Q1,2024Q4
E2210,2018-04,2024-09,41,9067.34,15,2018-04-01,2024-09-01,2018Q2,2024Q3
82800,2018-01,2024-10,73,14150.519999999995,55,2018-01-01,2024-10-01,2018Q1,2024Q4
Q4010,2018-01,2024-10,62,51217.83999999999,52,2018-01-01,2024-10-01,2018Q1,2024Q4
