first_digit,observed_count,observed_pct,benford_pct,deviation,deviation_abs
1,597563,31.75211202345636,30.10299956639812,1.6491124570582407,1.6491124570582407
2,328889,17.475848356211042,17.609125905568124,-0.13327754935708214,0.13327754935708214
3,225018,11.956558125744236,12.493873660829994,-0.5373155350857584,0.5373155350857584
4,174095,9.25071321806008,9.691001300805642,-0.4402880827455622,0.4402880827455622
5,142428,7.568055269949515,7.918124604762482,-0.3500693348129662,0.3500693348129662
6,122094,6.4875876943383055,6.694678963061322,-0.20709126872301642,0.20709126872301642
7,107939,5.735447508797995,5.799194697768673,-0.06374718897067844,0.06374718897067844
8,96420,5.123373838911817,5.115252244738129,0.008121594173688074,0.008121594173688074
9,87517,4.650303964530653,4.575749056067514,0.0745549084631385,0.0745549084631385
