BILLING_PROVIDER_NPI_NUM,flagged_codes,max_claims_per_bene,total_paid
1922477975,2,461.6666666666667,1229520.0
1952915910,1,354.3809523809524,54706.56
1144989351,1,252.24137931034483,147228.63
1417409509,1,160.9620253164557,80936.31999999999
1598810061,1,138.95454545454547,205917.0
1841868510,1,117.52727272727273,1287495.62
1871538108,2,115.06060606060606,1525650.2199999997
1629464227,1,114.5625,98470.48
1659629301,1,110.56083916083917,1116439.32
1497331102,1,103.63636363636364,7934.8
1073633483,1,103.63414634146342,19911.25
1184836082,1,101.41666666666667,35294.21
1861075194,1,100.6376811594203,22527.55
1326095209,1,100.39024390243902,119268.1
1750459772,1,99.31640625,1973448.6
1952672552,1,95.046875,37156.2
1851666721,1,92.30434782608695,33000.0
1922157411,1,91.51612903225806,176563.91999999998
1922181312,1,91.0958904109589,319744.79000000004
1053533554,2,90.15929203539822,956294.3999999999
1376633297,1,89.49019607843137,417318.69999999995
1881789691,2,88.69651741293532,1403316.45
1104537042,1,87.66666666666667,32560.86
1396068771,1,85.03478260869565,688078.56
1437208899,2,84.6,95454.67
1316059850,1,83.88,200384.69
1639681463,2,83.6842105263158,591619.2
1770509051,1,83.125,77622.21
1366561938,1,82.74193548387096,137140.99
1366143810,1,80.30434782608695,72032.6
1588909808,1,79.75,1039845.27
1891821500,1,79.23580786026201,439027.26000000007
1871150920,1,78.97142857142858,264679.47000000003
1063764082,1,77.38461538461539,16157.07
1316132459,1,77.2127659574468,210585.35
1730615717,1,77.16528925619835,815769.97
1093990384,1,76.22404371584699,717092.4900000001
1750365706,1,76.08571428571429,1522.41
1851960934,1,76.03619047619047,251487.65
1215470067,1,75.9,25122.32
1326120528,2,74.86,928431.8
1437287364,15,74.58461538461539,51321.57
1356475669,1,74.33333333333333,218196.33
1346394905,1,74.3103448275862,130772.09
1306421417,1,73.0,65248.67
1265753305,1,72.90123456790124,203939.15000000002
1376915611,1,72.71428571428571,14385.369999999999
1023132685,1,72.38461538461539,91706.89
1477987832,1,72.375,153543.72
1063798031,1,72.28,334097.51
060296500,1,72.24324324324324,52436.100000000006
1467647883,2,71.9,3047.48
1063617058,1,71.70833333333333,13279.5
1982887022,1,71.01470588235294,1831322.2999999998
1629333539,2,70.61643835616438,215998.25
1407124951,3,70.58333333333333,48266.37
1831190701,1,69.89041095890411,489768.57
1174949168,1,69.28571428571429,0.0
1013209675,1,68.91186440677966,967927.3600000001
1831227263,2,68.80597014925372,213292.89
1467660688,2,68.71428571428571,991407.8400000001
A290016500,1,68.53846153846153,25242.3
1457021313,1,68.53333333333333,613357.28
1912056805,1,68.5,48903.270000000004
1265132963,1,68.33333333333333,679424.37
1629249826,1,67.94444444444444,1759741.52
1093167223,1,67.91666666666667,6388.26
1619374899,2,67.65384615384616,112328.98999999999
1982110441,1,67.54320987654322,188836.97
1285827527,1,67.41095890410959,32298.239999999998
432104075,1,67.38461538461539,0.0
1619923604,1,67.37179487179488,520075.26
1568485241,3,67.11111111111111,44106.0
1477135598,1,67.0,40319.42
1649392721,1,67.0,70363.27
1679743496,1,66.62937062937063,747065.22
1649469289,1,66.5,135464.08
1477165843,1,66.38461538461539,8183.34
1366573115,1,66.05025125628141,1530475.7000000002
1104910868,1,65.91666666666667,167375.0
1972153229,1,65.6842105263158,106756.18
1821279316,1,65.55555555555556,21370.48
1952612566,2,64.90196078431373,1471862.3699999999
1316085558,1,64.78846153846153,560296.54
1609321710,1,64.38848920863309,343399.08
1588178693,1,64.35606060606061,208676.59
1417091539,1,64.0925925925926,668070.31
1669479150,1,64.06666666666666,10838.04
1679018022,1,63.98924731182796,336913.37
1750829362,1,63.76699029126213,80070.99
1245375823,1,63.67142857142857,441478.49
1689894701,1,63.65979381443299,707223.6799999999
1295896538,1,63.48,294917.42
1760735260,1,63.46666666666667,894326.17
1306968086,1,62.91428571428571,113286.88
1962920397,1,62.833333333333336,186676.21
1700807989,1,62.76923076923077,12012.0
1902997224,1,62.75961538461539,604856.5399999999
