BILLING_PROVIDER_NPI_NUM,n_codes,avg_z_score,max_z_score,high_z_count,total_paid,total_claims,upcode_ratio,flag_upcoding
1164758868,4,46.11457730788685,66.17432855427425,4.0,339367.77999999997,66.0,1.0,True
1598873382,9,38.738443611216844,86.60062760480902,8.0,297831.48000000004,198.0,0.8888888888888888,True
1134841679,3,34.26029874505469,35.906552830953856,3.0,850518.34,179.0,1.0,True
1235881103,3,31.66272351564578,74.72395878813629,3.0,536529.62,77.0,1.0,True
1164542361,5,30.359600472784326,32.23405776116917,5.0,397670.0,142.0,1.0,True
1720152457,6,27.140151958762697,32.19476477118104,6.0,108921.0,228.0,1.0,True
1710586144,9,26.352996057240304,63.04543748045705,9.0,843511.7999999999,170.0,1.0,True
1891849725,64,25.19887613035925,50.21254591274563,64.0,5750914.160000001,3146.0,1.0,True
1427336791,13,25.153430476583292,140.4549668125081,4.0,1247178.9500000002,487.0,0.3076923076923077,True
1265558324,4,23.68284202558126,51.7936321082024,2.0,240927.86,193.0,0.5,True
1891248936,5,21.897635936109957,29.88422504028082,5.0,42474.0,84.0,1.0,True
1699811612,17,21.620496973831504,43.357990456272866,17.0,260618.68000000002,530.0,1.0,True
1093340606,6,21.55366413879261,37.313376486652885,6.0,1752496.83,180.0,1.0,True
1073715579,6,21.405987641355463,33.3181019347539,4.0,65400.0,131.0,0.6666666666666666,True
1679279046,18,20.469795149121907,47.565200969185405,17.0,4374948.0,4612.0,0.9444444444444444,True
1366088585,6,20.143294197569933,33.34079585002384,6.0,833961.2000000001,181.0,1.0,True
1306965207,10,18.502063038378477,22.16270952708937,10.0,177133.0,202.0,1.0,True
1750969168,26,18.203667212026133,41.81337545068906,26.0,13677160.0,8458.0,1.0,True
1063817088,3,18.063637851851706,49.94206327749883,2.0,239146.0,88.0,0.6666666666666666,True
1487081337,10,17.659076193225065,45.388040564449064,9.0,285351.46,266.0,0.9,True
1013464916,4,17.428083297286364,33.342063548046475,3.0,28964.42,65.0,0.75,True
1548381320,15,17.206125503132007,22.16270952708937,15.0,297146.0,342.0,1.0,True
1003017492,5,17.008015728113545,30.114811344043265,5.0,2265.73,85.0,1.0,True
1730322785,3,16.728586451247768,42.60302735913564,2.0,23348.53,66.0,0.6666666666666666,True
1023499605,3,16.557912912672414,21.536721992999414,3.0,254727.89,132.0,1.0,True
1790914109,3,16.386915029369476,27.14543781854931,2.0,795758.8799999999,84.0,0.6666666666666666,True
1417432436,3,16.283305708635666,41.56075976797998,2.0,37351.96,51.0,0.6666666666666666,True
1851534812,10,15.909989650521407,37.06053368248614,8.0,87435.94,220.0,0.8,True
