BILLING_PROVIDER_NPI_NUM,CLAIM_FROM_MONTH,monthly_paid,monthly_claims,rolling_mean,rolling_std,spike_ratio,z_spike,flag_spike
043839555,2019-07-01,2550.0,243.0,405.0,106.06601717798213,6.296296296296297,20.22325394193526,True
060296500,2023-05-01,52359.65,3993.0,1292.6366666666665,811.0708330554943,40.50608446302261,62.962458088835355,True
060296500,2023-11-01,17200.829999999998,377.0,1998.2266666666667,1691.1589531836496,8.608047468755629,8.989458563143367,True
060296500,2024-09-01,7837.24,36.0,2362.8833333333328,435.0955442580944,3.316812086927695,12.581964441859078,True
1003000217,2022-06-01,3005.0,47.0,1027.3333333333333,455.16409154648125,2.9250486696950033,4.344953179296895,True
1003000217,2023-10-01,3364.04,85.0,718.8199999999998,67.32471462992402,4.679947692050862,39.290474746762186,True
1003000217,2024-04-01,5189.38,73.0,1361.4733333333331,469.48404885931393,3.811591364257349,8.15343285031126,True
1003000274,2019-12-01,3320.45,93.0,1274.0633333333333,304.267655581945,2.606189121943179,6.725613548218687,True
1003000274,2021-03-01,7316.83,142.0,1291.0,394.5187954964884,5.667567776917118,15.273873054430016,True
1003000969,2018-03-01,734.41,5282.0,1.25,1.7677669529663689,587.528,414.7379261557833,True
1003000969,2018-11-01,6316.27,149.0,64.82666666666667,49.69627786196186,97.43320649938298,125.7929889779183,True
1003000969,2019-09-01,30671.92,1217.0,3852.2500000000005,5538.806602048857,7.962079304302679,4.842138736181752,True
1003000969,2021-01-01,195640.43,6489.0,2261.4966666666664,744.5216703583772,86.50927188336928,259.7358022369583,True
1003000969,2022-07-01,53118.71,1590.0,2179.6533333333305,1124.2049842156775,24.370256126356516,45.31118201918065,True
1003001371,2022-11-01,807.27,33.0,436.57,65.72412114284985,1.8491192706782418,5.640242783837187,True
1003001538,2018-12-01,2760.78,93.0,886.2999999999998,208.42886268460992,3.1149497912670663,8.99338016748872,True
1003001538,2021-03-01,2107.41,43.0,333.7566666666667,481.8576111605296,6.314210952090844,3.6808660738212255,True
1003001538,2023-06-01,3810.78,129.0,156.39666666666682,151.32023537297482,24.366120335045483,24.14999768091817,True
1003001702,2019-03-01,28793.65,352.0,9400.716666666667,3057.07941356343,3.0629207347666756,6.343614512365025,True
1003001702,2022-01-01,49816.48,712.0,5147.9133333333375,3622.8950565167697,9.677023829719996,12.32952265242075,True
1003001710,2022-08-01,600.58,23.0,268.69,77.65280097974575,2.2352153038817972,4.274024836355449,True
1003001843,2022-02-01,5081.06,59.0,4602.585,96.80998941225012,1.1039578845366247,4.942413514399736,True
1003001843,2023-08-01,7302.92,78.0,4762.076666666667,284.60299055585034,1.5335578385620279,8.927676158184008,True
1003002155,2022-05-01,1373.3999999999999,54.0,339.44,235.20045684479393,4.046075889700683,4.396079896572217,True
1003002353,2024-01-01,12911.02,22.0,6313.506666666667,1346.7827166001416,2.0449839814324,4.898721413642947,True
1003002759,2018-09-01,176.28,94.0,1.2566666666666666,2.176610514844889,140.27586206896552,80.41095645713443,True
1003002759,2019-01-01,1216.89,230.0,0.0,0.0,1216.89,1216.89,True
1003002759,2019-12-01,1936.42,397.0,361.09666666666664,534.7546430217633,5.362608350487866,2.945880608780841,True
1003002759,2020-06-01,3268.07,435.0,500.3233333333335,680.0665530911921,6.531916027635461,4.0698173643242415,True
1003002759,2021-01-01,3926.14,498.0,162.35666666666683,231.05227640803295,24.182191471451716,16.289747895348924,True
1003002759,2022-01-01,5385.08,202.0,802.8966666666666,658.8898557675116,6.70706483607272,6.954399575625203,True
1003002759,2023-05-01,2215.1400000000003,276.0,96.07999999999997,45.34350229085639,23.0551623646961,46.733487554782755,True
1003002759,2024-04-01,371.01,221.0,27.766666666666666,48.09327742349583,13.36170468187275,7.137033525721889,True
1003002759,2024-05-01,1839.9599999999998,175.0,151.43666666666667,194.6639643933446,12.150029715392572,8.674041641941729,True
1003002759,2024-09-01,419.87,54.0,72.11,67.17294172507343,5.82263208986271,5.177084568118486,True
1003002759,2024-10-01,901.31,113.0,167.76333333333332,222.27922222586045,5.37250889149397,3.300113520827878,True
1003002932,2024-01-01,2382.82,19.0,693.0,9.899494936611665,3.438412698412699,170.6975972835217,True
1003003534,2020-01-01,1384.05,44.0,391.115,72.66936390254148,3.5387290183194198,13.663735949741454,True
1003003534,2021-09-01,1604.76,73.0,286.48333333333335,496.20368885502376,5.60158240735354,2.656724841583813,True
1003003534,2022-11-01,1519.39,63.0,547.3933333333333,124.2596709851327,2.7756823247147087,7.8223019501070725,True
1003003674,2018-10-01,1612.8,32.0,680.3333333333334,137.13385188688179,2.370602645761881,6.799682600878407,True
1003003674,2019-04-01,3138.6,43.0,928.2800000000001,485.5296439971508,3.3810919119231264,4.552389390281946,True
1003003674,2019-10-01,4944.12,130.0,1013.3333333333334,635.5160527739116,4.8790657894736835,6.185188634511276,True
1003003674,2020-08-01,1367.4,37.0,525.2533333333331,197.60813883372862,2.6033152256688847,4.261700310710713,True
1003003674,2023-02-01,3886.06,114.0,750.233333333333,265.2482673521739,5.179801839427736,11.822232423871727,True
1003003716,2021-06-01,2160.37,145.0,401.99333333333334,222.99036780393297,5.374143849815088,7.88543776120743,True
1003003716,2023-04-01,3105.0,167.0,475.78666666666663,381.2942807508828,6.52603407689721,6.8954963818382575,True
1003004276,2018-06-01,1545.37,183.0,94.00666666666666,86.92032290168584,16.43894050067371,16.697629333187667,True
1003004276,2018-12-01,15791.94,299.0,223.37666666666667,386.8997358920439,70.69646188053065,40.23927102828886,True
1003004276,2019-09-01,22819.480000000003,605.0,7789.306666666666,3143.727957462818,2.929590652484261,4.781003170981631,True
1003004276,2021-01-01,30097.53,873.0,6373.349999999999,3055.3804685505165,4.722403445597684,7.7647220188112405,True
1003004276,2022-10-01,3694.59,115.0,494.8233333333333,120.3502523190891,7.466482987194083,26.58712055030019,True
1003004276,2023-03-01,23490.45,308.0,8252.96,1749.6957223757563,2.846306052616274,8.708651341566046,True
1003004300,2018-09-01,2004.65,43.0,625.495,43.776980823259215,3.2049017178394714,31.50411412719534,True
1003004300,2020-02-01,13721.77,494.0,2141.8433333333332,2100.8324323784923,6.406523664195794,5.5120658307603625,True
1003004300,2022-02-01,6777.139999999999,388.0,2050.14,566.7047916684854,3.3056961963573217,8.34120351458971,True
1003004425,2022-10-01,3541.3,43.0,1425.7333333333333,191.9685558453087,2.4838445712148136,11.020381214783027,True
1003004698,2018-12-01,5626.21,22.0,2158.6666666666665,782.8060636794613,2.606335701050031,4.429632694763082,True
1003004698,2021-06-01,3555.0,72.0,1308.6666666666667,428.17909025702926,2.71650534895568,5.246247153229491,True
1003004698,2023-09-01,10831.0,269.0,2220.0,1024.023437231781,4.878828828828829,8.408987223259185,True
1003004896,2024-10-01,2627.75,53.0,905.93,178.60896086143055,2.90061042243882,9.64016582200393,True
1003005125,2019-03-01,2770.02,90.0,2226.355,127.93682992008225,1.2441951081476224,4.249479999931285,True
1003005547,2018-11-01,972.9100000000001,37.0,419.49,59.61409480986857,2.319268635724332,9.28337504352052,True
