BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,active_months,avg_cost_per_claim,anomaly_score,anomaly_label
1063497451,717466640.8199999,109455732.0,101685925.0,712,84,8.291952721382959,-1,anomaly
1518911338,716407787.9000002,8817197.0,6877120.0,1220,84,190.24580363277602,-1,anomaly
1063812105,714231712.5399997,5318854.0,239911.0,3,84,215.7973180859668,-1,anomaly
1407897309,708859553.0800003,9991272.0,7363021.0,813,84,65.26180006763809,-1,anomaly
1104253558,708682479.2800003,8270331.0,402703.0,14,84,129.47185863249504,-1,anomaly
1952346876,708513856.4899997,1626136.0,116046.0,18,65,177.33898087783683,-1,anomaly
1932106010,703738514.7999996,3291802.0,146324.0,9,84,239.67149620885544,-1,anomaly
1730244294,696610298.1000003,3803723.0,166215.0,7,84,237.82600563060765,-1,anomaly
1649363342,686260064.0700003,3665321.0,177738.0,10,84,192.7494100922907,-1,anomaly
1265926687,680727558.6899997,4947130.0,259302.0,8,77,162.7670861148791,-1,anomaly
1366479099,668499553.8200004,111637602.0,108161020.0,708,84,7.926705499778086,-1,anomaly
1194165985,667442680.6899996,3944870.0,211489.0,11,84,160.7713605186085,-1,anomaly
1437175734,658485314.2499996,8471931.0,6291446.0,1217,84,132.56005179979405,-1,anomaly
1730491945,643184712.3000003,7838014.0,7277905.0,162,84,92.84728252309571,-1,anomaly
1225255375,642451488.1399995,5455305.0,1082521.0,72,82,179.0246782484239,-1,anomaly
1558672279,641511859.9200006,7257656.0,6431366.0,61,84,66.97745692993523,-1,anomaly
1932145778,637741416.6400002,57184397.0,54552026.0,684,84,13.50808192365475,-1,anomaly
1447488721,636580818.96,3446648.0,140006.0,6,84,188.67954273282794,-1,anomaly
1326111337,631608444.85,10763744.0,1874333.0,15,84,115.37661609379589,-1,anomaly
1801027404,624768225.25,3406847.0,599363.0,36,84,251.99569500951202,-1,anomaly
1134277494,620067105.66,60790152.0,58982116.0,626,84,16.165984826419972,-1,anomaly
1932184322,617017961.7699997,53462000.0,47979402.0,566,84,13.463647746093189,-1,anomaly
1306875695,615308759.5799999,790946.0,215938.0,30,83,1614.6945996564325,-1,anomaly
1518259035,609810517.8199999,3502099.0,189602.0,6,84,256.7048169902842,-1,anomaly
1932721834,606657803.1299996,5766334.0,393994.0,6,65,180.0826711185791,-1,anomaly
1861520272,600905872.13,17581374.0,2368223.0,20,84,104.38711654771977,-1,anomaly
1245414721,598860245.02,7464255.0,267791.0,2,84,173.46578219689968,-1,anomaly
1508199258,598198692.3000002,3115644.0,1088047.0,58,82,272.99117140363927,-1,anomaly
1053641498,590623456.3100007,2755271.0,357738.0,34,84,171.852578313667,-1,anomaly
1003953803,588362360.4599996,3013352.0,131659.0,5,84,193.1918040984197,-1,anomaly
1497933162,579294569.0599992,30684871.0,15212055.0,72,84,22.838096115424303,-1,anomaly
1508025370,576959418.1100003,3902694.0,196684.0,3,84,223.8976805128807,-1,anomaly
1700828852,574131419.6699997,10961069.0,8861329.0,1117,84,49.980411647483045,-1,anomaly
1891728697,571724616.5899994,9598455.0,8329173.0,169,84,50.88139604085191,-1,anomaly
1720121106,560383490.8600003,1802919.0,115599.0,29,84,160.05958992003866,-1,anomaly
1083765689,559483344.48,11242943.0,4007530.0,53,84,58.91419488932616,-1,anomaly
1861506560,556646906.7199994,6634271.0,5639593.0,717,84,83.07459843845,-1,anomaly
1760480503,555705726.2400004,4185462.0,3641942.0,770,84,218.3800261558962,-1,anomaly
1275752065,554866274.0000002,6632240.0,874467.0,6,84,91.41174508020299,-1,anomaly
1619969458,546516638.84,4950940.0,3704323.0,243,84,47.656550696654456,-1,anomaly
1780045542,545383072.1100006,702749.0,233607.0,9,84,810.0185002219947,-1,anomaly
1184841926,541945209.9799997,2591493.0,110931.0,6,84,250.09967728787927,-1,anomaly
1538371778,540711656.6199994,2590168.0,166319.0,24,84,266.3102902610604,-1,anomaly
1427138726,536975607.7100004,3178417.0,635354.0,64,84,285.36360312234433,-1,anomaly
1649462169,536743822.0,3190349.0,147494.0,5,84,208.56507308111102,-1,anomaly
1558781559,533674569.6400001,3738812.0,215057.0,4,84,140.94859658307396,-1,anomaly
1952591851,533305232.59999996,7332545.0,5612208.0,194,84,39.65291538072595,-1,anomaly
1275665457,529965639.35000014,11162404.0,5333687.0,786,84,58.316099774061975,-1,anomaly
1487721155,528001344.67,3194897.0,141994.0,5,84,206.5848981337565,-1,anomaly
1881708899,522623914.17999953,10338535.0,10087772.0,152,84,98.40288570012358,-1,anomaly
1841302445,521690136.62,2659476.0,134705.0,7,84,245.99051691243315,-1,anomaly
1932541729,520349749.0700001,6692783.0,289131.0,7,75,124.17151452025708,-1,anomaly
1336117621,518099159.4299997,3854882.0,439830.0,21,84,153.0220738346314,-1,anomaly
1639172810,509260010.309999,4860818.0,1797777.0,38,84,56.25795809640903,-1,anomaly
1154317527,506717191.01000017,10036136.0,7533013.0,1278,84,67.51410440868258,-1,anomaly
1326170796,504367806.83999974,2593899.0,116620.0,8,84,225.60072642028484,-1,anomaly
1164535274,503987183.91999996,477988.0,391060.0,1,84,992.715068972731,-1,anomaly
1659769446,501081513.7899991,7922041.0,4991324.0,85,84,66.10906277625318,-1,anomaly
1780630608,500546324.3699994,7181828.0,5089874.0,1033,84,133.13080906396172,-1,anomaly
1639473580,497092595.68999994,2913712.0,145305.0,6,84,225.26973940158118,-1,anomaly
1447886288,493553307.0799996,3328210.0,845819.0,20,84,158.02403037159218,-1,anomaly
1184779332,493376371.8500001,3556445.0,3026103.0,731,84,179.69517806235723,-1,anomaly
1831151455,491010298.6099998,9725181.0,8157533.0,1162,84,80.31570007282852,-1,anomaly
1073730347,490725902.5100001,225775.0,106190.0,1,80,2238.834571360845,-1,anomaly
1063436723,481636325.6700002,89469.0,69770.0,15,83,3518.356304463454,-1,anomaly
1689712481,477736242.1,3981132.0,440989.0,32,84,270.40467539112655,-1,anomaly
1568658821,473443035.87000024,4280553.0,1046756.0,72,83,310.6508685344273,-1,anomaly
1528281532,465361804.08999985,750654.0,157791.0,11,70,1185.8398549199196,-1,anomaly
1689747552,463287047.1699999,6996849.0,6031480.0,1105,84,109.49441584334706,-1,anomaly
1275849283,462989708.4100001,1868258.0,905720.0,136,84,65.858747558376,-1,anomaly
1013377431,461002867.3300001,3056425.0,141887.0,4,84,210.08756090311385,-1,anomaly
1114070752,459715463.3100002,2148532.0,99444.0,7,84,120.7991446266967,-1,anomaly
1194832477,454946329.23999983,7110407.0,6221825.0,1005,84,120.7295988698378,-1,anomaly
1023140498,447546116.82000005,578640.0,121972.0,10,70,1203.9647604208246,-1,anomaly
1942339825,443959619.7699999,584358.0,163989.0,10,70,1109.3084880653746,-1,anomaly
1467832584,442602790.5100002,3279635.0,125691.0,1,84,145.5651924698001,-1,anomaly
1023049236,437796181.4700001,10261638.0,8585726.0,1127,84,62.52905838121359,-1,anomaly
1295842508,437462889.24,2238893.0,102921.0,5,84,245.39580708000676,-1,anomaly
1982735643,435792281.77000004,658415.0,125032.0,8,70,1278.96906022581,-1,anomaly
1801276738,435598227.46000016,4252057.0,378944.0,23,84,79.94595646010502,-1,anomaly
1477921609,433777650.84999985,3250176.0,147823.0,6,84,163.46784890357222,-1,anomaly
1881630614,429837133.53999954,29324170.0,26928927.0,569,84,16.534122709301602,-1,anomaly
1740556844,427172837.18,3198791.0,133080.0,4,84,118.9552825909828,-1,anomaly
1609858729,424768920.47999996,5838333.0,5010330.0,283,84,81.15923908262181,-1,anomaly
1316943566,422725253.9300002,3712955.0,2598536.0,22,84,264.4100163558536,-1,anomaly
1962502229,422304653.86999965,6712742.0,5679078.0,473,84,79.69707969072044,-1,anomaly
1043348808,419580329.27000016,5948130.0,4240714.0,892,59,164.707901243689,-1,anomaly
1417002007,419389189.82,2593462.0,132582.0,6,84,226.9413212986752,-1,anomaly
1922463751,416783154.95000005,20303015.0,4658499.0,19,84,30.962383386873896,-1,anomaly
1205378379,412840826.71000004,2952190.0,156033.0,4,84,217.56859319041416,-1,anomaly
1730451071,407155351.5600001,1213709.0,1212752.0,7,78,288.82211520755794,-1,anomaly
1679524961,406511580.9599999,4851928.0,3962759.0,217,84,69.60139267385625,-1,anomaly
1295261683,401151949.8299998,1028417.0,48584.0,6,84,210.42722440470516,-1,anomaly
1255333597,400057183.4199998,6765929.0,527472.0,12,83,83.37907330721107,-1,anomaly
1962432682,399821248.65000015,6348236.0,409806.0,8,84,112.30895814050953,-1,anomaly
1063525152,398402839.2900003,6356829.0,5789939.0,710,84,66.47353869710236,-1,anomaly
1437368891,397151976.52000004,2150032.0,1906473.0,506,84,195.79888021204704,-1,anomaly
1841739752,395462114.75000006,3003287.0,183187.0,5,84,183.31796865580478,-1,anomaly
1619334323,392677097.06,1917345.0,70667.0,8,66,150.98903521113385,-1,anomaly
1750769345,391512861.7800001,2677952.0,116495.0,2,84,211.29683803529036,-1,anomaly
1780921387,388604053.36000013,2912499.0,128533.0,5,84,180.1720905362388,-1,anomaly
1053688572,387661175.61999995,5303467.0,4901182.0,512,84,81.31695736878581,-1,anomaly
1548212988,386699974.4,5296668.0,4360064.0,918,84,82.69084289928475,-1,anomaly
1114931391,381851367.3199998,2710132.0,2323406.0,12,84,18.666604515634745,-1,anomaly
1588659528,380766370.11999977,2167654.0,1563033.0,667,84,185.31012532445013,-1,anomaly
1215027966,380157757.5600003,3336430.0,2803432.0,673,84,148.28485107745408,-1,anomaly
1841476009,378766712.8199998,1912509.0,87155.0,6,84,187.30931204394346,-1,anomaly
1144349150,375843412.1899998,2713342.0,415148.0,12,84,135.8101876146522,-1,anomaly
1215934005,375327737.15999997,2111038.0,108924.0,7,84,210.69168649814648,-1,anomaly
1487655064,374467033.51000005,7805534.0,6765506.0,895,84,73.20365034538665,-1,anomaly
1124231782,374255588.6800001,1418547.0,164500.0,15,84,269.1711883115064,-1,anomaly
1982747192,373629555.34999996,4710077.0,4035906.0,49,84,85.62913788512193,-1,anomaly
1285641514,370910465.95000035,4006664.0,3241761.0,745,84,223.6355027534397,-1,anomaly
1891227203,369966268.09,2493293.0,122523.0,3,84,144.77151989803147,-1,anomaly
1265483457,368389281.59000003,2195165.0,752950.0,77,84,308.19929703911464,-1,anomaly
1346285657,368317925.64,4872721.0,3939263.0,912,84,152.74557613700003,-1,anomaly
1083715460,363841502.91999966,2606841.0,2249887.0,7,84,126.00606959047633,-1,anomaly
1083632897,363787662.74,5654118.0,4346807.0,58,83,32.1290121159298,-1,anomaly
1396767430,363759740.7000001,4583159.0,2295055.0,40,84,78.07706365474732,-1,anomaly
1093826596,363489576.5599996,6585441.0,448579.0,18,84,45.76883481042603,-1,anomaly
1336560390,363330596.56999975,2456267.0,125656.0,4,84,214.08949768765896,-1,anomaly
1215998323,362912756.85999995,4711661.0,3979359.0,717,84,118.12753660181897,-1,anomaly
1104176676,362479854.43999994,975307.0,41349.0,6,84,150.39145460924433,-1,anomaly
1487602736,360316532.9600003,4351444.0,3636486.0,347,84,11.594529228337525,-1,anomaly
1871651588,356441972.3199998,1841668.0,78286.0,8,84,233.12440870508283,-1,anomaly
1821456526,355702412.84999985,855357.0,93205.0,8,84,234.07917388082734,-1,anomaly
1568442309,354034396.34000015,4611446.0,3670899.0,801,84,150.13001551326312,-1,anomaly
1487603585,352571667.3199997,7863886.0,6772848.0,815,84,47.314415949118455,-1,anomaly
1609099910,352210923.4999999,390343.0,121791.0,13,70,1246.2134896547575,-1,anomaly
1669878567,352134469.0899999,4669455.0,3674152.0,223,84,15.836132591075577,-1,anomaly
1114058872,350130933.0399999,341759.0,93672.0,10,70,1177.032488834044,-1,anomaly
1588157424,350102592.2900001,2404841.0,559718.0,12,67,376.76925696593565,-1,anomaly
1790826600,349263532.7499998,1966034.0,166573.0,13,84,149.16851432817992,-1,anomaly
1902023526,349237896.3199998,2742266.0,688841.0,52,84,85.16350289565325,-1,anomaly
1649301789,348960028.7100001,812078.0,60805.0,4,83,224.87430656492995,-1,anomaly
1417027558,348432638.5500001,5745382.0,4397741.0,682,84,69.80785462682348,-1,anomaly
1417349622,347298880.67,563906.0,563117.0,4,78,341.251419395248,-1,anomaly
1215913470,345535537.66,6794821.0,6064086.0,864,84,83.96499487417742,-1,anomaly
1023199965,342635897.57,2637648.0,581456.0,54,84,231.93686847201235,-1,anomaly
1417941774,338970874.31000024,8217300.0,7704952.0,142,84,89.57838255257359,-1,anomaly
1194028969,337944535.20000017,846562.0,33512.0,3,83,224.99616097487385,-1,anomaly
1689744856,336381755.5300001,3176722.0,2434439.0,582,84,121.25230841314347,-1,anomaly
1497014252,335149379.8300001,1612978.0,71481.0,5,84,261.07189797952583,-1,anomaly
1134144801,334910515.14999986,9624453.0,8665611.0,1030,84,61.11928600638718,-1,anomaly
1386773273,334275022.0200005,272805.0,88030.0,8,70,1272.3568628650141,-1,anomaly
1073854451,333873624.6100002,737688.0,145408.0,11,82,840.7704545071381,-1,anomaly
1457456279,333032793.86999977,3535028.0,2772070.0,656,84,232.86495946007034,-1,anomaly
1770700221,332176357.08000004,897799.0,144765.0,25,84,517.4588274578156,-1,anomaly
1164572616,331813482.83000004,1223875.0,53230.0,10,84,739.4117883781435,-1,anomaly
1235677162,331685847.3899999,2063157.0,109218.0,3,83,168.95978412405324,-1,anomaly
1447641493,330988084.8299999,628939.0,628650.0,6,78,328.145308497201,-1,anomaly
1710087127,330793079.99,4733583.0,4250778.0,852,84,106.72564594673717,-1,anomaly
1619363678,330224737.6700002,2571655.0,160732.0,4,84,194.09877093499196,-1,anomaly
1295869428,326663146.0600002,277210.0,89137.0,9,70,1328.5670304375976,-1,anomaly
1245430438,326016792.1900001,12967883.0,3812565.0,20,82,21.69415935761359,-1,anomaly
1437541133,324861584.25999993,2328850.0,111670.0,3,84,139.69288518651393,-1,anomaly
1992980387,324296314.6000001,2201164.0,116627.0,24,84,144.62319928346707,-1,anomaly
1669462420,322401873.39999986,4731861.0,3945000.0,746,84,82.58008118253545,-1,anomaly
1750823381,320007764.49000007,2034473.0,93723.0,3,84,147.6506790819386,-1,anomaly
1992781470,318861367.8200001,3613499.0,1437016.0,45,84,63.571327898244405,-1,anomaly
1003878539,317769537.21999985,8665549.0,7374224.0,1275,84,82.23876175025238,-1,anomaly
1811062763,317626963.9100002,10112770.0,9572370.0,656,84,63.97346314881689,-1,anomaly
1770795536,317166187.16,782091.0,308536.0,6,83,963.6905553652874,-1,anomaly
1447382817,316561274.43,324256.0,86470.0,10,70,1061.7276457270318,-1,anomaly
1770696643,316278903.31000006,7407519.0,4632306.0,893,84,96.03108773280711,-1,anomaly
1437156635,315865302.2700003,1163098.0,390959.0,33,84,140.5404073505171,-1,anomaly
1417406679,309887048.5000002,2158444.0,93232.0,3,84,144.67688608990846,-1,anomaly
1245364595,309701914.58000004,401166.0,93019.0,9,70,1330.2549055698412,-1,anomaly
1245239540,309522643.4899999,5888511.0,5132349.0,183,84,67.28683397842286,-1,anomaly
1730421553,308959225.26000017,2428894.0,556196.0,38,84,114.05587248675718,-1,anomaly
1558756296,308393772.8500001,1727955.0,74512.0,2,74,143.51178424652267,-1,anomaly
1174649644,306828528.0699999,3429973.0,213562.0,11,84,86.14205744827618,-1,anomaly
1205965258,306218639.71000004,326169.0,96646.0,8,70,1316.8871227373738,-1,anomaly
1629283197,305796831.1499998,2506116.0,1870524.0,141,84,80.14309295094603,-1,anomaly
1902811342,303978534.04000014,3062701.0,1513845.0,18,84,93.91433298187042,-1,anomaly
1619341716,303176084.9999999,4406436.0,3200331.0,535,84,73.70686001447832,-1,anomaly
1790835296,302447890.8100001,411853.0,72846.0,29,84,495.1634753985386,-1,anomaly
1700960580,302345323.23,3121516.0,396931.0,25,84,165.6894743542968,-1,anomaly
1730278409,300656752.38000005,1933274.0,83303.0,4,84,230.31907079721202,-1,anomaly
1255385399,299955611.68999994,1212453.0,712123.0,55,84,275.8897836285053,-1,anomaly
1972809051,299874734.94,14684050.0,3024358.0,24,83,69.26936026374068,-1,anomaly
1891799227,299002604.1800001,3175044.0,2209384.0,826,84,188.73201006206517,-1,anomaly
1104981356,298943537.56000024,8818063.0,2519208.0,15,69,33.40300273371778,-1,anomaly
1851422661,298421390.0000001,334258.0,75987.0,8,70,1439.1029954185528,-1,anomaly
1225468663,298393492.98,1928966.0,77177.0,5,84,200.57575280623672,-1,anomaly
1538105366,298054860.64,28495059.0,26030596.0,548,84,12.213518963561494,-1,anomaly
1275197055,297879003.02,4565275.0,1457698.0,15,64,75.02548068531512,-1,anomaly
1700120888,295371494.01000017,1141499.0,77982.0,23,63,170.47477122115387,-1,anomaly
1902921380,294234308.59000003,3878634.0,2650396.0,203,84,47.514751665564,-1,anomaly
1932166980,293427653.4,2690066.0,713246.0,85,84,117.59973040367149,-1,anomaly
1720471568,293400053.33,1917268.0,77434.0,3,84,223.750273410606,-1,anomaly
1164887808,290808661.4700001,8662499.0,962290.0,2,84,25.203204148940667,-1,anomaly
1457379448,290632680.64000016,3020929.0,2489410.0,620,84,100.12591239530327,-1,anomaly
1295726032,289116238.9500004,29662567.0,25930912.0,509,84,10.50831051275205,-1,anomaly
1912919481,288158032.0200002,3749193.0,2995111.0,586,84,118.40382702457099,-1,anomaly
1356334577,288086730.67999977,1451225.0,1328460.0,22,84,202.68765924230564,-1,anomaly
1992910152,287340554.3799998,7011413.0,5503645.0,702,84,58.36656081999193,-1,anomaly
1215921457,286882029.6000001,1676908.0,1357054.0,540,84,277.4098511401535,-1,anomaly
1891765178,286651231.6099999,1086550.0,1010376.0,238,61,265.0555614628258,-1,anomaly
1700947298,285983083.8100002,1150766.0,164486.0,18,83,373.4775213043841,-1,anomaly
1619224029,285833300.68999994,1549034.0,68943.0,4,84,237.0246393896589,-1,anomaly
1730366824,285527371.9399999,3847864.0,1729649.0,52,84,65.61469836059285,-1,anomaly
1407855240,285062222.1900001,225012.0,199297.0,7,84,1239.0545680912871,-1,anomaly
1891092649,284703394.21999997,1498229.0,67336.0,4,84,249.39185075010784,-1,anomaly
1306388525,284456363.1999999,2555591.0,623790.0,37,84,10.994086036130167,-1,anomaly
1639711294,283151941.1800001,4469131.0,3188351.0,584,84,96.68028997053707,-1,anomaly
1003039322,282079072.50999993,303939.0,105475.0,10,70,1120.3227726277803,-1,anomaly
1518022763,281653043.34000015,226124.0,15911.0,4,84,1225.6879278024664,-1,anomaly
1750368700,281437556.37999976,4783978.0,4311882.0,373,84,36.120204100790225,-1,anomaly
1679602502,280884596.78000003,270700.0,93611.0,9,70,1422.174960063605,-1,anomaly
1265802847,280807223.90000004,651482.0,23931.0,2,84,339.3670168826601,-1,anomaly
1952852113,280570632.1000001,2122166.0,97069.0,3,81,130.0370378297852,-1,anomaly
1982869459,280435943.41999984,1638380.0,74964.0,8,84,228.29372464027043,-1,anomaly
1932103413,278959195.2899999,5011660.0,4010555.0,933,84,143.95977398646738,-1,anomaly
1174689665,278662434.15000015,4403111.0,2726560.0,757,84,103.37986590220456,-1,anomaly
1194706655,278420282.6200001,6876263.0,5650848.0,970,84,64.6130503603977,-1,anomaly
1477643690,277277789.6900002,1753239.0,1538814.0,400,74,156.52754081925164,-1,anomaly
1790721538,276762744.59999996,26910771.0,24848829.0,593,84,11.845216195473638,-1,anomaly
1629407069,276545732.0899998,983414.0,926309.0,40,84,166.61982028819682,-1,anomaly
1386022101,276415290.1,770929.0,82771.0,22,83,142.4640970418752,-1,anomaly
1659315430,276252681.4799997,1698884.0,259878.0,41,81,344.7658540015156,-1,anomaly
1750781076,275735217.45,1994881.0,95682.0,5,84,183.3851541269721,-1,anomaly
1508089699,275000143.29999983,341103.0,96172.0,8,70,1377.559376291368,-1,anomaly
1174661078,274715743.7899997,1797757.0,143415.0,6,83,441.2630745562962,-1,anomaly
1538668165,274420610.68,1789951.0,92082.0,7,82,209.10882700868154,-1,anomaly
1528105558,273741644.2799999,2865391.0,819832.0,119,83,162.33134565463283,-1,anomaly
1477807667,271781215.8000001,3888341.0,3712872.0,205,84,94.44206843280352,-1,anomaly
1184259913,271594336.31999993,3547699.0,1036164.0,32,84,87.34165909607026,-1,anomaly
1548202641,270281399.9499999,7802371.0,6838073.0,847,84,76.01196728420322,-1,anomaly
1154480069,270209401.0399999,1582590.0,1115574.0,170,84,37.05615744724508,-1,anomaly
1396048070,270125586.3099999,2758693.0,443637.0,57,84,99.7869644057555,-1,anomaly
1447575204,269903559.57,1412490.0,64971.0,4,84,191.52681085070148,-1,anomaly
1003847807,269654252.42999995,637252.0,42023.0,6,84,411.4575778687447,-1,anomaly
1124186747,267122655.54000005,1524896.0,65746.0,4,75,230.55908975152587,-1,anomaly
1871713495,266391325.03000003,7411868.0,5770297.0,727,84,117.52204078608366,-1,anomaly
1740262880,265904923.85000002,31036545.0,28916975.0,598,84,7.583239365160052,-1,anomaly
1962564328,265469406.60999995,970369.0,121695.0,14,84,273.33666468592963,-1,anomaly
1184722779,264994583.82999995,4174520.0,3377993.0,890,84,93.05737993220932,-1,anomaly
1871543215,264820794.14000008,3937825.0,3080491.0,782,84,159.9135064881339,-1,anomaly
1386751162,264796677.9099999,1475218.0,71100.0,9,84,202.7473046659768,-1,anomaly
1902809940,264262233.26999995,15254290.0,14217718.0,547,84,20.05344199539513,-1,anomaly
1700901725,264102389.61000016,12462007.0,804483.0,38,84,36.39419898363506,-1,anomaly
1447510326,264007636.47,1562448.0,69135.0,6,84,200.69057036384783,-1,anomaly
1720049190,263808587.70999968,2097171.0,146096.0,31,83,99.0606146183273,-1,anomaly
1194743013,263765032.89999986,1364671.0,1265095.0,387,84,183.24705564514545,-1,anomaly
1295827780,262561068.16000012,1688554.0,1538179.0,105,84,96.22126264871032,-1,anomaly
1972954923,262441757.19000006,2492970.0,82877.0,11,84,100.15310929235049,-1,anomaly
1750482022,262198153.46,4551447.0,3778857.0,781,84,63.006911849553155,-1,anomaly
1972047181,262161188.74999994,1808240.0,81066.0,3,84,140.77002627824126,-1,anomaly
