HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
Z0102,2018-01,2019-05,17,23173864.62,40,2018-01-01,2019-05-01,2018Q1,2019Q2
J0604,2018-01,2024-11,83,25685096.069999997,772,2018-01-01,2024-11-01,2018Q1,2024Q4
J0717,2018-01,2024-11,83,46152162.589999996,31,2018-01-01,2024-11-01,2018Q1,2024Q4
36482,2018-01,2024-12,84,44463476.75000001,55,2018-01-01,2024-12-01,2018Q1,2024Q4
A4575,2018-01,2024-12,84,87463377.41999999,8,2018-01-01,2024-12-01,2018Q1,2024Q4
96151,2018-01,2024-04,73,21713013.04999998,727,2018-01-01,2024-04-01,2018Q1,2024Q2
J7298,2018-01,2024-12,84,77824831.02999999,306,2018-01-01,2024-12-01,2018Q1,2024Q4
81203,2018-04,2024-11,64,692404.3500000001,14,2018-04-01,2024-11-01,2018Q2,2024Q4
V5140,2018-01,2024-12,84,63647255.37000001,112,2018-01-01,2024-12-01,2018Q1,2024Q4
D3330,2018-01,2024-12,84,358346879.370001,2004,2018-01-01,2024-12-01,2018Q1,2024Q4
C1889,2018-01,2024-12,83,28511668.290000007,308,2018-01-01,2024-12-01,2018Q1,2024Q4
T1014,2018-01,2024-12,84,23870546.15,555,2018-01-01,2024-12-01,2018Q1,2024Q4
87522,2018-01,2024-12,84,76191328.03999999,1342,2018-01-01,2024-12-01,2018Q1,2024Q4
A9900,2018-01,2024-12,84,39606035.49999999,259,2018-01-01,2024-12-01,2018Q1,2024Q4
54300,2018-01,2024-12,83,9762875.719999999,77,2018-01-01,2024-12-01,2018Q1,2024Q4
64483,2018-01,2024-12,84,150167842.5499999,1578,2018-01-01,2024-12-01,2018Q1,2024Q4
96132,2019-01,2024-12,72,31764157.2,1010,2019-01-01,2024-12-01,2019Q1,2024Q4
95806,2018-01,2024-12,84,47129979.11999999,1038,2018-01-01,2024-12-01,2018Q1,2024Q4
A4520,2018-01,2024-12,84,74295994.28000003,277,2018-01-01,2024-12-01,2018Q1,2024Q4
A4453,2018-08,2024-12,39,7497194.63,12,2018-08-01,2024-12-01,2018Q3,2024Q4
D3220,2018-01,2024-12,84,433707880.3499987,4157,2018-01-01,2024-12-01,2018Q1,2024Q4
96112,2019-01,2024-12,72,108783617.9000001,1279,2019-01-01,2024-12-01,2019Q1,2024Q4
M0240,2018-01,2022-04,41,7499358.1899999995,44,2018-01-01,2022-04-01,2018Q1,2022Q2
V5265,2018-01,2024-12,84,4435644.62,26,2018-01-01,2024-12-01,2018Q1,2024Q4
S0302,2018-01,2024-12,84,79584987.05999935,1661,2018-01-01,2024-12-01,2018Q1,2024Q4
0270,2018-01,2024-12,84,31499335.33000002,482,2018-01-01,2024-12-01,2018Q1,2024Q4
X0043,2018-01,2024-07,68,1957907.7900000005,7,2018-01-01,2024-07-01,2018Q1,2024Q3
D9222,2018-01,2024-12,84,247060174.88999963,2488,2018-01-01,2024-12-01,2018Q1,2024Q4
87511,2018-01,2024-12,84,22954527.019999996,447,2018-01-01,2024-12-01,2018Q1,2024Q4
B4224,2018-01,2024-12,84,28559811.82,103,2018-01-01,2024-12-01,2018Q1,2024Q4
V5260,2018-01,2024-09,69,3303965.04,28,2018-01-01,2024-09-01,2018Q1,2024Q3
S5175,2018-01,2024-11,83,38673094.17999999,46,2018-01-01,2024-11-01,2018Q1,2024Q4
81519,2018-01,2024-12,84,95753095.52999999,1,2018-01-01,2024-12-01,2018Q1,2024Q4
83550,2018-01,2024-12,84,117628119.76000065,6987,2018-01-01,2024-12-01,2018Q1,2024Q4
87340,2018-01,2024-12,84,113180731.65000011,5490,2018-01-01,2024-12-01,2018Q1,2024Q4
E2203,2018-01,2024-12,84,5425460.229999999,34,2018-01-01,2024-12-01,2018Q1,2024Q4
64635,2018-01,2024-12,84,88522868.72999993,729,2018-01-01,2024-12-01,2018Q1,2024Q4
E0431,2018-01,2024-12,84,233333081.87000018,3774,2018-01-01,2024-12-01,2018Q1,2024Q4
59410,2018-01,2024-12,84,54966222.019999996,340,2018-01-01,2024-12-01,2018Q1,2024Q4
97032,2018-01,2024-12,84,47249818.309999995,1349,2018-01-01,2024-12-01,2018Q1,2024Q4
C1781,2018-01,2024-11,82,5689201.829999999,211,2018-01-01,2024-11-01,2018Q1,2024Q4
21085,2018-09,2024-11,48,1596749.3599999999,6,2018-09-01,2024-11-01,2018Q3,2024Q4
D8070,2018-01,2024-10,76,2213104.2600000002,21,2018-01-01,2024-10-01,2018Q1,2024Q4
512,2018-01,2023-08,67,2930808.3200000003,2,2018-01-01,2023-08-01,2018Q1,2023Q3
30140,2018-01,2024-12,84,17463866.330000006,175,2018-01-01,2024-12-01,2018Q1,2024Q4
81400,2018-01,2024-12,84,4537449.609999999,94,2018-01-01,2024-12-01,2018Q1,2024Q4
0352,2018-01,2024-11,83,486544.57000000007,71,2018-01-01,2024-11-01,2018Q1,2024Q4
X4014,2018-01,2021-07,43,21812124.700000003,10,2018-01-01,2021-07-01,2018Q1,2021Q3
E0986,2018-07,2024-11,74,2950373.630000001,20,2018-07-01,2024-11-01,2018Q3,2024Q4
01922,2018-01,2024-12,84,54991651.339999996,392,2018-01-01,2024-12-01,2018Q1,2024Q4
78431,2020-01,2024-12,60,12727626.499999998,120,2020-01-01,2024-12-01,2020Q1,2024Q4
76830,2018-01,2024-12,84,524295993.2000023,7300,2018-01-01,2024-12-01,2018Q1,2024Q4
01966,2018-01,2024-11,83,4889802.89,54,2018-01-01,2024-11-01,2018Q1,2024Q4
S9451,2018-01,2024-12,84,17422379.260000005,994,2018-01-01,2024-12-01,2018Q1,2024Q4
97802,2018-01,2024-12,84,107574956.76999918,5495,2018-01-01,2024-12-01,2018Q1,2024Q4
M0298,2020-04,2022-04,25,3780184.7100000004,147,2020-04-01,2022-04-01,2020Q2,2022Q2
87077,2018-01,2024-12,84,75203066.23000021,3793,2018-01-01,2024-12-01,2018Q1,2024Q4
81255,2018-01,2024-12,84,7227242.030000001,62,2018-01-01,2024-12-01,2018Q1,2024Q4
99366,2018-01,2024-12,84,10346238.929999998,176,2018-01-01,2024-12-01,2018Q1,2024Q4
93451,2018-01,2024-11,82,5313922.83,40,2018-01-01,2024-11-01,2018Q1,2024Q4
99493,2018-04,2024-12,81,11303692.459999999,317,2018-04-01,2024-12-01,2018Q2,2024Q4
99480,2018-01,2024-12,84,273151311.85999995,835,2018-01-01,2024-12-01,2018Q1,2024Q4
V5259,2018-01,2022-05,11,358214.93,4,2018-01-01,2022-05-01,2018Q1,2022Q2
C1759,2020-07,2024-10,18,99103.59,10,2020-07-01,2024-10-01,2020Q3,2024Q4
G2083,2022-03,2024-12,34,2907682.1400000006,8,2022-03-01,2024-12-01,2022Q1,2024Q4
J2356,2022-11,2024-11,22,1323818.69,9,2022-11-01,2024-11-01,2022Q4,2024Q4
81330,2018-01,2024-12,84,2151286.97,48,2018-01-01,2024-12-01,2018Q1,2024Q4
D2752,2018-01,2024-12,82,17988877.35,138,2018-01-01,2024-12-01,2018Q1,2024Q4
37252,2018-01,2024-11,83,16871137.189999998,150,2018-01-01,2024-11-01,2018Q1,2024Q4
S8301,2019-08,2024-12,59,25417068.31000003,326,2019-08-01,2024-12-01,2019Q3,2024Q4
Z4300,2018-01,2024-12,84,12758378.209999943,25,2018-01-01,2024-12-01,2018Q1,2024Q4
E0442,2018-01,2024-12,84,7414006.969999999,61,2018-01-01,2024-12-01,2018Q1,2024Q4
36561,2018-01,2024-11,83,12910578.23,129,2018-01-01,2024-11-01,2018Q1,2024Q4
99424,2022-01,2024-12,36,1783758.87,114,2022-01-01,2024-12-01,2022Q1,2024Q4
2074Y,2018-01,2024-11,83,8625666.63,4,2018-01-01,2024-11-01,2018Q1,2024Q4
92607,2018-01,2024-12,84,5223215.429999999,30,2018-01-01,2024-12-01,2018Q1,2024Q4
A6252,2018-01,2024-12,84,27827824.050000012,236,2018-01-01,2024-12-01,2018Q1,2024Q4
76801,2018-01,2024-12,84,260018812.81000042,4792,2018-01-01,2024-12-01,2018Q1,2024Q4
87490,2018-01,2024-12,84,8309618.610000001,229,2018-01-01,2024-12-01,2018Q1,2024Q4
Q0509,2018-01,2024-11,81,3221558.74,4,2018-01-01,2024-11-01,2018Q1,2024Q4
1218Z,2018-01,2024-12,84,1771881.2500000002,5,2018-01-01,2024-12-01,2018Q1,2024Q4
90688,2018-01,2024-12,80,26724892.48000012,12018,2018-01-01,2024-12-01,2018Q1,2024Q4
76817,2018-01,2024-12,84,301069054.1999994,5245,2018-01-01,2024-12-01,2018Q1,2024Q4
36455,2018-01,2024-12,84,2600885.7800000003,7,2018-01-01,2024-12-01,2018Q1,2024Q4
W9324,2018-01,2024-12,84,2146925.0,8,2018-01-01,2024-12-01,2018Q1,2024Q4
0080U,2022-04,2024-11,32,840191.9899999998,1,2022-04-01,2024-11-01,2022Q2,2024Q4
94644,2018-01,2024-12,84,4041175.960000001,288,2018-01-01,2024-12-01,2018Q1,2024Q4
81351,2021-01,2024-12,48,1418427.62,21,2021-01-01,2024-12-01,2021Q1,2024Q4
E1805,2018-01,2024-12,84,2566824.3400000003,4,2018-01-01,2024-12-01,2018Q1,2024Q4
87500,2018-01,2024-12,84,10267599.119999994,481,2018-01-01,2024-12-01,2018Q1,2024Q4
92002,2018-01,2024-12,84,52233956.14000007,2688,2018-01-01,2024-12-01,2018Q1,2024Q4
88342,2018-01,2024-12,84,148963897.69999966,3452,2018-01-01,2024-12-01,2018Q1,2024Q4
87510,2018-01,2024-12,84,46912129.40999992,1260,2018-01-01,2024-12-01,2018Q1,2024Q4
93351,2018-01,2024-12,84,29446521.709999993,454,2018-01-01,2024-12-01,2018Q1,2024Q4
81508,2018-01,2024-12,84,84108386.59000003,51,2018-01-01,2024-12-01,2018Q1,2024Q4
V2523,2018-01,2024-12,84,2301985.91,47,2018-01-01,2024-12-01,2018Q1,2024Q4
96040,2018-01,2024-12,84,7010863.67,248,2018-01-01,2024-12-01,2018Q1,2024Q4
E2228,2018-01,2024-11,83,1009198.88,8,2018-01-01,2024-11-01,2018Q1,2024Q4
86364,2022-01,2024-12,36,10675527.480000002,511,2022-01-01,2024-12-01,2022Q1,2024Q4
H0042,2020-06,2024-11,53,2235906.0599999996,8,2020-06-01,2024-11-01,2020Q2,2024Q4
84480,2018-01,2024-12,84,25305296.05999999,1457,2018-01-01,2024-12-01,2018Q1,2024Q4
J2785,2018-01,2024-12,84,51954461.42999999,1507,2018-01-01,2024-12-01,2018Q1,2024Q4
88300,2018-01,2024-12,84,4326237.420000001,889,2018-01-01,2024-12-01,2018Q1,2024Q4
D7250,2018-01,2024-12,84,35696009.12,607,2018-01-01,2024-12-01,2018Q1,2024Q4
V5221,2019-02,2024-11,70,2331797.3100000005,2,2019-02-01,2024-11-01,2019Q1,2024Q4
A0210,2018-01,2024-12,84,5270416.23,26,2018-01-01,2024-12-01,2018Q1,2024Q4
84311,2018-01,2024-12,84,1763004.96,137,2018-01-01,2024-12-01,2018Q1,2024Q4
45382,2018-04,2024-11,80,3315251.8800000004,9,2018-04-01,2024-11-01,2018Q2,2024Q4
99426,2022-01,2024-12,36,1658581.29,174,2022-01-01,2024-12-01,2022Q1,2024Q4
A5063,2018-01,2024-12,84,14693697.780000009,224,2018-01-01,2024-12-01,2018Q1,2024Q4
D9997,2020-01,2024-12,59,1325256.82,60,2020-01-01,2024-12-01,2020Q1,2024Q4
A4630,2018-01,2024-12,84,1810519.1300000001,21,2018-01-01,2024-12-01,2018Q1,2024Q4
0047U,2019-07,2024-11,44,538173.13,2,2019-07-01,2024-11-01,2019Q3,2024Q4
84402,2018-01,2024-12,84,29798622.73999996,784,2018-01-01,2024-12-01,2018Q1,2024Q4
11046,2018-01,2024-12,84,2851630.42,89,2018-01-01,2024-12-01,2018Q1,2024Q4
80340,2018-01,2024-12,84,362264.76999999996,27,2018-01-01,2024-12-01,2018Q1,2024Q4
S5160,2018-01,2024-12,84,8526928.28,140,2018-01-01,2024-12-01,2018Q1,2024Q4
V2799,2018-01,2024-12,84,11001715.500000004,705,2018-01-01,2024-12-01,2018Q1,2024Q4
W1759,2018-06,2024-12,61,1160934.06,7,2018-06-01,2024-12-01,2018Q2,2024Q4
83615,2018-01,2024-12,84,25736340.549999956,2743,2018-01-01,2024-12-01,2018Q1,2024Q4
G0399,2018-01,2024-12,84,10431210.949999997,294,2018-01-01,2024-12-01,2018Q1,2024Q4
E0193,2018-01,2022-10,52,1049840.4100000001,2,2018-01-01,2022-10-01,2018Q1,2022Q4
84228,2018-01,2024-12,84,1613651.56,3,2018-01-01,2024-12-01,2018Q1,2024Q4
99224,2018-01,2023-03,62,2917125.5199999996,161,2018-01-01,2023-03-01,2018Q1,2023Q1
74150,2018-01,2024-11,83,2129210.61,54,2018-01-01,2024-11-01,2018Q1,2024Q4
A7509,2018-01,2024-12,84,6934402.600000002,42,2018-01-01,2024-12-01,2018Q1,2024Q4
A6257,2018-01,2024-12,84,8879359.629999999,174,2018-01-01,2024-12-01,2018Q1,2024Q4
L3002,2018-01,2024-11,83,9584486.61,52,2018-01-01,2024-11-01,2018Q1,2024Q4
J9267,2018-01,2024-12,84,2336713.85,174,2018-01-01,2024-12-01,2018Q1,2024Q4
00790,2018-01,2024-12,84,22177912.92,350,2018-01-01,2024-12-01,2018Q1,2024Q4
64415,2018-01,2024-11,83,4305824.47,201,2018-01-01,2024-11-01,2018Q1,2024Q4
L7510,2018-01,2024-11,83,1600898.99,4,2018-01-01,2024-11-01,2018Q1,2024Q4
72158,2018-01,2024-12,84,15824196.740000006,375,2018-01-01,2024-12-01,2018Q1,2024Q4
73564,2018-01,2024-12,84,71013515.68000011,3734,2018-01-01,2024-12-01,2018Q1,2024Q4
M0135,2021-02,2022-04,15,1057502.86,12,2021-02-01,2022-04-01,2021Q1,2022Q2
D3230,2018-01,2024-12,84,10671962.209999999,128,2018-01-01,2024-12-01,2018Q1,2024Q4
A6244,2019-11,2024-12,60,3663599.2800000003,6,2019-11-01,2024-12-01,2019Q4,2024Q4
L4350,2018-01,2024-12,84,17847137.16,290,2018-01-01,2024-12-01,2018Q1,2024Q4
J7611,2018-01,2024-12,84,1112569.15,396,2018-01-01,2024-12-01,2018Q1,2024Q4
E0776,2018-01,2024-12,84,8889766.429999994,433,2018-01-01,2024-12-01,2018Q1,2024Q4
M0209,2020-12,2024-12,49,6196436.59,11,2020-12-01,2024-12-01,2020Q4,2024Q4
31623,2018-01,2024-10,76,240073.81999999995,11,2018-01-01,2024-10-01,2018Q1,2024Q4
J7312,2018-03,2024-10,24,494423.72,6,2018-03-01,2024-10-01,2018Q1,2024Q4
50081,2021-12,2024-01,12,333231.6,2,2021-12-01,2024-01-01,2021Q4,2024Q1
A6512,2018-01,2024-11,32,477911.2200000001,4,2018-01-01,2024-11-01,2018Q1,2024Q4
81529,2021-03,2024-11,45,1037118.46,1,2021-03-01,2024-11-01,2021Q1,2024Q4
P9034,2018-05,2021-12,22,411509.79,1,2018-05-01,2021-12-01,2018Q2,2021Q4
A4930,2018-01,2024-12,84,5656076.409999999,179,2018-01-01,2024-12-01,2018Q1,2024Q4
E0424,2018-01,2024-12,84,20133130.290000003,143,2018-01-01,2024-12-01,2018Q1,2024Q4
69610,2018-03,2024-10,66,555112.67,21,2018-03-01,2024-10-01,2018Q1,2024Q4
81120,2018-02,2024-12,83,1342636.9800000004,4,2018-02-01,2024-12-01,2018Q1,2024Q4
95012,2018-01,2024-12,84,5826000.480000002,590,2018-01-01,2024-12-01,2018Q1,2024Q4
29065,2018-01,2024-11,83,6007106.4799999995,150,2018-01-01,2024-11-01,2018Q1,2024Q4
W7337,2019-12,2021-05,8,190197.58000000002,3,2019-12-01,2021-05-01,2019Q4,2021Q2
0134A,2022-09,2023-11,15,6206860.51,1514,2022-09-01,2023-11-01,2022Q3,2023Q4
87625,2018-01,2024-12,84,12840229.12,419,2018-01-01,2024-12-01,2018Q1,2024Q4
86702,2018-01,2024-12,84,4085665.369999998,254,2018-01-01,2024-12-01,2018Q1,2024Q4
86357,2018-01,2024-12,84,4706155.77,180,2018-01-01,2024-12-01,2018Q1,2024Q4
81314,2018-01,2024-12,84,1259965.1400000001,5,2018-01-01,2024-12-01,2018Q1,2024Q4
51728,2018-01,2024-12,84,8144735.0600000005,149,2018-01-01,2024-12-01,2018Q1,2024Q4
V2105,2018-01,2024-12,84,8129894.71,332,2018-01-01,2024-12-01,2018Q1,2024Q4
78227,2018-01,2024-11,83,5141366.579999999,215,2018-01-01,2024-11-01,2018Q1,2024Q4
17340,2018-01,2024-12,84,1225649.17,31,2018-01-01,2024-12-01,2018Q1,2024Q4
OP251,2018-01,2024-11,83,1692102.48,14,2018-01-01,2024-11-01,2018Q1,2024Q4
G0283,2018-01,2024-12,84,27674600.09000001,2222,2018-01-01,2024-12-01,2018Q1,2024Q4
J1790,2018-01,2024-12,84,985319.9,618,2018-01-01,2024-12-01,2018Q1,2024Q4
0482T,2018-01,2019-12,24,270502.33,12,2018-01-01,2019-12-01,2018Q1,2019Q4
92700,2018-01,2024-11,83,2860907.7999999993,58,2018-01-01,2024-11-01,2018Q1,2024Q4
90697,2020-11,2024-12,44,13690056.050000062,3585,2020-11-01,2024-12-01,2020Q4,2024Q4
00952,2018-01,2024-12,84,2260836.5100000002,120,2018-01-01,2024-12-01,2018Q1,2024Q4
84479,2018-01,2024-12,84,12948702.730000006,1157,2018-01-01,2024-12-01,2018Q1,2024Q4
E0691,2018-10,2024-12,69,896393.04,8,2018-10-01,2024-12-01,2018Q4,2024Q4
85651,2018-01,2024-12,84,8108643.330000029,2319,2018-01-01,2024-12-01,2018Q1,2024Q4
95910,2018-01,2024-12,84,16426469.160000002,581,2018-01-01,2024-12-01,2018Q1,2024Q4
73560,2018-01,2024-12,84,44276735.69999999,3563,2018-01-01,2024-12-01,2018Q1,2024Q4
D7962,2021-01,2024-12,48,2439517.24,78,2021-01-01,2024-12-01,2021Q1,2024Q4
95984,2022-04,2024-08,22,190966.61,5,2022-04-01,2024-08-01,2022Q2,2024Q3
L0464,2018-03,2024-11,71,883442.5099999999,12,2018-03-01,2024-11-01,2018Q1,2024Q4
00160,2018-01,2024-11,82,2275654.42,118,2018-01-01,2024-11-01,2018Q1,2024Q4
0087U,2022-10,2024-11,19,278083.05,1,2022-10-01,2024-11-01,2022Q4,2024Q4
86905,2018-01,2024-12,84,571362.76,83,2018-01-01,2024-12-01,2018Q1,2024Q4
L1300,2018-01,2022-10,13,224241.90999999997,5,2018-01-01,2022-10-01,2018Q1,2022Q4
W0210,2018-01,2018-03,3,601817.25,8,2018-01-01,2018-03-01,2018Q1,2018Q1
L3761,2018-01,2024-11,83,1387173.2700000003,18,2018-01-01,2024-11-01,2018Q1,2024Q4
99251,2018-01,2023-10,70,1441795.2400000002,161,2018-01-01,2023-10-01,2018Q1,2023Q4
83993,2018-01,2024-12,84,6058100.550000001,422,2018-01-01,2024-12-01,2018Q1,2024Q4
E2359,2018-01,2024-10,82,1056583.25,35,2018-01-01,2024-10-01,2018Q1,2024Q4
D7950,2022-03,2024-01,4,57284.48,2,2022-03-01,2024-01-01,2022Q1,2024Q1
58740,2018-01,2024-10,68,1042857.41,14,2018-01-01,2024-10-01,2018Q1,2024Q4
58552,2018-01,2020-11,6,72858.97,3,2018-01-01,2020-11-01,2018Q1,2020Q4
L1845,2018-01,2024-11,34,361124.04999999993,13,2018-01-01,2024-11-01,2018Q1,2024Q4
D5750,2018-01,2024-12,84,5267921.51,120,2018-01-01,2024-12-01,2018Q1,2024Q4
87255,2018-01,2024-12,84,5023041.72,112,2018-01-01,2024-12-01,2018Q1,2024Q4
86258,2022-01,2024-12,36,4001702.099999999,219,2022-01-01,2024-12-01,2022Q1,2024Q4
65820,2018-05,2024-11,70,596524.53,20,2018-05-01,2024-11-01,2018Q2,2024Q4
11976,2018-01,2024-12,84,7923441.92,188,2018-01-01,2024-12-01,2018Q1,2024Q4
J3315,2018-01,2023-10,49,888792.4699999999,7,2018-01-01,2023-10-01,2018Q1,2023Q4
92511,2018-01,2024-12,84,3855867.8600000003,161,2018-01-01,2024-12-01,2018Q1,2024Q4
P9603,2018-01,2024-12,84,3771798.9899999998,353,2018-01-01,2024-12-01,2018Q1,2024Q4
47000,2018-01,2024-10,69,699443.1900000001,26,2018-01-01,2024-10-01,2018Q1,2024Q4
52005,2018-01,2024-03,58,286757.09,16,2018-01-01,2024-03-01,2018Q1,2024Q1
V2780,2018-01,2024-12,84,1093194.81,31,2018-01-01,2024-12-01,2018Q1,2024Q4
L1844,2018-08,2024-07,12,131360.03,5,2018-08-01,2024-07-01,2018Q3,2024Q3
88121,2018-01,2024-11,83,2135719.1799999997,34,2018-01-01,2024-11-01,2018Q1,2024Q4
L0456,2019-03,2024-11,28,346321.24000000005,9,2019-03-01,2024-11-01,2019Q1,2024Q4
86300,2018-01,2024-12,84,6519783.75,431,2018-01-01,2024-12-01,2018Q1,2024Q4
L8501,2018-01,2024-12,84,3907608.169999999,70,2018-01-01,2024-12-01,2018Q1,2024Q4
13121,2018-02,2024-10,74,587445.18,20,2018-02-01,2024-10-01,2018Q1,2024Q4
G0105,2018-02,2024-11,79,1997972.5999999996,73,2018-02-01,2024-11-01,2018Q1,2024Q4
D9613,2019-03,2024-12,62,783423.91,18,2019-03-01,2024-12-01,2019Q1,2024Q4
E2363,2018-01,2024-11,83,2200614.93,62,2018-01-01,2024-11-01,2018Q1,2024Q4
A6223,2018-01,2024-12,84,6784554.179999999,136,2018-01-01,2024-12-01,2018Q1,2024Q4
ATP03,2018-01,2024-12,84,1745607.29,127,2018-01-01,2024-12-01,2018Q1,2024Q4
75710,2018-01,2024-11,83,2626466.44,206,2018-01-01,2024-11-01,2018Q1,2024Q4
S0612,2018-01,2024-12,83,1484944.8299999998,98,2018-01-01,2024-12-01,2018Q1,2024Q4
73120,2018-01,2024-12,84,5489391.329999999,796,2018-01-01,2024-12-01,2018Q1,2024Q4
A4390,2018-01,2024-12,84,2960842.9700000007,26,2018-01-01,2024-12-01,2018Q1,2024Q4
D4261,2022-03,2022-05,3,27440.0,2,2022-03-01,2022-05-01,2022Q1,2022Q2
C1726,2018-01,2024-12,84,1573250.2,167,2018-01-01,2024-12-01,2018Q1,2024Q4
82985,2018-01,2024-12,84,1351942.97,177,2018-01-01,2024-12-01,2018Q1,2024Q4
Q9969,2018-01,2024-12,84,459489.91999999987,229,2018-01-01,2024-12-01,2018Q1,2024Q4
V2624,2018-01,2024-12,84,1094058.4,37,2018-01-01,2024-12-01,2018Q1,2024Q4
S0220,2018-05,2023-04,52,3033221.079999999,114,2018-05-01,2023-04-01,2018Q2,2023Q2
86985,2018-01,2024-11,83,76158.21,13,2018-01-01,2024-11-01,2018Q1,2024Q4
81193,2021-01,2024-11,16,27861.129999999997,1,2021-01-01,2024-11-01,2021Q1,2024Q4
60100,2018-01,2023-03,40,102217.71,9,2018-01-01,2023-03-01,2018Q1,2023Q1
X0616,2020-10,2024-12,50,970956.69,14,2020-10-01,2024-12-01,2020Q4,2024Q4
