CLAIM_FROM_MONTH,total_paid,total_claims,providers,velocity_paid,velocity_claims,accel_paid,accel_claims,velocity_pct,accel_pct
2019-10-01,11890862793.23016,229836010.0,243432,1360714782.8799324,28342891.0,1459270809.6999817,29315010.0,12.922086010020628,13.849348886805824
2019-11-01,10694811682.100122,197813102.0,228279,-1196051111.1300373,-32022908.0,-2556765894.0099697,-60365799.0,-10.058572972610424,-22.980658982631052
2019-12-01,10773796446.440207,195213165.0,225437,78984764.34008408,-2599937.0,1275035875.4701214,29422971.0,0.7385334748089223,10.797106447419345
2020-01-01,12417328718.270113,231493965.0,242759,1643532271.8299065,36280800.0,1564547507.4898224,38880737.0,15.254903691566856,14.516370216757934
2020-02-01,11387443071.260246,210768595.0,236134,-1029885647.0098667,-20725370.0,-2673417918.839773,-57006170.0,-8.293938820308068,-23.548842511874923
2020-03-01,10327180044.76014,175476623.0,215936,-1060263026.5001068,-35291972.0,-30377379.490240097,-14566602.0,-9.310808579812003,-1.016869759503935
2020-04-01,8541553016.110182,126498275.0,162138,-1785627028.6499577,-48978348.0,-725364002.1498508,-13686376.0,-17.290557740938763,-7.97974916112676
2020-05-01,9276309404.630241,146927456.0,185451,734756388.5200596,20429181.0,2520383417.1700172,69407529.0,8.602140467128617,25.89269820806738
2020-06-01,10386347586.830063,180029356.0,211834,1110038182.1998215,33101900.0,375281793.6797619,12672719.0,11.966377292738306,3.364236825609689
2020-07-01,11043497587.590065,193266077.0,217645,657150000.7600021,13236721.0,-452888181.43981934,-19865179.0,6.327055736063292,-5.639321556675014
2020-08-01,10945591115.500143,193099010.0,220412,-97906472.08992195,-167067.0,-755056472.8499241,-13403788.0,-0.8865531170119789,-7.213608853075271
2020-09-01,11345841778.780197,204909864.0,230141,400250663.2800541,11810854.0,498157135.36997604,11977921.0,3.656729536637404,4.543282653649383
2020-10-01,12256768912.530224,220267867.0,241242,910927133.7500267,15358003.0,510676470.4699726,3547149.0,8.028731155529666,4.372001618892262
2020-11-01,11824939391.280087,207113269.0,237363,-431829521.2501373,-13154598.0,-1342756655.000164,-28512601.0,-3.5231921588133486,-11.551923314343014
2020-12-01,12337430898.160183,214312315.0,238611,512491506.88009644,7199046.0,944321028.1302338,20353644.0,4.3339884452855415,7.85718060409889
2021-01-01,12594444977.410267,222768005.0,244592,257014079.25008392,8455690.0,-255477427.6300125,1256644.0,2.083205826007184,-2.2507826192783575
2021-02-01,11715579066.730257,206952736.0,241312,-878865910.6800098,-15815269.0,-1135879989.9300938,-24270959.0,-6.97820278905793,-9.061408615065114
2021-03-01,14136311330.650162,258070549.0,263709,2420732263.9199047,51117813.0,3299598174.5999146,66933082.0,20.662506310031816,27.640709099089747
2021-04-01,13565862878.510223,245380331.0,259223,-570448452.1399384,-12690218.0,-2991180716.059843,-63808031.0,-4.0353416021837285,-24.697847912215543
2021-05-01,13208518113.690247,232574191.0,253789,-357344764.8199768,-12806140.0,213103687.31996155,-115922.0,-2.6341469615327573,1.4011946406509712
2021-06-01,13415399746.470316,237429997.0,254208,206881632.78006935,4855806.0,564226397.6000462,17661946.0,1.5662743617366415,4.200421323269399
2021-07-01,13562082770.470243,238882520.0,248266,146683023.99992752,1452523.0,-60198608.78014183,-3403283.0,1.0933928676893911,-0.47288149404725033
2021-08-01,14202719417.500341,256226837.0,256607,640636647.030098,17344317.0,493953623.03017044,15891794.0,4.723733499289695,3.630340631600304
2021-09-01,14024666614.740112,255309350.0,256882,-178052802.7602291,-917487.0,-818689449.7903271,-18261804.0,-1.2536528922822754,-5.9773863915719705
2021-10-01,14165659978.040266,255714420.0,259236,140993363.30015373,405070.0,319046166.06038284,1322557.0,1.0053241704296,2.2589770627118755
2021-11-01,13904172445.350172,248630420.0,256673,-261487532.690094,-7084000.0,-402480895.9902477,-7489070.0,-1.845925520557845,-2.851249690987445
2021-12-01,14062529938.430157,246625408.0,252714,158357493.07998466,-2005012.0,419845025.77007866,5078988.0,1.1389206635806781,2.984846184138523
2022-01-01,14412456539.880146,251898388.0,252426,349926601.4499893,5272980.0,191569108.37000465,7277992.0,2.4883616460343205,1.3494409824536424
2022-02-01,13250746218.500301,235438630.0,249653,-1161710321.3798447,-16459758.0,-1511636922.829834,-21732738.0,-8.060460187098029,-10.54882183313235
2022-03-01,15695994584.589972,280314489.0,266470,2445248366.08967,44875859.0,3606958687.469515,61335617.0,18.453665369243023,26.51412555634105
2022-04-01,14609179171.90017,254562730.0,256690,-1086815412.6898022,-25751759.0,-3532063778.7794724,-70627618.0,-6.924157668586462,-25.377823037829486
2022-05-01,14956401093.080053,257888000.0,257589,347221921.17988396,3325270.0,1434037333.8696861,29077029.0,2.3767380569042817,9.300895725490744
2022-06-01,14650484215.679926,250499963.0,253680,-305916877.4001274,-7388037.0,-653138798.5800114,-10713307.0,-2.0453909700353434,-4.422129026939626
2022-07-01,14067993433.62025,234428626.0,243395,-582490782.0596752,-16071337.0,-276573904.6595478,-8683300.0,-3.975914880931064,-1.9305239108957206
2022-08-01,15825029409.54016,273676256.0,260742,1757035975.9199085,39247630.0,2339526757.9795837,55318967.0,12.489599061944933,16.465513942875997
2022-09-01,15268172192.710197,263892615.0,258297,-556857216.8299618,-9783641.0,-2313893192.7498703,-49031271.0,-3.5188384325798405,-16.008437494524774
2022-10-01,15854981611.14085,269996140.0,261551,586809418.4306526,6103525.0,1143666635.2606144,15887166.0,3.8433508020745633,7.362189234654403
2022-11-01,15675981809.010689,263677624.0,258432,-178999802.1301613,-6318516.0,-765809220.5608139,-12422041.0,-1.1289814552946753,-4.972332257369239
2022-12-01,15297538611.300587,251420641.0,251442,-378443197.7101021,-12256983.0,-199443395.5799408,-5938467.0,-2.4141594594896065,-1.2851780041949312
2023-01-01,16594310221.530691,280827661.0,263617,1296771610.2301044,29407020.0,1675214807.9402065,41664003.0,8.476995176676038,10.891154636165645
2023-02-01,15394753399.570215,259922326.0,258452,-1199556821.960476,-20905335.0,-2496328432.1905804,-50312355.0,-7.228723616387988,-15.705718793064026
2023-03-01,17668427237.50046,298461892.0,271651,2273673837.9302464,38539566.0,3473230659.8907223,59444901.0,14.769147507057312,21.9978711234453
2023-04-01,16091892914.070555,265379484.0,259681,-1576534323.4299068,-33082408.0,-3850208161.360153,-71621974.0,-8.922889979045678,-23.69203748610299
2023-05-01,17280277362.920483,287129748.0,267084,1188384448.849928,21750264.0,2764918772.2798347,54832672.0,7.3849885479341015,16.307878526979778
2023-06-01,16029192012.870504,261269038.0,257278,-1251085350.0499783,-25860710.0,-2439469798.899906,-47610974.0,-7.239961047931565,-14.624949595865665
2023-07-01,15725897305.960512,246824756.0,247411,-303294706.9099922,-14444282.0,947790643.139986,11416428.0,-1.8921397077685809,5.347821340162984
2023-08-01,17348504365.580624,279910801.0,261549,1622607059.6201115,33086045.0,1925901766.5301037,47530327.0,10.318057075223951,12.210196782992533
2023-09-01,16361790144.500462,259464154.0,253825,-986714221.080162,-20446647.0,-2609321280.7002735,-53532692.0,-5.687603958747012,-16.005661033970963
2023-10-01,17484140655.950577,276564708.0,261465,1122350511.4501152,17100554.0,2109064732.5302773,37547201.0,6.859582610081083,12.547186568828096
2023-11-01,16663518408.740818,259356081.0,253968,-820622247.2097588,-17208627.0,-1942972758.659874,-34309181.0,-4.6935234814098,-11.553106091490882
2023-12-01,16152279164.090607,243448023.0,244184,-511239244.65021133,-15908058.0,309383002.5595474,1300569.0,-3.068015002054081,1.625508479355719
2024-01-01,17783239324.270893,272010590.0,256264,1630960160.1802864,28562567.0,2142199404.8304977,44470625.0,10.097399528644857,13.165414530698937
2024-02-01,17169976799.300926,266795878.0,255035,-613262524.9699669,-5214712.0,-2244222685.1502533,-33777279.0,-3.44854226942205,-13.545941798066908
2024-03-01,17501161887.45102,264969435.0,253950,331185088.1500931,-1826443.0,944447613.12006,3388269.0,1.9288615938233278,5.3774038632453784
2024-04-01,17396698624.10115,267197354.0,255881,-104463263.34986877,2227919.0,-435648351.49996185,4054362.0,-0.5968933035513047,-2.5257548973746324
2024-05-01,17580257320.490734,262777836.0,253766,183558696.3895836,-4419518.0,288021959.73945236,-6647437.0,1.055135232010529,1.6520285355618336
2024-06-01,15770419278.260765,228543520.0,238627,-1809838042.229969,-34234316.0,-1993396738.6195526,-29814798.0,-10.294718724739626,-11.349853956750156
2024-07-01,16423060106.690641,242983356.0,239909,652640828.4298763,14439836.0,2462478870.6598454,48674152.0,4.1383860309251785,14.433104755664804
2024-08-01,16347006139.250511,246659583.0,242152,-76053967.44013023,3676227.0,-728694795.8700066,-10763609.0,-0.46309254758890583,-4.601478578514085
2024-09-01,15626350800.430582,233168618.0,236868,-720655338.8199291,-13490965.0,-644601371.3797989,-17167192.0,-4.408485154291197,-3.9453926067022915
2024-10-01,16310402111.530556,244177082.0,237918,684051311.0999737,11008464.0,1404706649.9199028,24499429.0,4.377549946473258,8.786035100764455
2024-11-01,12874830358.750174,183954822.0,204539,-3435571752.780382,-60222260.0,-4119623063.880356,-71230724.0,-21.06368518254753,-25.44123512902079
2024-12-01,4199364318.9499807,63394189.0,117151,-8675466039.800194,-120560633.0,-5239894287.019812,-60338373.0,-67.38314834497257,-46.31946316242504
