CLAIM_FROM_MONTH,total_paid,total_claims,providers,velocity_paid,velocity_claims,accel_paid,accel_claims,velocity_pct,accel_pct
2018-01-01,9232048522.370106,187217689.0,230343,,,,,,
2018-02-01,8420467832.360016,171352502.0,223890,-811580690.0100899,-15865187.0,,,-8.790905810812788,
2018-03-01,9129935988.660128,183682093.0,229785,709468156.3001118,12329591.0,1521048846.3102016,28194778.0,8.425519465481624,17.216425276294412
2018-04-01,8981173692.470125,179619696.0,227737,-148762296.19000244,-4062397.0,-858230452.4901142,-16391988.0,-1.6293903525147702,-10.054909817996394
2018-05-01,9384689427.05006,185076176.0,228477,403515734.5799351,5456480.0,552278030.7699375,9518877.0,4.492906477448999,6.122296829963769
2018-06-01,8607149265.450064,164850507.0,216671,-777540161.5999966,-20225669.0,-1181055896.1799316,-25682149.0,-8.285198648757042,-12.778105126206041
2018-07-01,8854594623.630085,169724543.0,215506,247445358.1800213,4874036.0,1024985519.7800179,25099705.0,2.874881689031361,11.160080337788404
2018-08-01,9492334835.450043,186434915.0,225891,637740211.8199577,16710372.0,390294853.63993645,11836336.0,7.202364861718591,4.32748317268723
2018-09-01,8661621043.370043,168487953.0,214527,-830713792.0799999,-17946962.0,-1468454003.8999577,-34657334.0,-8.751416869299833,-15.953781731018424
2018-10-01,9921379666.380135,198197925.0,229358,1259758623.0100918,29709972.0,2090472415.0900917,47656934.0,14.544143835227729,23.29556070452756
2018-11-01,9072923512.380138,173605775.0,216770,-848456153.9999962,-24592150.0,-2108214777.010088,-54302122.0,-8.551796045817085,-23.095939881044814
2018-12-01,8907431063.820072,166190908.0,211803,-165492448.56006622,-7414867.0,682963705.43993,17177283.0,-1.8240256113065345,6.72777043451055
2019-01-01,10529905105.900187,202463697.0,229768,1622474042.0801144,36272789.0,1787966490.6401806,43687656.0,18.214836920492484,20.03886253179902
2019-02-01,9680573063.789976,187149977.0,223699,-849332042.1102104,-15313720.0,-2471806084.190325,-51586509.0,-8.065904047267313,-26.280740967759797
2019-03-01,10638499933.200247,202656457.0,230714,957926869.4102707,15506480.0,1807258911.520481,30820200.0,9.89535292072099,17.961256967988305
2019-04-01,10662800690.750143,204034522.0,233371,24300757.54989624,1378065.0,-933626111.8603745,-14128415.0,0.2284227823704743,-9.666930138350516
2019-05-01,10788430160.420195,203400802.0,231476,125629469.67005157,-633720.0,101328712.12015533,-2011785.0,1.1782033005552917,0.9497805181848173
2019-06-01,9722889154.4902,179172702.0,219912,-1065541005.9299946,-24228100.0,-1191170475.6000462,-23594380.0,-9.876701151935652,-11.054904452490945
2019-07-01,10364775003.790268,193812066.0,225116,641885849.3000679,14639364.0,1707426855.2300625,38867464.0,6.601801574623867,16.47850272655952
2019-08-01,10628704037.170277,202465238.0,231294,263929033.3800087,8653172.0,-377956815.9200592,-5986192.0,2.5464038851156223,-4.055397689508244
2019-09-01,10530148010.350227,201493119.0,231361,-98556026.82004929,-972119.0,-362485060.200058,-9625291.0,-0.9272628767851954,-3.4736667619008177
