CLAIM_FROM_MONTH,1376609297,1417262056,1528263910,1538649983,1629436241,1699703827,1699725143,1710176151,1922467554,1982757688,market_total,share_1417262056,share_1699703827,share_1376609297,share_1699725143,share_1922467554,share_1710176151,share_1629436241,share_1982757688,share_1538649983,share_1528263910,top10_combined
2018-01-01,34700067.839999996,45909264.97999999,31374700.099999998,0.0,31596951.279999997,84162294.84,24519151.509999998,9340457.91,6058467.59,23140430.360000003,9232048522.369894,0.4972814524182651,0.9116318511115807,0.37586531045541327,0.2655873336301081,0.06562430402439841,0.10117427229035271,0.3422528727339159,0.25065325755090145,0.0,0.3398454852568953,3.149916139471831
2018-02-01,31960361.509999998,43386420.55,25775213.57,0.0,29217206.699999996,85074885.99,23192619.96,9162778.77,5775541.28,23044827.35,8420467832.359957,0.5152495254867606,1.010334433712296,0.3795556511382414,0.27543148933923234,0.06858931587867989,0.10881555457984571,0.3469784254470747,0.2736763302086193,0.0,0.30610191836308137,3.2847326441538316
2018-03-01,34417756.4,50350486.33,31769375.419999998,0.0,31871062.309999995,81884114.19,26798437.89,11110410.52,6656684.2299999995,25930020.72,9129935988.660015,0.5514878351013484,0.8968750086715339,0.3769769738007926,0.2935227357922929,0.07291052465502543,0.12169209656891203,0.3490830861200557,0.28401098049544704,0.0,0.347969311717625,3.2945285529230337
2018-04-01,31381686.419999998,50049063.55999999,14421612.13,0.0,30796433.560000002,77719652.73,28024237.119999997,11715586.99,6950411.510000001,25167656.64,8981173692.469982,0.5572664027415731,0.8653618713015416,0.349416317895189,0.3120331270677478,0.07738867711496752,0.13044605739918616,0.3428998771710698,0.2802268111249327,0.0,0.1605760296350955,3.075615171451303
2018-05-01,32511475.78,53516745.06000001,15568763.02,0.0,31824641.39,81044301.49,30215369.479999997,12459495.46,7832458.2299999995,26032217.959999997,9384689427.049921,0.5702558989938041,0.863580005710176,0.34643102505119333,0.3219645116108888,0.08345996200390123,0.13276406807973234,0.33911235568723647,0.27739029791402725,0.0,0.16589534625541724,3.100853471306377
2018-06-01,32994323.759999998,53338146.32,13873135.86,0.0,30589916.89,67631441.77000001,28797017.47,12296271.309999999,7639429.94,25153760.630000003,8607149265.449986,0.6196958444081481,0.7857589044200712,0.3833362562032325,0.33457090822851526,0.08875679629102619,0.14286113707076678,0.35540125942501294,0.29224264450681575,0.0,0.16118154143890875,3.163805291992497
2018-07-01,35049603.6,58772785.459999986,13044815.090000002,14730.24,33277022.13,72799263.87999998,29820577.510000005,12998825.26,8350975.24,25295824.950000003,8854594623.62996,0.6637546715369106,0.8221637124496137,0.3958352142566109,0.33678083274889664,0.09431233833917177,0.14680316618121028,0.3758164381822148,0.28568021490779355,0.00016635702283523973,0.1473225556276483,3.2686355012529056
2018-08-01,37177767.51,59441854.580000006,14198377.740000002,20894.36,33910652.220000006,80286209.94,31439244.93,13526433.98,8942283.72,24088509.689999998,9492334835.450008,0.6262089950515531,0.845800441427368,0.39166093647641004,0.33120665752947537,0.09420531276039915,0.14249849183031632,0.35724247835587847,0.25376801500974466,0.00022011823605261026,0.14957729564042388,3.1923887423176223
2018-09-01,35436063.379999995,57588238.56,12485431.399999999,31987.43,32083377.199999996,71016817.53,29325054.79,12743756.629999999,8685682.95,25321404.68,8661621043.369902,0.6648667526742159,0.819902154278157,0.4091158364302347,0.33856312395988586,0.10027779911531128,0.14712900236792045,0.37040846094921737,0.2923402507822995,0.00036930073296712745,0.14414659031472013,3.287119271604929
2018-10-01,33226816.52,61757916.8,14739539.329999998,86549.64,33940055.2,85843606.82000001,34024380.13000001,13904082.000000004,9415003.44,27222670.190000005,9921379666.379822,0.6224730720594894,0.8652386029625977,0.3349011693665385,0.3429400070768086,0.09489611078894844,0.14014262600106117,0.3420900755870808,0.27438391741269985,0.0008723548831951998,0.14856340373655166,3.166501339874971
2018-11-01,35333284.32,58740788.499999985,12664370.05,194387.79,32075073.080000006,74261255.54,30575914.25,13283516.669999998,9624397.360000001,25443512.08,9072923512.379948,0.6474295569652775,0.8184931289090114,0.3894365941891602,0.3370017856788868,0.10607823759196879,0.14640833962586286,0.3535252230026382,0.2804334462346396,0.0021425044500238436,0.13958422588617161,3.220533042533641
2018-12-01,37610210.65,60160519.61,11091717.48,5576744.489999999,30762156.069999997,63924629.51,30292023.410000008,14712327.85,9895147.06,25375711.540000003,8907431063.819937,0.6753969711240209,0.7176550573559649,0.42223409174351695,0.3400758669134098,0.11108867404196877,0.16516914635195215,0.345353849494825,0.28488249146345535,0.06260777602480172,0.12452206927597975,3.2489859937898955
2019-01-01,37483625.559999995,59088780.57,14295903.85,10387131.49,33371131.560000002,80912751.9,35664184.55000001,12085669.9,11770911.84,26592317.18,10529905105.900127,0.5611520709421334,0.768409127017326,0.35597306132414364,0.3386942635410515,0.11178554527907862,0.11477472758256999,0.31691768562379025,0.252540900535749,0.09864411298616425,0.13576479280890863,3.054656287640915
2019-02-01,33620153.269999996,54354399.46,12768362.659999998,9427107.110000001,30292363.60000001,76882832.84,33374311.53000001,14399269.79,10493153.58,24189670.97,9680573063.78994,0.5614791510981094,0.7941971238002351,0.347295072806751,0.3447555357526942,0.10839392989294722,0.1487439813233814,0.3129191154324139,0.24987850213621293,0.09738170506932048,0.13189676453928018,3.096940881851346
2019-03-01,37240826.79,59153759.150000006,15489473.600000001,10584473.69,32844125.610000007,83207964.54,35171158.239999995,17340659.119999997,11768152.629999999,26239469.86,10638499933.200073,0.5560347748407278,0.7821400109270006,0.3500571229387405,0.330602608082364,0.11061853366445551,0.1629990997686072,0.3087289168231489,0.24664633195243282,0.09949216295963427,0.14559828638679842,3.09291784834391
2019-04-01,36010662.82,60488823.79000001,15845204.919999998,10361021.309999999,32118894.049999997,86059018.73999998,35845648.089999996,17671946.269999996,12000716.2,25900336.799999997,10662800690.750027,0.5672883283139112,0.8070958206567259,0.33772236642516656,0.336174792436063,0.11254750555743402,0.16573456432821068,0.3012238058417721,0.2429036943592927,0.09716979253854176,0.1486026549642413,3.11646332542136
