BILLING_PROVIDER_NPI_NUM,outlier_total_paid,outlier_total_claims,outlier_total_bene,outlier_avg_cost_per_claim,outlier_max_single_record,outlier_count,total_paid,total_claims,total_bene,num_codes,active_months,avg_cost_per_claim,max_single_record
1982757688,True,True,True,True,True,5,2254946211.700001,1950098.0,594985.0,21,84,3002.862144116996,3503437.07
1871516799,True,True,True,False,True,4,102395508.66000004,3290334.0,2608741.0,189,84,6.572246745531199,1818656.24
1831265115,True,True,True,False,True,4,147833759.34000024,1587375.0,577667.0,40,84,89.98966099666566,1100502.51
1912919481,True,True,True,False,True,4,288158032.02,3749193.0,2995111.0,586,84,118.40382702457107,947774.22
1376587113,True,True,True,False,True,4,101478965.99000002,10153997.0,9838820.0,478,84,10.942109452287408,1025205.12
1376577247,True,True,True,False,True,4,79775113.8999999,1299838.0,1167265.0,500,84,89.75853122569491,1760784.38
1720011810,True,True,True,False,True,4,199618075.4100001,3868184.0,3012437.0,503,84,87.417640076211,872390.03
1194934471,True,True,True,False,True,4,1053552904.8399997,6532613.0,1679994.0,58,83,245.61643391249314,1525808.66
1891799227,True,True,True,False,True,4,299002604.18000007,3175044.0,2209384.0,826,84,188.73201006206511,2685452.53
1700821303,True,True,True,False,True,4,69438116.30999999,880174.0,762780.0,231,84,7.785389688570186,974941.44
1326188509,True,True,True,False,True,4,102511986.56000002,1764309.0,812905.0,25,83,70.50587902190924,1045500.0
1568407310,True,True,True,False,True,4,231531116.04000014,3452765.0,2681021.0,353,84,54.080471525437495,1213167.61
1073576740,True,True,True,False,True,4,251457852.80000004,4606950.0,3975987.0,723,84,73.30134737942788,922945.3
1841236684,True,True,True,False,True,4,132391899.23999996,11245781.0,9976988.0,494,84,12.024185642600903,1477006.21
1750384079,True,True,True,False,True,4,119091139.95999992,1335636.0,1124814.0,356,83,152.6951802402219,869522.06
1891728697,True,True,True,False,True,4,571724616.5899999,9598455.0,8329173.0,169,84,50.88139604085187,1995730.19
1689639544,True,True,True,False,True,4,186018381.1200001,6668299.0,4926410.0,96,84,19.094765560689414,5706294.68
1689778623,True,True,True,False,True,4,76641055.53999998,1069309.0,873006.0,186,84,4.42031559913956,1337744.77
1851370910,True,True,True,False,True,4,84015637.50000009,1205865.0,1011472.0,582,84,99.6780511464774,737400.44
1427123132,True,True,True,False,True,4,55671284.559999935,2088356.0,1834361.0,378,84,44.84620664260082,807556.52
1053342816,True,True,True,False,True,4,145263355.1200001,3493646.0,2845092.0,648,84,41.5531784488428,1620038.82
1174680557,True,True,True,False,True,4,195022003.93,2216965.0,1019129.0,46,84,87.57320035912471,1047166.37
1598729014,True,True,True,False,True,4,89466017.89999995,7257110.0,6054505.0,93,84,26.232776812586028,1714847.87
1689629990,True,True,True,False,True,4,135907422.95999998,1718750.0,609530.0,34,84,47.751538472384176,1637741.09
1588855100,True,True,True,False,True,4,208392820.18999997,1682483.0,1157858.0,68,84,110.62709603848435,1676665.0
1063426377,True,True,True,False,True,4,146568057.8799999,3455689.0,2849191.0,610,84,51.02643534473194,785107.31
1184654923,True,True,True,False,True,4,101262273.57000008,1373383.0,1229927.0,282,84,56.02684480721507,948828.02
1932586427,True,True,True,False,True,4,60637087.89000001,3035746.0,1998796.0,115,84,15.102298168556711,1275189.76
1447281936,True,True,True,False,True,4,152448324.41000006,7054107.0,6549533.0,421,84,3.9217688379426137,1766869.21
1154748416,True,True,True,False,True,4,109333188.67,1984744.0,1791598.0,256,84,26.855385657868222,969334.94
1073516183,True,True,True,False,True,4,132155587.06999996,1264718.0,1114445.0,350,84,145.95220003980052,781888.04
1164487542,True,True,True,False,True,4,227071353.6899999,3252356.0,2663056.0,502,84,70.1486694589485,833210.87
1518096411,True,True,False,True,True,4,1143418621.17,1557105.0,197206.0,13,82,1957.5081434515298,16565045.72
1265507917,True,True,True,False,True,4,89097242.88000003,819689.0,666129.0,17,82,94.53260676258158,1116000.0
1023199965,True,True,True,False,True,4,342635897.57000005,2637648.0,581456.0,54,84,231.93686847201246,3663557.89
1255385399,True,True,True,False,True,4,299955611.69000006,1212453.0,712123.0,55,84,275.8897836285052,4669312.34
1245370717,True,True,True,False,True,4,178141487.41000018,3580920.0,3019011.0,518,84,54.46786510250909,1126293.42
1740586205,True,True,True,False,True,4,95866714.34999993,1420349.0,641015.0,23,84,69.7932935297057,2041350.0
1780630608,True,True,True,False,True,4,500546324.36999977,7181828.0,5089874.0,1033,84,133.13080906396172,1870357.61
1104847946,True,True,True,False,True,4,170758161.82999995,1616350.0,675879.0,43,84,101.35236706321108,1488579.84
1801927645,True,True,True,False,True,4,146352462.46999997,4493816.0,797385.0,8,84,83.48926822706231,2836563.82
1316943566,True,True,True,False,True,4,422725253.93000007,3712955.0,2598536.0,22,84,264.4100163558533,4636750.64
1417262056,True,True,True,False,True,4,7177816544.459996,89773441.0,5596134.0,25,84,341.25283914338416,55056558.57
1548393127,True,True,True,False,True,4,95561063.14000012,4150529.0,3026075.0,528,84,27.20366845988743,843134.18
1891770806,True,True,True,False,True,4,220037247.59000003,8750297.0,7708864.0,203,84,16.586340450988292,1149411.18
1215914288,True,True,True,False,True,4,115713527.50000006,5070325.0,4053738.0,236,84,14.532224010961254,837236.4
1023054004,True,True,True,False,True,4,66560295.630000025,962412.0,762730.0,236,82,7.087575806131364,1076810.51
1669878567,True,True,True,False,True,4,352134469.0899999,4669455.0,3674152.0,223,84,15.836132591075582,1657074.19
1669423380,True,True,True,False,True,4,167777037.77000013,4791823.0,3946101.0,812,84,47.29242442848059,849394.34
1999999984,True,True,True,False,True,4,175814218.48999998,7882006.0,994268.0,213,84,69.96616277931376,1791109.23
1639172810,True,True,True,False,True,4,509260010.3099995,4860818.0,1797777.0,38,84,56.25795809640907,6233128.41
1366479099,True,True,True,False,True,4,668499553.82,111637602.0,108161020.0,708,84,7.926705499778082,2212464.58
1124342779,True,True,True,False,True,4,104604232.16000001,2063778.0,1361575.0,4,78,29.856613763248028,1956224.0
1740230119,True,True,True,False,True,4,165609788.9799999,7046474.0,6580283.0,774,84,47.981724435743445,729377.11
1619969458,True,True,True,False,True,4,546516638.8400002,4950940.0,3704323.0,243,84,47.65655069665441,5581958.4
1902811342,True,True,True,False,True,4,303978534.03999996,3062701.0,1513845.0,18,84,93.91433298187044,3532189.2
1720251788,True,True,True,False,True,4,100188352.68999997,1350901.0,629057.0,22,84,76.51181335548353,984867.77
1366452880,True,True,True,False,True,4,65777869.040000014,911010.0,709756.0,360,84,35.3602980803178,1199063.84
1043263080,True,True,True,False,True,4,102446976.51000012,1008897.0,844516.0,347,84,63.61308314071837,807538.05
1659402303,True,True,True,False,True,4,1068150354.8599988,6138417.0,1263528.0,65,76,282.0929496630168,2670738.49
1669915047,True,True,True,False,True,4,118695586.08000004,4968347.0,774180.0,14,32,27.121342493667182,2268900.19
1053584482,True,True,True,False,True,4,142978147.1,13619013.0,13219659.0,429,84,11.62936115407994,2526900.26
1104982917,True,True,True,False,True,4,190494081.72999993,2823800.0,2303521.0,676,84,78.83466624153222,1117819.0
