BILLING_PROVIDER_NPI_NUM,HCPCS_CODE,provider_cpc,median_cpc,q1_cpc,q3_cpc,iqr,TOTAL_PAID,TOTAL_CLAIMS,upper_fence,excess_ratio,flag_cost_outlier
1619089539,Q5003,6808.303076923077,0.0,0.0,195.65234299516908,195.65234299516908,88507.94,13,782.6093719806763,680830.3076923077,True
1881658276,G9006,6728.4,0.0,0.0,199.3550338066261,199.3550338066261,134568.0,20,797.4201352265044,672840.0,True
1619015393,Q5001,6342.83625,0.0,0.0,0.0,0.0,101485.38,16,0.0,634283.625,True
1780773408,Q5003,6138.3401639344265,0.0,0.0,195.65234299516908,195.65234299516908,748877.5,122,782.6093719806763,613834.0163934426,True
1710064878,Q5003,5653.300303030303,0.0,0.0,195.65234299516908,195.65234299516908,186558.91,33,782.6093719806763,565330.0303030303,True
1780738757,Q5003,5600.952115384615,0.0,0.0,195.65234299516908,195.65234299516908,291249.51,52,782.6093719806763,560095.2115384615,True
1215033097,Q5003,4761.1075,0.0,0.0,195.65234299516908,195.65234299516908,95222.15,20,782.6093719806763,476110.75,True
1134250210,Q5003,4708.744137931034,0.0,0.0,195.65234299516908,195.65234299516908,136553.58,29,782.6093719806763,470874.41379310336,True
1174576656,Q5003,4650.1251785714285,0.0,0.0,195.65234299516908,195.65234299516908,260407.01,56,782.6093719806763,465012.51785714284,True
1780738757,Q5003,4411.6071875,0.0,0.0,195.65234299516908,195.65234299516908,141171.43,32,782.6093719806763,441160.71874999994,True
1386622595,Q5003,4173.684428571428,0.0,0.0,195.65234299516908,195.65234299516908,292157.91,70,782.6093719806763,417368.44285714277,True
1336690296,Q5001,4139.214444444445,0.0,0.0,0.0,0.0,74505.86,18,0.0,413921.4444444445,True
1053313874,Q5003,3837.529285714286,0.0,0.0,195.65234299516908,195.65234299516908,107450.82,28,782.6093719806763,383752.9285714286,True
1518322593,Q5001,3639.860666666667,0.0,0.0,0.0,0.0,54597.91,15,0.0,363986.0666666667,True
1235283151,Q5003,3573.124626865672,0.0,0.0,195.65234299516908,195.65234299516908,239399.35,67,782.6093719806763,357312.46268656716,True
1790755932,Q5003,3401.1056756756757,0.0,0.0,195.65234299516908,195.65234299516908,251681.82,74,782.6093719806763,340110.5675675676,True
1982651600,Q5003,3263.725283018868,0.0,0.0,195.65234299516908,195.65234299516908,345954.88,106,782.6093719806763,326372.5283018868,True
