BILLING_PROVIDER_NPI_NUM,flagged_codes,max_claims_per_bene,total_paid
1992165864,1,220.78947368421052,4780.0
1972954923,3,157.71428571428572,191922.99
1720171895,1,148.33333333333334,5089.51
1407430143,1,145.15384615384616,44964.5
1013935113,1,140.42857142857142,18759.0
1881061695,1,127.23706896551724,151575.0
1992836811,1,121.57142857142857,44646.7
1023440351,1,116.08333333333333,2367.25
1194035980,1,115.75,0.0
1770784373,1,109.46428571428571,18209.45
1639487069,1,101.89285714285714,234937.92
1588878169,1,99.27272727272727,11673.05
1376633297,1,98.14285714285714,119555.53
1750459772,1,95.19277108433735,716326.74
1265053854,1,94.22222222222223,13570.65
1659630739,1,91.64,424183.85
1326585662,1,90.65116279069767,0.0
1295000164,1,88.42105263157895,54084.25
1477987832,1,81.75,77641.29
1598824856,1,81.25531914893617,755517.03
1376915611,1,80.57142857142857,10252.16
1366143810,1,80.30434782608695,72032.6
1295896538,1,80.16666666666667,284195.64
1366561938,1,79.5625,68148.13
1639245079,1,78.4076923076923,85562.0
1467660688,1,78.05555555555556,59957.19
1316085558,1,76.75,174058.95
1952644866,1,75.9047619047619,10395.0
1619334323,1,75.83541666666666,2834288.48
1396068771,1,75.05263157894737,206812.41
1366613267,1,74.92307692307692,2754.89
1073796421,1,73.71428571428571,0.0
1306421417,1,73.0,65248.67
1245375823,1,72.71428571428571,150428.51
1235401357,1,70.33846153846154,38514.0
1750427514,1,69.65116279069767,374756.27
1588178693,1,69.57894736842105,66588.72
1457476178,1,68.92307692307692,23080.96
1083116172,1,67.23684210526316,104308.79
1972153229,1,66.14583333333333,24744.39
1346451796,1,65.72027972027972,1343797.29
1962809632,1,65.60606060606061,19958.34
1104368703,1,65.55555555555556,0.0
1144866252,1,65.33333333333333,11416.9
1831686070,1,65.26315789473684,0.0
1114079068,1,64.94736842105263,52756.96
1831362243,1,64.84615384615384,8056.04
1033293097,1,64.83333333333333,22154.69
1972678829,1,64.49295774647888,988985.07
1871538108,1,64.3157894736842,54077.48
1760735260,1,64.25974025974025,245493.28999999998
1831402296,1,64.25,113115.1
1508960378,1,63.166666666666664,4650.48
1265729594,1,63.0,10871.09
1467524728,1,62.93333333333333,193667.38
1265912067,1,62.3921568627451,327458.66
1649364480,1,62.0,-23.25
1770027997,1,61.5,18419.58
1568824423,1,61.483870967741936,29609.18
1437287364,5,61.42307692307692,6436.21
1215122072,1,61.25,39083.58
1326120528,1,61.03846153846154,123192.19
1871086496,1,60.833333333333336,0.0
1215205653,1,60.642857142857146,35259.12
1649450644,1,60.642857142857146,12772.0
1053823369,1,60.32034632034632,99408.45
1831197003,1,59.8,12947.0
1659629301,1,59.53086419753087,298604.88
1194857003,1,59.473684210526315,23434.32
1215171293,1,59.3,17664.08
1124396171,1,59.09090909090909,44333.51
1609325349,1,59.07142857142857,22708.29
1992183743,1,58.94117647058823,0.0
1023587854,1,58.78947368421053,24112.870000000003
1992015986,1,58.642857142857146,32795.6
1598760811,1,58.61764705882353,87725.89
1336467166,1,58.51304347826087,1016752.97
1235772856,1,58.25321888412017,273062.1
1215196811,1,57.5,122587.77
1962918508,1,57.1578947368421,4796.65
1124460548,1,56.88292682926829,266015.75
1235645847,1,56.73076923076923,167689.98
1700901725,1,56.72780678851175,119656.13
1225255375,1,56.689655172413794,124404.68000000001
1013383520,1,56.25714285714286,5133.41
1760902191,1,56.23529411764706,4797.2
1407124951,1,56.0,16509.83
1063995546,1,56.0,20258.88
1083810055,1,55.97872340425532,147879.87
1699879460,1,55.705882352941174,3915.02
1215236765,1,55.529411764705884,13606.08
1831190701,1,55.266666666666666,85707.45
1861168163,1,55.17391304347826,0.0
1962888560,1,54.734375,26794.05
1568633923,1,54.45283018867924,111365.6
1275145997,1,54.44897959183673,482992.77
1992731848,1,54.411764705882355,77641.14
1275931644,1,54.4,8512.39
1205924826,3,54.375,351498.83999999997
1295342145,1,54.375,53299.77
A370483100,1,54.31818181818182,52033.25
1376612044,1,54.2962962962963,316728.88
1164410288,1,54.25,49179.0
1093182560,1,54.23076923076923,75679.99
1992980387,1,53.28,187286.53
1598101198,1,53.15384615384615,84697.0
1043646920,1,53.09230769230769,369520.99
1740684992,1,52.869565217391305,159166.36
1073939096,1,52.68503937007874,162859.22
1043420847,1,52.642857142857146,41261.25
1619004314,1,52.625,63278.68
1427025352,1,52.375,11307.47
1588930705,1,52.30769230769231,32779.6
1851308753,1,52.13970588235294,177537.58
1952641516,1,52.125,45503.64
1215097357,1,52.12,96210.12
1003184037,1,52.07142857142857,29241.54
1477177111,1,51.9375,34065.83
1215051222,1,51.833333333333336,59205.86
1932384666,1,51.70796460176991,0.0
1811338460,1,51.47222222222222,10262.03
1275907404,1,51.333333333333336,83366.1
A236660300,1,51.32707774798928,3565503.91
1063454619,1,51.32258064516129,16286.45
1578968582,1,51.282051282051285,14383.64
1093135584,1,51.22222222222222,247454.44
1194941518,1,51.09375,141361.18
1891010542,1,51.07692307692308,53512.18
1972728822,1,50.964285714285715,108956.54
1780723841,1,50.724137931034484,182869.24
1710976220,1,50.588235294117645,14117.25
1851592307,1,50.542857142857144,120566.53
1043790736,1,50.541666666666664,11936.31
1760887459,1,50.53846153846154,0.0
1952548034,1,50.42857142857143,37893.37
1881024172,1,50.11538461538461,128946.52
1053683169,1,50.02777777777778,166197.61000000002
1588033666,1,50.014925373134325,3516.1
1043785058,1,48.44444444444444,15547.68
1073653291,1,48.23076923076923,431.27
1962777268,1,47.0,16562.97
1518435882,1,45.92,5785.0
1174918379,1,44.94444444444444,9256.93
1205876653,1,44.75,154.8
1871198952,1,44.15151515151515,404535.52999999997
1073850384,1,43.125,12975.48
1972907095,1,42.43689320388349,356150.33
1902988686,1,42.30337078651685,0.0
1487681656,1,42.07692307692308,108.35
1487021788,1,41.916666666666664,26473.03
1124124797,1,41.333333333333336,77271.75
1467537290,3,39.1,308.07
1932200441,1,38.1875,0.0
1689962532,1,37.63157894736842,3325.92
1922432772,2,37.588235294117645,3125.4100000000003
1598752180,1,37.57142857142857,7581.65
1467475376,1,37.56521739130435,107528.95
1386648939,1,37.5,17906.3
1497075444,1,37.44444444444444,8531.59
1720656390,1,37.0,8359.48
1295898393,1,36.7125,1687715.9
1710322094,1,35.61702127659574,148981.98
1649664855,1,35.06896551724138,0.0
1881253037,1,34.967667436489606,189472.0
1023119989,1,34.717948717948715,0.0
