BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,risk_upcoding,risk_velocity,risk_phantom,risk_cost_outlier,risk_relationship,risk_temporal,fraud_score,risk_tier
1275769119,226250.02,8376.0,0,1,1,1,1,1,5,High
1700087590,1888852.66,37864.0,0,1,1,1,1,1,5,High
1619925369,16540.63,244.0,1,1,0,1,1,1,5,High
1740648856,803727.2900000002,1198.0,0,1,1,1,1,1,5,High
1851811525,112289.75,3145.0,0,1,1,1,1,1,5,High
1033488382,4874.13,1925.0,0,1,1,1,1,1,5,High
1649259656,134573.49000000005,7512.0,0,1,1,1,1,1,5,High
1013953280,4802.7,929.0,0,1,1,1,1,1,5,High
1598790529,195070.72000000006,3518.0,0,1,1,1,1,1,5,High
1265995435,336546.17,1296.0,1,1,1,1,1,0,5,High
1295847168,34083.159999999996,1561.0,0,1,1,1,1,1,5,High
1801807870,294109.49000000005,744.0,1,1,0,1,1,1,5,High
1609325349,63893.72,2020.0,0,1,1,1,1,1,5,High
1205847746,328645.62999999995,1086.0,1,1,0,1,1,1,5,High
1205044013,2827.69,13593.0,0,1,1,1,1,1,5,High
1801073176,55872.33,2446.0,0,1,1,1,1,1,5,High
1073796421,21505.81,2366.0,0,1,1,1,1,1,5,High
1467546135,1170371.0499999998,17374.0,0,1,1,1,1,1,5,High
1518089945,2484.87,1344.0,0,1,1,1,1,1,5,High
1831270842,406902.51000000007,1425.0,1,1,0,1,1,1,5,High
1194882316,288489.3,915.0,1,1,0,1,1,1,5,High
1528042561,245000.24,1964.0,1,1,0,1,1,1,5,High
1881024172,1399935.9400000002,16910.0,1,1,1,1,0,1,5,High
1932735651,161199.87,646.0,1,1,0,1,1,1,5,High
1821093402,252052.17999999996,14076.0,0,1,1,1,1,1,5,High
1518089507,126709.54,7896.0,0,1,0,1,1,1,4,High
1912123431,122571.84999999999,2122.0,0,1,0,1,1,1,4,High
1871573360,115333.28000000004,5824.0,0,1,0,1,1,1,4,High
1578631172,682196.9699999997,12407.0,0,1,0,1,1,1,4,High
1083003321,456226.64999999997,12687.0,0,1,0,1,1,1,4,High
1316316789,103.32,1132.0,0,1,0,1,1,1,4,High
1104982917,2161611.1800000006,32489.0,0,1,1,1,0,1,4,High
1417924762,320571.85999999987,8158.0,0,1,1,1,1,0,4,High
1518066299,2052.9,8920.0,0,1,0,1,1,1,4,High
1891813085,1633.07,3123.0,0,1,0,1,1,1,4,High
1649602095,102556.88000000002,1020.0,0,1,1,0,1,1,4,High
1104067636,88894.59,1537.0,0,1,0,1,1,1,4,High
1366495525,26269.66,458.0,0,1,0,1,1,1,4,High
1710415492,3448.0099999999998,620.0,0,1,0,1,1,1,4,High
1285641514,3152001.710000001,45081.0,0,1,1,1,0,1,4,High
1245248939,1224584.7099999993,23667.0,0,1,1,1,0,1,4,High
1194194720,51581.35,3318.0,0,1,0,1,1,1,4,High
1780667923,873873.2299999999,30643.0,0,1,0,1,1,1,4,High
1427121375,61510.28,3155.0,0,1,0,1,1,1,4,High
1679805493,106791.54000000002,3985.0,0,1,0,1,1,1,4,High
1306843826,69670.83999999998,1516.0,0,1,0,1,1,1,4,High
1093883324,16235.77,122.0,1,1,0,1,1,0,4,High
1972597425,758291.5000000002,6527.0,0,1,0,1,1,1,4,High
1770696643,4357205.540000001,71952.0,0,1,0,1,1,1,4,High
1386010130,53329.259999999995,389.0,1,1,0,1,0,1,4,High
1538157508,1161632.8400000003,31770.0,0,1,0,1,1,1,4,High
1992734487,28463.909999999996,1241.0,0,1,0,1,1,1,4,High
1366441370,126148.65999999999,6719.0,0,1,0,1,1,1,4,High
1366697476,68682.49999999999,1920.0,0,1,0,1,1,1,4,High
1467739888,31043.010000000002,140.0,1,1,0,1,1,0,4,High
1962866418,39780.240000000005,428.0,0,1,0,1,1,1,4,High
1609144005,10870.369999999999,1075.0,0,1,0,1,1,1,4,High
1245327881,7314.450000000001,1006.0,0,1,0,1,1,1,4,High
1023398310,8851.29,1170.0,0,1,1,0,1,1,4,High
1124396874,23422.219999999998,235.0,1,1,1,1,0,0,4,High
1376623538,2725829.5000000014,31042.0,0,1,0,1,1,1,4,High
1427486703,14318.630000000001,980.0,0,1,0,1,1,1,4,High
1891801734,92320.04000000004,1789.0,0,1,0,1,1,1,4,High
1194974402,61266.42999999999,948.0,0,1,0,1,1,1,4,High
1760436190,171416.71,2247.0,1,1,1,1,0,0,4,High
1801831227,22426.17,317.0,0,1,0,1,1,1,4,High
1578547345,76234.21999999999,59.0,1,1,0,1,1,0,4,High
1013032267,17278.18,718.0,0,1,0,1,1,1,4,High
1982784534,634828.1800000002,14599.0,0,1,0,1,1,1,4,High
1063713659,178691.63999999998,4614.0,0,1,0,1,1,1,4,High
1639400260,1682.8,797.0,0,1,0,1,1,1,4,High
1689115081,685.09,1054.0,0,1,1,0,1,1,4,High
1053437509,2344.94,10683.0,0,1,0,1,1,1,4,High
1891750691,469303.57000000007,709.0,1,1,0,1,0,1,4,High
1649334921,1382.3,738.0,0,1,0,1,1,1,4,High
1295274538,59995.66999999999,1438.0,0,1,0,1,1,1,4,High
1588959084,215510.65999999997,5171.0,0,1,0,1,1,1,4,High
1790121325,6599.530000000002,1849.0,0,1,1,1,0,1,4,High
1033281050,21943.640000000003,223.0,1,1,0,1,0,1,4,High
1649209420,54126.020000000004,1182.0,0,1,0,1,1,1,4,High
1700112745,549740.2300000001,3185.0,1,1,0,1,1,0,4,High
1619944550,19632.749999999996,1287.0,0,1,0,1,1,1,4,High
1316024128,44266.1,922.0,0,1,0,1,1,1,4,High
1053495234,75395.17000000001,2966.0,0,1,0,1,1,1,4,High
1477807667,3328788.600000001,31895.0,0,1,0,1,1,1,4,High
1881665164,131434.74000000002,3392.0,0,1,0,1,1,1,4,High
1942832720,692534.98,7666.0,0,1,0,1,1,1,4,High
1700024403,2010.0800000000002,33453.0,0,1,0,1,1,1,4,High
1306015425,273109.39,20251.0,0,1,0,1,1,1,4,High
1134193634,21836.620000000003,8335.0,0,1,1,0,1,1,4,High
1225128432,115689.31000000001,4221.0,0,1,0,1,1,1,4,High
1922356369,58834.26,2335.0,0,1,0,1,1,1,4,High
1255308722,143197.83000000002,1210.0,1,1,0,1,1,0,4,High
1821120486,192629.03999999998,365.0,1,1,1,1,0,0,4,High
1598703506,51274.02,4137.0,0,1,0,1,1,1,4,High
1770699514,82645.64000000001,5769.0,0,1,0,1,1,1,4,High
1669593562,2238.67,1596.0,0,1,0,1,1,1,4,High
1467560599,819547.52,14522.0,0,1,0,1,1,1,4,High
1639179328,423284.3400000001,9432.0,0,1,1,1,0,1,4,High
1902805245,837714.6100000001,8598.0,0,1,0,1,1,1,4,High
1851454011,317732.13000000006,71738.0,0,1,0,1,1,1,4,High
1154354744,1152231.8900000004,12796.0,1,1,0,1,1,0,4,High
1497372957,14504.09,616.0,0,1,0,1,1,1,4,High
1619172640,4882.27,454.0,0,1,0,1,1,1,4,High
1922089242,87544.17,32996.0,0,1,0,1,1,1,4,High
1972585347,70292.35,2201.0,0,1,0,1,1,1,4,High
1568440287,7857.799999999999,3342.0,0,1,0,1,1,1,4,High
1194718346,21462.949999999997,4609.0,0,1,0,1,1,1,4,High
1396864542,325947.73,1751.0,1,1,0,1,0,1,4,High
1881639193,35762.50000000001,1341.0,0,1,0,1,1,1,4,High
1063430916,154516.17000000007,2491.0,0,1,0,1,1,1,4,High
1043351133,99226.23000000001,2294.0,0,1,0,1,1,1,4,High
1649525569,276408.88000000006,3827.0,0,1,0,1,1,1,4,High
1356366991,716703.1699999998,17477.0,0,1,0,1,1,1,4,High
1386934172,44323.81,3151.0,0,1,0,1,1,1,4,High
1407243223,181580.66999999998,13880.0,0,1,0,1,1,1,4,High
1265437644,796929.3300000004,11727.0,0,1,0,1,1,1,4,High
1346506037,4750.68,748.0,0,1,0,1,1,1,4,High
1154347797,10719.35,3517.0,0,1,0,1,1,1,4,High
1063454619,88492.96,2137.0,0,1,1,1,1,0,4,High
1437255155,951257.2600000002,30023.0,0,1,1,1,1,0,4,High
1649270257,214986.52000000002,6371.0,0,1,0,1,1,1,4,High
1144266024,1538423.23,19360.0,0,1,0,1,1,1,4,High
1902823461,64814.81000000001,2004.0,0,1,0,1,1,1,4,High
1124261854,149811.52,519.0,0,1,0,1,1,1,4,High
1568648665,4425.8200000000015,2991.0,0,1,0,1,1,1,4,High
1164789467,66169.52999999998,4342.0,0,1,0,1,1,1,4,High
1326097833,87203.78,5727.0,0,1,0,1,1,1,4,High
1396080867,66318.37000000001,1681.0,0,1,0,1,1,1,4,High
1033178561,201272.77000000002,8753.0,0,1,1,1,1,0,4,High
1699780536,187100.13,3285.0,0,1,0,1,1,1,4,High
1407090848,16240.06,2739.0,0,1,0,1,1,1,4,High
1427335140,1553329.9299999997,2315.0,1,1,0,1,0,1,4,High
1912948308,92267.70000000003,749.0,1,1,0,1,1,0,4,High
1568731602,20351.489999999998,3053.0,0,1,0,1,1,1,4,High
1356377691,50903.00999999999,2758.0,0,1,1,0,1,1,4,High
1053339507,1157957.3300000003,31333.0,0,1,0,1,1,1,4,High
1952333460,121503.01000000002,23805.0,0,1,0,1,1,1,4,High
1366496416,13571.61,417.0,0,1,0,1,1,1,4,High
1063619997,28716.41,3006.0,0,1,0,1,1,1,4,High
1780869693,10207.51,882.0,0,1,0,1,1,1,4,High
1134346687,385743.25,1039.0,0,1,0,1,1,1,4,High
1528138047,22992.200000000004,455.0,0,1,0,1,1,1,4,High
1538563044,67394.06000000001,5203.0,0,1,0,1,1,1,4,High
1295896744,40828.25,2424.0,0,1,0,1,1,1,4,High
1619341716,2396942.1799999997,38339.0,0,1,1,1,1,0,4,High
1356671762,21344.250000000004,376.0,1,1,0,1,0,1,4,High
1659407872,77123.66999999998,3152.0,0,1,0,1,1,1,4,High
1003993221,1407.4300000000003,1030.0,0,1,0,1,1,1,4,High
1871607713,104249.99999999999,6972.0,0,1,0,1,1,1,4,High
1215052527,74152.02,446.0,0,1,0,1,1,1,4,High
1679524961,2408515.4100000006,49198.0,0,1,0,1,1,1,4,High
1124058615,288315.38000000006,6732.0,0,1,0,1,1,1,4,High
1093968372,386695.37,3123.0,1,1,0,1,0,1,4,High
1134141682,99673.84000000001,2112.0,0,1,0,1,1,1,4,High
1225381965,916.3000000000001,821.0,0,1,0,1,1,1,4,High
1053456962,263.19,1358.0,0,1,0,1,1,1,4,High
1598984288,122.1,261.0,0,1,0,1,1,1,4,High
1760545503,93315.15999999999,1695.0,1,1,0,1,1,0,4,High
1902858152,322338.09000000014,6646.0,0,1,0,1,1,1,4,High
1083829659,34007.29,2716.0,0,1,0,1,1,1,4,High
1144228487,457717.49000000005,4703.0,0,1,1,1,1,0,4,High
1134137375,235675.42000000004,6195.0,0,1,1,1,0,1,4,High
1710309513,64761.56999999999,6083.0,0,1,0,1,1,1,4,High
1891046876,289804.01999999996,8067.0,0,1,0,1,1,1,4,High
1174689665,4490583.439999999,49577.0,0,1,1,1,0,1,4,High
1003014952,552537.14,6033.0,0,1,0,1,1,1,4,High
1366536963,154796.31999999995,2447.0,0,1,1,1,1,0,4,High
1346302981,56315.359999999986,1111.0,0,1,0,1,1,1,4,High
1508379017,138714.13000000003,7985.0,0,1,0,1,1,1,4,High
1548340813,275473.45,2875.0,0,1,0,1,1,1,4,High
1154420933,3709.5,1498.0,0,1,0,1,1,1,4,High
1124561162,109072.92000000001,574.0,1,1,0,1,1,0,4,High
1760017636,78634.26999999999,425.0,0,1,0,1,1,1,4,High
1568407310,3044188.2600000002,36180.0,0,1,0,1,1,1,4,High
1760454334,775704.4199999999,23074.0,0,1,0,1,1,1,4,High
1790778660,1060717.6,2556.0,0,1,0,1,1,1,4,High
1528263910,17653885.86,48704.0,1,1,0,1,1,0,4,High
1215113964,949768.1100000001,16155.0,0,1,0,1,1,1,4,High
1487651949,127157.4,2469.0,0,1,0,1,1,1,4,High
1922050749,14436.97,2384.0,0,1,0,1,1,1,4,High
1255809166,26944.879999999997,1485.0,0,1,0,1,1,1,4,High
1396808309,397643.05000000005,9863.0,0,1,0,1,1,1,4,High
1467538520,487753.1700000001,18971.0,0,1,0,1,1,1,4,High
1205940145,251278.76000000004,4756.0,0,1,0,1,1,1,4,High
1992742860,42495.53999999999,1483.0,0,1,0,1,1,1,4,High
1063557460,52611.36,1672.0,0,1,0,1,1,1,4,High
1184766107,205414.75999999995,4700.0,0,1,0,1,1,1,4,High
1447543392,320.34000000000003,208.0,0,1,0,1,1,1,4,High
1578552543,407935.69999999995,13186.0,0,1,0,1,1,1,4,High
1811187248,54492.22000000001,2247.0,0,1,0,1,1,1,4,High
1770532798,489530.26,10576.0,0,1,1,1,1,0,4,High
1558428953,116180.4,2276.0,0,1,0,1,1,1,4,High
1083727838,93520.27,6935.0,0,1,0,1,1,1,4,High
1942256342,228629.73,7637.0,0,1,0,1,1,1,4,High
1104155894,17344.76,1090.0,0,1,1,1,1,0,4,High
1598941825,640516.1799999997,6192.0,0,1,0,1,1,1,4,High
1477704997,21497.899999999998,2155.0,0,1,0,1,1,1,4,High
1588654966,68849.63,1004.0,0,1,0,1,1,1,4,High
1679542393,94967.68,1167.0,0,1,1,1,1,0,4,High
1801838198,62421.08,1871.0,0,1,0,1,1,1,4,High
1336315902,10365.450000000004,2838.0,0,1,0,1,1,1,4,High
1114133394,76893.04999999999,2834.0,0,1,0,1,1,1,4,High
1497986582,135866.44000000003,974.0,1,1,0,1,0,1,4,High
1801929757,92736.85,12597.0,0,1,0,1,1,1,4,High
1477695021,371721.7299999999,906.0,0,1,0,1,1,1,4,High
1245669555,173800.32999999996,5737.0,0,1,0,1,1,1,4,High
1215936927,1519264.039999999,32587.0,0,1,0,1,1,1,4,High
1710924683,2123595.7600000002,64292.0,0,1,1,1,1,0,4,High
1386719524,82561.23999999999,3946.0,0,1,0,1,1,1,4,High
1841323565,46148.11000000001,581.0,0,1,0,1,1,1,4,High
1326046467,873049.9099999997,24683.0,0,1,1,1,0,1,4,High
1073535027,1088059.8000000005,32675.0,0,1,1,1,1,0,4,High
1609849074,2636164.339999999,39974.0,0,1,0,1,1,1,4,High
1285688267,247631.30999999997,12050.0,0,1,0,1,1,1,4,High
1669835310,147291.34,3982.0,1,1,0,1,0,1,4,High
1619028099,12223.869999999999,1400.0,0,1,0,1,1,1,4,High
1801825005,22953.450000000004,1583.0,0,1,0,1,1,1,4,High
1558367649,2779.33,532.0,0,1,0,1,1,1,4,High
1326502865,4753131.279999999,10557.0,0,1,1,1,0,1,4,High
1083815385,20883.269999999993,7729.0,0,1,0,1,1,1,4,High
1801908645,41648.509999999995,504.0,1,1,0,1,0,1,4,High
1598759029,24572.89,1310.0,0,1,0,1,1,1,4,High
1093239030,17678.989999999998,812.0,0,1,0,1,1,1,4,High
1306897681,628645.3800000001,9572.0,0,1,0,1,1,1,4,High
1235301631,10761.28,1462.0,0,1,0,1,1,1,4,High
1215913017,85646.88,736.0,1,1,1,1,0,0,4,High
1376784868,103701.83000000002,4063.0,0,1,0,1,1,1,4,High
1255667002,65191.24,1173.0,0,1,0,1,1,1,4,High
1134349954,497042.2299999999,5742.0,0,1,0,1,1,1,4,High
1154353993,200245.51999999996,6508.0,0,1,0,1,1,1,4,High
1083718134,7663.89,695.0,0,1,0,1,1,1,4,High
1841224508,373230.1999999999,8179.0,0,1,0,1,1,1,4,High
1215317375,51645.22,1018.0,0,1,0,1,1,1,4,High
