BILLING_PROVIDER_NPI_NUM,SERVICING_PROVIDER_NPI_NUM,shared_codes,shared_months,relationship_paid,relationship_claims,billing_total,concentration_pct,flag_concentrated,flag_broad,flag_any
1528126133,1770991291,15,18,267360.48999999993,2028.0,3122630.2299999995,8.562028492243218,False,True,True
1144384389,1598772568,9,10,266455.58999999997,17765.0,644503.9099999999,41.34274220306902,False,True,True
1487602736,1477204485,8,9,266399.17,1399.0,2707736.04,9.838446808131268,False,True,True
1366479099,1619913449,121,72,266353.11999999994,59568.0,1116431.58,23.857540826639813,False,True,True
1780787978,A649976700,1,1,265424.82,1995.0,265424.82,100.0,True,False,True
1912976408,1568923449,13,11,265266.0,2199.0,2055517.3199999998,12.905072480732006,False,True,True
1639185317,1659563641,7,11,264989.23,1922.0,920973.26,28.772738743793706,False,True,True
1073003190,1134384951,13,17,264514.52999999997,1796.0,264514.52999999997,100.0,True,True,True
1942939764,1275979296,1,1,263694.88,1014.0,263694.88,100.0,True,False,True
1740232115,1205805454,9,10,262664.63,5054.0,609979.23,43.06124160981678,False,True,True
1831212612,1104982495,2,3,262436.22,1918.0,262436.22,100.0,True,False,True
1467504555,1518035369,14,15,261883.23999999996,1445.0,963357.11,27.184440461543897,False,True,True
1659953206,1619224730,1,1,261002.16,1842.0,261002.16,100.0,True,False,True
1174576656,1972702587,1,1,260407.01,56.0,260407.01,100.0,True,False,True
1407897309,A779118000,63,40,258617.13999999993,4683.0,7612542.61,3.397250475291591,False,True,True
1467504530,1972782894,9,13,258354.02000000002,2460.0,693819.17,37.236506451673854,False,True,True
1134575335,A649976700,1,1,258335.0,623.0,258335.0,100.0,True,False,True
1497168546,1669720926,2,2,258228.58000000002,426.0,258228.58000000002,100.0,True,False,True
1861495327,1043433253,2,3,257264.80000000002,424.0,282440.23000000004,91.08645747810075,True,False,True
1932671740,1104107093,1,1,257085.0,1833.0,257085.0,100.0,True,False,True
1790177582,1912386285,12,12,253663.01,1538.0,830508.91,30.543081109147884,False,True,True
1093062911,1871807172,19,23,253317.30999999997,4320.0,454311.23999999993,55.75853901391478,False,True,True
1629659578,1386215051,2,3,253139.65,273.0,253139.65,100.0,True,False,True
1134691975,A649976700,3,4,252293.16,1253.0,264285.42,95.46238305541033,True,False,True
1992043053,1306895842,7,9,252219.58000000005,1996.0,1918654.29,13.14565012126286,False,True,True
1962531152,1134211014,2,2,251985.53,110.0,251985.53,100.0,True,False,True
1528478211,1932477379,9,9,251563.64,2605.0,1013957.38,24.81008028167811,False,True,True
1033631585,1700073533,2,3,251186.47999999998,1292.0,251186.47999999998,100.0,True,False,True
1194882316,1811012719,1,1,250667.25,699.0,272600.75,91.95398398573738,True,False,True
1881929503,1699367979,1,1,250118.88,69.0,250118.88,100.0,True,False,True
1619286754,1255640371,3,3,249182.56999999998,913.0,249182.56999999998,100.0,True,False,True
1720389703,1205293255,1,1,248383.26,1654.0,248383.26,100.0,True,False,True
1275577215,M859323000,2,2,246524.06,2204.0,270583.57,91.10828865182022,True,False,True
1609849074,1932104981,8,7,245379.24000000002,2075.0,1850702.93,13.258704896522753,False,True,True
1891731626,1518903350,86,58,244528.20000000007,18688.0,264548.4100000001,92.43230756896251,True,True,True
1477695021,1558522383,1,1,244409.68,60.0,251613.88,97.13680342276825,True,False,True
1346285657,1710914965,9,13,243536.28999999998,1486.0,922368.6900000001,26.40335612432811,False,True,True
1750508107,1689787673,3,3,242985.92,981.0,252094.40000000002,96.38687729675867,True,False,True
1356556419,1225101215,1,1,241312.38,599.0,241312.38,100.0,True,False,True
1386671535,1437110921,2,3,240250.0,1223.0,252492.97999999998,95.15116024215803,True,False,True
1912976408,1184915407,27,27,240103.29999999996,5868.0,2055517.3199999998,11.680918358790574,False,True,True
1215031554,1205880408,17,21,239599.67,3693.0,239599.67,100.0,True,True,True
1366560393,1194869693,17,17,238097.12,6222.0,335057.16,71.06164213891147,False,True,True
1528102902,A565813600,2,3,238063.89999999997,3426.0,238063.89999999997,100.0,True,False,True
1710576988,1588821243,1,1,237960.0,2933.0,237960.0,100.0,True,False,True
1629621651,1407967821,12,9,237399.43000000002,4673.0,237399.43000000002,100.0,True,True,True
1063629186,1255388674,12,15,237340.26999999996,4189.0,399265.58999999997,59.44420855300854,False,True,True
1093233348,1629303284,7,11,236909.41999999998,2493.0,258417.00999999998,91.67717713319259,True,True,True
1710924683,A304140100,47,29,235799.81,6591.0,2123595.7600000002,11.103799246613676,False,True,True
1821288606,1568444875,35,38,235531.33,6116.0,504630.93,46.67397814874328,False,True,True
1649543554,1629095450,3,3,235118.5,908.0,250925.18,93.70064016692147,True,False,True
1942306873,1548480577,1,3,235097.83,112.0,240052.18,97.93613621838385,True,False,True
1639487069,A304140100,1,1,234937.92,5706.0,234937.92,100.0,True,False,True
1710191283,1558765172,12,12,234892.78999999998,2515.0,900050.2999999999,26.09774031518016,False,True,True
1952447013,1932158193,6,9,234025.53,2176.0,246831.41,94.81189205215009,True,False,True
1750715801,1417046913,3,4,233144.08,582.0,247459.63999999998,94.21499198818846,True,False,True
1568873727,1023278504,15,16,233121.76,4479.0,233121.76,100.0,True,True,True
1710952031,1972731396,8,9,231746.05,1183.0,296014.06,78.28886573833688,False,True,True
1164627295,1649349820,16,19,231066.95,1848.0,243465.71000000002,94.9073896278864,True,True,True
1336335983,1578572087,24,23,231030.20999999993,2214.0,234439.16999999993,98.54590851861488,True,True,True
1760441844,1194838292,9,10,230675.01999999996,389.0,230675.01999999996,100.0,True,True,True
1699116111,1780780767,10,12,230385.46,2083.0,241303.18,95.4755175625949,True,True,True
1245752062,1205386521,1,3,229824.0,3106.0,234864.0,97.85407725321889,True,False,True
1588972277,1861852923,1,2,229690.86,187.0,229690.86,100.0,True,False,True
1255497236,1750804910,12,16,228630.4,4375.0,249040.9,91.80435823995175,True,True,True
1386159176,1568458990,3,3,228209.12,11261.0,228209.12,100.0,True,False,True
1689067563,1831512011,2,3,227989.6,2905.0,227989.6,100.0,True,False,True
1013456383,1013946706,12,15,227342.49000000002,2655.0,362841.85000000003,62.65608280852939,False,True,True
1518379411,1275638827,2,3,227099.38,1500.0,227099.38,100.0,True,False,True
1093792350,A565813600,7,9,227046.94,3717.0,276782.12,82.03092743129505,False,True,True
1629144050,1376956292,2,2,226358.75,730.0,236393.18,95.75519479876704,True,False,True
1215113964,1275619736,10,11,226307.39,1795.0,948021.9500000001,23.87153483102369,False,True,True
1447332036,1942220272,16,17,226277.40999999997,2568.0,804430.1799999999,28.12890610344828,False,True,True
1083765689,1134187727,8,12,226248.69999999998,5383.0,5037397.779999999,4.4913804682702665,False,True,True
1003811381,1023013307,17,20,225483.78999999998,3623.0,388494.13,58.040462541866454,False,True,True
1114454287,1093933400,8,9,225359.0,4216.0,316640.0,71.17199343102577,False,True,True
1083765689,1407809213,13,12,225206.18,3955.0,5037397.779999999,4.470684862214713,False,True,True
1093898660,A649976700,6,6,224750.0,516.0,224750.0,100.0,True,False,True
1720110968,1467447284,15,19,223726.37,1255.0,223726.37,100.0,True,True,True
1386298008,1619195625,12,11,223567.96000000002,2384.0,437439.64,51.10829919300409,False,True,True
1922074434,A304140100,61,35,223527.47999999998,4379.0,609609.8399999999,36.66730182701776,False,True,True
1114264660,1497966808,11,14,222225.38000000003,3482.0,238920.47000000003,93.0122814508108,True,True,True
1548621543,1235590407,1,1,222082.25,111.0,234632.25,94.65120417163455,True,False,True
1871137679,1326083478,1,1,221508.0,1597.0,221508.0,100.0,True,False,True
1053679100,1821337122,1,1,221179.5,1224.0,237381.49,93.17470372268706,True,False,True
1457656647,1831368943,19,17,219877.37,7084.0,219877.37,100.0,True,True,True
1760922645,1477724235,1,1,219344.0,636.0,224213.72,97.82809009189982,True,False,True
1609300854,1871915827,8,12,218775.01,8764.0,856903.21,25.5308893054561,False,True,True
1821411273,1447785068,1,2,218401.4,1114.0,239669.12,91.12621600980552,True,False,True
1821186727,1891089363,16,18,218149.69,2272.0,762759.04,28.600079259630927,False,True,True
1568822633,1508267071,1,2,217760.3,1077.0,217760.3,100.0,True,False,True
